Size,RunIndex,CaseName,Tool,Sequence,Scenario,MetricValue,PhaseName,MetricName,Iteration
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,7,BasicXform,30086896,Modification,Memory,2
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,149444112460,M2MTransformation2,Time,2
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,31981696,M2MTransformation2,Memory,2
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,2441451848,M2MTransformation2,PeakMemory,2
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,8,BasicXform,934028757,M2MTransformation2,AverageMemory,2
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,9,BasicXform,219085,Modification,Time,3
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,9,BasicXform,31981816,Modification,Memory,3
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,10,BasicXform,149307636979,M2MTransformation2,Time,3
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,10,BasicXform,34271656,M2MTransformation2,Memory,3
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,10,BasicXform,2419114880,M2MTransformation2,PeakMemory,3
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,10,BasicXform,956289419,M2MTransformation2,AverageMemory,3
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,11,BasicXform,239766,Modification,Time,4
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,11,BasicXform,34271800,Modification,Memory,4
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,12,BasicXform,148877536968,M2MTransformation2,Time,4
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,12,BasicXform,36170304,M2MTransformation2,Memory,4
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,12,BasicXform,2408682664,M2MTransformation2,PeakMemory,4
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,12,BasicXform,959717668,M2MTransformation2,AverageMemory,4
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,13,BasicXform,203472,Modification,Time,5
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,13,BasicXform,36170424,Modification,Memory,5
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,14,BasicXform,150047196196,M2MTransformation2,Time,5
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,14,BasicXform,38070408,M2MTransformation2,Memory,5
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,14,BasicXform,2376535312,M2MTransformation2,PeakMemory,5
32,1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,14,BasicXform,997183415,M2MTransformation2,AverageMemory,5
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,BasicXform,220322,EMFResourceInitialization,Time,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,BasicXform,11214976,EMFResourceInitialization,Memory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,BasicXform,277810483,Generation,Time,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,BasicXform,24380000,Generation,Memory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,57359114,Initialization,Time,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,18825208,Initialization,Memory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,86867960,Initialization,PeakMemory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,60024384,Initialization,AverageMemory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,58862754,M2MTransformation1,Time,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,22436952,M2MTransformation1,Memory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,51038064,M2MTransformation1,AverageMemory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,72512928,M2MTransformation1,PeakMemory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,BasicXform,556432,Modification,Time,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,BasicXform,22452216,Modification,Memory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,81606167,M2MTransformation2,Time,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,22467232,M2MTransformation2,Memory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,86877544,M2MTransformation2,PeakMemory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,65402680,M2MTransformation2,AverageMemory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,BasicXform,269087,Modification,Time,2
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,BasicXform,22482496,Modification,Memory,2
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,50070779,M2MTransformation2,Time,2
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,22497152,M2MTransformation2,Memory,2
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,54695616,M2MTransformation2,AverageMemory,2
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,65433136,M2MTransformation2,PeakMemory,2
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,BasicXform,346405,Modification,Time,3
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,BasicXform,22512640,Modification,Memory,3
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,47760017,M2MTransformation2,Time,3
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,22527344,M2MTransformation2,Memory,3
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,54725760,M2MTransformation2,AverageMemory,3
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,65463280,M2MTransformation2,PeakMemory,3
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform,257438,Modification,Time,4
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform,22542992,Modification,Memory,4
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,52962897,M2MTransformation2,Time,4
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,22575960,M2MTransformation2,Memory,4
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,54756044,M2MTransformation2,AverageMemory,4
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,65493472,M2MTransformation2,PeakMemory,4
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,BasicXform,375755,Modification,Time,5
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,BasicXform,22595000,Modification,Memory,5
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,49128635,M2MTransformation2,Time,5
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,22621080,M2MTransformation2,Memory,5
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,65545448,M2MTransformation2,PeakMemory,5
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,54808024,M2MTransformation2,AverageMemory,5
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,BasicXform,169925,EMFResourceInitialization,Time,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,BasicXform,11534096,EMFResourceInitialization,Memory,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,BasicXform,8648301711,Generation,Time,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,BasicXform,334171288,Generation,Memory,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,1206329266,Initialization,Time,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,216278856,Initialization,Memory,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,616907960,Initialization,AverageMemory,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,1001034808,Initialization,PeakMemory,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,303058913,M2MTransformation1,Time,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,253715192,M2MTransformation1,Memory,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,472300864,M2MTransformation1,PeakMemory,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,365624840,M2MTransformation1,AverageMemory,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,BasicXform,662575,Modification,Time,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,BasicXform,253731632,Modification,Memory,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,521242922,M2MTransformation2,Time,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,253747088,M2MTransformation2,Memory,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,552425048,M2MTransformation2,PeakMemory,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,424413904,M2MTransformation2,AverageMemory,1
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,BasicXform,436039,Modification,Time,2
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,BasicXform,253761912,Modification,Memory,2
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,500926574,M2MTransformation2,Time,2
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,253776120,M2MTransformation2,Memory,2
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,552455904,M2MTransformation2,PeakMemory,2
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,424444472,M2MTransformation2,AverageMemory,2
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,BasicXform,480905,Modification,Time,3
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,BasicXform,253790520,Modification,Memory,3
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,585524947,M2MTransformation2,Time,3
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,253804520,M2MTransformation2,Memory,3
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,552483992,M2MTransformation2,PeakMemory,3
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,424472820,M2MTransformation2,AverageMemory,3
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform,412775,Modification,Time,4
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform,253819232,Modification,Memory,4
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,476800719,M2MTransformation2,Time,4
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,253833200,M2MTransformation2,Memory,4
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,552512712,M2MTransformation2,PeakMemory,4
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,424501548,M2MTransformation2,AverageMemory,4
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,BasicXform,375350,Modification,Time,5
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,BasicXform,253848392,Modification,Memory,5
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,478621810,M2MTransformation2,Time,5
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,253862096,M2MTransformation2,Memory,5
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,552542032,M2MTransformation2,PeakMemory,5
32,3,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,424530776,M2MTransformation2,AverageMemory,5
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,BasicXform,229155,EMFResourceInitialization,Time,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,BasicXform,11895728,EMFResourceInitialization,Memory,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,BasicXform,114363555871,Generation,Time,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,BasicXform,2925174912,Generation,Memory,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,11741927441,Initialization,Time,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,1532330128,Initialization,Memory,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,3044427448,Initialization,PeakMemory,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,BasicXform,1271500190,Initialization,AverageMemory,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,647956327,M2MTransformation1,Time,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,1624702944,M2MTransformation1,Memory,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,1811185112,M2MTransformation1,AverageMemory,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,BasicXform,2066801648,M2MTransformation1,PeakMemory,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,BasicXform,1230043,Modification,Time,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,BasicXform,1624732048,Modification,Memory,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,1708025244,M2MTransformation2,Time,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,1624747464,M2MTransformation2,Memory,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,1939097330,M2MTransformation2,AverageMemory,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,BasicXform,2253461976,M2MTransformation2,PeakMemory,1
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,BasicXform,701710,Modification,Time,2
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,BasicXform,1624776552,Modification,Memory,2
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,1665277851,M2MTransformation2,Time,2
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,1624791760,M2MTransformation2,Memory,2
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,1939163680,M2MTransformation2,AverageMemory,2
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,BasicXform,2253571896,M2MTransformation2,PeakMemory,2
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,BasicXform,671797,Modification,Time,3
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,BasicXform,1624819472,Modification,Memory,3
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,1667166007,M2MTransformation2,Time,3
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,1624834144,M2MTransformation2,Memory,3
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,2253614488,M2MTransformation2,PeakMemory,3
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,BasicXform,1939206426,M2MTransformation2,AverageMemory,3
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform,652785,Modification,Time,4
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,BasicXform,1624861752,Modification,Memory,4
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,1904306455,M2MTransformation2,Time,4
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,1624876728,M2MTransformation2,Memory,4
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,1939226938,M2MTransformation2,AverageMemory,4
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,BasicXform,2285877104,M2MTransformation2,PeakMemory,4
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,BasicXform,677940,Modification,Time,5
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,BasicXform,1624904648,Modification,Memory,5
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,1659720448,M2MTransformation2,Time,5
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,1624919328,M2MTransformation2,Memory,5
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,1939270024,M2MTransformation2,AverageMemory,5
64,1,StatisticBasedCase,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,BasicXform,2253634728,M2MTransformation2,PeakMemory,5
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,BasicXform,203433,EMFResourceInitialization,Time,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,BasicXform,11253048,EMFResourceInitialization,Memory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,BasicXform,297746674,Generation,Time,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,BasicXform,24288744,Generation,Memory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,BasicXform,63553713,Initialization,Time,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,BasicXform,14544280,Initialization,Memory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,BasicXform,86906264,Initialization,PeakMemory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,BasicXform,54693972,Initialization,AverageMemory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,BasicXform,99083826,M2MTransformation1,Time,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,BasicXform,15963632,M2MTransformation1,Memory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,BasicXform,100444248,M2MTransformation1,PeakMemory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,BasicXform,68232004,M2MTransformation1,AverageMemory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,BasicXform,143661,Modification,Time,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,BasicXform,15963792,Modification,Memory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6,BasicXform,108345574,M2MTransformation2,Time,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6,BasicXform,15972664,M2MTransformation2,Memory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6,BasicXform,69652740,M2MTransformation2,AverageMemory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6,BasicXform,101865000,M2MTransformation2,PeakMemory,1
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,7,BasicXform,153899,Modification,Time,2
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,7,BasicXform,15972832,Modification,Memory,2
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8,BasicXform,104686985,M2MTransformation2,Time,2
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8,BasicXform,15985744,M2MTransformation2,Memory,2
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8,BasicXform,101873120,M2MTransformation2,PeakMemory,2
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8,BasicXform,69660800,M2MTransformation2,AverageMemory,2
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,9,BasicXform,216916,Modification,Time,3
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,9,BasicXform,15985912,Modification,Memory,3
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10,BasicXform,100025082,M2MTransformation2,Time,3
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10,BasicXform,15993672,M2MTransformation2,Memory,3
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10,BasicXform,69673944,M2MTransformation2,AverageMemory,3
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10,BasicXform,101886328,M2MTransformation2,PeakMemory,3
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11,BasicXform,139947,Modification,Time,4
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11,BasicXform,15993904,Modification,Memory,4
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12,BasicXform,100465022,M2MTransformation2,Time,4
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12,BasicXform,16001904,M2MTransformation2,Memory,4
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12,BasicXform,101894128,M2MTransformation2,PeakMemory,4
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12,BasicXform,69681852,M2MTransformation2,AverageMemory,4
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13,BasicXform,174819,Modification,Time,5
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13,BasicXform,16002072,Modification,Memory,5
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14,BasicXform,96977701,M2MTransformation2,Time,5
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14,BasicXform,16014136,M2MTransformation2,Memory,5
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14,BasicXform,101902256,M2MTransformation2,PeakMemory,5
4,1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14,BasicXform,69689988,M2MTransformation2,AverageMemory,5
4,2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,BasicXform,148109,EMFResourceInitialization,Time,1
4,2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,BasicXform,11318608,EMFResourceInitialization,Memory,1
4,2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,BasicXform,294209713,Generation,Time,1
4,2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,BasicXform,23063760,Generation,Memory,1
4,2,StatisticBasedCase,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,BasicXform,81713115,Initialization,Time,1
