MetricName,RunIndex,CaseName,PhaseName,MetricValue,Scenario,Sequence,Size,Iteration,Tool
Time,3,StatisticBasedCase,M2MTransformation2,67470657,BasicXform,6,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,16079752,BasicXform,6,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,37548920,BasicXform,6,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,37548920,BasicXform,6,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,272305,BasicXform,7,2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,16088776,BasicXform,7,2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,51863013,BasicXform,8,2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,16103032,BasicXform,8,2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,37574656,BasicXform,8,2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,37574656,BasicXform,8,2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,295948,BasicXform,9,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,16128152,BasicXform,9,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,47052504,BasicXform,10,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,16141880,BasicXform,10,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,37614032,BasicXform,10,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,37614032,BasicXform,10,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,235082,BasicXform,11,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,16153840,BasicXform,11,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,38469925,BasicXform,12,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,16180296,BasicXform,12,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,37639744,BasicXform,12,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,37639744,BasicXform,12,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,Modification,241747,BasicXform,13,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,Modification,16190344,BasicXform,13,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,33785947,BasicXform,14,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,16203400,BasicXform,14,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,37676224,BasicXform,14,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,37676224,BasicXform,14,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,2,StatisticBasedCase,EMFResourceInitialization,214941,BasicXform,1,4,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,EMFResourceInitialization,11019744,BasicXform,1,4,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Generation,513518835,BasicXform,2,4,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Generation,17650360,BasicXform,2,4,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Initialization,18260,BasicXform,3,4,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Initialization,11495712,BasicXform,3,4,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,Initialization,32980664,BasicXform,3,4,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,Initialization,32980664,BasicXform,3,4,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation1,2047662042,BasicXform,4,4,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation1,12274848,BasicXform,4,4,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation1,742616240,BasicXform,4,4,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation1,1086614128,BasicXform,4,4,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,158897,BasicXform,5,4,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,12275264,BasicXform,5,4,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,1564837025,BasicXform,6,4,1,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,12498096,BasicXform,6,4,1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,448624722,BasicXform,6,4,1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,1441845160,BasicXform,6,4,1,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,134965,BasicXform,7,4,2,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,12498480,BasicXform,7,4,2,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,1575938895,BasicXform,8,4,2,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,12736200,BasicXform,8,4,2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,458411894,BasicXform,8,4,2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,1443895256,BasicXform,8,4,2,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,101031,BasicXform,9,4,3,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,12736584,BasicXform,9,4,3,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,1569278664,BasicXform,10,4,3,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,12950880,BasicXform,10,4,3,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,1444303248,BasicXform,10,4,3,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,461830422,BasicXform,10,4,3,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,84936,BasicXform,11,4,4,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,12951288,BasicXform,11,4,4,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,1581673844,BasicXform,12,4,4,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,13216448,BasicXform,12,4,4,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,1445132456,BasicXform,12,4,4,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,452723526,BasicXform,12,4,4,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,Modification,95976,BasicXform,13,4,5,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,Modification,13216856,BasicXform,13,4,5,BATCH_OPTIMIZED-TEMPLATE
Time,2,StatisticBasedCase,M2MTransformation2,1586034917,BasicXform,14,4,5,BATCH_OPTIMIZED-TEMPLATE
Memory,2,StatisticBasedCase,M2MTransformation2,13434176,BasicXform,14,4,5,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,StatisticBasedCase,M2MTransformation2,462484606,BasicXform,14,4,5,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,StatisticBasedCase,M2MTransformation2,1445332384,BasicXform,14,4,5,BATCH_OPTIMIZED-TEMPLATE
Time,1,StatisticBasedCase,EMFResourceInitialization,194292,BasicXform,1,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,StatisticBasedCase,EMFResourceInitialization,11541440,BasicXform,1,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,Generation,25327486634,BasicXform,2,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,StatisticBasedCase,Generation,811712784,BasicXform,2,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,Initialization,3201282501,BasicXform,3,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,StatisticBasedCase,Initialization,498746520,BasicXform,3,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,StatisticBasedCase,Initialization,1937445232,BasicXform,3,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,StatisticBasedCase,Initialization,1089949443,BasicXform,3,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation1,1009702156,BasicXform,4,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation1,547824664,BasicXform,4,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation1,880337216,BasicXform,4,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation1,771311458,BasicXform,4,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,Modification,9891678,BasicXform,5,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,StatisticBasedCase,Modification,552267912,BasicXform,5,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,14047,BasicXform,6,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,552268480,BasicXform,6,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,561756136,BasicXform,6,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,614235208,BasicXform,6,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,Modification,1823119,BasicXform,7,32,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,StatisticBasedCase,Modification,552308624,BasicXform,7,32,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,14836,BasicXform,8,32,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,552309224,BasicXform,8,32,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,584206252,BasicXform,8,32,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,616103080,BasicXform,8,32,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,Modification,1753366,BasicXform,9,32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,StatisticBasedCase,Modification,552347880,BasicXform,9,32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,15156,BasicXform,10,32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,552348448,BasicXform,10,32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,616142304,BasicXform,10,32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,569565412,BasicXform,10,32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,Modification,1722301,BasicXform,11,32,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,StatisticBasedCase,Modification,552387456,BasicXform,11,32,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,14903,BasicXform,12,32,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,552388048,BasicXform,12,32,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,616181904,BasicXform,12,32,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,590576532,BasicXform,12,32,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,Modification,1763750,BasicXform,13,32,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,StatisticBasedCase,Modification,552426848,BasicXform,13,32,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,M2MTransformation2,15153,BasicXform,14,32,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,StatisticBasedCase,M2MTransformation2,552427416,BasicXform,14,32,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,StatisticBasedCase,M2MTransformation2,616221272,BasicXform,14,32,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,StatisticBasedCase,M2MTransformation2,616221272,BasicXform,14,32,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,StatisticBasedCase,EMFResourceInitialization,237550,BasicXform,1,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,3,StatisticBasedCase,EMFResourceInitialization,11141568,BasicXform,1,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,3,StatisticBasedCase,Generation,131900280,BasicXform,2,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,3,StatisticBasedCase,Generation,13105520,BasicXform,2,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,3,StatisticBasedCase,Initialization,141125041,BasicXform,3,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,3,StatisticBasedCase,Initialization,13348592,BasicXform,3,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
PeakMemory,3,StatisticBasedCase,Initialization,32735264,BasicXform,3,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
AverageMemory,3,StatisticBasedCase,Initialization,32735264,BasicXform,3,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation1,111009168,BasicXform,4,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation1,13669792,BasicXform,4,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation1,34834456,BasicXform,4,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation1,34834456,BasicXform,4,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,3,StatisticBasedCase,Modification,170121,BasicXform,5,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,3,StatisticBasedCase,Modification,13670544,BasicXform,5,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,64511110,BasicXform,6,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,13681264,BasicXform,6,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,35156424,BasicXform,6,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,35156424,BasicXform,6,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,3,StatisticBasedCase,Modification,170188,BasicXform,7,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,3,StatisticBasedCase,Modification,13681808,BasicXform,7,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,52684737,BasicXform,8,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,13691840,BasicXform,8,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,35167688,BasicXform,8,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,35167688,BasicXform,8,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,3,StatisticBasedCase,Modification,97166,BasicXform,9,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,3,StatisticBasedCase,Modification,13690400,BasicXform,9,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,46611863,BasicXform,10,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,13697640,BasicXform,10,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,35176280,BasicXform,10,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,35176280,BasicXform,10,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,3,StatisticBasedCase,Modification,101548,BasicXform,11,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,3,StatisticBasedCase,Modification,13698408,BasicXform,11,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,41718683,BasicXform,12,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,13707040,BasicXform,12,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,35184312,BasicXform,12,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,35184312,BasicXform,12,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,3,StatisticBasedCase,Modification,171631,BasicXform,13,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,3,StatisticBasedCase,Modification,13707784,BasicXform,13,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,36180633,BasicXform,14,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,13714672,BasicXform,14,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,35193664,BasicXform,14,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,35193664,BasicXform,14,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE
Time,3,StatisticBasedCase,EMFResourceInitialization,298044,BasicXform,1,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,StatisticBasedCase,EMFResourceInitialization,11541152,BasicXform,1,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,StatisticBasedCase,Generation,24586168636,BasicXform,2,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,StatisticBasedCase,Generation,800103160,BasicXform,2,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,StatisticBasedCase,Initialization,2807513802,BasicXform,3,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,StatisticBasedCase,Initialization,348886328,BasicXform,3,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,3,StatisticBasedCase,Initialization,1650865936,BasicXform,3,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,3,StatisticBasedCase,Initialization,891376336,BasicXform,3,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation1,1005557862,BasicXform,4,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation1,397946784,BasicXform,4,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation1,631219941,BasicXform,4,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation1,744153560,BasicXform,4,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,StatisticBasedCase,Modification,10103497,BasicXform,5,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,StatisticBasedCase,Modification,402391360,BasicXform,5,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,14078,BasicXform,6,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,402392128,BasicXform,6,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,465339856,BasicXform,6,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,486123680,BasicXform,6,32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,StatisticBasedCase,Modification,1780221,BasicXform,7,32,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,StatisticBasedCase,Modification,402433456,BasicXform,7,32,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,44231,BasicXform,8,32,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,402434024,BasicXform,8,32,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,466054920,BasicXform,8,32,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,466054920,BasicXform,8,32,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,StatisticBasedCase,Modification,1777520,BasicXform,9,32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,StatisticBasedCase,Modification,402474144,BasicXform,9,32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,14130,BasicXform,10,32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,402474912,BasicXform,10,32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,457182820,BasicXform,10,32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,466095608,BasicXform,10,32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,StatisticBasedCase,Modification,1770453,BasicXform,11,32,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,StatisticBasedCase,Modification,402514944,BasicXform,11,32,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,13960,BasicXform,12,32,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,402515736,BasicXform,12,32,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,471117276,BasicXform,12,32,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,466136432,BasicXform,12,32,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,StatisticBasedCase,Modification,1683745,BasicXform,13,32,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,StatisticBasedCase,Modification,402555768,BasicXform,13,32,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,StatisticBasedCase,M2MTransformation2,13936,BasicXform,14,32,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,StatisticBasedCase,M2MTransformation2,402556536,BasicXform,14,32,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,3,StatisticBasedCase,M2MTransformation2,433056164,BasicXform,14,32,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,3,StatisticBasedCase,M2MTransformation2,466177232,BasicXform,14,32,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,StatisticBasedCase,EMFResourceInitialization,313970,BasicXform,1,1,1,BATCH_OPTIMIZED-TEMPLATE
Memory,1,StatisticBasedCase,EMFResourceInitialization,10987416,BasicXform,1,1,1,BATCH_OPTIMIZED-TEMPLATE
