Iteration,Sequence,Tool,Scenario,RunIndex,MetricValue,MetricName,PhaseName,CaseName,Size
1,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,384686,Time,EMFResourceInitialization,StatisticBasedCase,2
1,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,9232192,Memory,EMFResourceInitialization,StatisticBasedCase,2
1,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,125380521,Time,Generation,StatisticBasedCase,2
1,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,11064104,Memory,Generation,StatisticBasedCase,2
1,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,16510,Time,Initialization,StatisticBasedCase,2
1,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,9472848,Memory,Initialization,StatisticBasedCase,2
1,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,30947240,PeakMemory,Initialization,StatisticBasedCase,2
1,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,30947240,AverageMemory,Initialization,StatisticBasedCase,2
1,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,585729676,Time,M2MTransformation1,StatisticBasedCase,2
1,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,9872992,Memory,M2MTransformation1,StatisticBasedCase,2
1,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,997328464,PeakMemory,M2MTransformation1,StatisticBasedCase,2
1,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,514138308,AverageMemory,M2MTransformation1,StatisticBasedCase,2
1,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,99104,Time,Modification,StatisticBasedCase,2
1,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,9873088,Memory,Modification,StatisticBasedCase,2
1,6,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,419081786,Time,M2MTransformation2,StatisticBasedCase,2
1,6,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,9991592,Memory,M2MTransformation2,StatisticBasedCase,2
1,6,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,997724600,PeakMemory,M2MTransformation2,StatisticBasedCase,2
1,6,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,514308172,AverageMemory,M2MTransformation2,StatisticBasedCase,2
2,7,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,82104,Time,Modification,StatisticBasedCase,2
2,7,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,9991688,Memory,Modification,StatisticBasedCase,2
2,8,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,403257019,Time,M2MTransformation2,StatisticBasedCase,2
2,8,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,10116640,Memory,M2MTransformation2,StatisticBasedCase,2
2,8,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,1011349136,PeakMemory,M2MTransformation2,StatisticBasedCase,2
2,8,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,521101472,AverageMemory,M2MTransformation2,StatisticBasedCase,2
3,9,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,71617,Time,Modification,StatisticBasedCase,2
3,9,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,10116736,Memory,Modification,StatisticBasedCase,2
3,10,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,403088846,Time,M2MTransformation2,StatisticBasedCase,2
3,10,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,10230704,Memory,M2MTransformation2,StatisticBasedCase,2
3,10,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,1006843280,PeakMemory,M2MTransformation2,StatisticBasedCase,2
3,10,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,518862856,AverageMemory,M2MTransformation2,StatisticBasedCase,2
4,11,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,140157,Time,Modification,StatisticBasedCase,2
4,11,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,10230824,Memory,Modification,StatisticBasedCase,2
4,12,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,411384148,Time,M2MTransformation2,StatisticBasedCase,2
4,12,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,10369704,Memory,M2MTransformation2,StatisticBasedCase,2
4,12,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,517424960,AverageMemory,M2MTransformation2,StatisticBasedCase,2
4,12,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,1003916752,PeakMemory,M2MTransformation2,StatisticBasedCase,2
5,13,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,80364,Time,Modification,StatisticBasedCase,2
5,13,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,10369800,Memory,Modification,StatisticBasedCase,2
5,14,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,407034072,Time,M2MTransformation2,StatisticBasedCase,2
5,14,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,10484672,Memory,M2MTransformation2,StatisticBasedCase,2
5,14,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,516542188,AverageMemory,M2MTransformation2,StatisticBasedCase,2
5,14,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,1023528776,PeakMemory,M2MTransformation2,StatisticBasedCase,2
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,573064,Time,EMFResourceInitialization,StatisticBasedCase,1
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,9465936,Memory,EMFResourceInitialization,StatisticBasedCase,1
1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,62441705,Time,Generation,StatisticBasedCase,1
1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,10632896,Memory,Generation,StatisticBasedCase,1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,66732533,Time,Initialization,StatisticBasedCase,1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,11966256,Memory,Initialization,StatisticBasedCase,1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,63270564,AverageMemory,Initialization,StatisticBasedCase,1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,95482848,PeakMemory,Initialization,StatisticBasedCase,1
1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,26011893,Time,M2MTransformation1,StatisticBasedCase,1
1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,12240376,Memory,M2MTransformation1,StatisticBasedCase,1
1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,33441736,PeakMemory,M2MTransformation1,StatisticBasedCase,1
1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,33441736,AverageMemory,M2MTransformation1,StatisticBasedCase,1
1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,167987,Time,Modification,StatisticBasedCase,1
1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,12240200,Memory,Modification,StatisticBasedCase,1
1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,28646372,Time,M2MTransformation2,StatisticBasedCase,1
1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,12247288,Memory,M2MTransformation2,StatisticBasedCase,1
1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,33715880,AverageMemory,M2MTransformation2,StatisticBasedCase,1
1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,33715880,PeakMemory,M2MTransformation2,StatisticBasedCase,1
2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,167071,Time,Modification,StatisticBasedCase,1
2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,12247072,Memory,Modification,StatisticBasedCase,1
2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,25781299,Time,M2MTransformation2,StatisticBasedCase,1
2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,12255112,Memory,M2MTransformation2,StatisticBasedCase,1
2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,55197608,PeakMemory,M2MTransformation2,StatisticBasedCase,1
2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,33722752,AverageMemory,M2MTransformation2,StatisticBasedCase,1
3,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,100547,Time,Modification,StatisticBasedCase,1
3,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,12254896,Memory,Modification,StatisticBasedCase,1
3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,25645862,Time,M2MTransformation2,StatisticBasedCase,1
3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,12260576,Memory,M2MTransformation2,StatisticBasedCase,1
3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,33730576,AverageMemory,M2MTransformation2,StatisticBasedCase,1
3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,33730576,PeakMemory,M2MTransformation2,StatisticBasedCase,1
4,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,101397,Time,Modification,StatisticBasedCase,1
4,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,12260384,Memory,Modification,StatisticBasedCase,1
4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,26338141,Time,M2MTransformation2,StatisticBasedCase,1
4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,12269768,Memory,M2MTransformation2,StatisticBasedCase,1
4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,33736088,AverageMemory,M2MTransformation2,StatisticBasedCase,1
4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,33736088,PeakMemory,M2MTransformation2,StatisticBasedCase,1
5,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,133373,Time,Modification,StatisticBasedCase,1
5,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,12269552,Memory,Modification,StatisticBasedCase,1
5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,26718047,Time,M2MTransformation2,StatisticBasedCase,1
5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,12275104,Memory,M2MTransformation2,StatisticBasedCase,1
5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,33745232,PeakMemory,M2MTransformation2,StatisticBasedCase,1
5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,3,33745232,AverageMemory,M2MTransformation2,StatisticBasedCase,1
1,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,356631,Time,EMFResourceInitialization,StatisticBasedCase,2
1,1,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,9236080,Memory,EMFResourceInitialization,StatisticBasedCase,2
1,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,115789809,Time,Generation,StatisticBasedCase,2
1,2,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,11067144,Memory,Generation,StatisticBasedCase,2
1,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,17765,Time,Initialization,StatisticBasedCase,2
1,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,9475808,Memory,Initialization,StatisticBasedCase,2
1,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,30950248,PeakMemory,Initialization,StatisticBasedCase,2
1,3,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,20213128,AverageMemory,Initialization,StatisticBasedCase,2
1,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,586083270,Time,M2MTransformation1,StatisticBasedCase,2
1,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,9876136,Memory,M2MTransformation1,StatisticBasedCase,2
1,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,997328968,PeakMemory,M2MTransformation1,StatisticBasedCase,2
1,4,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,514140064,AverageMemory,M2MTransformation1,StatisticBasedCase,2
1,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,197374,Time,Modification,StatisticBasedCase,2
1,5,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,9876232,Memory,Modification,StatisticBasedCase,2
1,6,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,429496309,Time,M2MTransformation2,StatisticBasedCase,2
1,6,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,9994736,Memory,M2MTransformation2,StatisticBasedCase,2
1,6,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,1019202040,PeakMemory,M2MTransformation2,StatisticBasedCase,2
1,6,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,514311064,AverageMemory,M2MTransformation2,StatisticBasedCase,2
2,7,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,106700,Time,Modification,StatisticBasedCase,2
2,7,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,9994832,Memory,Modification,StatisticBasedCase,2
2,8,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,401497594,Time,M2MTransformation2,StatisticBasedCase,2
2,8,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,10119784,Memory,M2MTransformation2,StatisticBasedCase,2
2,8,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,1011351944,PeakMemory,M2MTransformation2,StatisticBasedCase,2
2,8,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,521104476,AverageMemory,M2MTransformation2,StatisticBasedCase,2
3,9,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,89008,Time,Modification,StatisticBasedCase,2
3,9,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,10119880,Memory,Modification,StatisticBasedCase,2
3,10,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,404990132,Time,M2MTransformation2,StatisticBasedCase,2
3,10,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,10233848,Memory,M2MTransformation2,StatisticBasedCase,2
3,10,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,1006847952,PeakMemory,M2MTransformation2,StatisticBasedCase,2
3,10,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,518866792,AverageMemory,M2MTransformation2,StatisticBasedCase,2
4,11,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,105770,Time,Modification,StatisticBasedCase,2
4,11,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,10233968,Memory,Modification,StatisticBasedCase,2
4,12,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,415256338,Time,M2MTransformation2,StatisticBasedCase,2
4,12,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,10372848,Memory,M2MTransformation2,StatisticBasedCase,2
4,12,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,517428084,AverageMemory,M2MTransformation2,StatisticBasedCase,2
4,12,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,1025394664,PeakMemory,M2MTransformation2,StatisticBasedCase,2
5,13,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,80771,Time,Modification,StatisticBasedCase,2
5,13,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,10372944,Memory,Modification,StatisticBasedCase,2
5,14,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,403692893,Time,M2MTransformation2,StatisticBasedCase,2
5,14,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,10487816,Memory,M2MTransformation2,StatisticBasedCase,2
5,14,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,516546936,AverageMemory,M2MTransformation2,StatisticBasedCase,2
5,14,BATCH_OPTIMIZED-TEMPLATE,BasicXform,2,1002060216,PeakMemory,M2MTransformation2,StatisticBasedCase,2
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,551297,Time,EMFResourceInitialization,StatisticBasedCase,4
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,9497088,Memory,EMFResourceInitialization,StatisticBasedCase,4
1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,304972238,Time,Generation,StatisticBasedCase,4
1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,16102944,Memory,Generation,StatisticBasedCase,4
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,96199479,Time,Initialization,StatisticBasedCase,4
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,12565632,Memory,Initialization,StatisticBasedCase,4
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,52943900,AverageMemory,Initialization,StatisticBasedCase,4
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,74418736,PeakMemory,Initialization,StatisticBasedCase,4
1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,116603002,Time,M2MTransformation1,StatisticBasedCase,4
1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,13736696,Memory,M2MTransformation1,StatisticBasedCase,4
1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,44778536,AverageMemory,M2MTransformation1,StatisticBasedCase,4
1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,55515960,PeakMemory,M2MTransformation1,StatisticBasedCase,4
1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,168795,Time,Modification,StatisticBasedCase,4
1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,13736504,Memory,Modification,StatisticBasedCase,4
1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,110819982,Time,M2MTransformation2,StatisticBasedCase,4
1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,13742720,Memory,M2MTransformation2,StatisticBasedCase,4
1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,45949644,AverageMemory,M2MTransformation2,StatisticBasedCase,4
1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,56687104,PeakMemory,M2MTransformation2,StatisticBasedCase,4
2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,155957,Time,Modification,StatisticBasedCase,4
2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,13742504,Memory,Modification,StatisticBasedCase,4
2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,108670805,Time,M2MTransformation2,StatisticBasedCase,4
2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,13747240,Memory,M2MTransformation2,StatisticBasedCase,4
2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,78167896,PeakMemory,M2MTransformation2,StatisticBasedCase,4
2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,45955612,AverageMemory,M2MTransformation2,StatisticBasedCase,4
3,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,171274,Time,Modification,StatisticBasedCase,4
3,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,13747024,Memory,Modification,StatisticBasedCase,4
3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,104230992,Time,M2MTransformation2,StatisticBasedCase,4
3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,13752896,Memory,M2MTransformation2,StatisticBasedCase,4
3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,78172416,PeakMemory,M2MTransformation2,StatisticBasedCase,4
3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,56697560,AverageMemory,M2MTransformation2,StatisticBasedCase,4
4,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,166889,Time,Modification,StatisticBasedCase,4
4,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,13752704,Memory,Modification,StatisticBasedCase,4
4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,98348374,Time,M2MTransformation2,StatisticBasedCase,4
4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,13770024,Memory,M2MTransformation2,StatisticBasedCase,4
4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,78178136,PeakMemory,M2MTransformation2,StatisticBasedCase,4
4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,56703272,AverageMemory,M2MTransformation2,StatisticBasedCase,4
5,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,176495,Time,Modification,StatisticBasedCase,4
5,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,13769824,Memory,Modification,StatisticBasedCase,4
5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,98057449,Time,M2MTransformation2,StatisticBasedCase,4
5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,13776664,Memory,M2MTransformation2,StatisticBasedCase,4
5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,78195168,PeakMemory,M2MTransformation2,StatisticBasedCase,4
5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,BasicXform,1,56720336,AverageMemory,M2MTransformation2,StatisticBasedCase,4
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,293122,Time,EMFResourceInitialization,StatisticBasedCase,2
1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,9520352,Memory,EMFResourceInitialization,StatisticBasedCase,2
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,72858403,Time,Generation,StatisticBasedCase,2
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,11343128,Memory,Generation,StatisticBasedCase,2
1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,62571109,Time,Initialization,StatisticBasedCase,2
1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,12685160,Memory,Initialization,StatisticBasedCase,2
1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,41971072,AverageMemory,Initialization,StatisticBasedCase,2
1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,52708496,PeakMemory,Initialization,StatisticBasedCase,2
1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,55802131,Time,M2MTransformation1,StatisticBasedCase,2
1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,13746672,Memory,M2MTransformation1,StatisticBasedCase,2
1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,44898056,AverageMemory,M2MTransformation1,StatisticBasedCase,2
1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,66372920,PeakMemory,M2MTransformation1,StatisticBasedCase,2
1,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,2176621,Time,Modification,StatisticBasedCase,2
1,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,13802872,Memory,Modification,StatisticBasedCase,2
1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,20559,Time,M2MTransformation2,StatisticBasedCase,2
1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,13803744,Memory,M2MTransformation2,StatisticBasedCase,2
1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,35278552,PeakMemory,M2MTransformation2,StatisticBasedCase,2
1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,24541248,AverageMemory,M2MTransformation2,StatisticBasedCase,2
2,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,1593802,Time,Modification,StatisticBasedCase,2
2,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,13820088,Memory,Modification,StatisticBasedCase,2
2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,23021,Time,M2MTransformation2,StatisticBasedCase,2
2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,13820960,Memory,M2MTransformation2,StatisticBasedCase,2
2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,35295768,PeakMemory,M2MTransformation2,StatisticBasedCase,2
2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,35295768,AverageMemory,M2MTransformation2,StatisticBasedCase,2
3,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,1556290,Time,Modification,StatisticBasedCase,2
3,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,13837416,Memory,Modification,StatisticBasedCase,2
3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,23811,Time,M2MTransformation2,StatisticBasedCase,2
3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,13838288,Memory,M2MTransformation2,StatisticBasedCase,2
3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,35313096,AverageMemory,M2MTransformation2,StatisticBasedCase,2
3,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,35313096,PeakMemory,M2MTransformation2,StatisticBasedCase,2
4,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,1748436,Time,Modification,StatisticBasedCase,2
4,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,13866696,Memory,Modification,StatisticBasedCase,2
4,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,23243,Time,M2MTransformation2,StatisticBasedCase,2
4,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,13867592,Memory,M2MTransformation2,StatisticBasedCase,2
4,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,3,35342400,PeakMemory,M2MTransformation2,StatisticBasedCase,2
