CaseName,Scenario,Sequence,Tool,PhaseName,MetricName,MetricValue,RunIndex,Size,Iteration
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,AverageMemory,56323556,2,4,1
StatisticBasedCase,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Time,340979,2,4,1
StatisticBasedCase,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Memory,14525984,2,4,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Time,201825875,2,4,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Memory,14532152,2,4,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,AverageMemory,57476504,2,4,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,PeakMemory,78951344,2,4,1
StatisticBasedCase,BasicXform,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Time,246408,2,4,2
StatisticBasedCase,BasicXform,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Memory,14531936,2,4,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Time,198950420,2,4,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Memory,14540088,2,4,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,AverageMemory,57482456,2,4,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,PeakMemory,78957296,2,4,2
StatisticBasedCase,BasicXform,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Time,246115,2,4,3
StatisticBasedCase,BasicXform,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Memory,14539872,2,4,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Time,185942329,2,4,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Memory,14546736,2,4,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,AverageMemory,57490408,2,4,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,PeakMemory,100440120,2,4,3
StatisticBasedCase,BasicXform,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Time,219428,2,4,4
StatisticBasedCase,BasicXform,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Memory,14546552,2,4,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Time,178468837,2,4,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Memory,14557440,2,4,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,PeakMemory,78971992,2,4,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,AverageMemory,57497124,2,4,4
StatisticBasedCase,BasicXform,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Time,222583,2,4,5
StatisticBasedCase,BasicXform,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,Memory,14557248,2,4,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Time,169507493,2,4,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,Memory,14564880,2,4,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,AverageMemory,57507784,2,4,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,PeakMemory,78982640,2,4,5
StatisticBasedCase,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,Time,561416,1,16,1
StatisticBasedCase,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,Memory,9650432,1,16,1
StatisticBasedCase,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,Time,2605059972,1,16,1
StatisticBasedCase,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,Memory,50436560,1,16,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,Time,173060244,1,16,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,Memory,21648776,1,16,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,AverageMemory,69540372,1,16,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,PeakMemory,116749872,1,16,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,Time,364098692,1,16,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,Memory,31521960,1,16,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,PeakMemory,208269632,1,16,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,AverageMemory,125327316,1,16,1
StatisticBasedCase,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Time,763242,1,16,1
StatisticBasedCase,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Memory,31522352,1,16,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Time,336888853,1,16,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Memory,31536368,1,16,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,AverageMemory,135201256,1,16,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,PeakMemory,218143752,1,16,1
StatisticBasedCase,BasicXform,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Time,263759,1,16,2
StatisticBasedCase,BasicXform,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Memory,31535456,1,16,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Time,310549367,1,16,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Memory,31560376,1,16,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,PeakMemory,218156840,1,16,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,AverageMemory,135214352,1,16,2
StatisticBasedCase,BasicXform,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Time,230210,1,16,3
StatisticBasedCase,BasicXform,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Memory,31560776,1,16,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Time,294360283,1,16,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Memory,31562984,1,16,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,AverageMemory,135239724,1,16,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,PeakMemory,218182264,1,16,3
StatisticBasedCase,BasicXform,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Time,267167,1,16,4
StatisticBasedCase,BasicXform,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Memory,31563376,1,16,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Time,274715311,1,16,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Memory,31569560,1,16,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,AverageMemory,135242348,1,16,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,PeakMemory,218184888,1,16,4
StatisticBasedCase,BasicXform,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Time,257605,1,16,5
StatisticBasedCase,BasicXform,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Memory,31569840,1,16,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Time,268655890,1,16,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Memory,31576208,1,16,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,PeakMemory,218191112,1,16,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,AverageMemory,135248680,1,16,5
StatisticBasedCase,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,Time,405573,3,16,1
StatisticBasedCase,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,Memory,9648496,3,16,1
StatisticBasedCase,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,Time,2364191790,3,16,1
StatisticBasedCase,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,Memory,50437768,3,16,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,Time,182323987,3,16,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,Memory,21650736,3,16,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,AverageMemory,79838884,3,16,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,PeakMemory,126631288,3,16,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,Time,385692596,3,16,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,Memory,31522632,3,16,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,PeakMemory,208057824,3,16,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,AverageMemory,125210496,3,16,1
StatisticBasedCase,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Time,412887,3,16,1
StatisticBasedCase,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Memory,31523024,3,16,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Time,342068186,3,16,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Memory,31534792,3,16,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,AverageMemory,135083116,3,16,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,PeakMemory,217930592,3,16,1
StatisticBasedCase,BasicXform,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Time,372466,3,16,2
StatisticBasedCase,BasicXform,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Memory,31535160,3,16,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Time,295160307,3,16,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Memory,31545808,3,16,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,PeakMemory,239417584,3,16,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,AverageMemory,135095252,3,16,2
StatisticBasedCase,BasicXform,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Time,292286,3,16,3
StatisticBasedCase,BasicXform,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Memory,31546176,3,16,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Time,280148711,3,16,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Memory,31546696,3,16,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,AverageMemory,135106264,3,16,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,PeakMemory,217953736,3,16,3
StatisticBasedCase,BasicXform,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Time,228580,3,16,4
StatisticBasedCase,BasicXform,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Memory,31547088,3,16,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Time,273281260,3,16,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Memory,31552760,3,16,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,PeakMemory,217954928,3,16,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,AverageMemory,135107328,3,16,4
StatisticBasedCase,BasicXform,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Time,219960,3,16,5
StatisticBasedCase,BasicXform,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,Memory,31553360,3,16,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Time,276478907,3,16,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,Memory,31561792,3,16,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,PeakMemory,217960944,3,16,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,AverageMemory,135113460,3,16,5
StatisticBasedCase,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,Time,298503,3,64,1
StatisticBasedCase,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,Memory,10083712,3,64,1
StatisticBasedCase,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,Time,70811304189,3,64,1
StatisticBasedCase,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,Memory,1721279496,3,64,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,Time,11867588347,3,64,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,Memory,977543640,3,64,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,AverageMemory,1256720710,3,64,1
StatisticBasedCase,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,PeakMemory,2386536392,3,64,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,Time,697798580,3,64,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,Memory,1016217160,3,64,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,PeakMemory,1320771384,3,64,1
StatisticBasedCase,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,AverageMemory,1170601324,3,64,1
StatisticBasedCase,BasicXform,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,1032153,3,64,1
StatisticBasedCase,BasicXform,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,1016230632,3,64,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,798421783,3,64,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,1017551744,3,64,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,1395174952,3,64,1
StatisticBasedCase,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,1229387140,3,64,1
StatisticBasedCase,BasicXform,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,922266,3,64,2
StatisticBasedCase,BasicXform,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,1017590784,3,64,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,734498264,3,64,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,1017597376,3,64,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,1230747376,3,64,2
StatisticBasedCase,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,1396535272,3,64,2
StatisticBasedCase,BasicXform,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,870977,3,64,3
StatisticBasedCase,BasicXform,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,1017607504,3,64,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,701894500,3,64,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,1017620336,3,64,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,1396551648,3,64,3
StatisticBasedCase,BasicXform,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,1230763924,3,64,3
StatisticBasedCase,BasicXform,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,886435,3,64,4
StatisticBasedCase,BasicXform,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,1017630344,3,64,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,679049656,3,64,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,1018159016,3,64,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,1396574624,3,64,4
StatisticBasedCase,BasicXform,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,1230786844,3,64,4
StatisticBasedCase,BasicXform,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Time,910541,3,64,5
StatisticBasedCase,BasicXform,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,Memory,1018170512,3,64,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Time,664772641,3,64,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,Memory,1020273072,3,64,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,PeakMemory,1397114640,3,64,5
StatisticBasedCase,BasicXform,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,AverageMemory,1231326924,3,64,5
StatisticBasedCase,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,Time,508253,2,4,1
StatisticBasedCase,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,Memory,9541264,2,4,1
StatisticBasedCase,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,Time,256272006,2,4,1
StatisticBasedCase,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,Memory,16412128,2,4,1
StatisticBasedCase,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,Time,83066293,2,4,1
StatisticBasedCase,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,Memory,15872272,2,4,1
StatisticBasedCase,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,PeakMemory,74459824,2,4,1
StatisticBasedCase,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,AverageMemory,52984980,2,4,1
StatisticBasedCase,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,Time,106514016,2,4,1
StatisticBasedCase,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,Memory,18019704,2,4,1
StatisticBasedCase,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,AverageMemory,58822524,2,4,1
StatisticBasedCase,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,PeakMemory,91034800,2,4,1
StatisticBasedCase,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,2960467,2,4,1
StatisticBasedCase,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,18113736,2,4,1
StatisticBasedCase,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,17404,2,4,1
StatisticBasedCase,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,18114608,2,4,1
StatisticBasedCase,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,39589368,2,4,1
StatisticBasedCase,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,39589368,2,4,1
StatisticBasedCase,BasicXform,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,1947173,2,4,2
StatisticBasedCase,BasicXform,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,18134016,2,4,2
StatisticBasedCase,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,16156,2,4,2
StatisticBasedCase,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Memory,18134888,2,4,2
StatisticBasedCase,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,PeakMemory,39609648,2,4,2
StatisticBasedCase,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,AverageMemory,28872368,2,4,2
StatisticBasedCase,BasicXform,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Time,1840315,2,4,3
StatisticBasedCase,BasicXform,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,Memory,18155464,2,4,3
StatisticBasedCase,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,Time,16894,2,4,3
