MetricName,PhaseName,Scenario,CaseName,Iteration,RunIndex,Size,Tool,MetricValue,Sequence
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,327812,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9512000,1
Time,Generation,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,231081343,2
Memory,Generation,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16522816,2
Time,Initialization,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,49548618,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14636824,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,74429144,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,52954292,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34652960,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,17080784,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36112256,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36112256,4
Time,Modification,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,318441,5
Memory,Modification,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,17087216,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,39258139,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,17147192,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,38562848,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,38562848,6
Time,Modification,BasicXform,StatisticBasedCase,2,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,267006,7
Memory,Modification,BasicXform,StatisticBasedCase,2,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,17153824,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37538784,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,17162312,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,38629456,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,60104312,8
Time,Modification,BasicXform,StatisticBasedCase,3,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,316486,9
Memory,Modification,BasicXform,StatisticBasedCase,3,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,17170968,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,39139127,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,17180600,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,38646600,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,38646600,10
Time,Modification,BasicXform,StatisticBasedCase,4,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,358405,11
Memory,Modification,BasicXform,StatisticBasedCase,4,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,17189232,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37810103,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,17321872,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,38664888,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,38664888,12
Time,Modification,BasicXform,StatisticBasedCase,5,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,290004,13
Memory,Modification,BasicXform,StatisticBasedCase,5,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,17330432,13
Time,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,40240261,14
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,17340496,14
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,38806064,14
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,38806064,14
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,487634,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9823832,1
Time,Generation,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,17103196925,2
Memory,Generation,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,406212360,2
Time,Initialization,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1575977785,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,195092976,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,885449360,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,526801373,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,271963592,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,220727864,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,386497024,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,322695540,4
Time,Modification,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,684114,5
Memory,Modification,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,220752472,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,299615144,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,221163392,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,412157760,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,348356256,6
Time,Modification,BasicXform,StatisticBasedCase,2,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,514593,7
Memory,Modification,BasicXform,StatisticBasedCase,2,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,221167912,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,419699234,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,221172744,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,380984052,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,476997912,8
Time,Modification,BasicXform,StatisticBasedCase,3,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,493768,9
Memory,Modification,BasicXform,StatisticBasedCase,3,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,221178136,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,263208684,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,221712560,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,477008304,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,348782096,10
Time,Modification,BasicXform,StatisticBasedCase,4,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,406508,11
Memory,Modification,BasicXform,StatisticBasedCase,4,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,221718672,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,245801179,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,221988232,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,349322472,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,413123968,12
Time,Modification,BasicXform,StatisticBasedCase,5,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,468196,13
Memory,Modification,BasicXform,StatisticBasedCase,5,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,221994552,13
Time,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,245413621,14
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,222005208,14
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,413399816,14
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,32,BATCH_VIATRA_QUERY_RETE-TEMPLATE,349598324,14
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,391563,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9645064,1
Time,Generation,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1749932326,2
Memory,Generation,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,52178640,2
Time,Initialization,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,257184702,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,39366480,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,157504648,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,89858892,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,149715595,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,50656912,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,90906668,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,121830416,4
Time,Modification,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,673269,5
Memory,Modification,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,50673600,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,166641462,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,50887392,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,133138128,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,102214176,6
Time,Modification,BasicXform,StatisticBasedCase,2,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,646495,7
Memory,Modification,BasicXform,StatisticBasedCase,2,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,50904520,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,147461448,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,50912032,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,102445000,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,154843712,8
Time,Modification,BasicXform,StatisticBasedCase,3,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,729138,9
Memory,Modification,BasicXform,StatisticBasedCase,3,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,50929560,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,137773837,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,51201048,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,102469976,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,133393768,10
Time,Modification,BasicXform,StatisticBasedCase,4,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,569147,11
Memory,Modification,BasicXform,StatisticBasedCase,4,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,51218424,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,131215744,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,51356936,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,113496384,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,176632552,12
Time,Modification,BasicXform,StatisticBasedCase,5,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,766530,13
Memory,Modification,BasicXform,StatisticBasedCase,5,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,51374984,13
Time,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,136406994,14
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,51397784,14
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,133839392,14
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,2,16,BATCH_VIATRA_QUERY_RETE-TEMPLATE,102915500,14
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,281907,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10189856,1
Time,Generation,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,73523112417,2
Memory,Generation,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1790184520,2
Time,Initialization,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10777089824,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,991830160,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2601837312,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1185288835,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,577479217,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1054931160,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1217732728,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1402561624,4
Time,Modification,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,976791,5
Memory,Modification,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1054978632,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,662832733,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1056309552,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1506783392,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1301417940,6
Time,Modification,BasicXform,StatisticBasedCase,2,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,710502,7
Memory,Modification,BasicXform,StatisticBasedCase,2,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1056319208,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,929726604,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1056321936,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1508124792,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1302758928,8
Time,Modification,BasicXform,StatisticBasedCase,3,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,692211,9
Memory,Modification,BasicXform,StatisticBasedCase,3,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1056332360,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,622076449,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1056345392,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1549545192,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1302771560,10
Time,Modification,BasicXform,StatisticBasedCase,4,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,803370,11
Memory,Modification,BasicXform,StatisticBasedCase,4,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1056356608,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,607491021,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1056887552,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1302796156,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1508161792,12
Time,Modification,BasicXform,StatisticBasedCase,5,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,480034,13
Memory,Modification,BasicXform,StatisticBasedCase,5,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1056898784,13
Time,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,704214894,14
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1059004208,14
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1550111912,14
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,5,3,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1303338132,14
Time,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,438711,1
Memory,EMFResourceInitialization,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10189712,1
Time,Generation,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,70039459457,2
Memory,Generation,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1728202512,2
Time,Initialization,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10392066725,3
Memory,Initialization,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,993273136,3
PeakMemory,Initialization,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2590619552,3
AverageMemory,Initialization,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1418550753,3
Time,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,720996289,4
Memory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1056375296,4
PeakMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1385081296,4
AverageMemory,M2MTransformation1,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1208761332,4
Time,Modification,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1148834,5
Memory,Modification,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1056422736,5
Time,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,688617550,6
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1057739144,6
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1507605888,6
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,1,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1302522984,6
Time,Modification,BasicXform,StatisticBasedCase,2,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1069352,7
Memory,Modification,BasicXform,StatisticBasedCase,2,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1057749056,7
Time,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,629063970,8
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1057762120,8
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1303849232,8
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,2,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1550571072,8
Time,Modification,BasicXform,StatisticBasedCase,3,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,744458,9
Memory,Modification,BasicXform,StatisticBasedCase,3,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1057772272,9
Time,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,642482218,10
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1057784776,10
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1508955440,10
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,3,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1303872512,10
Time,Modification,BasicXform,StatisticBasedCase,4,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,702530,11
Memory,Modification,BasicXform,StatisticBasedCase,4,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1057795736,11
Time,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,620265373,12
Memory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1058319672,12
PeakMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1508978792,12
AverageMemory,M2MTransformation2,BasicXform,StatisticBasedCase,4,2,64,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1303895932,12
