Size,MetricValue,RunIndex,Scenario,MetricName,Tool,Sequence,CaseName,PhaseName,Iteration
32,30040760,2,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,7,StatisticBasedCase,Modification,2
32,151320736030,2,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
32,31934288,2,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
32,2469266704,2,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
32,942180303,2,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
32,204626,2,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,9,StatisticBasedCase,Modification,3
32,31934408,2,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,9,StatisticBasedCase,Modification,3
32,150551920391,2,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
32,34222832,2,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
32,2441726544,2,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
32,966167556,2,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
32,214111,2,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,11,StatisticBasedCase,Modification,4
32,34222976,2,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,11,StatisticBasedCase,Modification,4
32,151208446023,2,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
32,36119800,2,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
32,2427901424,2,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
32,986906884,2,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
32,287980,2,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,13,StatisticBasedCase,Modification,5
32,36119944,2,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,13,StatisticBasedCase,Modification,5
32,149977074985,2,BasicXform,Time,BATCH_OPTIMIZED-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
32,38018128,2,BasicXform,Memory,BATCH_OPTIMIZED-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
32,2413103072,2,BasicXform,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
32,965506553,2,BasicXform,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
1,314037,3,BasicXform,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
1,11160232,3,BasicXform,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
1,42083459,3,BasicXform,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,Generation,1
1,12910072,3,BasicXform,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,Generation,1
1,19415084,3,BasicXform,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,Initialization,1
1,12823376,3,BasicXform,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,Initialization,1
1,64960304,3,BasicXform,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,Initialization,1
1,48854160,3,BasicXform,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,Initialization,1
1,12258872,3,BasicXform,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
1,13809424,3,BasicXform,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
1,34295672,3,BasicXform,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
1,34295672,3,BasicXform,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
1,297888,3,BasicXform,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,Modification,1
1,13821480,3,BasicXform,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,Modification,1
1,14674118,3,BasicXform,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
1,13835360,3,BasicXform,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
1,35297080,3,BasicXform,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
1,35297080,3,BasicXform,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
1,295849,3,BasicXform,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,7,StatisticBasedCase,Modification,2
1,13848344,3,BasicXform,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,7,StatisticBasedCase,Modification,2
1,14807777,3,BasicXform,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
1,13862720,3,BasicXform,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
1,35323944,3,BasicXform,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
1,35323944,3,BasicXform,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
1,256756,3,BasicXform,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,9,StatisticBasedCase,Modification,3
1,13873976,3,BasicXform,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,9,StatisticBasedCase,Modification,3
1,15525822,3,BasicXform,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
1,13890472,3,BasicXform,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
1,35349576,3,BasicXform,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
1,35349576,3,BasicXform,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
1,248127,3,BasicXform,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,11,StatisticBasedCase,Modification,4
1,13901176,3,BasicXform,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,11,StatisticBasedCase,Modification,4
1,15414278,3,BasicXform,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
1,13915200,3,BasicXform,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
1,35376800,3,BasicXform,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
1,35376800,3,BasicXform,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
1,342456,3,BasicXform,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,13,StatisticBasedCase,Modification,5
1,13925992,3,BasicXform,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,13,StatisticBasedCase,Modification,5
1,14860121,3,BasicXform,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
1,13939896,3,BasicXform,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
1,35401592,3,BasicXform,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
1,35401592,3,BasicXform,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
32,285483,5,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
32,11477480,5,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
32,14031216043,5,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Generation,1
32,772234040,5,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,Generation,1
32,1203926772,5,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,Initialization,1
32,328960664,5,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,Initialization,1
32,950410632,5,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,Initialization,1
32,621047384,5,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,Initialization,1
32,285804374,5,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
32,366762944,5,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
32,560059664,5,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
32,473397800,5,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
32,573457,5,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,Modification,1
32,366805912,5,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,Modification,1
32,312925641,5,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
32,366821048,5,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
32,526719476,5,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
32,622667144,5,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
32,344249,5,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,StatisticBasedCase,Modification,2
32,366834016,5,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,StatisticBasedCase,Modification,2
32,292278745,5,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
32,366847744,5,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
32,527453472,5,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
32,623824704,5,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
32,347753,5,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,StatisticBasedCase,Modification,3
32,366861848,5,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,StatisticBasedCase,Modification,3
32,281268782,5,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
32,366875568,5,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
32,623852352,5,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
32,527481212,5,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
32,327186,5,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,StatisticBasedCase,Modification,4
32,366889856,5,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,StatisticBasedCase,Modification,4
32,278308733,5,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
32,366904248,5,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
32,623880568,5,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
32,527509336,5,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
32,317051,5,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,StatisticBasedCase,Modification,5
32,366918696,5,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,StatisticBasedCase,Modification,5
32,277522059,5,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
32,366932392,5,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
32,623909184,5,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
32,527538052,5,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
32,193969,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
32,11519208,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
32,15841136399,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Generation,1
32,809151432,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Generation,1
32,384582500,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,Initialization,1
32,50000000,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,Initialization,1
32,141624836,2,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,Initialization,1
32,207374624,2,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,StatisticBasedCase,Initialization,1
32,148047420674,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
32,59576000,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
32,3274814776,2,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
32,1285246710,2,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,StatisticBasedCase,M2MTransformation1,1
32,624835,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,StatisticBasedCase,Modification,1
32,59576376,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,StatisticBasedCase,Modification,1
32,149800697110,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
32,59580272,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
32,981674717,2,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
32,2425686568,2,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,StatisticBasedCase,M2MTransformation2,1
32,357251,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,StatisticBasedCase,Modification,2
32,59580424,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,StatisticBasedCase,Modification,2
32,148234768628,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
32,59583688,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
32,965175933,2,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
32,2387188856,2,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,StatisticBasedCase,M2MTransformation2,2
32,247086,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,StatisticBasedCase,Modification,3
32,59583808,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,StatisticBasedCase,Modification,3
32,148464090697,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
32,59586944,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
32,2358229856,2,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
32,1024178103,2,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,StatisticBasedCase,M2MTransformation2,3
32,244884,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,StatisticBasedCase,Modification,4
32,59587120,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,StatisticBasedCase,Modification,4
32,147697277212,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
32,59590488,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
32,2319972424,2,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
32,953893671,2,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,StatisticBasedCase,M2MTransformation2,4
32,233995,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,StatisticBasedCase,Modification,5
32,59590664,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,StatisticBasedCase,Modification,5
32,147998085681,2,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
32,59593744,2,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
32,2290144776,2,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
32,965625597,2,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,StatisticBasedCase,M2MTransformation2,5
64,171569,1,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
64,12139432,1,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,1,StatisticBasedCase,EMFResourceInitialization,1
64,90217055260,1,BasicXform,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,2,StatisticBasedCase,Generation,1
64,3397901720,1,BasicXform,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,2,StatisticBasedCase,Generation,1
