Iteration,MetricName,Scenario,Tool,PhaseName,MetricValue,RunIndex,Size,Sequence,CaseName
5,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,306238,2,32,13,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,67436744,2,32,13,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,450816980,2,32,14,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,67439328,2,32,14,StatisticBasedCase
5,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,449588096,2,32,14,StatisticBasedCase
5,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,290353228,2,32,14,StatisticBasedCase
1,Time,BasicXform,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,587939,2,32,1,StatisticBasedCase
1,Memory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,9645928,2,32,1,StatisticBasedCase
1,Time,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Generation,14407714576,2,32,2,StatisticBasedCase
1,Memory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Generation,394309816,2,32,2,StatisticBasedCase
1,Time,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Initialization,36824,2,32,3,StatisticBasedCase
1,Memory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Initialization,17533504,2,32,3,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Initialization,112853472,2,32,3,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Initialization,96747336,2,32,3,StatisticBasedCase
1,Time,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,122732877680,2,32,4,StatisticBasedCase
1,Memory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,26279440,2,32,4,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,3336092784,2,32,4,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,1120264246,2,32,4,StatisticBasedCase
1,Time,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Modification,456976,2,32,5,StatisticBasedCase
1,Memory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Modification,26279560,2,32,5,StatisticBasedCase
1,Time,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,123539361551,2,32,6,StatisticBasedCase
1,Memory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,28369328,2,32,6,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2755166512,2,32,6,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1063613259,2,32,6,StatisticBasedCase
2,Time,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Modification,331363,2,32,7,StatisticBasedCase
2,Memory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Modification,28369416,2,32,7,StatisticBasedCase
2,Time,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,125726171509,2,32,8,StatisticBasedCase
2,Memory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,30263768,2,32,8,StatisticBasedCase
2,AverageMemory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,996043498,2,32,8,StatisticBasedCase
2,PeakMemory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2730640512,2,32,8,StatisticBasedCase
3,Time,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Modification,303968,2,32,9,StatisticBasedCase
3,Memory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Modification,30263856,2,32,9,StatisticBasedCase
3,Time,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,124717594933,2,32,10,StatisticBasedCase
3,Memory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,32553520,2,32,10,StatisticBasedCase
3,PeakMemory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2710801624,2,32,10,StatisticBasedCase
3,AverageMemory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1007329272,2,32,10,StatisticBasedCase
4,Time,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Modification,291555,2,32,11,StatisticBasedCase
4,Memory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Modification,32553632,2,32,11,StatisticBasedCase
4,Time,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,125770333432,2,32,12,StatisticBasedCase
4,Memory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,34451280,2,32,12,StatisticBasedCase
4,PeakMemory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2690940208,2,32,12,StatisticBasedCase
4,AverageMemory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1024027477,2,32,12,StatisticBasedCase
5,Time,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Modification,268440,2,32,13,StatisticBasedCase
5,Memory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,Modification,34451392,2,32,13,StatisticBasedCase
5,Time,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,125630939977,2,32,14,StatisticBasedCase
5,Memory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,36350280,2,32,14,StatisticBasedCase
5,PeakMemory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2679534136,2,32,14,StatisticBasedCase
5,AverageMemory,BasicXform,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1072448615,2,32,14,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,559535,1,32,1,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,9906352,1,32,1,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,14017216597,1,32,2,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,385784936,1,32,2,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,627234769,1,32,3,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,55004264,1,32,3,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,129376448,1,32,3,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,177312872,1,32,3,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,539749401,1,32,4,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,67407720,1,32,4,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,277817044,1,32,4,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,436968624,1,32,4,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,1144145,1,32,5,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,67408184,1,32,5,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,544025169,1,32,6,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,67419672,1,32,6,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,290237456,1,32,6,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,449405352,1,32,6,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,420336,1,32,7,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,67419840,1,32,7,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,529006586,1,32,8,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,67422552,1,32,8,StatisticBasedCase
2,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,449449744,1,32,8,StatisticBasedCase
2,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,290265480,1,32,8,StatisticBasedCase
3,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,334696,1,32,9,StatisticBasedCase
3,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,67422720,1,32,9,StatisticBasedCase
3,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,518037843,1,32,10,StatisticBasedCase
3,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,67430072,1,32,10,StatisticBasedCase
3,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,290235576,1,32,10,StatisticBasedCase
3,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,449387056,1,32,10,StatisticBasedCase
4,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,312412,1,32,11,StatisticBasedCase
4,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,67430280,1,32,11,StatisticBasedCase
4,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,498698350,1,32,12,StatisticBasedCase
4,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,67437040,1,32,12,StatisticBasedCase
4,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,290243180,1,32,12,StatisticBasedCase
4,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,449394680,1,32,12,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,325711,1,32,13,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,67437136,1,32,13,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,505548528,1,32,14,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,67439768,1,32,14,StatisticBasedCase
5,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,449401592,1,32,14,StatisticBasedCase
5,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,290250052,1,32,14,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,406071,1,64,1,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,10164192,1,64,1,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,70703150385,1,64,2,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,1721415728,1,64,2,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,11861663766,1,64,3,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,976811080,1,64,3,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,1265755795,1,64,3,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,2458268544,1,64,3,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,680050439,1,64,4,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,1015492312,1,64,4,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,1181595980,1,64,4,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,1340872664,1,64,4,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,1068038,1,64,5,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,1015506024,1,64,5,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,744565119,1,64,6,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1016822016,1,64,6,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1440052024,1,64,6,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1254313492,1,64,6,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,795385,1,64,7,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,1016860160,1,64,7,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,704098705,1,64,8,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1016873648,1,64,8,StatisticBasedCase
2,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1229133820,1,64,8,StatisticBasedCase
2,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1388338544,1,64,8,StatisticBasedCase
3,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,824297,1,64,9,StatisticBasedCase
3,Memory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,1016883264,1,64,9,StatisticBasedCase
3,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,687745745,1,64,10,StatisticBasedCase
3,Memory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1016883696,1,64,10,StatisticBasedCase
3,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1388596768,1,64,10,StatisticBasedCase
3,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1229274484,1,64,10,StatisticBasedCase
4,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,832043,1,64,11,StatisticBasedCase
4,Memory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,1016893992,1,64,11,StatisticBasedCase
4,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,653194424,1,64,12,StatisticBasedCase
4,Memory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1017423392,1,64,12,StatisticBasedCase
4,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1388372096,1,64,12,StatisticBasedCase
4,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1229167540,1,64,12,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,850635,1,64,13,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,1017434072,1,64,13,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,633204247,1,64,14,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1019539504,1,64,14,StatisticBasedCase
5,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1388912280,1,64,14,StatisticBasedCase
5,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,1229707644,1,64,14,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,176507,2,4,1,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,9589416,2,4,1,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,329380437,2,4,2,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,16179480,2,4,2,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,63165146,2,4,3,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,13800744,2,4,3,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,53035968,2,4,3,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,42298544,2,4,3,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,106538620,2,4,4,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,14969552,2,4,4,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,56751000,2,4,4,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,46013588,2,4,4,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,254250,2,4,5,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,14969752,2,4,5,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,103947357,2,4,6,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,14976064,2,4,6,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,47182812,2,4,6,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,57920240,2,4,6,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,190955,2,4,7,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,14976072,2,4,7,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,98030436,2,4,8,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,14986216,2,4,8,StatisticBasedCase
2,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,47189144,2,4,8,StatisticBasedCase
2,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,57926584,2,4,8,StatisticBasedCase
3,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,160633,2,4,9,StatisticBasedCase
3,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,14986184,2,4,9,StatisticBasedCase
3,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,95978783,2,4,10,StatisticBasedCase
3,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,14992416,2,4,10,StatisticBasedCase
3,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,47199240,2,4,10,StatisticBasedCase
3,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,57936664,2,4,10,StatisticBasedCase
4,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,159163,2,4,11,StatisticBasedCase
4,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,14992440,2,4,11,StatisticBasedCase
4,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,90780410,2,4,12,StatisticBasedCase
4,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,15009752,2,4,12,StatisticBasedCase
4,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,57942952,2,4,12,StatisticBasedCase
4,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,47205524,2,4,12,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,180693,2,4,13,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,15009744,2,4,13,StatisticBasedCase
5,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,86941252,2,4,14,StatisticBasedCase
5,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,15018120,2,4,14,StatisticBasedCase
5,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,47222788,2,4,14,StatisticBasedCase
5,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,57960200,2,4,14,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,345549,1,16,1,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,9720400,1,16,1,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,4165113603,1,16,2,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,99835928,1,16,2,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,66269184,1,16,3,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,19034384,1,16,3,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,54363368,1,16,3,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,54363368,1,16,3,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,349606274,1,16,4,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,30848184,1,16,4,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,242511440,1,16,4,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,151724996,1,16,4,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,756201,1,16,5,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,30848872,1,16,5,StatisticBasedCase
1,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,284869383,1,16,6,StatisticBasedCase
1,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,30859272,1,16,6,StatisticBasedCase
1,PeakMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,240367344,1,16,6,StatisticBasedCase
1,AverageMemory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,156560292,1,16,6,StatisticBasedCase
2,Time,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,280981,1,16,7,StatisticBasedCase
2,Memory,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,30859544,1,16,7,StatisticBasedCase
