MetricValue,RunIndex,Scenario,Sequence,Tool,MetricName,PhaseName,CaseName,Size,Iteration
100587,1,BasicXform,13,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,1,5
9927456,1,BasicXform,13,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,1,5
127226466,1,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,1,5
9992696,1,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,1,5
353528496,1,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,1,5
192465816,1,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,1,5
205597,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,2,1
9495944,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,2,1
104995596,1,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Generation,StatisticBasedCase,2,1
11405560,1,BasicXform,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Generation,StatisticBasedCase,2,1
35453267,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Initialization,StatisticBasedCase,2,1
11483016,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Initialization,StatisticBasedCase,2,1
41944104,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,2,1
52681528,1,BasicXform,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,2,1
18945807,1,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,2,1
12299952,1,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,2,1
43695888,1,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,2,1
32958448,1,BasicXform,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,2,1
207589,1,BasicXform,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,2,1
12303288,1,BasicXform,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,2,1
20607551,1,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,2,1
12336040,1,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,2,1
33778920,1,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,2,1
33778920,1,BasicXform,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,2,1
177602,1,BasicXform,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,2,2
12338560,1,BasicXform,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,2,2
20353316,1,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,2,2
12345704,1,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,2,2
55289048,1,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,2,2
33814192,1,BasicXform,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,2,2
242350,1,BasicXform,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,2,3
12348616,1,BasicXform,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,2,3
20599568,1,BasicXform,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,2,3
12357080,1,BasicXform,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,2,3
55299104,1,BasicXform,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,2,3
33824248,1,BasicXform,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,2,3
252121,1,BasicXform,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,2,4
12360040,1,BasicXform,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,2,4
21538763,1,BasicXform,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,2,4
12414784,1,BasicXform,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,2,4
33835696,1,BasicXform,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,2,4
33835696,1,BasicXform,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,2,4
222119,1,BasicXform,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,2,5
12417584,1,BasicXform,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,2,5
20783821,1,BasicXform,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,2,5
12436648,1,BasicXform,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,2,5
33893216,1,BasicXform,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,2,5
33893216,1,BasicXform,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,2,5
552566,3,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,16,1
9522376,3,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,16,1
3342526243,3,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,Time,Generation,StatisticBasedCase,16,1
100026880,3,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,Memory,Generation,StatisticBasedCase,16,1
12660,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,Time,Initialization,StatisticBasedCase,16,1
12239432,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,Memory,Initialization,StatisticBasedCase,16,1
54756176,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,16,1
54756176,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,16,1
37716481108,3,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,16,1
16139944,3,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,16,1
3546748200,3,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,16,1
1556081559,3,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,16,1
232182,3,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,16,1
16140064,3,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,16,1
35518777138,3,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,16,1
17183264,3,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,16,1
3401187808,3,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,16,1
1131783161,3,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,16,1
186543,3,BasicXform,7,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,16,2
17183352,3,BasicXform,7,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,16,2
36062409065,3,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,16,2
18131104,3,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,16,2
1172720659,3,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,16,2
3399886040,3,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,16,2
161548,3,BasicXform,9,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,16,3
18130200,3,BasicXform,9,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,16,3
35813023989,3,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,16,3
19275136,3,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,16,3
3390740392,3,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,16,3
1145500710,3,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,16,3
187688,3,BasicXform,11,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,16,4
19275248,3,BasicXform,11,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,16,4
35216542795,3,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,16,4
20225280,3,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,16,4
1158258372,3,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,16,4
3383193704,3,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,16,4
248199,3,BasicXform,13,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,16,5
20225392,3,BasicXform,13,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,16,5
37192657552,3,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,16,5
21176776,3,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,16,5
3380998096,3,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,16,5
1030002233,3,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,16,5
159543,1,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,8,1
9671808,1,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,8,1
790887472,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Generation,StatisticBasedCase,8,1
33046824,1,BasicXform,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Generation,StatisticBasedCase,8,1
173246855,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Initialization,StatisticBasedCase,8,1
25874768,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Initialization,StatisticBasedCase,8,1
118149168,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,8,1
75199476,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,8,1
172917130,1,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,8,1
30945544,1,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,8,1
111774728,1,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,8,1
79562464,1,BasicXform,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,8,1
3119109,1,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,8,1
31134224,1,BasicXform,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,8,1
15341,1,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,8,1
31135096,1,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,8,1
52609856,1,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,8,1
52609856,1,BasicXform,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,8,1
1348003,1,BasicXform,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,8,2
31177272,1,BasicXform,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,8,2
16804,1,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,8,2
31178144,1,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,8,2
52652904,1,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,8,2
52652904,1,BasicXform,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,8,2
1246062,1,BasicXform,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,8,3
31196448,1,BasicXform,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,8,3
16768,1,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,8,3
31197632,1,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,8,3
52672080,1,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,8,3
41934800,1,BasicXform,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,8,3
1219170,1,BasicXform,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,8,4
31216176,1,BasicXform,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,8,4
14245,1,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,8,4
31217072,1,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,8,4
52691832,1,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,8,4
41954552,1,BasicXform,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,8,4
1125050,1,BasicXform,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,8,5
31235344,1,BasicXform,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,8,5
16277,1,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,8,5
31236216,1,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,8,5
52710976,1,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,8,5
41973696,1,BasicXform,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,8,5
378936,3,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,1,1
9352696,3,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,1,1
57053465,3,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,Time,Generation,StatisticBasedCase,1,1
10586272,3,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,Memory,Generation,StatisticBasedCase,1,1
22218,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,Time,Initialization,StatisticBasedCase,1,1
9468024,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,Memory,Initialization,StatisticBasedCase,1,1
30942416,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,1,1
20205320,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,1,1
121666226,3,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,1,1
9660712,3,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,1,1
331593656,3,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,1,1
181268492,3,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,1,1
81616,3,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,1,1
9660800,3,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,1,1
115426588,3,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,1,1
9721240,3,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,1,1
181461748,3,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,1,1
331787064,3,BasicXform,6,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,1,1
91803,3,BasicXform,7,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,1,2
9721328,3,BasicXform,7,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,1,2
116381146,3,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,1,2
9786600,3,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,1,2
192259916,3,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,1,2
374797728,3,BasicXform,8,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,1,2
84107,3,BasicXform,9,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,1,3
9786728,3,BasicXform,9,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,1,3
116931015,3,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,1,3
9848568,3,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,1,3
353389408,3,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,1,3
192325884,3,BasicXform,10,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,1,3
75295,3,BasicXform,11,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,1,4
9848680,3,BasicXform,11,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,1,4
117485486,3,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,1,4
9926568,3,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,1,4
192386932,3,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,1,4
353449528,3,BasicXform,12,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,1,4
81304,3,BasicXform,13,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,1,5
9926656,3,BasicXform,13,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,1,5
119726182,3,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,1,5
9991896,3,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,1,5
353527640,3,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,1,5
192464964,3,BasicXform,14,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,1,5
162604,3,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,4,1
9548328,3,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,4,1
247309890,3,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,Generation,StatisticBasedCase,4,1
16360224,3,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,Generation,StatisticBasedCase,4,1
62164124,3,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,Initialization,StatisticBasedCase,4,1
12462928,3,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,Initialization,StatisticBasedCase,4,1
74466016,3,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,4,1
52991180,3,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,4,1
87780733,3,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,4,1
13627144,3,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,4,1
76888048,3,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,4,1
55413204,3,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,4,1
148655,3,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,Modification,StatisticBasedCase,4,1
13627176,3,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,Modification,StatisticBasedCase,4,1
92733731,3,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,4,1
13634040,3,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,4,1
99527344,3,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,4,1
67315076,3,BasicXform,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,4,1
172755,3,BasicXform,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,Modification,StatisticBasedCase,4,2
13633816,3,BasicXform,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,Modification,StatisticBasedCase,4,2
90093176,3,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,4,2
13644848,3,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,4,2
78059224,3,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,4,2
56584336,3,BasicXform,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,4,2
216609,3,BasicXform,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,Modification,StatisticBasedCase,4,3
13644624,3,BasicXform,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,Modification,StatisticBasedCase,4,3
96853966,3,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,4,3
13651224,3,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,4,3
99544904,3,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,4,3
67332580,3,BasicXform,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,4,3
412440,3,BasicXform,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,Modification,StatisticBasedCase,4,4
13651072,3,BasicXform,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,Modification,StatisticBasedCase,4,4
97329458,3,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,4,4
13668376,3,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,4,4
78076424,3,BasicXform,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,4,4
