MetricValue,Iteration,Size,Scenario,MetricName,CaseName,RunIndex,PhaseName,Sequence,Tool
12019928,1,1,BasicXform,Memory,StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
53899389,1,1,BasicXform,Time,StatisticBasedCase,1,Generation,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
13333376,1,1,BasicXform,Memory,StatisticBasedCase,1,Generation,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
49985951,1,1,BasicXform,Time,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
14486376,1,1,BasicXform,Memory,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
87295040,1,1,BasicXform,PeakMemory,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
55082752,1,1,BasicXform,AverageMemory,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
25219462,1,1,BasicXform,Time,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
14761320,1,1,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
35960816,1,1,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
35960816,1,1,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
178743,1,1,BasicXform,Time,StatisticBasedCase,1,Modification,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
14761232,1,1,BasicXform,Memory,StatisticBasedCase,1,Modification,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
28490717,1,1,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
14772936,1,1,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
36236864,1,1,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
36236864,1,1,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
158441,2,1,BasicXform,Time,StatisticBasedCase,1,Modification,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
14772720,2,1,BasicXform,Memory,StatisticBasedCase,1,Modification,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
27346968,2,1,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
14778904,2,1,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
36248352,2,1,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
36248352,2,1,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
187959,3,1,BasicXform,Time,StatisticBasedCase,1,Modification,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
14778728,3,1,BasicXform,Memory,StatisticBasedCase,1,Modification,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
29983949,3,1,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
14788504,3,1,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
36254360,3,1,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
36254360,3,1,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
186717,4,1,BasicXform,Time,StatisticBasedCase,1,Modification,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
14788312,4,1,BasicXform,Memory,StatisticBasedCase,1,Modification,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
34510800,4,1,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
14795128,4,1,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
47001396,4,1,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
79213680,4,1,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
138176,5,1,BasicXform,Time,StatisticBasedCase,1,Modification,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
14794912,5,1,BasicXform,Memory,StatisticBasedCase,1,Modification,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
32334668,5,1,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
14800960,5,1,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
47007968,5,1,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
57745392,5,1,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
496740,1,8,BasicXform,Time,StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
9589384,1,8,BasicXform,Memory,StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
1013461811,1,8,BasicXform,Time,StatisticBasedCase,1,Generation,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
33479936,1,8,BasicXform,Memory,StatisticBasedCase,1,Generation,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
66290434,1,8,BasicXform,Time,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
15383528,1,8,BasicXform,Memory,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
53636372,1,8,BasicXform,AverageMemory,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
75111208,1,8,BasicXform,PeakMemory,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
226703210,1,8,BasicXform,Time,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
20090984,1,8,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
187182968,1,8,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
112020964,1,8,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
286322,1,8,BasicXform,Time,StatisticBasedCase,1,Modification,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
20091616,1,8,BasicXform,Memory,StatisticBasedCase,1,Modification,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
197081888,1,8,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
20106040,1,8,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
191891264,1,8,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
116729256,1,8,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
427104,2,8,BasicXform,Time,StatisticBasedCase,1,Modification,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
20106416,2,8,BasicXform,Memory,StatisticBasedCase,1,Modification,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
172022125,2,8,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
20127272,2,8,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
116744044,2,8,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
213380896,2,8,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
228757,3,8,BasicXform,Time,StatisticBasedCase,1,Modification,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
20126696,3,8,BasicXform,Memory,StatisticBasedCase,1,Modification,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
159178717,3,8,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
20133824,3,8,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
116764360,3,8,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
191926392,3,8,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
197636,4,8,BasicXform,Time,StatisticBasedCase,1,Modification,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
20134224,4,8,BasicXform,Memory,StatisticBasedCase,1,Modification,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
156464785,4,8,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
20140176,4,8,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
116771920,4,8,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
191933960,4,8,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
174152,5,8,BasicXform,Time,StatisticBasedCase,1,Modification,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
20140704,5,8,BasicXform,Memory,StatisticBasedCase,1,Modification,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
152218562,5,8,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
20144440,5,8,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
191940448,5,8,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
116778392,5,8,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
170147,1,16,BasicXform,Time,StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
9679376,1,16,BasicXform,Memory,StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
4421958209,1,16,BasicXform,Time,StatisticBasedCase,1,Generation,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
101299472,1,16,BasicXform,Memory,StatisticBasedCase,1,Generation,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
143921148,1,16,BasicXform,Time,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
21331368,1,16,BasicXform,Memory,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
97642048,1,16,BasicXform,AverageMemory,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
140375600,1,16,BasicXform,PeakMemory,StatisticBasedCase,1,Initialization,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
426025318,1,16,BasicXform,Time,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
31471280,1,16,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
212658804,1,16,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
361469264,1,16,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
512042,1,16,BasicXform,Time,StatisticBasedCase,1,Modification,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
31470976,1,16,BasicXform,Memory,StatisticBasedCase,1,Modification,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
364877829,1,16,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
31487248,1,16,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
222799632,1,16,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
414559872,1,16,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
426186,2,16,BasicXform,Time,StatisticBasedCase,1,Modification,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
31487616,2,16,BasicXform,Memory,StatisticBasedCase,1,Modification,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
347250008,2,16,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
31497008,2,16,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
222816232,2,16,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
371626736,2,16,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
206840,3,16,BasicXform,Time,StatisticBasedCase,1,Modification,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
31497376,3,16,BasicXform,Memory,StatisticBasedCase,1,Modification,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
329970325,3,16,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
31500224,3,16,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
371636504,3,16,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
222825996,3,16,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
220981,4,16,BasicXform,Time,StatisticBasedCase,1,Modification,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
31500712,4,16,BasicXform,Memory,StatisticBasedCase,1,Modification,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
323214086,4,16,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
31509976,4,16,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
371639984,4,16,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
222829416,4,16,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
235166,5,16,BasicXform,Time,StatisticBasedCase,1,Modification,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
31510464,5,16,BasicXform,Memory,StatisticBasedCase,1,Modification,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
319682510,5,16,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
31516728,5,16,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
371649824,5,16,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
222839200,5,16,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE
303224,1,4,BasicXform,Time,StatisticBasedCase,3,EMFResourceInitialization,1,BATCH_OPTIMIZED-TEMPLATE
9381648,1,4,BasicXform,Memory,StatisticBasedCase,3,EMFResourceInitialization,1,BATCH_OPTIMIZED-TEMPLATE
294237180,1,4,BasicXform,Time,StatisticBasedCase,3,Generation,2,BATCH_OPTIMIZED-TEMPLATE
16545192,1,4,BasicXform,Memory,StatisticBasedCase,3,Generation,2,BATCH_OPTIMIZED-TEMPLATE
13185,1,4,BasicXform,Time,StatisticBasedCase,3,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
9877512,1,4,BasicXform,Memory,StatisticBasedCase,3,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
31351904,1,4,BasicXform,AverageMemory,StatisticBasedCase,3,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
31351904,1,4,BasicXform,PeakMemory,StatisticBasedCase,3,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
2418934596,1,4,BasicXform,Time,StatisticBasedCase,3,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
10702008,1,4,BasicXform,Memory,StatisticBasedCase,3,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
1084536888,1,4,BasicXform,PeakMemory,StatisticBasedCase,3,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
271774545,1,4,BasicXform,AverageMemory,StatisticBasedCase,3,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
190923,1,4,BasicXform,Time,StatisticBasedCase,3,Modification,5,BATCH_OPTIMIZED-TEMPLATE
10702128,1,4,BasicXform,Memory,StatisticBasedCase,3,Modification,5,BATCH_OPTIMIZED-TEMPLATE
2167511842,1,4,BasicXform,Time,StatisticBasedCase,3,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
10942608,1,4,BasicXform,Memory,StatisticBasedCase,3,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
1440556728,1,4,BasicXform,PeakMemory,StatisticBasedCase,3,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
661200132,1,4,BasicXform,AverageMemory,StatisticBasedCase,3,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
151356,2,4,BasicXform,Time,StatisticBasedCase,3,Modification,7,BATCH_OPTIMIZED-TEMPLATE
10942696,2,4,BasicXform,Memory,StatisticBasedCase,3,Modification,7,BATCH_OPTIMIZED-TEMPLATE
1988439344,2,4,BasicXform,Time,StatisticBasedCase,3,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
11196944,2,4,BasicXform,Memory,StatisticBasedCase,3,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
1441927808,2,4,BasicXform,PeakMemory,StatisticBasedCase,3,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
843616853,2,4,BasicXform,AverageMemory,StatisticBasedCase,3,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
87625,3,4,BasicXform,Time,StatisticBasedCase,3,Modification,9,BATCH_OPTIMIZED-TEMPLATE
11197032,3,4,BasicXform,Memory,StatisticBasedCase,3,Modification,9,BATCH_OPTIMIZED-TEMPLATE
1998543356,3,4,BasicXform,Time,StatisticBasedCase,3,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
11428728,3,4,BasicXform,Memory,StatisticBasedCase,3,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
833408800,3,4,BasicXform,AverageMemory,StatisticBasedCase,3,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
1442821056,3,4,BasicXform,PeakMemory,StatisticBasedCase,3,M2MTransformation2,10,BATCH_OPTIMIZED-TEMPLATE
86931,4,4,BasicXform,Time,StatisticBasedCase,3,Modification,11,BATCH_OPTIMIZED-TEMPLATE
11428840,4,4,BasicXform,Memory,StatisticBasedCase,3,Modification,11,BATCH_OPTIMIZED-TEMPLATE
1996763808,4,4,BasicXform,Time,StatisticBasedCase,3,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
11719328,4,4,BasicXform,Memory,StatisticBasedCase,3,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
1443175832,4,4,BasicXform,PeakMemory,StatisticBasedCase,3,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
852429029,4,4,BasicXform,AverageMemory,StatisticBasedCase,3,M2MTransformation2,12,BATCH_OPTIMIZED-TEMPLATE
97366,5,4,BasicXform,Time,StatisticBasedCase,3,Modification,13,BATCH_OPTIMIZED-TEMPLATE
11719440,5,4,BasicXform,Memory,StatisticBasedCase,3,Modification,13,BATCH_OPTIMIZED-TEMPLATE
1996039356,5,4,BasicXform,Time,StatisticBasedCase,3,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
11954144,5,4,BasicXform,Memory,StatisticBasedCase,3,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
1443359848,5,4,BasicXform,PeakMemory,StatisticBasedCase,3,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
853071616,5,4,BasicXform,AverageMemory,StatisticBasedCase,3,M2MTransformation2,14,BATCH_OPTIMIZED-TEMPLATE
275536,1,2,BasicXform,Time,StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_OPTIMIZED-TEMPLATE
9359168,1,2,BasicXform,Memory,StatisticBasedCase,1,EMFResourceInitialization,1,BATCH_OPTIMIZED-TEMPLATE
99685095,1,2,BasicXform,Time,StatisticBasedCase,1,Generation,2,BATCH_OPTIMIZED-TEMPLATE
11536504,1,2,BasicXform,Memory,StatisticBasedCase,1,Generation,2,BATCH_OPTIMIZED-TEMPLATE
17572,1,2,BasicXform,Time,StatisticBasedCase,1,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
9596552,1,2,BasicXform,Memory,StatisticBasedCase,1,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
31070944,1,2,BasicXform,PeakMemory,StatisticBasedCase,1,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
20333848,1,2,BasicXform,AverageMemory,StatisticBasedCase,1,Initialization,3,BATCH_OPTIMIZED-TEMPLATE
487136415,1,2,BasicXform,Time,StatisticBasedCase,1,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
9996752,1,2,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
1083797176,1,2,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
117200904,1,2,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation1,4,BATCH_OPTIMIZED-TEMPLATE
90394,1,2,BasicXform,Time,StatisticBasedCase,1,Modification,5,BATCH_OPTIMIZED-TEMPLATE
9996840,1,2,BasicXform,Memory,StatisticBasedCase,1,Modification,5,BATCH_OPTIMIZED-TEMPLATE
472809339,1,2,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
10115848,1,2,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
117601972,1,2,BasicXform,AverageMemory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
1084197792,1,2,BasicXform,PeakMemory,StatisticBasedCase,1,M2MTransformation2,6,BATCH_OPTIMIZED-TEMPLATE
85282,2,2,BasicXform,Time,StatisticBasedCase,1,Modification,7,BATCH_OPTIMIZED-TEMPLATE
10115936,2,2,BasicXform,Memory,StatisticBasedCase,1,Modification,7,BATCH_OPTIMIZED-TEMPLATE
459153294,2,2,BasicXform,Time,StatisticBasedCase,1,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
10241472,2,2,BasicXform,Memory,StatisticBasedCase,1,M2MTransformation2,8,BATCH_OPTIMIZED-TEMPLATE
