PhaseName,Sequence,MetricValue,MetricName,Tool,Iteration,CaseName,RunIndex,Size,Scenario
M2MTransformation2,12,1624884344,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,2,64,BasicXform
M2MTransformation2,12,2284889104,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,2,64,BasicXform
M2MTransformation2,12,1954879570,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,2,64,BasicXform
Modification,13,637801,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,2,64,BasicXform
Modification,13,1624912304,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,2,64,BasicXform
M2MTransformation2,14,1680790328,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,2,64,BasicXform
M2MTransformation2,14,1624926984,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,2,64,BasicXform
M2MTransformation2,14,2284931584,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,2,64,BasicXform
M2MTransformation2,14,1954922250,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,2,64,BasicXform
EMFResourceInitialization,1,589836,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
EMFResourceInitialization,1,13791800,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
Generation,2,18647624279,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
Generation,2,776684704,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
Initialization,3,1987783235,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
Initialization,3,327990744,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
Initialization,3,1262023944,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
Initialization,3,597913970,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
M2MTransformation1,4,301178605,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
M2MTransformation1,4,365989808,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
M2MTransformation1,4,466278052,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
M2MTransformation1,4,549250080,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
Modification,5,714498,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
Modification,5,366032472,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,6,549892863,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,6,366046656,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,6,676440232,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,6,552277432,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase,1,32,BasicXform
Modification,7,490670,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,1,32,BasicXform
Modification,7,366061200,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,8,550739747,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,8,366074936,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,8,681500448,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,8,555325044,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase,1,32,BasicXform
Modification,9,337395,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,1,32,BasicXform
Modification,9,366088728,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,10,504616654,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,10,366102728,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,10,555352640,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,10,681528112,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase,1,32,BasicXform
Modification,11,419779,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,1,32,BasicXform
Modification,11,366116704,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,12,500615683,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,12,366130672,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,12,681556152,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,12,555380660,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase,1,32,BasicXform
Modification,13,552616,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,1,32,BasicXform
Modification,13,366144808,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,14,500589662,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,14,366158512,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,14,681584184,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,1,32,BasicXform
M2MTransformation2,14,555408716,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase,1,32,BasicXform
