MetricName,Iteration,RunIndex,Scenario,Sequence,Size,CaseName,MetricValue,PhaseName,Tool
Time,1,5,BasicXform,3,4,StatisticBasedCase,47009127,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,5,BasicXform,3,4,StatisticBasedCase,12601248,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,5,BasicXform,3,4,StatisticBasedCase,63682848,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,5,BasicXform,3,4,StatisticBasedCase,42207984,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,5,BasicXform,4,4,StatisticBasedCase,50279019,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,5,BasicXform,4,4,StatisticBasedCase,14593384,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,5,BasicXform,4,4,StatisticBasedCase,34076552,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,5,BasicXform,4,4,StatisticBasedCase,34076552,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,5,BasicXform,5,4,StatisticBasedCase,322354,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,5,BasicXform,5,4,StatisticBasedCase,14601200,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,5,BasicXform,6,4,StatisticBasedCase,59952091,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,5,BasicXform,6,4,StatisticBasedCase,14928880,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,5,BasicXform,6,4,StatisticBasedCase,36076832,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,5,BasicXform,6,4,StatisticBasedCase,36076832,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,5,BasicXform,7,4,StatisticBasedCase,443119,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,5,BasicXform,7,4,StatisticBasedCase,14933824,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,5,BasicXform,8,4,StatisticBasedCase,57337420,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,5,BasicXform,8,4,StatisticBasedCase,15211016,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,5,BasicXform,8,4,StatisticBasedCase,57884312,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,5,BasicXform,8,4,StatisticBasedCase,36409456,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,5,BasicXform,9,4,StatisticBasedCase,286095,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,5,BasicXform,9,4,StatisticBasedCase,15215480,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,5,BasicXform,10,4,StatisticBasedCase,55669629,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,5,BasicXform,10,4,StatisticBasedCase,15521736,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,3,5,BasicXform,10,4,StatisticBasedCase,36691112,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,3,5,BasicXform,10,4,StatisticBasedCase,36691112,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,4,5,BasicXform,11,4,StatisticBasedCase,366035,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,4,5,BasicXform,11,4,StatisticBasedCase,15526192,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,4,5,BasicXform,12,4,StatisticBasedCase,57162867,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,4,5,BasicXform,12,4,StatisticBasedCase,15873352,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,4,5,BasicXform,12,4,StatisticBasedCase,37001848,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,4,5,BasicXform,12,4,StatisticBasedCase,37001848,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,5,5,BasicXform,13,4,StatisticBasedCase,307875,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,5,5,BasicXform,13,4,StatisticBasedCase,15878016,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,5,5,BasicXform,14,4,StatisticBasedCase,53918025,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Memory,5,5,BasicXform,14,4,StatisticBasedCase,16159440,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,5,5,BasicXform,14,4,StatisticBasedCase,37353648,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,5,5,BasicXform,14,4,StatisticBasedCase,37353648,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,3,BasicXform,1,8,StatisticBasedCase,252942,EMFResourceInitialization,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,3,BasicXform,1,8,StatisticBasedCase,9673096,EMFResourceInitialization,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,3,BasicXform,2,8,StatisticBasedCase,1105160169,Generation,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,3,BasicXform,2,8,StatisticBasedCase,33099376,Generation,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,3,BasicXform,3,8,StatisticBasedCase,168826220,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,3,BasicXform,3,8,StatisticBasedCase,23235776,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,1,3,BasicXform,3,8,StatisticBasedCase,98760232,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,1,3,BasicXform,3,8,StatisticBasedCase,65499364,Initialization,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,3,BasicXform,4,8,StatisticBasedCase,146262740,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,3,BasicXform,4,8,StatisticBasedCase,28822256,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,1,3,BasicXform,4,8,StatisticBasedCase,98398320,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,1,3,BasicXform,4,8,StatisticBasedCase,66186044,M2MTransformation1,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,3,BasicXform,5,8,StatisticBasedCase,700876,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,3,BasicXform,5,8,StatisticBasedCase,28826432,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,3,BasicXform,6,8,StatisticBasedCase,35800381,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,1,3,BasicXform,6,8,StatisticBasedCase,28734528,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,1,3,BasicXform,6,8,StatisticBasedCase,71776920,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,1,3,BasicXform,6,8,StatisticBasedCase,50302064,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,2,3,BasicXform,7,8,StatisticBasedCase,421854,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,2,3,BasicXform,7,8,StatisticBasedCase,28741656,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,2,3,BasicXform,8,8,StatisticBasedCase,35161835,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,2,3,BasicXform,8,8,StatisticBasedCase,28816616,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,2,3,BasicXform,8,8,StatisticBasedCase,50217288,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,2,3,BasicXform,8,8,StatisticBasedCase,50217288,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,3,3,BasicXform,9,8,StatisticBasedCase,444280,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,3,3,BasicXform,9,8,StatisticBasedCase,28820032,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,3,3,BasicXform,10,8,StatisticBasedCase,30693815,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,3,3,BasicXform,10,8,StatisticBasedCase,28846896,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,3,3,BasicXform,10,8,StatisticBasedCase,50295664,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,3,3,BasicXform,10,8,StatisticBasedCase,50295664,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,4,3,BasicXform,11,8,StatisticBasedCase,400344,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,4,3,BasicXform,11,8,StatisticBasedCase,28850288,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,4,3,BasicXform,12,8,StatisticBasedCase,30236615,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,4,3,BasicXform,12,8,StatisticBasedCase,28878448,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,4,3,BasicXform,12,8,StatisticBasedCase,71800800,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,4,3,BasicXform,12,8,StatisticBasedCase,50325944,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,5,3,BasicXform,13,8,StatisticBasedCase,380823,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,5,3,BasicXform,13,8,StatisticBasedCase,28882272,Modification,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,5,3,BasicXform,14,8,StatisticBasedCase,30026489,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Memory,5,3,BasicXform,14,8,StatisticBasedCase,28910848,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
AverageMemory,5,3,BasicXform,14,8,StatisticBasedCase,50357904,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
PeakMemory,5,3,BasicXform,14,8,StatisticBasedCase,50357904,M2MTransformation2,INCR_VIATRA_AGGREGATED-TEMPLATE
Time,1,2,BasicXform,1,32,StatisticBasedCase,402166,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,2,BasicXform,1,32,StatisticBasedCase,9871208,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,2,BasicXform,2,32,StatisticBasedCase,16074898760,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,2,BasicXform,2,32,StatisticBasedCase,385752488,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,2,BasicXform,3,32,StatisticBasedCase,751262865,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,2,BasicXform,3,32,StatisticBasedCase,58765232,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,1,2,BasicXform,3,32,StatisticBasedCase,230759712,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,1,2,BasicXform,3,32,StatisticBasedCase,154677820,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,2,BasicXform,4,32,StatisticBasedCase,649760856,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,2,BasicXform,4,32,StatisticBasedCase,71174344,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,1,2,BasicXform,4,32,StatisticBasedCase,281205668,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,1,2,BasicXform,4,32,StatisticBasedCase,440091272,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,2,BasicXform,5,32,StatisticBasedCase,1292209,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,2,BasicXform,5,32,StatisticBasedCase,71174872,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,2,BasicXform,6,32,StatisticBasedCase,565091084,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,2,BasicXform,6,32,StatisticBasedCase,71178792,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,1,2,BasicXform,6,32,StatisticBasedCase,457022856,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,1,2,BasicXform,6,32,StatisticBasedCase,296253172,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,2,2,BasicXform,7,32,StatisticBasedCase,417058,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,2,2,BasicXform,7,32,StatisticBasedCase,71179152,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,2,2,BasicXform,8,32,StatisticBasedCase,558219438,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,2,2,BasicXform,8,32,StatisticBasedCase,71178008,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,2,2,BasicXform,8,32,StatisticBasedCase,296257412,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,2,2,BasicXform,8,32,StatisticBasedCase,521451584,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,3,2,BasicXform,9,32,StatisticBasedCase,327783,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,3,2,BasicXform,9,32,StatisticBasedCase,71178448,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,3,2,BasicXform,10,32,StatisticBasedCase,549772119,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,3,2,BasicXform,10,32,StatisticBasedCase,71190136,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,3,2,BasicXform,10,32,StatisticBasedCase,457026288,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,3,2,BasicXform,10,32,StatisticBasedCase,296256676,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,4,2,BasicXform,11,32,StatisticBasedCase,352364,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,4,2,BasicXform,11,32,StatisticBasedCase,71190616,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,4,2,BasicXform,12,32,StatisticBasedCase,528362936,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,4,2,BasicXform,12,32,StatisticBasedCase,71198712,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,4,2,BasicXform,12,32,StatisticBasedCase,457038560,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,4,2,BasicXform,12,32,StatisticBasedCase,296268908,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,5,2,BasicXform,13,32,StatisticBasedCase,354695,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,5,2,BasicXform,13,32,StatisticBasedCase,71199096,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,5,2,BasicXform,14,32,StatisticBasedCase,533278982,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,5,2,BasicXform,14,32,StatisticBasedCase,71205792,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,5,2,BasicXform,14,32,StatisticBasedCase,296277400,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,5,2,BasicXform,14,32,StatisticBasedCase,457047088,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,2,BasicXform,1,32,StatisticBasedCase,467089,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,2,BasicXform,1,32,StatisticBasedCase,9903296,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,2,BasicXform,2,32,StatisticBasedCase,15787925008,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,2,BasicXform,2,32,StatisticBasedCase,385877936,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,2,BasicXform,3,32,StatisticBasedCase,2176541017,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,2,BasicXform,3,32,StatisticBasedCase,204257464,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,2,BasicXform,3,32,StatisticBasedCase,688914759,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,2,BasicXform,3,32,StatisticBasedCase,1139630304,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,2,BasicXform,4,32,StatisticBasedCase,758736924,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,2,BasicXform,4,32,StatisticBasedCase,226489800,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,2,BasicXform,4,32,StatisticBasedCase,398295100,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,2,BasicXform,4,32,StatisticBasedCase,531015688,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,2,BasicXform,5,32,StatisticBasedCase,10936568,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,2,BasicXform,5,32,StatisticBasedCase,227267464,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,2,BasicXform,6,32,StatisticBasedCase,33882,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,1,2,BasicXform,6,32,StatisticBasedCase,227268344,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,1,2,BasicXform,6,32,StatisticBasedCase,290916584,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,1,2,BasicXform,6,32,StatisticBasedCase,290916584,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,2,BasicXform,7,32,StatisticBasedCase,1610921,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,2,BasicXform,7,32,StatisticBasedCase,227303064,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,2,2,BasicXform,8,32,StatisticBasedCase,18218,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,2,2,BasicXform,8,32,StatisticBasedCase,227303944,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,2,2,BasicXform,8,32,StatisticBasedCase,355376712,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,2,2,BasicXform,8,32,StatisticBasedCase,290952184,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,2,BasicXform,9,32,StatisticBasedCase,1739253,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,2,BasicXform,9,32,StatisticBasedCase,227324216,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,3,2,BasicXform,10,32,StatisticBasedCase,37254,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,3,2,BasicXform,10,32,StatisticBasedCase,227325096,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,3,2,BasicXform,10,32,StatisticBasedCase,290973336,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,3,2,BasicXform,10,32,StatisticBasedCase,355397864,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,4,2,BasicXform,11,32,StatisticBasedCase,1720465,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,4,2,BasicXform,11,32,StatisticBasedCase,227346072,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,4,2,BasicXform,12,32,StatisticBasedCase,19438,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,4,2,BasicXform,12,32,StatisticBasedCase,227346976,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,4,2,BasicXform,12,32,StatisticBasedCase,290995216,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,4,2,BasicXform,12,32,StatisticBasedCase,262316924,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,5,2,BasicXform,13,32,StatisticBasedCase,1463211,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,5,2,BasicXform,13,32,StatisticBasedCase,227367424,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,5,2,BasicXform,14,32,StatisticBasedCase,18160,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Memory,5,2,BasicXform,14,32,StatisticBasedCase,227368304,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
PeakMemory,5,2,BasicXform,14,32,StatisticBasedCase,291016544,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
AverageMemory,5,2,BasicXform,14,32,StatisticBasedCase,291016544,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE
Time,1,5,BasicXform,1,1,StatisticBasedCase,659161,EMFResourceInitialization,BATCH_OPTIMIZED-TEMPLATE
Memory,1,5,BasicXform,1,1,StatisticBasedCase,9269736,EMFResourceInitialization,BATCH_OPTIMIZED-TEMPLATE
Time,1,5,BasicXform,2,1,StatisticBasedCase,92702022,Generation,BATCH_OPTIMIZED-TEMPLATE
Memory,1,5,BasicXform,2,1,StatisticBasedCase,10500728,Generation,BATCH_OPTIMIZED-TEMPLATE
Time,1,5,BasicXform,3,1,StatisticBasedCase,18744,Initialization,BATCH_OPTIMIZED-TEMPLATE
Memory,1,5,BasicXform,3,1,StatisticBasedCase,9390616,Initialization,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,1,5,BasicXform,3,1,StatisticBasedCase,30865008,Initialization,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,1,5,BasicXform,3,1,StatisticBasedCase,20127912,Initialization,BATCH_OPTIMIZED-TEMPLATE
Time,1,5,BasicXform,4,1,StatisticBasedCase,101354421,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
Memory,1,5,BasicXform,4,1,StatisticBasedCase,9583288,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,1,5,BasicXform,4,1,StatisticBasedCase,267091824,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,1,5,BasicXform,4,1,StatisticBasedCase,148978872,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
Time,1,5,BasicXform,5,1,StatisticBasedCase,93160,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,1,5,BasicXform,5,1,StatisticBasedCase,9583384,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,1,5,BasicXform,6,1,StatisticBasedCase,95923771,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,1,5,BasicXform,6,1,StatisticBasedCase,9643320,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,1,5,BasicXform,6,1,StatisticBasedCase,267285112,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,1,5,BasicXform,6,1,StatisticBasedCase,149172064,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,2,5,BasicXform,7,1,StatisticBasedCase,85138,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,2,5,BasicXform,7,1,StatisticBasedCase,9643408,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,2,5,BasicXform,8,1,StatisticBasedCase,97142712,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,2,5,BasicXform,8,1,StatisticBasedCase,9708288,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,5,BasicXform,8,1,StatisticBasedCase,149231540,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,5,BasicXform,8,1,StatisticBasedCase,288818896,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,3,5,BasicXform,9,1,StatisticBasedCase,127253,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,3,5,BasicXform,9,1,StatisticBasedCase,9708376,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,3,5,BasicXform,10,1,StatisticBasedCase,98461214,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,3,5,BasicXform,10,1,StatisticBasedCase,9769192,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,3,5,BasicXform,10,1,StatisticBasedCase,149296768,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,3,5,BasicXform,10,1,StatisticBasedCase,267409528,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,4,5,BasicXform,11,1,StatisticBasedCase,94412,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,4,5,BasicXform,11,1,StatisticBasedCase,9769304,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,4,5,BasicXform,12,1,StatisticBasedCase,99856987,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,4,5,BasicXform,12,1,StatisticBasedCase,9845928,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,4,5,BasicXform,12,1,StatisticBasedCase,267470328,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,4,5,BasicXform,12,1,StatisticBasedCase,149357700,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,5,5,BasicXform,13,1,StatisticBasedCase,132388,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,5,5,BasicXform,13,1,StatisticBasedCase,9846016,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,5,5,BasicXform,14,1,StatisticBasedCase,100880901,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,5,5,BasicXform,14,1,StatisticBasedCase,9909520,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,5,5,BasicXform,14,1,StatisticBasedCase,289022096,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
