MetricName,Iteration,RunIndex,Scenario,Sequence,Size,CaseName,MetricValue,PhaseName,Tool
AverageMemory,5,5,BasicXform,14,1,StatisticBasedCase,160171872,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,1,2,BasicXform,1,32,StatisticBasedCase,544883,EMFResourceInitialization,BATCH_OPTIMIZED-TEMPLATE
Memory,1,2,BasicXform,1,32,StatisticBasedCase,9620336,EMFResourceInitialization,BATCH_OPTIMIZED-TEMPLATE
Time,1,2,BasicXform,2,32,StatisticBasedCase,15959021241,Generation,BATCH_OPTIMIZED-TEMPLATE
Memory,1,2,BasicXform,2,32,StatisticBasedCase,385551944,Generation,BATCH_OPTIMIZED-TEMPLATE
Time,1,2,BasicXform,3,32,StatisticBasedCase,15893,Initialization,BATCH_OPTIMIZED-TEMPLATE
Memory,1,2,BasicXform,3,32,StatisticBasedCase,17495672,Initialization,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,1,2,BasicXform,3,32,StatisticBasedCase,77874640,Initialization,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,1,2,BasicXform,3,32,StatisticBasedCase,36413064,Initialization,BATCH_OPTIMIZED-TEMPLATE
Time,1,2,BasicXform,4,32,StatisticBasedCase,125883526043,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
Memory,1,2,BasicXform,4,32,StatisticBasedCase,26241512,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,1,2,BasicXform,4,32,StatisticBasedCase,1027075680,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,1,2,BasicXform,4,32,StatisticBasedCase,3268978848,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE
Time,1,2,BasicXform,5,32,StatisticBasedCase,493469,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,1,2,BasicXform,5,32,StatisticBasedCase,26241632,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,1,2,BasicXform,6,32,StatisticBasedCase,127124554224,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,1,2,BasicXform,6,32,StatisticBasedCase,28330832,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,1,2,BasicXform,6,32,StatisticBasedCase,2578689288,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,1,2,BasicXform,6,32,StatisticBasedCase,972343530,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,2,2,BasicXform,7,32,StatisticBasedCase,325325,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,2,2,BasicXform,7,32,StatisticBasedCase,28329968,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,2,2,BasicXform,8,32,StatisticBasedCase,127488776897,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,2,2,BasicXform,8,32,StatisticBasedCase,30222888,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,2,2,BasicXform,8,32,StatisticBasedCase,1001748858,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,2,2,BasicXform,8,32,StatisticBasedCase,2558102120,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,3,2,BasicXform,9,32,StatisticBasedCase,278732,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,3,2,BasicXform,9,32,StatisticBasedCase,30222976,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,3,2,BasicXform,10,32,StatisticBasedCase,127626940870,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,3,2,BasicXform,10,32,StatisticBasedCase,32510792,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,3,2,BasicXform,10,32,StatisticBasedCase,2540301608,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,3,2,BasicXform,10,32,StatisticBasedCase,955567053,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,4,2,BasicXform,11,32,StatisticBasedCase,267319,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,4,2,BasicXform,11,32,StatisticBasedCase,32510904,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,4,2,BasicXform,12,32,StatisticBasedCase,127360084777,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,4,2,BasicXform,12,32,StatisticBasedCase,34407120,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,4,2,BasicXform,12,32,StatisticBasedCase,995633876,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,4,2,BasicXform,12,32,StatisticBasedCase,2522641992,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,5,2,BasicXform,13,32,StatisticBasedCase,280535,Modification,BATCH_OPTIMIZED-TEMPLATE
Memory,5,2,BasicXform,13,32,StatisticBasedCase,34407232,Modification,BATCH_OPTIMIZED-TEMPLATE
Time,5,2,BasicXform,14,32,StatisticBasedCase,127922572069,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Memory,5,2,BasicXform,14,32,StatisticBasedCase,36304688,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
PeakMemory,5,2,BasicXform,14,32,StatisticBasedCase,2513348024,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
AverageMemory,5,2,BasicXform,14,32,StatisticBasedCase,998133623,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE
Time,1,1,BasicXform,1,32,StatisticBasedCase,153407,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,1,BasicXform,1,32,StatisticBasedCase,9877064,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,1,BasicXform,2,32,StatisticBasedCase,15130580454,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,1,BasicXform,2,32,StatisticBasedCase,385749184,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,1,BasicXform,3,32,StatisticBasedCase,682426411,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,1,BasicXform,3,32,StatisticBasedCase,58761080,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,1,1,BasicXform,3,32,StatisticBasedCase,228384688,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,1,1,BasicXform,3,32,StatisticBasedCase,154682624,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,1,BasicXform,4,32,StatisticBasedCase,574015800,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,1,BasicXform,4,32,StatisticBasedCase,71164544,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,1,1,BasicXform,4,32,StatisticBasedCase,280073676,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,1,1,BasicXform,4,32,StatisticBasedCase,438153672,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,1,BasicXform,5,32,StatisticBasedCase,596357,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,1,BasicXform,5,32,StatisticBasedCase,71164176,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,1,BasicXform,6,32,StatisticBasedCase,518016639,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,1,1,BasicXform,6,32,StatisticBasedCase,71169512,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,1,1,BasicXform,6,32,StatisticBasedCase,450557152,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,1,1,BasicXform,6,32,StatisticBasedCase,292477052,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,2,1,BasicXform,7,32,StatisticBasedCase,369121,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,2,1,BasicXform,7,32,StatisticBasedCase,71169872,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,2,1,BasicXform,8,32,StatisticBasedCase,491099205,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,2,1,BasicXform,8,32,StatisticBasedCase,71167616,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,2,1,BasicXform,8,32,StatisticBasedCase,292482652,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,2,1,BasicXform,8,32,StatisticBasedCase,450562656,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,3,1,BasicXform,9,32,StatisticBasedCase,318974,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,3,1,BasicXform,9,32,StatisticBasedCase,71168088,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,3,1,BasicXform,10,32,StatisticBasedCase,488204211,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,3,1,BasicXform,10,32,StatisticBasedCase,71179776,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,3,1,BasicXform,10,32,StatisticBasedCase,450560888,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,3,1,BasicXform,10,32,StatisticBasedCase,292480876,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,4,1,BasicXform,11,32,StatisticBasedCase,306759,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,4,1,BasicXform,11,32,StatisticBasedCase,71180256,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,4,1,BasicXform,12,32,StatisticBasedCase,484884076,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,4,1,BasicXform,12,32,StatisticBasedCase,71188088,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,4,1,BasicXform,12,32,StatisticBasedCase,450573088,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,4,1,BasicXform,12,32,StatisticBasedCase,292493072,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,5,1,BasicXform,13,32,StatisticBasedCase,343901,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,5,1,BasicXform,13,32,StatisticBasedCase,71188472,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,5,1,BasicXform,14,32,StatisticBasedCase,483073048,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Memory,5,1,BasicXform,14,32,StatisticBasedCase,71195032,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
AverageMemory,5,1,BasicXform,14,32,StatisticBasedCase,292501244,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
PeakMemory,5,1,BasicXform,14,32,StatisticBasedCase,450581240,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE
Time,1,1,BasicXform,1,2,StatisticBasedCase,281234,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,1,BasicXform,1,2,StatisticBasedCase,9553816,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,1,BasicXform,2,2,StatisticBasedCase,142693840,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,1,BasicXform,2,2,StatisticBasedCase,11927168,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,1,BasicXform,3,2,StatisticBasedCase,27107356,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,1,BasicXform,3,2,StatisticBasedCase,11535048,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,1,1,BasicXform,3,2,StatisticBasedCase,74224336,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,1,1,BasicXform,3,2,StatisticBasedCase,42012056,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,1,BasicXform,4,2,StatisticBasedCase,1882729581,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,1,BasicXform,4,2,StatisticBasedCase,11949656,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,1,1,BasicXform,4,2,StatisticBasedCase,512616157,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,1,1,BasicXform,4,2,StatisticBasedCase,999380048,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,1,BasicXform,5,2,StatisticBasedCase,259698,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,1,BasicXform,5,2,StatisticBasedCase,11949448,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,1,BasicXform,6,2,StatisticBasedCase,1697502525,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,1,1,BasicXform,6,2,StatisticBasedCase,11953144,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,1,1,BasicXform,6,2,StatisticBasedCase,1026118160,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,1,1,BasicXform,6,2,StatisticBasedCase,540162709,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,2,1,BasicXform,7,2,StatisticBasedCase,189660,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,2,1,BasicXform,7,2,StatisticBasedCase,11952936,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,2,1,BasicXform,8,2,StatisticBasedCase,1726163110,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,2,1,BasicXform,8,2,StatisticBasedCase,11956784,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,2,1,BasicXform,8,2,StatisticBasedCase,549427242,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,2,1,BasicXform,8,2,StatisticBasedCase,1038039560,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,3,1,BasicXform,9,2,StatisticBasedCase,141035,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,3,1,BasicXform,9,2,StatisticBasedCase,11956576,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,3,1,BasicXform,10,2,StatisticBasedCase,1730632251,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,3,1,BasicXform,10,2,StatisticBasedCase,11959720,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,3,1,BasicXform,10,2,StatisticBasedCase,1085698776,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,3,1,BasicXform,10,2,StatisticBasedCase,567243098,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,4,1,BasicXform,11,2,StatisticBasedCase,108088,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,4,1,BasicXform,11,2,StatisticBasedCase,11959536,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,4,1,BasicXform,12,2,StatisticBasedCase,1758373974,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,4,1,BasicXform,12,2,StatisticBasedCase,11961928,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,4,1,BasicXform,12,2,StatisticBasedCase,1085701760,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,4,1,BasicXform,12,2,StatisticBasedCase,571165954,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,5,1,BasicXform,13,2,StatisticBasedCase,113429,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,5,1,BasicXform,13,2,StatisticBasedCase,11961760,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,5,1,BasicXform,14,2,StatisticBasedCase,1790706416,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Memory,5,1,BasicXform,14,2,StatisticBasedCase,11965632,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
AverageMemory,5,1,BasicXform,14,2,StatisticBasedCase,214853014,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
PeakMemory,5,1,BasicXform,14,2,StatisticBasedCase,1086097176,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE
Time,1,4,BasicXform,1,8,StatisticBasedCase,540704,EMFResourceInitialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,1,4,BasicXform,1,8,StatisticBasedCase,9643672,EMFResourceInitialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,1,4,BasicXform,2,8,StatisticBasedCase,583888029,Generation,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,1,4,BasicXform,2,8,StatisticBasedCase,20439344,Generation,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,1,4,BasicXform,3,8,StatisticBasedCase,108912745,Initialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,1,4,BasicXform,3,8,StatisticBasedCase,18807024,Initialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,1,4,BasicXform,3,8,StatisticBasedCase,96760768,Initialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,1,4,BasicXform,3,8,StatisticBasedCase,64478872,Initialization,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,1,4,BasicXform,4,8,StatisticBasedCase,180846624,M2MTransformation1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,1,4,BasicXform,4,8,StatisticBasedCase,26138920,M2MTransformation1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,1,4,BasicXform,4,8,StatisticBasedCase,104706992,M2MTransformation1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,1,4,BasicXform,4,8,StatisticBasedCase,72494724,M2MTransformation1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,1,4,BasicXform,5,8,StatisticBasedCase,4165993,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,1,4,BasicXform,5,8,StatisticBasedCase,26331384,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,1,4,BasicXform,6,8,StatisticBasedCase,4250,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,1,4,BasicXform,6,8,StatisticBasedCase,26332256,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,1,4,BasicXform,6,8,StatisticBasedCase,37069736,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,1,4,BasicXform,6,8,StatisticBasedCase,47807016,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,2,4,BasicXform,7,8,StatisticBasedCase,1800583,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,2,4,BasicXform,7,8,StatisticBasedCase,26359624,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,2,4,BasicXform,8,8,StatisticBasedCase,4404,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,2,4,BasicXform,8,8,StatisticBasedCase,26360496,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,2,4,BasicXform,8,8,StatisticBasedCase,37097976,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,2,4,BasicXform,8,8,StatisticBasedCase,47835256,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,3,4,BasicXform,9,8,StatisticBasedCase,1812201,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,3,4,BasicXform,9,8,StatisticBasedCase,26386064,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,3,4,BasicXform,10,8,StatisticBasedCase,4706,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,3,4,BasicXform,10,8,StatisticBasedCase,26386936,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,3,4,BasicXform,10,8,StatisticBasedCase,47861696,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,3,4,BasicXform,10,8,StatisticBasedCase,37124416,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,4,4,BasicXform,11,8,StatisticBasedCase,1906344,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,4,4,BasicXform,11,8,StatisticBasedCase,26413696,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,4,4,BasicXform,12,8,StatisticBasedCase,5335,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,4,4,BasicXform,12,8,StatisticBasedCase,26414592,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,4,4,BasicXform,12,8,StatisticBasedCase,47889352,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,4,4,BasicXform,12,8,StatisticBasedCase,37152072,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,5,4,BasicXform,13,8,StatisticBasedCase,1772825,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,5,4,BasicXform,13,8,StatisticBasedCase,26440016,Modification,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,5,4,BasicXform,14,8,StatisticBasedCase,4243,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Memory,5,4,BasicXform,14,8,StatisticBasedCase,26440888,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
AverageMemory,5,4,BasicXform,14,8,StatisticBasedCase,37178368,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
PeakMemory,5,4,BasicXform,14,8,StatisticBasedCase,47915648,M2MTransformation2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE
Time,1,1,BasicXform,1,64,StatisticBasedCase,417736,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,1,BasicXform,1,64,StatisticBasedCase,10130152,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,1,BasicXform,2,64,StatisticBasedCase,73769405968,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,1,BasicXform,2,64,StatisticBasedCase,1720995072,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,1,BasicXform,3,64,StatisticBasedCase,11167763122,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,1,BasicXform,3,64,StatisticBasedCase,975391728,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,1,BasicXform,3,64,StatisticBasedCase,2597447536,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,1,BasicXform,3,64,StatisticBasedCase,1262716775,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,1,BasicXform,4,64,StatisticBasedCase,681902598,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,1,BasicXform,4,64,StatisticBasedCase,1014073264,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,1,BasicXform,4,64,StatisticBasedCase,1177271088,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,1,BasicXform,4,64,StatisticBasedCase,1334287896,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,1,BasicXform,5,64,StatisticBasedCase,916628,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,1,BasicXform,5,64,StatisticBasedCase,1014086112,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Time,1,1,BasicXform,6,64,StatisticBasedCase,746366516,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
Memory,1,1,BasicXform,6,64,StatisticBasedCase,1015412440,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
AverageMemory,1,1,BasicXform,6,64,StatisticBasedCase,1239214736,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
PeakMemory,1,1,BasicXform,6,64,StatisticBasedCase,1408060664,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE
