Size,RunIndex,Tool,MetricName,PhaseName,CaseName,Scenario,Sequence,Iteration,MetricValue
8,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,13,5,43345640
8,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,88140082
8,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,43360024
8,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,106422984
8,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,85397380
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,172374
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,11091456
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Generation,StatisticBasedCase,BasicXform,2,1,149556729
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Generation,StatisticBasedCase,BasicXform,2,1,15217568
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Initialization,StatisticBasedCase,BasicXform,3,1,81869518
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Initialization,StatisticBasedCase,BasicXform,3,1,14630072
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,BasicXform,3,1,32816632
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,BasicXform,3,1,32816632
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,88661100
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,16424704
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,36115928
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,36115928
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,5,1,304507
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,5,1,16439440
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,91076378
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,16458600
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,37925320
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,37925320
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,7,2,372174
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,7,2,16508376
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,82227573
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,16525176
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,59479600
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,37994256
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,9,3,317599
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,9,3,16539216
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,60370369
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,16563200
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,38025096
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,38025096
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,11,4,303043
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,11,4,16578376
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,46637540
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,16592952
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,38064280
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,38064280
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,13,5,222157
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,13,5,16608264
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,42813848
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,16621640
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,38094144
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,38094144
4,2,BATCH_OPTIMIZED-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,173819
4,2,BATCH_OPTIMIZED-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,11000184
4,2,BATCH_OPTIMIZED-TEMPLATE,Time,Generation,StatisticBasedCase,BasicXform,2,1,479592788
4,2,BATCH_OPTIMIZED-TEMPLATE,Memory,Generation,StatisticBasedCase,BasicXform,2,1,24697560
4,2,BATCH_OPTIMIZED-TEMPLATE,Time,Initialization,StatisticBasedCase,BasicXform,3,1,21251
4,2,BATCH_OPTIMIZED-TEMPLATE,Memory,Initialization,StatisticBasedCase,BasicXform,3,1,11492848
4,2,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,BasicXform,3,1,32977800
4,2,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,BasicXform,3,1,32977800
4,2,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,1894467266
4,2,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,12315048
4,2,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,506250802
4,2,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,1086676800
4,2,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,5,1,144969
4,2,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,5,1,12315464
4,2,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,1888912788
4,2,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,12554960
4,2,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,316965453
4,2,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,1440836784
4,2,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,7,2,119932
4,2,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,7,2,12555344
4,2,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,1876371063
4,2,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,12808968
4,2,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,1443026424
4,2,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,799273965
4,2,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,9,3,95863
4,2,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,9,3,12809352
4,2,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,1875492823
4,2,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,13039480
4,2,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,815417173
4,2,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,1444214256
4,2,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,11,4,86012
4,2,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,11,4,13039888
4,2,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,2035667699
4,2,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,13329568
4,2,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,852787019
4,2,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,1445270224
4,2,BATCH_OPTIMIZED-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,13,5,87203
4,2,BATCH_OPTIMIZED-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,13,5,13329976
4,2,BATCH_OPTIMIZED-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,1978874183
4,2,BATCH_OPTIMIZED-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,13563672
4,2,BATCH_OPTIMIZED-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,720467058
4,2,BATCH_OPTIMIZED-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,1445480352
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,705898
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,11517880
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Generation,StatisticBasedCase,BasicXform,2,1,14873524689
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Generation,StatisticBasedCase,BasicXform,2,1,904825488
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Initialization,StatisticBasedCase,BasicXform,3,1,1634428416
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Initialization,StatisticBasedCase,BasicXform,3,1,409654832
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,BasicXform,3,1,625482784
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,BasicXform,3,1,1066304056
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,947554765
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,458702648
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,604018180
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,742849504
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,5,1,8096502
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,5,1,463042904
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,12860
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,463044040
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,559727452
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,525863520
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,7,2,1720117
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,7,2,463085880
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,12977
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,463086448
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,527521296
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,534887716
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,9,3,1551278
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,9,3,463129224
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,18877
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,463129792
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,527564640
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,527564640
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,11,4,1635252
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,11,4,463172824
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,19158
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,463173728
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,496701660
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,527608264
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,13,5,1632615
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,13,5,463216112
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,13398
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,463216880
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,527651528
32,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,526078772
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,468777
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,11117400
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Time,Generation,StatisticBasedCase,BasicXform,2,1,76898215
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Memory,Generation,StatisticBasedCase,BasicXform,2,1,12900368
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Time,Initialization,StatisticBasedCase,BasicXform,3,1,109858720
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Memory,Initialization,StatisticBasedCase,BasicXform,3,1,13326312
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,BasicXform,3,1,32714040
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,BasicXform,3,1,32714040
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,67814332
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,13657592
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,34812176
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,34812176
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,5,1,166446
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,5,1,13658336
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,68576946
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,13669272
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,35144216
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,35144216
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,7,2,206424
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,7,2,13669064
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,48765107
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,13675928
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,35154944
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,35154944
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,9,3,166562
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,9,3,13676672
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,55880513
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,13684256
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,35162552
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,10,3,35162552
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,11,4,160829
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,11,4,13685088
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,43743153
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,13692576
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,45913664
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,12,4,56656336
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,13,5,146864
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,13,5,13693320
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,40596867
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,13699832
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,35179200
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,14,5,35179200
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,327937
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,EMFResourceInitialization,StatisticBasedCase,BasicXform,1,1,11516536
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Generation,StatisticBasedCase,BasicXform,2,1,14771842959
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Generation,StatisticBasedCase,BasicXform,2,1,875384848
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Initialization,StatisticBasedCase,BasicXform,3,1,2315906815
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Initialization,StatisticBasedCase,BasicXform,3,1,564312176
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,Initialization,StatisticBasedCase,BasicXform,3,1,740292708
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,Initialization,StatisticBasedCase,BasicXform,3,1,1295828736
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,906256522
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,613356328
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,751922940
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation1,StatisticBasedCase,BasicXform,4,1,885930968
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,5,1,7962912
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,5,1,617695624
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,26151
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,617696192
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,679457280
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,6,1,679457280
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,7,2,1669770
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,Modification,StatisticBasedCase,BasicXform,7,2,617737376
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,14773
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,617738144
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,726737492
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,M2MTransformation2,StatisticBasedCase,BasicXform,8,2,682172904
32,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time,Modification,StatisticBasedCase,BasicXform,9,3,1491694
