PhaseName,Scenario,RunIndex,Sequence,Iteration,Size,MetricValue,Tool,CaseName,MetricName
Modification,BasicXform,2,13,5,8,17609848,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,2,14,5,8,359649065,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,2,14,5,8,17618880,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,2,14,5,8,227154396,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,2,14,5,8,415744016,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,PeakMemory
EMFResourceInitialization,BasicXform,3,1,1,8,916535,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
EMFResourceInitialization,BasicXform,3,1,1,8,11135680,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
Generation,BasicXform,3,2,1,8,718350128,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
Generation,BasicXform,3,2,1,8,63767216,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
Initialization,BasicXform,3,3,1,8,89497962,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
Initialization,BasicXform,3,3,1,8,34216264,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
Initialization,BasicXform,3,3,1,8,75103072,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,PeakMemory
Initialization,BasicXform,3,3,1,8,54138812,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation1,BasicXform,3,4,1,8,98399982,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
M2MTransformation1,BasicXform,3,4,1,8,50195064,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation1,BasicXform,3,4,1,8,86626436,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation1,BasicXform,3,4,1,8,118072832,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,3,5,1,8,254600,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,3,5,1,8,50208888,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,6,1,8,124471716,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,3,6,1,8,50257328,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,6,1,8,102620288,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,3,6,1,8,134066880,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,3,7,2,8,248046,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,3,7,2,8,50263704,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,8,2,8,105243705,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,3,8,2,8,50340424,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,8,2,8,102674944,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,3,8,2,8,134121376,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,3,9,3,8,198381,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,3,9,3,8,50346944,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,10,3,8,100246220,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,3,10,3,8,50374536,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,10,3,8,102758264,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,3,10,3,8,134204776,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,3,11,4,8,212850,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,3,11,4,8,50381240,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,12,4,8,99873092,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,3,12,4,8,50409168,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,12,4,8,102792500,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,3,12,4,8,134238928,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,3,13,5,8,202235,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,3,13,5,8,50416024,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,14,5,8,99385351,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,3,14,5,8,50443616,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,14,5,8,102827280,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,3,14,5,8,134273728,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,PeakMemory
EMFResourceInitialization,BasicXform,3,1,1,2,298087,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
EMFResourceInitialization,BasicXform,3,1,1,2,11063384,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
Generation,BasicXform,3,2,1,2,96586947,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
Generation,BasicXform,3,2,1,2,16010352,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
Initialization,BasicXform,3,3,1,2,46851132,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
Initialization,BasicXform,3,3,1,2,14758328,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
Initialization,BasicXform,3,3,1,2,54272560,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,PeakMemory
Initialization,BasicXform,3,3,1,2,32787216,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation1,BasicXform,3,4,1,2,52747711,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
M2MTransformation1,BasicXform,3,4,1,2,18770816,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation1,BasicXform,3,4,1,2,36244184,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation1,BasicXform,3,4,1,2,36244184,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,3,5,1,2,197235,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,3,5,1,2,18785016,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,6,1,2,54020563,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,3,6,1,2,18820880,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,6,1,2,40270896,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,3,6,1,2,40270896,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,3,7,2,2,342584,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,3,7,2,2,18868176,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,8,2,2,45001453,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,3,8,2,2,18909792,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,8,2,2,40354056,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,PeakMemory
M2MTransformation2,BasicXform,3,8,2,2,40354056,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,AverageMemory
Modification,BasicXform,3,9,3,2,152046,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,3,9,3,2,18924480,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,10,3,2,40613121,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,3,10,3,2,18959752,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,10,3,2,40410360,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,3,10,3,2,40410360,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,3,11,4,2,150320,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,3,11,4,2,18974664,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,12,4,2,38838893,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,3,12,4,2,19002216,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,12,4,2,40460568,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,PeakMemory
M2MTransformation2,BasicXform,3,12,4,2,40460568,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,AverageMemory
Modification,BasicXform,3,13,5,2,178545,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,3,13,5,2,19017224,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,14,5,2,40199450,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,3,14,5,2,19044360,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,14,5,2,40503104,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,3,14,5,2,40503104,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,PeakMemory
EMFResourceInitialization,BasicXform,2,1,1,4,767138,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Time
EMFResourceInitialization,BasicXform,2,1,1,4,10961488,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Memory
Generation,BasicXform,2,2,1,4,354441069,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Time
Generation,BasicXform,2,2,1,4,25373472,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Memory
Initialization,BasicXform,2,3,1,4,18516,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Time
Initialization,BasicXform,2,3,1,4,11450864,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Memory
Initialization,BasicXform,2,3,1,4,40029784,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,PeakMemory
Initialization,BasicXform,2,3,1,4,26002568,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation1,BasicXform,2,4,1,4,1930281669,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Time
M2MTransformation1,BasicXform,2,4,1,4,12274040,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation1,BasicXform,2,4,1,4,1438194560,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,PeakMemory
M2MTransformation1,BasicXform,2,4,1,4,766136904,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,AverageMemory
Modification,BasicXform,2,5,1,4,94985,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,2,5,1,4,12274416,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,2,6,1,4,2473904834,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,2,6,1,4,12514784,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,2,6,1,4,1442653288,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,PeakMemory
M2MTransformation2,BasicXform,2,6,1,4,549189734,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,AverageMemory
Modification,BasicXform,2,7,2,4,125795,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,2,7,2,4,12515160,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,2,8,2,4,1925309448,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,2,8,2,4,12770056,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,2,8,2,4,795848453,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,2,8,2,4,1443983600,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,2,9,3,4,112365,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,2,9,3,4,12770432,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,2,10,3,4,1931008214,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,2,10,3,4,13003104,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,2,10,3,4,796187885,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,2,10,3,4,1444918728,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,2,11,4,4,84013,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,2,11,4,4,13003504,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,2,12,4,4,1935534211,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,2,12,4,4,13296024,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,2,12,4,4,797111421,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,2,12,4,4,1445250224,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,2,13,5,4,117357,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,2,13,5,4,13296400,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,2,14,5,4,1936953228,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,2,14,5,4,13533456,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,2,14,5,4,806974333,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,2,14,5,4,1445469272,BATCH_OPTIMIZED-TEMPLATE,StatisticBasedCase,PeakMemory
EMFResourceInitialization,BasicXform,1,1,1,32,414637,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
EMFResourceInitialization,BasicXform,1,1,1,32,11498152,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
Generation,BasicXform,1,2,1,32,13018403910,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
Generation,BasicXform,1,2,1,32,791493784,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
Initialization,BasicXform,1,3,1,32,1464212695,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
Initialization,BasicXform,1,3,1,32,512921032,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
Initialization,BasicXform,1,3,1,32,693737458,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,AverageMemory
Initialization,BasicXform,1,3,1,32,1149968368,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,PeakMemory
M2MTransformation1,BasicXform,1,4,1,32,620699304,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
M2MTransformation1,BasicXform,1,4,1,32,561977128,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation1,BasicXform,1,4,1,32,712744612,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation1,BasicXform,1,4,1,32,855475352,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,1,5,1,32,7142836,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,1,5,1,32,566318512,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,1,6,1,32,18996,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,1,6,1,32,566319080,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,1,6,1,32,587558124,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,1,6,1,32,630817064,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,1,7,2,32,1227415,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,1,7,2,32,566361720,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,1,8,2,32,10616,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,1,8,2,32,566362488,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,1,8,2,32,632152328,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,PeakMemory
M2MTransformation2,BasicXform,1,8,2,32,575664448,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,AverageMemory
Modification,BasicXform,1,9,3,32,1190988,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,1,9,3,32,566405440,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,1,10,3,32,10716,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,1,10,3,32,566406008,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,1,10,3,32,613194760,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,1,10,3,32,632196048,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,1,11,4,32,1177948,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,1,11,4,32,566449272,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,1,12,4,32,11172,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,1,12,4,32,566450064,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,1,12,4,32,596199256,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,1,12,4,32,632239904,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,1,13,5,32,1238161,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,1,13,5,32,566492936,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,1,14,5,32,18934,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,1,14,5,32,566493704,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,1,14,5,32,632283544,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,PeakMemory
M2MTransformation2,BasicXform,1,14,5,32,632807940,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,AverageMemory
EMFResourceInitialization,BasicXform,3,1,1,32,991643,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
EMFResourceInitialization,BasicXform,3,1,1,32,11498072,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
Generation,BasicXform,3,2,1,32,13269582832,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
Generation,BasicXform,3,2,1,32,790451928,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
Initialization,BasicXform,3,3,1,32,1473229763,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
Initialization,BasicXform,3,3,1,32,518638032,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
Initialization,BasicXform,3,3,1,32,690091682,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,AverageMemory
Initialization,BasicXform,3,3,1,32,1143856432,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,PeakMemory
M2MTransformation1,BasicXform,3,4,1,32,636593327,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
M2MTransformation1,BasicXform,3,4,1,32,567680504,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation1,BasicXform,3,4,1,32,858782048,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,PeakMemory
M2MTransformation1,BasicXform,3,4,1,32,717055596,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,AverageMemory
Modification,BasicXform,3,5,1,32,7219968,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,3,5,1,32,572027752,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,6,1,32,19377,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,3,6,1,32,572028520,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,6,1,32,696550648,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,3,6,1,32,636113288,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,3,7,2,32,1230264,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,3,7,2,32,572076328,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,8,2,32,10649,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,3,8,2,32,572077208,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,8,2,32,604787900,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,AverageMemory
M2MTransformation2,BasicXform,3,8,2,32,637498704,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,PeakMemory
Modification,BasicXform,3,9,3,32,1292737,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,3,9,3,32,572125704,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,10,3,32,10779,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,3,10,3,32,572126272,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,10,3,32,637548080,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,PeakMemory
M2MTransformation2,BasicXform,3,10,3,32,619255196,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,AverageMemory
Modification,BasicXform,3,11,4,32,1335896,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
Modification,BasicXform,3,11,4,32,572175048,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,12,4,32,10743,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Time
M2MTransformation2,BasicXform,3,12,4,32,572175840,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,Memory
M2MTransformation2,BasicXform,3,12,4,32,637597448,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,PeakMemory
