Scenario,CaseName,PhaseName,RunIndex,Size,Iteration,MetricValue,Tool,Sequence,MetricName
BasicXform,StatisticBasedCase,Modification,1,64,4,1749413,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,1,64,4,3032989128,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,64,4,16865,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,64,4,3032989392,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,1,64,5,1846335,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,1,64,5,3033049392,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,64,5,9438,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,64,5,3033049664,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,2,8,1,819736,BATCH_OPTIMIZED-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,2,8,1,10999264,BATCH_OPTIMIZED-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,2,8,1,809453077,BATCH_OPTIMIZED-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,2,8,1,63745328,BATCH_OPTIMIZED-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,2,8,1,9582,BATCH_OPTIMIZED-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,2,8,1,8835167148,BATCH_OPTIMIZED-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,2,8,1,13856064,BATCH_OPTIMIZED-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,2,8,1,173000,BATCH_OPTIMIZED-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,2,8,1,13856600,BATCH_OPTIMIZED-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,1,8712459663,BATCH_OPTIMIZED-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,1,14347072,BATCH_OPTIMIZED-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,2,8,2,154595,BATCH_OPTIMIZED-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,2,8,2,14347568,BATCH_OPTIMIZED-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,2,8393765646,BATCH_OPTIMIZED-TEMPLATE,8,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,2,14864256,BATCH_OPTIMIZED-TEMPLATE,8,Memory
BasicXform,StatisticBasedCase,Modification,2,8,3,149889,BATCH_OPTIMIZED-TEMPLATE,9,Time
BasicXform,StatisticBasedCase,Modification,2,8,3,14864752,BATCH_OPTIMIZED-TEMPLATE,9,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,3,8700802170,BATCH_OPTIMIZED-TEMPLATE,10,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,3,15334040,BATCH_OPTIMIZED-TEMPLATE,10,Memory
BasicXform,StatisticBasedCase,Modification,2,8,4,145246,BATCH_OPTIMIZED-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,2,8,4,15334560,BATCH_OPTIMIZED-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,4,8442285774,BATCH_OPTIMIZED-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,4,15904072,BATCH_OPTIMIZED-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,2,8,5,144366,BATCH_OPTIMIZED-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,2,8,5,15904568,BATCH_OPTIMIZED-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,5,9004741212,BATCH_OPTIMIZED-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,8,5,16377024,BATCH_OPTIMIZED-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,1,4,1,340801,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,1,4,1,11072960,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,1,4,1,260242978,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,1,4,1,25649552,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,1,4,1,69661384,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,1,4,1,64659427,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,1,4,1,27089624,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,1,4,1,171370,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,1,4,1,27098272,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,1,63691606,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,1,27130552,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,1,4,2,136148,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,1,4,2,27135312,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,2,60448002,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,2,27163752,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,Memory
BasicXform,StatisticBasedCase,Modification,1,4,3,163703,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,Time
BasicXform,StatisticBasedCase,Modification,1,4,3,27168656,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,3,58473055,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,3,27196216,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,Memory
BasicXform,StatisticBasedCase,Modification,1,4,4,132173,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,1,4,4,27201304,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,4,58157038,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,4,27245552,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,1,4,5,134352,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,1,4,5,27250800,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,5,58310082,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,5,27311096,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,3,32,1,614645,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,3,32,1,11398976,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,3,32,1,14815524145,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,3,32,1,793603056,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,3,32,1,1239720577,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,3,32,1,312695933,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,3,32,1,418840352,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,3,32,1,578276,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,3,32,1,418886648,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,32,1,461569985,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,32,1,418986264,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,3,32,2,588899,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,3,32,2,419003616,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,32,2,621045984,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,32,2,419028880,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,Memory
BasicXform,StatisticBasedCase,Modification,3,32,3,590492,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,Time
BasicXform,StatisticBasedCase,Modification,3,32,3,419046344,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,32,3,459802897,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,32,3,419071584,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,Memory
BasicXform,StatisticBasedCase,Modification,3,32,4,579428,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,3,32,4,419089232,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,32,4,456579474,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,32,4,419114808,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,3,32,5,590182,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,3,32,5,419132616,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,3,32,5,509888001,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,3,32,5,419157880,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,1,64,1,968820,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,1,64,1,11765520,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,1,64,1,93319217827,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,1,64,1,3447578128,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,1,64,1,10093175771,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,1,64,1,2599194367,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,1,64,1,1888544432,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,1,64,1,1081873,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,1,64,1,1888634864,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,64,1,1132417011,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,64,1,1888743160,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,1,64,2,1076731,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,1,64,2,1888775792,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,64,2,1208229732,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,64,2,1888803272,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,Memory
BasicXform,StatisticBasedCase,Modification,1,64,3,1122772,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,Time
BasicXform,StatisticBasedCase,Modification,1,64,3,1888836080,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,64,3,1129668876,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,64,3,1888863552,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,Memory
BasicXform,StatisticBasedCase,Modification,1,64,4,1134039,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,1,64,4,1888896672,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,64,4,1144874330,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,64,4,1888924408,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,1,64,5,524471,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,1,64,5,1888957688,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,64,5,1693325131,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,64,5,1888985136,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,1,4,1,328038,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,1,4,1,11109560,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,1,4,1,348753555,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,1,4,1,24542496,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,1,4,1,3615633,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,1,4,1,361344952,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,1,4,1,14243480,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,1,4,1,187514,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,1,4,1,14244312,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,1,130907340,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,1,14708272,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,1,4,2,109246,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,1,4,2,14709224,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,2,126767415,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,2,14718720,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Memory
BasicXform,StatisticBasedCase,Modification,1,4,3,140278,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,Time
BasicXform,StatisticBasedCase,Modification,1,4,3,14719552,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,3,122612367,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,3,14728656,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,Memory
BasicXform,StatisticBasedCase,Modification,1,4,4,110836,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,1,4,4,14729512,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,4,123107825,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,4,14738944,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,1,4,5,115558,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,1,4,5,14739856,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,5,122910766,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,1,4,5,14749088,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,2,4,1,718262,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,2,4,1,11150424,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,2,4,1,294977679,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,2,4,1,26236496,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,2,4,1,138598357,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,2,4,1,167680898,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,2,4,1,27299744,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,2,4,1,4381808,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,2,4,1,27759264,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,1,12791,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,1,27759528,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,2,4,2,3842007,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,2,4,2,27820008,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,2,13124,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,2,27820272,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,Memory
BasicXform,StatisticBasedCase,Modification,2,4,3,4233620,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,Time
BasicXform,StatisticBasedCase,Modification,2,4,3,28016160,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,3,12899,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,3,28016424,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,Memory
BasicXform,StatisticBasedCase,Modification,2,4,4,4164675,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,2,4,4,28088032,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,4,13438,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,4,28088320,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,2,4,5,4020167,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,2,4,5,28165264,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,5,12502,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,4,5,28165528,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,2,64,1,274859,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,2,64,1,11796000,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,2,64,1,94713181715,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,2,64,1,3488690920,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,2,64,1,429260591,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,2,64,1,40447429948,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,2,64,1,110568096,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,2,64,1,864761,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,Time
BasicXform,StatisticBasedCase,Modification,2,64,1,110569048,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,64,1,20398078435,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,64,1,123142232,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,Memory
BasicXform,StatisticBasedCase,Modification,2,64,2,1112305,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,Time
BasicXform,StatisticBasedCase,Modification,2,64,2,123143072,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,64,2,20209894371,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,64,2,123151904,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,Memory
BasicXform,StatisticBasedCase,Modification,2,64,3,861031,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,Time
BasicXform,StatisticBasedCase,Modification,2,64,3,123152824,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,64,3,20092753583,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,64,3,123161808,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,Memory
BasicXform,StatisticBasedCase,Modification,2,64,4,878668,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,Time
BasicXform,StatisticBasedCase,Modification,2,64,4,123162672,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,64,4,20058084021,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,64,4,123171816,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,Memory
BasicXform,StatisticBasedCase,Modification,2,64,5,874852,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,Time
BasicXform,StatisticBasedCase,Modification,2,64,5,123172760,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,Memory
BasicXform,StatisticBasedCase,M2MTransformation2,2,64,5,20031309297,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,Time
BasicXform,StatisticBasedCase,M2MTransformation2,2,64,5,123181616,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,Memory
BasicXform,StatisticBasedCase,EMFResourceInitialization,3,16,1,1004628,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Time
BasicXform,StatisticBasedCase,EMFResourceInitialization,3,16,1,11250504,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,Memory
BasicXform,StatisticBasedCase,Generation,3,16,1,3029979105,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Time
BasicXform,StatisticBasedCase,Generation,3,16,1,203224112,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Memory
BasicXform,StatisticBasedCase,Initialization,3,16,1,17137981,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,Time
BasicXform,StatisticBasedCase,M2MTransformation1,3,16,1,2203305900,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,Time
BasicXform,StatisticBasedCase,M2MTransformation1,3,16,1,25670704,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,Memory
BasicXform,StatisticBasedCase,Modification,3,16,1,303451,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,Time
