PhaseName,MetricValue,Iteration,Sequence,Tool,CaseName,Scenario,Size,MetricName,RunIndex
Modification,1842373,4,11,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,32,Time,3
Modification,491935352,4,11,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,32,Memory,3
M2MTransformation2,4255,4,12,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,32,Time,3
M2MTransformation2,491936256,4,12,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,32,Memory,3
M2MTransformation2,555324464,4,12,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,32,PeakMemory,3
M2MTransformation2,523630460,4,12,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,32,AverageMemory,3
Modification,1675482,5,13,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,32,Time,3
Modification,491962936,5,13,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,32,Memory,3
M2MTransformation2,4064,5,14,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,32,Time,3
M2MTransformation2,491963816,5,14,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,32,Memory,3
M2MTransformation2,523658020,5,14,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,32,AverageMemory,3
M2MTransformation2,555352024,5,14,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,32,PeakMemory,3
EMFResourceInitialization,677137,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Time,2
EMFResourceInitialization,9498776,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Memory,2
Generation,387350788,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Time,2
Generation,15742248,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Memory,2
Initialization,55151588,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Time,2
Initialization,13548760,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Memory,2
Initialization,42197672,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,AverageMemory,2
Initialization,52935096,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,PeakMemory,2
M2MTransformation1,47189967,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Time,2
M2MTransformation1,15017592,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Memory,2
M2MTransformation1,35024192,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,AverageMemory,2
M2MTransformation1,35024192,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,PeakMemory,2
Modification,194829,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Time,2
Modification,15020432,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Memory,2
M2MTransformation2,53033880,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Time,2
M2MTransformation2,15081568,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Memory,2
M2MTransformation2,36496064,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,PeakMemory,2
M2MTransformation2,36496064,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,AverageMemory,2
Modification,228477,2,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Time,2
Modification,15083120,2,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Memory,2
M2MTransformation2,48625377,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Time,2
M2MTransformation2,15092208,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Memory,2
M2MTransformation2,36558752,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,AverageMemory,2
M2MTransformation2,58033608,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,PeakMemory,2
Modification,270593,3,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Time,2
Modification,15093616,3,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Memory,2
M2MTransformation2,43504146,3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Time,2
M2MTransformation2,15098776,3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Memory,2
M2MTransformation2,36569248,3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,PeakMemory,2
M2MTransformation2,36569248,3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,AverageMemory,2
Modification,201388,4,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Time,2
Modification,15100312,4,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Memory,2
M2MTransformation2,44003812,4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Time,2
M2MTransformation2,15207568,4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Memory,2
M2MTransformation2,36575968,4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,AverageMemory,2
M2MTransformation2,36575968,4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,PeakMemory,2
Modification,184751,5,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Time,2
Modification,15209128,5,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Memory,2
M2MTransformation2,41753831,5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Time,2
M2MTransformation2,15216960,5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,Memory,2
M2MTransformation2,36684760,5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,AverageMemory,2
M2MTransformation2,36684760,5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,4,PeakMemory,2
EMFResourceInitialization,437635,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,5
EMFResourceInitialization,9635224,1,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,5
Generation,4043913032,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,5
Generation,99677000,1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,5
Initialization,403143496,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,5
Initialization,50214048,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,5
Initialization,130521316,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,AverageMemory,5
Initialization,206816720,1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,PeakMemory,5
M2MTransformation1,176860941,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,5
M2MTransformation1,57255688,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,5
M2MTransformation1,123757544,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,AverageMemory,5
M2MTransformation1,155430128,1,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,PeakMemory,5
Modification,558165,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,5
Modification,57260448,1,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,5
M2MTransformation2,169052364,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,5
M2MTransformation2,57467712,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,5
M2MTransformation2,141001840,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,PeakMemory,5
M2MTransformation2,120066688,1,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,AverageMemory,5
Modification,444593,2,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,5
Modification,57477688,2,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,5
M2MTransformation2,141885078,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,5
M2MTransformation2,57485584,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,5
M2MTransformation2,141219080,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,PeakMemory,5
M2MTransformation2,120283928,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,AverageMemory,5
Modification,341359,3,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,5
Modification,57488584,3,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,5
M2MTransformation2,136594321,3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,5
M2MTransformation2,57761224,3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,5
M2MTransformation2,141229992,3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,PeakMemory,5
M2MTransformation2,120294832,3,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,AverageMemory,5
Modification,264985,4,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,5
Modification,57764328,4,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,5
M2MTransformation2,133604116,4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,5
M2MTransformation2,57902808,4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,5
M2MTransformation2,141505928,4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,PeakMemory,5
M2MTransformation2,120570684,4,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,AverageMemory,5
Modification,278716,5,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,5
Modification,57906280,5,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,5
M2MTransformation2,130217481,5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,5
M2MTransformation2,57916136,5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,5
M2MTransformation2,141647728,5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,PeakMemory,5
M2MTransformation2,120712548,5,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,BasicXform,16,AverageMemory,5
EMFResourceInitialization,283350,1,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
EMFResourceInitialization,9870952,1,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
Generation,101052459,1,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
Generation,11653952,1,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
Initialization,91853417,1,3,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
Initialization,14045840,1,3,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
Initialization,74528040,1,3,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,2
Initialization,53052684,1,3,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,2
M2MTransformation1,90280903,1,4,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
M2MTransformation1,16786832,1,4,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation1,35521272,1,4,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,2
M2MTransformation1,35521272,1,4,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,2
Modification,2809767,1,5,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
Modification,16829176,1,5,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,5146,1,6,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
M2MTransformation2,16830048,1,6,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,38304808,1,6,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,2
M2MTransformation2,27567528,1,6,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,2
Modification,1668533,2,7,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
Modification,16856216,2,7,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,4739,2,8,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
M2MTransformation2,16857088,2,8,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,38331848,2,8,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,2
M2MTransformation2,27594568,2,8,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,2
Modification,1862042,3,9,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
Modification,16883560,3,9,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,4685,3,10,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
M2MTransformation2,16884432,3,10,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,38359192,3,10,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,2
M2MTransformation2,27621912,3,10,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,2
Modification,1752452,4,11,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
Modification,16911496,4,11,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,4643,4,12,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
M2MTransformation2,16912392,4,12,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,38387152,4,12,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,2
M2MTransformation2,27649872,4,12,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,2
Modification,1977372,5,13,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
Modification,16940912,5,13,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,3565,5,14,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Time,2
M2MTransformation2,16941784,5,14,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,Memory,2
M2MTransformation2,38416544,5,14,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,PeakMemory,2
M2MTransformation2,27679264,5,14,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,2,AverageMemory,2
EMFResourceInitialization,398743,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,4
EMFResourceInitialization,9742752,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,4
Generation,4171304647,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,4
Generation,99753648,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,4
Initialization,67147991,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,4
Initialization,19054080,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,4
Initialization,54405288,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,PeakMemory,4
Initialization,54405288,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,AverageMemory,4
M2MTransformation1,346027895,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,4
M2MTransformation1,30862200,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,4
M2MTransformation1,242623512,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,PeakMemory,4
M2MTransformation1,151800120,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,AverageMemory,4
Modification,729703,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,4
Modification,30862792,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,4
M2MTransformation2,286611426,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,4
M2MTransformation2,30867912,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,4
M2MTransformation2,240473696,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,PeakMemory,4
M2MTransformation2,156629668,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,AverageMemory,4
Modification,263499,2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,4
Modification,30867136,2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,4
M2MTransformation2,259390802,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,4
M2MTransformation2,30871824,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,4
M2MTransformation2,156634056,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,AverageMemory,4
M2MTransformation2,283427824,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,PeakMemory,4
Modification,234744,3,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,4
Modification,30872200,3,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,4
M2MTransformation2,253212655,3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,4
M2MTransformation2,30887696,3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,4
M2MTransformation2,240483200,3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,PeakMemory,4
M2MTransformation2,156639124,3,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,AverageMemory,4
Modification,205768,4,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,4
Modification,30888096,4,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,4
M2MTransformation2,257020582,4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,4
M2MTransformation2,30890624,4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,4
M2MTransformation2,240499056,4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,PeakMemory,4
M2MTransformation2,156655012,4,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,AverageMemory,4
Modification,248485,5,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,4
Modification,30890072,5,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,4
M2MTransformation2,251508767,5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Time,4
M2MTransformation2,30900616,5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,Memory,4
M2MTransformation2,156656988,5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,AverageMemory,4
M2MTransformation2,240501056,5,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,BasicXform,16,PeakMemory,4
EMFResourceInitialization,524646,1,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,3
EMFResourceInitialization,9944320,1,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,3
Generation,1158856769,1,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,3
Generation,33041968,1,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,3
Initialization,221836625,1,3,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,3
Initialization,25589072,1,3,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,3
Initialization,75474360,1,3,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,AverageMemory,3
Initialization,118424032,1,3,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,PeakMemory,3
M2MTransformation1,512555733,1,4,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Time,3
M2MTransformation1,49928928,1,4,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,StatisticBasedCase,BasicXform,8,Memory,3
