Iteration,Scenario,CaseName,Size,MetricValue,MetricName,RunIndex,PhaseName,Tool,Sequence
2,BasicXform,StatisticBasedCase,2,11966200,Memory,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,8
2,BasicXform,StatisticBasedCase,2,194618892,AverageMemory,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,8
2,BasicXform,StatisticBasedCase,2,1086069520,PeakMemory,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,8
3,BasicXform,StatisticBasedCase,2,128935,Time,5,Modification,BATCH_OPTIMIZED-TEMPLATE,9
3,BasicXform,StatisticBasedCase,2,11966320,Memory,5,Modification,BATCH_OPTIMIZED-TEMPLATE,9
3,BasicXform,StatisticBasedCase,2,518291353,Time,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,10
3,BasicXform,StatisticBasedCase,2,12090424,Memory,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,10
3,BasicXform,StatisticBasedCase,2,194750096,AverageMemory,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,10
3,BasicXform,StatisticBasedCase,2,1086200008,PeakMemory,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,10
4,BasicXform,StatisticBasedCase,2,112496,Time,5,Modification,BATCH_OPTIMIZED-TEMPLATE,11
4,BasicXform,StatisticBasedCase,2,12090568,Memory,5,Modification,BATCH_OPTIMIZED-TEMPLATE,11
4,BasicXform,StatisticBasedCase,2,519957605,Time,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,12
4,BasicXform,StatisticBasedCase,2,12236520,Memory,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,12
4,BasicXform,StatisticBasedCase,2,198379876,AverageMemory,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,12
4,BasicXform,StatisticBasedCase,2,1086373480,PeakMemory,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,12
5,BasicXform,StatisticBasedCase,2,54773,Time,5,Modification,BATCH_OPTIMIZED-TEMPLATE,13
5,BasicXform,StatisticBasedCase,2,12236640,Memory,5,Modification,BATCH_OPTIMIZED-TEMPLATE,13
5,BasicXform,StatisticBasedCase,2,537752415,Time,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,14
5,BasicXform,StatisticBasedCase,2,12359232,Memory,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,14
5,BasicXform,StatisticBasedCase,2,1442494648,PeakMemory,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,14
5,BasicXform,StatisticBasedCase,2,741668536,AverageMemory,5,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,14
1,BasicXform,StatisticBasedCase,8,355511,Time,1,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1
1,BasicXform,StatisticBasedCase,8,11347864,Memory,1,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1
1,BasicXform,StatisticBasedCase,8,828924686,Time,1,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2
1,BasicXform,StatisticBasedCase,8,56590104,Memory,1,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2
1,BasicXform,StatisticBasedCase,8,139666549,Time,1,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,8,41479760,Memory,1,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,8,130545104,PeakMemory,1,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,8,76857944,AverageMemory,1,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,8,166458304,Time,1,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,8,51580024,Memory,1,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,8,105904928,PeakMemory,1,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,8,84430060,AverageMemory,1,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,8,3010005,Time,1,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5
1,BasicXform,StatisticBasedCase,8,52477872,Memory,1,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5
1,BasicXform,StatisticBasedCase,8,17701,Time,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
1,BasicXform,StatisticBasedCase,8,52478712,Memory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
1,BasicXform,StatisticBasedCase,8,73953472,AverageMemory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
1,BasicXform,StatisticBasedCase,8,73953472,PeakMemory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
2,BasicXform,StatisticBasedCase,8,1544322,Time,1,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7
2,BasicXform,StatisticBasedCase,8,52543864,Memory,1,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7
2,BasicXform,StatisticBasedCase,8,19534,Time,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
2,BasicXform,StatisticBasedCase,8,52544704,Memory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
2,BasicXform,StatisticBasedCase,8,74019464,AverageMemory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
2,BasicXform,StatisticBasedCase,8,74019464,PeakMemory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
3,BasicXform,StatisticBasedCase,8,1202073,Time,1,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9
3,BasicXform,StatisticBasedCase,8,52577296,Memory,1,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9
3,BasicXform,StatisticBasedCase,8,16962,Time,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
3,BasicXform,StatisticBasedCase,8,52578136,Memory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
3,BasicXform,StatisticBasedCase,8,74052896,PeakMemory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
3,BasicXform,StatisticBasedCase,8,63315616,AverageMemory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
4,BasicXform,StatisticBasedCase,8,1146173,Time,1,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11
4,BasicXform,StatisticBasedCase,8,52611376,Memory,1,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11
4,BasicXform,StatisticBasedCase,8,16416,Time,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
4,BasicXform,StatisticBasedCase,8,52612240,Memory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
4,BasicXform,StatisticBasedCase,8,74087000,PeakMemory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
4,BasicXform,StatisticBasedCase,8,63349720,AverageMemory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
5,BasicXform,StatisticBasedCase,8,1125886,Time,1,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
5,BasicXform,StatisticBasedCase,8,52644928,Memory,1,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
5,BasicXform,StatisticBasedCase,8,18494,Time,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
5,BasicXform,StatisticBasedCase,8,52645768,Memory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
5,BasicXform,StatisticBasedCase,8,74120528,PeakMemory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
5,BasicXform,StatisticBasedCase,8,74120528,AverageMemory,1,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
1,BasicXform,StatisticBasedCase,2,224898,Time,3,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,1
1,BasicXform,StatisticBasedCase,2,11220032,Memory,3,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,1
1,BasicXform,StatisticBasedCase,2,119404026,Time,3,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
1,BasicXform,StatisticBasedCase,2,15383280,Memory,3,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,2
1,BasicXform,StatisticBasedCase,2,49621859,Time,3,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,3
1,BasicXform,StatisticBasedCase,2,14000792,Memory,3,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,3
1,BasicXform,StatisticBasedCase,2,75886896,PeakMemory,3,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,3
1,BasicXform,StatisticBasedCase,2,54412044,AverageMemory,3,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,3
1,BasicXform,StatisticBasedCase,2,846124510,Time,3,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,4
1,BasicXform,StatisticBasedCase,2,14467784,Memory,3,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,4
1,BasicXform,StatisticBasedCase,2,116008008,AverageMemory,3,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,4
1,BasicXform,StatisticBasedCase,2,196539744,PeakMemory,3,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,4
1,BasicXform,StatisticBasedCase,2,378886,Time,3,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,5
1,BasicXform,StatisticBasedCase,2,14468024,Memory,3,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,5
1,BasicXform,StatisticBasedCase,2,717169766,Time,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,6
1,BasicXform,StatisticBasedCase,2,14471736,Memory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,6
1,BasicXform,StatisticBasedCase,2,111106692,AverageMemory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,6
1,BasicXform,StatisticBasedCase,2,186269712,PeakMemory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,6
2,BasicXform,StatisticBasedCase,2,203391,Time,3,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,7
2,BasicXform,StatisticBasedCase,2,14471976,Memory,3,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,7
2,BasicXform,StatisticBasedCase,2,505699629,Time,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,8
2,BasicXform,StatisticBasedCase,2,14478056,Memory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,8
2,BasicXform,StatisticBasedCase,2,111109620,AverageMemory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,8
2,BasicXform,StatisticBasedCase,2,186271616,PeakMemory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,8
3,BasicXform,StatisticBasedCase,2,180259,Time,3,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,9
3,BasicXform,StatisticBasedCase,2,14478296,Memory,3,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,9
3,BasicXform,StatisticBasedCase,2,490354010,Time,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,10
3,BasicXform,StatisticBasedCase,2,14483048,Memory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,10
3,BasicXform,StatisticBasedCase,2,111116040,AverageMemory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,10
3,BasicXform,StatisticBasedCase,2,186278136,PeakMemory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,10
4,BasicXform,StatisticBasedCase,2,185633,Time,3,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,11
4,BasicXform,StatisticBasedCase,2,14482320,Memory,3,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,11
4,BasicXform,StatisticBasedCase,2,498311949,Time,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,12
4,BasicXform,StatisticBasedCase,2,14485808,Memory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,12
4,BasicXform,StatisticBasedCase,2,186282000,PeakMemory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,12
4,BasicXform,StatisticBasedCase,2,111119996,AverageMemory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,12
5,BasicXform,StatisticBasedCase,2,108390,Time,3,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,13
5,BasicXform,StatisticBasedCase,2,14486088,Memory,3,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,13
5,BasicXform,StatisticBasedCase,2,506282690,Time,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,14
5,BasicXform,StatisticBasedCase,2,14489160,Memory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,14
5,BasicXform,StatisticBasedCase,2,111124788,AverageMemory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,14
5,BasicXform,StatisticBasedCase,2,186287840,PeakMemory,3,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,14
1,BasicXform,StatisticBasedCase,8,191509,Time,4,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1
1,BasicXform,StatisticBasedCase,8,11347336,Memory,4,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1
1,BasicXform,StatisticBasedCase,8,1164362680,Time,4,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2
1,BasicXform,StatisticBasedCase,8,56589392,Memory,4,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2
1,BasicXform,StatisticBasedCase,8,211119197,Time,4,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,8,41478944,Memory,4,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,8,130544336,PeakMemory,4,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,8,82225900,AverageMemory,4,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,8,185117441,Time,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,8,51579256,Memory,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,8,105904144,PeakMemory,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,8,84429284,AverageMemory,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,8,3315054,Time,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5
1,BasicXform,StatisticBasedCase,8,52477104,Memory,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5
1,BasicXform,StatisticBasedCase,8,17893,Time,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
1,BasicXform,StatisticBasedCase,8,52477944,Memory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
1,BasicXform,StatisticBasedCase,8,73952752,AverageMemory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
1,BasicXform,StatisticBasedCase,8,73952752,PeakMemory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
2,BasicXform,StatisticBasedCase,8,1409682,Time,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7
2,BasicXform,StatisticBasedCase,8,52543096,Memory,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7
2,BasicXform,StatisticBasedCase,8,18159,Time,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
2,BasicXform,StatisticBasedCase,8,52543936,Memory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
2,BasicXform,StatisticBasedCase,8,63281440,AverageMemory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
2,BasicXform,StatisticBasedCase,8,74018744,PeakMemory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
3,BasicXform,StatisticBasedCase,8,1386522,Time,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9
3,BasicXform,StatisticBasedCase,8,52576528,Memory,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9
3,BasicXform,StatisticBasedCase,8,20160,Time,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
3,BasicXform,StatisticBasedCase,8,52577368,Memory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
3,BasicXform,StatisticBasedCase,8,74052176,PeakMemory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
3,BasicXform,StatisticBasedCase,8,74052176,AverageMemory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
4,BasicXform,StatisticBasedCase,8,1269105,Time,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11
4,BasicXform,StatisticBasedCase,8,52610608,Memory,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11
4,BasicXform,StatisticBasedCase,8,18854,Time,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
4,BasicXform,StatisticBasedCase,8,52611472,Memory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
4,BasicXform,StatisticBasedCase,8,74086280,PeakMemory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
4,BasicXform,StatisticBasedCase,8,63348976,AverageMemory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
5,BasicXform,StatisticBasedCase,8,1267372,Time,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
5,BasicXform,StatisticBasedCase,8,52644160,Memory,4,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
5,BasicXform,StatisticBasedCase,8,17713,Time,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
5,BasicXform,StatisticBasedCase,8,52645000,Memory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
5,BasicXform,StatisticBasedCase,8,74119808,PeakMemory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
5,BasicXform,StatisticBasedCase,8,74119808,AverageMemory,4,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
1,BasicXform,StatisticBasedCase,16,564643,Time,3,EMFResourceInitialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1
1,BasicXform,StatisticBasedCase,16,11367328,Memory,3,EMFResourceInitialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,1
1,BasicXform,StatisticBasedCase,16,3043825337,Time,3,Generation,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
1,BasicXform,StatisticBasedCase,16,199098040,Memory,3,Generation,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
1,BasicXform,StatisticBasedCase,16,165625922,Time,3,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,16,45182864,Memory,3,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,16,182777128,PeakMemory,3,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,16,108643260,AverageMemory,3,Initialization,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,3
1,BasicXform,StatisticBasedCase,16,173558349,Time,3,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,16,64797944,Memory,3,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,16,108065648,AverageMemory,3,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,16,129026408,PeakMemory,3,M2MTransformation1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,4
1,BasicXform,StatisticBasedCase,16,521056,Time,3,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,5
1,BasicXform,StatisticBasedCase,16,64811352,Memory,3,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,5
1,BasicXform,StatisticBasedCase,16,190417340,Time,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,6
1,BasicXform,StatisticBasedCase,16,64835992,Memory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,6
1,BasicXform,StatisticBasedCase,16,190576760,PeakMemory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,6
1,BasicXform,StatisticBasedCase,16,148655204,AverageMemory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,6
2,BasicXform,StatisticBasedCase,16,334102,Time,3,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,7
2,BasicXform,StatisticBasedCase,16,64847304,Memory,3,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,7
2,BasicXform,StatisticBasedCase,16,161331748,Time,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,8
2,BasicXform,StatisticBasedCase,16,64867504,Memory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,8
2,BasicXform,StatisticBasedCase,16,148691176,AverageMemory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,8
2,BasicXform,StatisticBasedCase,16,190612752,PeakMemory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,8
3,BasicXform,StatisticBasedCase,16,291340,Time,3,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,9
3,BasicXform,StatisticBasedCase,16,64878816,Memory,3,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,9
3,BasicXform,StatisticBasedCase,16,150670563,Time,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,10
3,BasicXform,StatisticBasedCase,16,64900256,Memory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,10
3,BasicXform,StatisticBasedCase,16,148722668,AverageMemory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,10
3,BasicXform,StatisticBasedCase,16,190644224,PeakMemory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,10
4,BasicXform,StatisticBasedCase,16,344923,Time,3,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,11
4,BasicXform,StatisticBasedCase,16,64915176,Memory,3,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,11
4,BasicXform,StatisticBasedCase,16,149013793,Time,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,12
4,BasicXform,StatisticBasedCase,16,64935416,Memory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,12
4,BasicXform,StatisticBasedCase,16,148759080,AverageMemory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,12
4,BasicXform,StatisticBasedCase,16,190680664,PeakMemory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,12
5,BasicXform,StatisticBasedCase,16,356179,Time,3,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,13
5,BasicXform,StatisticBasedCase,16,64946752,Memory,3,Modification,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,13
5,BasicXform,StatisticBasedCase,16,149082963,Time,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,14
5,BasicXform,StatisticBasedCase,16,64966800,Memory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,14
5,BasicXform,StatisticBasedCase,16,190712216,PeakMemory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,14
5,BasicXform,StatisticBasedCase,16,148790632,AverageMemory,3,M2MTransformation2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,14
1,BasicXform,StatisticBasedCase,2,276944,Time,3,EMFResourceInitialization,BATCH_SIMPLE-TEMPLATE,1
1,BasicXform,StatisticBasedCase,2,11059952,Memory,3,EMFResourceInitialization,BATCH_SIMPLE-TEMPLATE,1
1,BasicXform,StatisticBasedCase,2,105201201,Time,3,Generation,BATCH_SIMPLE-TEMPLATE,2
1,BasicXform,StatisticBasedCase,2,15232000,Memory,3,Generation,BATCH_SIMPLE-TEMPLATE,2
1,BasicXform,StatisticBasedCase,2,13000,Time,3,Initialization,BATCH_SIMPLE-TEMPLATE,3
1,BasicXform,StatisticBasedCase,2,11304704,Memory,3,Initialization,BATCH_SIMPLE-TEMPLATE,3
