PhaseName,Scenario,RunIndex,Size,CaseName,MetricName,Iteration,Tool,MetricValue,Sequence
EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,710843,1
EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,9347168,1
Generation,BasicXform,1,1,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,73155590,2
Generation,BasicXform,1,1,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,10656080,2
Initialization,BasicXform,1,1,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,13569,3
Initialization,BasicXform,1,1,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,9463056,3
Initialization,BasicXform,1,1,StatisticBasedCase,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE,30937496,3
Initialization,BasicXform,1,1,StatisticBasedCase,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE,20200376,3
M2MTransformation1,BasicXform,1,1,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,123814513,4
M2MTransformation1,BasicXform,1,1,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,9656920,4
M2MTransformation1,BasicXform,1,1,StatisticBasedCase,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE,353062992,4
M2MTransformation1,BasicXform,1,1,StatisticBasedCase,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE,192000700,4
Modification,BasicXform,1,1,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,61450,5
Modification,BasicXform,1,1,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,9657008,5
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,116528967,6
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,9717792,6
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE,353257840,6
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE,192195264,6
Modification,BasicXform,1,1,StatisticBasedCase,Time,2,BATCH_OPTIMIZED-TEMPLATE,78030,7
Modification,BasicXform,1,1,StatisticBasedCase,Memory,2,BATCH_OPTIMIZED-TEMPLATE,9717880,7
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,Time,2,BATCH_OPTIMIZED-TEMPLATE,118039461,8
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,Memory,2,BATCH_OPTIMIZED-TEMPLATE,9784248,8
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,PeakMemory,2,BATCH_OPTIMIZED-TEMPLATE,353318688,8
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,AverageMemory,2,BATCH_OPTIMIZED-TEMPLATE,192256124,8
Modification,BasicXform,1,1,StatisticBasedCase,Time,3,BATCH_OPTIMIZED-TEMPLATE,74947,9
Modification,BasicXform,1,1,StatisticBasedCase,Memory,3,BATCH_OPTIMIZED-TEMPLATE,9784336,9
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,Time,3,BATCH_OPTIMIZED-TEMPLATE,119512569,10
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,Memory,3,BATCH_OPTIMIZED-TEMPLATE,9848776,10
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,PeakMemory,3,BATCH_OPTIMIZED-TEMPLATE,353385424,10
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,AverageMemory,3,BATCH_OPTIMIZED-TEMPLATE,192322720,10
Modification,BasicXform,1,1,StatisticBasedCase,Time,4,BATCH_OPTIMIZED-TEMPLATE,58684,11
Modification,BasicXform,1,1,StatisticBasedCase,Memory,4,BATCH_OPTIMIZED-TEMPLATE,9848928,11
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,Time,4,BATCH_OPTIMIZED-TEMPLATE,120880510,12
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,Memory,4,BATCH_OPTIMIZED-TEMPLATE,9925736,12
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,PeakMemory,4,BATCH_OPTIMIZED-TEMPLATE,353451696,12
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,AverageMemory,4,BATCH_OPTIMIZED-TEMPLATE,192388164,12
Modification,BasicXform,1,1,StatisticBasedCase,Time,5,BATCH_OPTIMIZED-TEMPLATE,109050,13
Modification,BasicXform,1,1,StatisticBasedCase,Memory,5,BATCH_OPTIMIZED-TEMPLATE,9925824,13
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,Time,5,BATCH_OPTIMIZED-TEMPLATE,122650396,14
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,Memory,5,BATCH_OPTIMIZED-TEMPLATE,9992176,14
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,PeakMemory,5,BATCH_OPTIMIZED-TEMPLATE,353528240,14
M2MTransformation2,BasicXform,1,1,StatisticBasedCase,AverageMemory,5,BATCH_OPTIMIZED-TEMPLATE,192464872,14
EMFResourceInitialization,BasicXform,1,2,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,281326,1
EMFResourceInitialization,BasicXform,1,2,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9491784,1
Generation,BasicXform,1,2,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,93288242,2
Generation,BasicXform,1,2,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12091200,2
Initialization,BasicXform,1,2,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,38847454,3
Initialization,BasicXform,1,2,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12025064,3
Initialization,BasicXform,1,2,StatisticBasedCase,PeakMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,74157792,3
Initialization,BasicXform,1,2,StatisticBasedCase,AverageMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,52682940,3
M2MTransformation1,BasicXform,1,2,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,21671984,4
M2MTransformation1,BasicXform,1,2,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13263848,4
M2MTransformation1,BasicXform,1,2,StatisticBasedCase,PeakMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,54975352,4
M2MTransformation1,BasicXform,1,2,StatisticBasedCase,AverageMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,33500496,4
Modification,BasicXform,1,2,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,305650,5
Modification,BasicXform,1,2,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13268528,5
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,22202299,6
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13300920,6
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,PeakMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34744160,6
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,AverageMemory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34744160,6
Modification,BasicXform,1,2,StatisticBasedCase,Time,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,207249,7
Modification,BasicXform,1,2,StatisticBasedCase,Memory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13305288,7
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,Time,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,22514612,8
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,Memory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13314992,8
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,PeakMemory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,56255776,8
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,AverageMemory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34780920,8
Modification,BasicXform,1,2,StatisticBasedCase,Time,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,250454,9
Modification,BasicXform,1,2,StatisticBasedCase,Memory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13319736,9
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,Time,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,23439095,10
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,Memory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13339976,10
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,AverageMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34795368,10
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,PeakMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34795368,10
Modification,BasicXform,1,2,StatisticBasedCase,Time,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,239776,11
Modification,BasicXform,1,2,StatisticBasedCase,Memory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13344792,11
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,Time,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,21672400,12
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,Memory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13400624,12
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,PeakMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34820448,12
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,AverageMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34820448,12
Modification,BasicXform,1,2,StatisticBasedCase,Time,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,243081,13
Modification,BasicXform,1,2,StatisticBasedCase,Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13405464,13
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,Time,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,26960836,14
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13414968,14
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,PeakMemory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34881096,14
M2MTransformation2,BasicXform,1,2,StatisticBasedCase,AverageMemory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34881096,14
EMFResourceInitialization,BasicXform,3,16,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,326916,1
EMFResourceInitialization,BasicXform,3,16,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,9521144,1
Generation,BasicXform,3,16,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,3127935202,2
Generation,BasicXform,3,16,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,101228432,2
Initialization,BasicXform,3,16,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,13385,3
Initialization,BasicXform,3,16,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,12238656,3
Initialization,BasicXform,3,16,StatisticBasedCase,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE,33496216,3
Initialization,BasicXform,3,16,StatisticBasedCase,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE,54753576,3
M2MTransformation1,BasicXform,3,16,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,38344253858,4
M2MTransformation1,BasicXform,3,16,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,16138688,4
M2MTransformation1,BasicXform,3,16,StatisticBasedCase,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE,3545774360,4
M2MTransformation1,BasicXform,3,16,StatisticBasedCase,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE,1439047807,4
Modification,BasicXform,3,16,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,287469,5
Modification,BasicXform,3,16,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,16138808,5
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,37418177284,6
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,17183528,6
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE,3399613688,6
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE,1138778569,6
Modification,BasicXform,3,16,StatisticBasedCase,Time,2,BATCH_OPTIMIZED-TEMPLATE,173504,7
Modification,BasicXform,3,16,StatisticBasedCase,Memory,2,BATCH_OPTIMIZED-TEMPLATE,17183616,7
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Time,2,BATCH_OPTIMIZED-TEMPLATE,35667648009,8
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Memory,2,BATCH_OPTIMIZED-TEMPLATE,18132688,8
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,AverageMemory,2,BATCH_OPTIMIZED-TEMPLATE,1206175046,8
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,PeakMemory,2,BATCH_OPTIMIZED-TEMPLATE,3395235328,8
Modification,BasicXform,3,16,StatisticBasedCase,Time,3,BATCH_OPTIMIZED-TEMPLATE,163744,9
Modification,BasicXform,3,16,StatisticBasedCase,Memory,3,BATCH_OPTIMIZED-TEMPLATE,18131784,9
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Time,3,BATCH_OPTIMIZED-TEMPLATE,36487522453,10
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Memory,3,BATCH_OPTIMIZED-TEMPLATE,19278224,10
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,PeakMemory,3,BATCH_OPTIMIZED-TEMPLATE,3387702744,10
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,AverageMemory,3,BATCH_OPTIMIZED-TEMPLATE,1176670159,10
Modification,BasicXform,3,16,StatisticBasedCase,Time,4,BATCH_OPTIMIZED-TEMPLATE,172105,11
Modification,BasicXform,3,16,StatisticBasedCase,Memory,4,BATCH_OPTIMIZED-TEMPLATE,19278336,11
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Time,4,BATCH_OPTIMIZED-TEMPLATE,36166013134,12
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Memory,4,BATCH_OPTIMIZED-TEMPLATE,20229816,12
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,AverageMemory,4,BATCH_OPTIMIZED-TEMPLATE,1203728257,12
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,PeakMemory,4,BATCH_OPTIMIZED-TEMPLATE,3388400792,12
Modification,BasicXform,3,16,StatisticBasedCase,Time,5,BATCH_OPTIMIZED-TEMPLATE,244013,13
Modification,BasicXform,3,16,StatisticBasedCase,Memory,5,BATCH_OPTIMIZED-TEMPLATE,20229928,13
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Time,5,BATCH_OPTIMIZED-TEMPLATE,36473672651,14
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,Memory,5,BATCH_OPTIMIZED-TEMPLATE,21182760,14
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,AverageMemory,5,BATCH_OPTIMIZED-TEMPLATE,1230869819,14
M2MTransformation2,BasicXform,3,16,StatisticBasedCase,PeakMemory,5,BATCH_OPTIMIZED-TEMPLATE,3378356616,14
EMFResourceInitialization,BasicXform,1,8,StatisticBasedCase,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,248008,1
EMFResourceInitialization,BasicXform,1,8,StatisticBasedCase,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9672816,1
Generation,BasicXform,1,8,StatisticBasedCase,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,839101372,2
Generation,BasicXform,1,8,StatisticBasedCase,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32376528,2
Initialization,BasicXform,1,8,StatisticBasedCase,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,167173760,3
Initialization,BasicXform,1,8,StatisticBasedCase,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,27345944,3
Initialization,BasicXform,1,8,StatisticBasedCase,PeakMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,107386632,3
Initialization,BasicXform,1,8,StatisticBasedCase,AverageMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,64436944,3
M2MTransformation1,BasicXform,1,8,StatisticBasedCase,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,170827592,4
M2MTransformation1,BasicXform,1,8,StatisticBasedCase,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34096592,4
M2MTransformation1,BasicXform,1,8,StatisticBasedCase,PeakMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,91771088,4
M2MTransformation1,BasicXform,1,8,StatisticBasedCase,AverageMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,70296232,4
Modification,BasicXform,1,8,StatisticBasedCase,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3179497,5
Modification,BasicXform,1,8,StatisticBasedCase,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34627616,5
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,18640,6
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34628488,6
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,PeakMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,56103248,6
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,AverageMemory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,56103248,6
Modification,BasicXform,1,8,StatisticBasedCase,Time,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1444902,7
Modification,BasicXform,1,8,StatisticBasedCase,Memory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34648216,7
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Time,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15953,8
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Memory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34649088,8
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,AverageMemory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,56123848,8
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,PeakMemory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,56123848,8
Modification,BasicXform,1,8,StatisticBasedCase,Time,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1232755,9
Modification,BasicXform,1,8,StatisticBasedCase,Memory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34668992,9
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Time,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,17465,10
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Memory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34669864,10
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,PeakMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,56144624,10
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,AverageMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,56144624,10
Modification,BasicXform,1,8,StatisticBasedCase,Time,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1372635,11
Modification,BasicXform,1,8,StatisticBasedCase,Memory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34690216,11
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Time,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16825,12
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Memory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34691112,12
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,AverageMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,45428592,12
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,PeakMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,56165872,12
Modification,BasicXform,1,8,StatisticBasedCase,Time,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1379008,13
Modification,BasicXform,1,8,StatisticBasedCase,Memory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34711752,13
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Time,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,17712,14
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,Memory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,34712624,14
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,PeakMemory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,56187384,14
M2MTransformation2,BasicXform,1,8,StatisticBasedCase,AverageMemory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,45450104,14
EMFResourceInitialization,BasicXform,3,1,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,571923,1
EMFResourceInitialization,BasicXform,3,1,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,9351856,1
Generation,BasicXform,3,1,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,58604017,2
Generation,BasicXform,3,1,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,10661272,2
Initialization,BasicXform,3,1,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,15603,3
Initialization,BasicXform,3,1,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,9467736,3
Initialization,BasicXform,3,1,StatisticBasedCase,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE,30942128,3
Initialization,BasicXform,3,1,StatisticBasedCase,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE,20205032,3
M2MTransformation1,BasicXform,3,1,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,124819958,4
M2MTransformation1,BasicXform,3,1,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,9661600,4
M2MTransformation1,BasicXform,3,1,StatisticBasedCase,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE,353067624,4
M2MTransformation1,BasicXform,3,1,StatisticBasedCase,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE,192005332,4
Modification,BasicXform,3,1,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,136537,5
Modification,BasicXform,3,1,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,9661688,5
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,Time,1,BATCH_OPTIMIZED-TEMPLATE,120852306,6
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,Memory,1,BATCH_OPTIMIZED-TEMPLATE,9722600,6
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,PeakMemory,1,BATCH_OPTIMIZED-TEMPLATE,353262824,6
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,AverageMemory,1,BATCH_OPTIMIZED-TEMPLATE,192200072,6
Modification,BasicXform,3,1,StatisticBasedCase,Time,2,BATCH_OPTIMIZED-TEMPLATE,91491,7
Modification,BasicXform,3,1,StatisticBasedCase,Memory,2,BATCH_OPTIMIZED-TEMPLATE,9722688,7
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,Time,2,BATCH_OPTIMIZED-TEMPLATE,119532059,8
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,Memory,2,BATCH_OPTIMIZED-TEMPLATE,9788688,8
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,PeakMemory,2,BATCH_OPTIMIZED-TEMPLATE,353323368,8
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,AverageMemory,2,BATCH_OPTIMIZED-TEMPLATE,192260844,8
Modification,BasicXform,3,1,StatisticBasedCase,Time,3,BATCH_OPTIMIZED-TEMPLATE,69751,9
Modification,BasicXform,3,1,StatisticBasedCase,Memory,3,BATCH_OPTIMIZED-TEMPLATE,9788776,9
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,Time,3,BATCH_OPTIMIZED-TEMPLATE,121436274,10
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,Memory,3,BATCH_OPTIMIZED-TEMPLATE,9853360,10
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,PeakMemory,3,BATCH_OPTIMIZED-TEMPLATE,353389808,10
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,AverageMemory,3,BATCH_OPTIMIZED-TEMPLATE,192327108,10
Modification,BasicXform,3,1,StatisticBasedCase,Time,4,BATCH_OPTIMIZED-TEMPLATE,73708,11
Modification,BasicXform,3,1,StatisticBasedCase,Memory,4,BATCH_OPTIMIZED-TEMPLATE,9853512,11
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,Time,4,BATCH_OPTIMIZED-TEMPLATE,126993234,12
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,Memory,4,BATCH_OPTIMIZED-TEMPLATE,9930456,12
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,PeakMemory,4,BATCH_OPTIMIZED-TEMPLATE,353456000,12
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,AverageMemory,4,BATCH_OPTIMIZED-TEMPLATE,192392584,12
Modification,BasicXform,3,1,StatisticBasedCase,Time,5,BATCH_OPTIMIZED-TEMPLATE,115965,13
Modification,BasicXform,3,1,StatisticBasedCase,Memory,5,BATCH_OPTIMIZED-TEMPLATE,9930544,13
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,Time,5,BATCH_OPTIMIZED-TEMPLATE,163070372,14
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,Memory,5,BATCH_OPTIMIZED-TEMPLATE,9996896,14
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,PeakMemory,5,BATCH_OPTIMIZED-TEMPLATE,375005984,14
M2MTransformation2,BasicXform,3,1,StatisticBasedCase,AverageMemory,5,BATCH_OPTIMIZED-TEMPLATE,192468652,14
EMFResourceInitialization,BasicXform,3,4,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,298206,1
EMFResourceInitialization,BasicXform,3,4,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9547512,1
Generation,BasicXform,3,4,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,206046860,2
Generation,BasicXform,3,4,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13588968,2
Initialization,BasicXform,3,4,StatisticBasedCase,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,76151901,3
Initialization,BasicXform,3,4,StatisticBasedCase,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12462536,3
