Iteration,RunIndex,Tool,Sequence,MetricValue,Size,CaseName,Scenario,MetricName,PhaseName
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,53221712,8,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,554271,8,StatisticBasedCase,BasicXform,Time,Modification
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,24287576,8,StatisticBasedCase,BasicXform,Memory,Modification
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,81066696,8,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,24396512,8,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,67238240,8,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,56500724,8,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,494417,8,StatisticBasedCase,BasicXform,Time,Modification
2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,24403264,8,StatisticBasedCase,BasicXform,Memory,Modification
2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,96887727,8,StatisticBasedCase,BasicXform,Time,M2MTransformation2
2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,24412528,8,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,67353736,8,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,88828576,8,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,417648,8,StatisticBasedCase,BasicXform,Time,Modification
3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,24421488,8,StatisticBasedCase,BasicXform,Memory,Modification
3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,87728075,8,StatisticBasedCase,BasicXform,Time,M2MTransformation2
3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,24434008,8,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,67372152,8,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
3,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,56634636,8,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,461585,8,StatisticBasedCase,BasicXform,Time,Modification
4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,24443072,8,StatisticBasedCase,BasicXform,Memory,Modification
4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,75513722,8,StatisticBasedCase,BasicXform,Time,M2MTransformation2
4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,24649048,8,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,56656244,8,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
4,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,67393760,8,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
5,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,400446,8,StatisticBasedCase,BasicXform,Time,Modification
5,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,24657752,8,StatisticBasedCase,BasicXform,Memory,Modification
5,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,68614843,8,StatisticBasedCase,BasicXform,Time,M2MTransformation2
5,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,24661048,8,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
5,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,56870796,8,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
5,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,67608208,8,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,683724,1,StatisticBasedCase,BasicXform,Time,EMFResourceInitialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,9483784,1,StatisticBasedCase,BasicXform,Memory,EMFResourceInitialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,75525125,1,StatisticBasedCase,BasicXform,Time,Generation
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,10667400,1,StatisticBasedCase,BasicXform,Memory,Generation
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,4317074,1,StatisticBasedCase,BasicXform,Time,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,9848272,1,StatisticBasedCase,BasicXform,Memory,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,52548016,1,StatisticBasedCase,BasicXform,PeakMemory,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,41810592,1,StatisticBasedCase,BasicXform,AverageMemory,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,34210867,1,StatisticBasedCase,BasicXform,Time,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,10787000,1,StatisticBasedCase,BasicXform,Memory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,52798552,1,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,42061128,1,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,201015,1,StatisticBasedCase,BasicXform,Time,Modification
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,10787360,1,StatisticBasedCase,BasicXform,Memory,Modification
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,24461359,1,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,10792936,1,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,32262992,1,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,53737848,1,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,7,238367,1,StatisticBasedCase,BasicXform,Time,Modification
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,7,10793312,1,StatisticBasedCase,BasicXform,Memory,Modification
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,22697512,1,StatisticBasedCase,BasicXform,Time,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,10798920,1,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,53743800,1,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,32268944,1,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,9,156721,1,StatisticBasedCase,BasicXform,Time,Modification
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,9,10799568,1,StatisticBasedCase,BasicXform,Memory,Modification
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,23006344,1,StatisticBasedCase,BasicXform,Time,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,10806448,1,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,32275200,1,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,32275200,1,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,11,118360,1,StatisticBasedCase,BasicXform,Time,Modification
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,11,10806832,1,StatisticBasedCase,BasicXform,Memory,Modification
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,24212841,1,StatisticBasedCase,BasicXform,Time,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,10812568,1,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,32282488,1,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,32282488,1,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,13,176038,1,StatisticBasedCase,BasicXform,Time,Modification
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,13,10812928,1,StatisticBasedCase,BasicXform,Memory,Modification
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,25658078,1,StatisticBasedCase,BasicXform,Time,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,10821448,1,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,32288560,1,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,32288560,1,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,243299,2,StatisticBasedCase,BasicXform,Time,EMFResourceInitialization
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,9531648,2,StatisticBasedCase,BasicXform,Memory,EMFResourceInitialization
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,91975834,2,StatisticBasedCase,BasicXform,Time,Generation
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,11901728,2,StatisticBasedCase,BasicXform,Memory,Generation
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,66783363,2,StatisticBasedCase,BasicXform,Time,Initialization
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,12914600,2,StatisticBasedCase,BasicXform,Memory,Initialization
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,41987128,2,StatisticBasedCase,BasicXform,AverageMemory,Initialization
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,52724552,2,StatisticBasedCase,BasicXform,PeakMemory,Initialization
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,59939510,2,StatisticBasedCase,BasicXform,Time,M2MTransformation1
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,13996552,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation1
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,45127496,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,66602360,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation1
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,2909745,2,StatisticBasedCase,BasicXform,Time,Modification
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,14060592,2,StatisticBasedCase,BasicXform,Memory,Modification
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,19170,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,14061464,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,35536272,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,35536272,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,2082529,2,StatisticBasedCase,BasicXform,Time,Modification
2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,14086856,2,StatisticBasedCase,BasicXform,Memory,Modification
2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,18023,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,14087728,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,35562536,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,35562536,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,2539315,2,StatisticBasedCase,BasicXform,Time,Modification
3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,14116192,2,StatisticBasedCase,BasicXform,Memory,Modification
3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,16328,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,14117264,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,35591872,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,24854568,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,2401237,2,StatisticBasedCase,BasicXform,Time,Modification
4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,14139832,2,StatisticBasedCase,BasicXform,Memory,Modification
4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,16519,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,14140728,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,35615536,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,35615536,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
5,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,2306208,2,StatisticBasedCase,BasicXform,Time,Modification
5,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,14163400,2,StatisticBasedCase,BasicXform,Memory,Modification
5,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,19194,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
5,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,14164272,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
5,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,35639080,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
5,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,24901776,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,625522,16,StatisticBasedCase,BasicXform,Time,EMFResourceInitialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,9656616,16,StatisticBasedCase,BasicXform,Memory,EMFResourceInitialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,4115133527,16,StatisticBasedCase,BasicXform,Time,Generation
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,101135184,16,StatisticBasedCase,BasicXform,Memory,Generation
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,276688176,16,StatisticBasedCase,BasicXform,Time,Initialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,20888992,16,StatisticBasedCase,BasicXform,Memory,Initialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,61442600,16,StatisticBasedCase,BasicXform,AverageMemory,Initialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,68421944,16,StatisticBasedCase,BasicXform,PeakMemory,Initialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,2248160658,16,StatisticBasedCase,BasicXform,Time,M2MTransformation1
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,26387888,16,StatisticBasedCase,BasicXform,Memory,M2MTransformation1
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,336632383,16,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,526076400,16,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation1
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,934201,16,StatisticBasedCase,BasicXform,Time,Modification
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,26387896,16,StatisticBasedCase,BasicXform,Memory,Modification
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,2160642656,16,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,26397592,16,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,342133541,16,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,531579616,16,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,554862,16,StatisticBasedCase,BasicXform,Time,Modification
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,26396584,16,StatisticBasedCase,BasicXform,Memory,Modification
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,2096789036,16,StatisticBasedCase,BasicXform,Time,M2MTransformation2
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,26403360,16,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,574525736,16,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,342134062,16,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,248981,16,StatisticBasedCase,BasicXform,Time,Modification
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,26402088,16,StatisticBasedCase,BasicXform,Memory,Modification
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,2100911474,16,StatisticBasedCase,BasicXform,Time,M2MTransformation2
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,26409040,16,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,531584720,16,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,342141140,16,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,211168,16,StatisticBasedCase,BasicXform,Time,Modification
4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,26409080,16,StatisticBasedCase,BasicXform,Memory,Modification
4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,2080933989,16,StatisticBasedCase,BasicXform,Time,M2MTransformation2
4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,26414968,16,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,531588536,16,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
4,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,352671116,16,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,195860,16,StatisticBasedCase,BasicXform,Time,Modification
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,26414952,16,StatisticBasedCase,BasicXform,Memory,Modification
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,2083321955,16,StatisticBasedCase,BasicXform,Time,M2MTransformation2
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,26418520,16,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,531598464,16,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,363204576,16,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,610254,1,StatisticBasedCase,BasicXform,Time,EMFResourceInitialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,9483192,1,StatisticBasedCase,BasicXform,Memory,EMFResourceInitialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,79039556,1,StatisticBasedCase,BasicXform,Time,Generation
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,10671048,1,StatisticBasedCase,BasicXform,Memory,Generation
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,5849811,1,StatisticBasedCase,BasicXform,Time,Initialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,9851712,1,StatisticBasedCase,BasicXform,Memory,Initialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,41814224,1,StatisticBasedCase,BasicXform,PeakMemory,Initialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,31076784,1,StatisticBasedCase,BasicXform,AverageMemory,Initialization
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,39285506,1,StatisticBasedCase,BasicXform,Time,M2MTransformation1
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,10785864,1,StatisticBasedCase,BasicXform,Memory,M2MTransformation1
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,52802040,1,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation1
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,42064616,1,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,196639,1,StatisticBasedCase,BasicXform,Time,Modification
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,10786224,1,StatisticBasedCase,BasicXform,Memory,Modification
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,29066631,1,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,10791800,1,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,32261904,1,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,32261904,1,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,7,170606,1,StatisticBasedCase,BasicXform,Time,Modification
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,7,10792176,1,StatisticBasedCase,BasicXform,Memory,Modification
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,27228571,1,StatisticBasedCase,BasicXform,Time,M2MTransformation2
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,10797104,1,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,32267856,1,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,32267856,1,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,9,162204,1,StatisticBasedCase,BasicXform,Time,Modification
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,9,10797752,1,StatisticBasedCase,BasicXform,Memory,Modification
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,27360333,1,StatisticBasedCase,BasicXform,Time,M2MTransformation2
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,10804456,1,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
3,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,32273432,1,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
