Iteration,RunIndex,Tool,Sequence,MetricValue,Size,CaseName,Scenario,MetricName,PhaseName
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,30804200,16,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,156980812,16,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
5,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,241106336,16,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,594352,16,StatisticBasedCase,BasicXform,Time,EMFResourceInitialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,1,9653856,16,StatisticBasedCase,BasicXform,Memory,EMFResourceInitialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,3738258586,16,StatisticBasedCase,BasicXform,Time,Generation
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,99683816,16,StatisticBasedCase,BasicXform,Memory,Generation
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,70408438,16,StatisticBasedCase,BasicXform,Time,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,18934616,16,StatisticBasedCase,BasicXform,Memory,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,54419256,16,StatisticBasedCase,BasicXform,PeakMemory,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,3,54419256,16,StatisticBasedCase,BasicXform,AverageMemory,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,376517599,16,StatisticBasedCase,BasicXform,Time,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,30750200,16,StatisticBasedCase,BasicXform,Memory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,152085036,16,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,243178040,16,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,805788,16,StatisticBasedCase,BasicXform,Time,Modification
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,5,30750792,16,StatisticBasedCase,BasicXform,Memory,Modification
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,302287411,16,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,30753960,16,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,283985456,16,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,6,156922084,16,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,7,274128,16,StatisticBasedCase,BasicXform,Time,Modification
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,7,30754328,16,StatisticBasedCase,BasicXform,Memory,Modification
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,282087899,16,StatisticBasedCase,BasicXform,Time,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,30759288,16,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,283989000,16,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,156925624,16,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,9,243937,16,StatisticBasedCase,BasicXform,Time,Modification
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,9,30759664,16,StatisticBasedCase,BasicXform,Memory,Modification
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,259677596,16,StatisticBasedCase,BasicXform,Time,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,30773232,16,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,156931060,16,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,10,241044840,16,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,11,243951,16,StatisticBasedCase,BasicXform,Time,Modification
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,11,30773632,16,StatisticBasedCase,BasicXform,Memory,Modification
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,262105845,16,StatisticBasedCase,BasicXform,Time,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,30778408,16,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,241058744,16,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,12,156945008,16,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,13,242675,16,StatisticBasedCase,BasicXform,Time,Modification
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,13,30777816,16,StatisticBasedCase,BasicXform,Memory,Modification
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,260378945,16,StatisticBasedCase,BasicXform,Time,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,30788752,16,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,156949196,16,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,14,241062960,16,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,208298,64,StatisticBasedCase,BasicXform,Time,EMFResourceInitialization
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,10093184,64,StatisticBasedCase,BasicXform,Memory,EMFResourceInitialization
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,67581603851,64,StatisticBasedCase,BasicXform,Time,Generation
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1721288456,64,StatisticBasedCase,BasicXform,Memory,Generation
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,11307220336,64,StatisticBasedCase,BasicXform,Time,Initialization
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,977553592,64,StatisticBasedCase,BasicXform,Memory,Initialization
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1236108280,64,StatisticBasedCase,BasicXform,AverageMemory,Initialization
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2373422472,64,StatisticBasedCase,BasicXform,PeakMemory,Initialization
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,659466947,64,StatisticBasedCase,BasicXform,Time,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1016226216,64,StatisticBasedCase,BasicXform,Memory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1322773080,64,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1171739796,64,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,990687,64,StatisticBasedCase,BasicXform,Time,Modification
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1016239688,64,StatisticBasedCase,BasicXform,Memory,Modification
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,776140834,64,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,1017562312,64,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,1397248600,64,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,1230553424,64,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,1040735,64,StatisticBasedCase,BasicXform,Time,Modification
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,1017601352,64,StatisticBasedCase,BasicXform,Memory,Modification
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,698239987,64,StatisticBasedCase,BasicXform,Time,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1017609392,64,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1446736952,64,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1231882144,64,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,1019718,64,StatisticBasedCase,BasicXform,Time,Modification
3,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9,1017620000,64,StatisticBasedCase,BasicXform,Memory,Modification
3,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,673508717,64,StatisticBasedCase,BasicXform,Time,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,1017629712,64,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,1398563176,64,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10,1231900868,64,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,891461,64,StatisticBasedCase,BasicXform,Time,Modification
4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11,1017640648,64,StatisticBasedCase,BasicXform,Memory,Modification
4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,655082696,64,StatisticBasedCase,BasicXform,Time,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,1018169480,64,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,1446776416,64,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12,1231921536,64,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,763624,64,StatisticBasedCase,BasicXform,Time,Modification
5,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13,1018180848,64,StatisticBasedCase,BasicXform,Memory,Modification
5,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,628767069,64,StatisticBasedCase,BasicXform,Time,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,1020283664,64,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,1399124296,64,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14,1232461852,64,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,317657,4,StatisticBasedCase,BasicXform,Time,EMFResourceInitialization
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,9552048,4,StatisticBasedCase,BasicXform,Memory,EMFResourceInitialization
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,338306381,4,StatisticBasedCase,BasicXform,Time,Generation
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,16420072,4,StatisticBasedCase,BasicXform,Memory,Generation
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,83185953,4,StatisticBasedCase,BasicXform,Time,Initialization
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,15880584,4,StatisticBasedCase,BasicXform,Memory,Initialization
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,74468048,4,StatisticBasedCase,BasicXform,PeakMemory,Initialization
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,52993200,4,StatisticBasedCase,BasicXform,AverageMemory,Initialization
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,113394378,4,StatisticBasedCase,BasicXform,Time,M2MTransformation1
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,18027904,4,StatisticBasedCase,BasicXform,Memory,M2MTransformation1
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,58830896,4,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,91043184,4,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation1
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,3098814,4,StatisticBasedCase,BasicXform,Time,Modification
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,18121936,4,StatisticBasedCase,BasicXform,Memory,Modification
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,19234,4,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,18122808,4,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,28860312,4,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6,39597616,4,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,2137940,4,StatisticBasedCase,BasicXform,Time,Modification
2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7,18142216,4,StatisticBasedCase,BasicXform,Memory,Modification
2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,17024,4,StatisticBasedCase,BasicXform,Time,M2MTransformation2
2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,18143088,4,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,39617896,4,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8,28880592,4,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,1947698,4,StatisticBasedCase,BasicXform,Time,Modification
3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9,18164792,4,StatisticBasedCase,BasicXform,Memory,Modification
3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,21263,4,StatisticBasedCase,BasicXform,Time,M2MTransformation2
3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,18165664,4,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,39640472,4,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
3,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10,39640472,4,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,1980675,4,StatisticBasedCase,BasicXform,Time,Modification
4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11,18200256,4,StatisticBasedCase,BasicXform,Memory,Modification
4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,21926,4,StatisticBasedCase,BasicXform,Time,M2MTransformation2
4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,18201152,4,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,39675960,4,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12,39675960,4,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
5,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,2074497,4,StatisticBasedCase,BasicXform,Time,Modification
5,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13,18232336,4,StatisticBasedCase,BasicXform,Memory,Modification
5,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,38773,4,StatisticBasedCase,BasicXform,Time,M2MTransformation2
5,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,18233208,4,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
5,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,61182872,4,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
5,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14,39708016,4,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,158520,32,StatisticBasedCase,BasicXform,Time,EMFResourceInitialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1,9830312,32,StatisticBasedCase,BasicXform,Memory,EMFResourceInitialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,15326383911,32,StatisticBasedCase,BasicXform,Time,Generation
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,385760168,32,StatisticBasedCase,BasicXform,Memory,Generation
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,745053984,32,StatisticBasedCase,BasicXform,Time,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,51135624,32,StatisticBasedCase,BasicXform,Memory,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,293031632,32,StatisticBasedCase,BasicXform,PeakMemory,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,3,154810008,32,StatisticBasedCase,BasicXform,AverageMemory,Initialization
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,3986319643,32,StatisticBasedCase,BasicXform,Time,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,63541864,32,StatisticBasedCase,BasicXform,Memory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,1001074872,32,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,4,570434075,32,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,1359184,32,StatisticBasedCase,BasicXform,Time,Modification
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,5,63542000,32,StatisticBasedCase,BasicXform,Memory,Modification
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,3859660527,32,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,63546408,32,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,1076817400,32,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,6,608179979,32,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,421148,32,StatisticBasedCase,BasicXform,Time,Modification
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,7,63546384,32,StatisticBasedCase,BasicXform,Memory,Modification
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,3772416946,32,StatisticBasedCase,BasicXform,Time,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,63550224,32,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,620833395,32,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,8,1076805208,32,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,331912,32,StatisticBasedCase,BasicXform,Time,Modification
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,9,63550200,32,StatisticBasedCase,BasicXform,Memory,Modification
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,3771887888,32,StatisticBasedCase,BasicXform,Time,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,63557792,32,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,1076811272,32,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
3,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,10,620841031,32,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,301572,32,StatisticBasedCase,BasicXform,Time,Modification
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,11,63557792,32,StatisticBasedCase,BasicXform,Memory,Modification
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,3767369181,32,StatisticBasedCase,BasicXform,Time,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,63562840,32,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,620861172,32,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
4,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,12,1076833016,32,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,297819,32,StatisticBasedCase,BasicXform,Time,Modification
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,13,63562840,32,StatisticBasedCase,BasicXform,Memory,Modification
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,3780385561,32,StatisticBasedCase,BasicXform,Time,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,63568920,32,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,1076813472,32,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
5,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,14,620848211,32,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,618926,2,StatisticBasedCase,BasicXform,Time,EMFResourceInitialization
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,9393032,2,StatisticBasedCase,BasicXform,Memory,EMFResourceInitialization
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,96071972,2,StatisticBasedCase,BasicXform,Time,Generation
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,11837144,2,StatisticBasedCase,BasicXform,Memory,Generation
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,39399462,2,StatisticBasedCase,BasicXform,Time,Initialization
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,11440552,2,StatisticBasedCase,BasicXform,Memory,Initialization
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,63320112,2,StatisticBasedCase,BasicXform,PeakMemory,Initialization
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,41845248,2,StatisticBasedCase,BasicXform,AverageMemory,Initialization
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,26832334,2,StatisticBasedCase,BasicXform,Time,M2MTransformation1
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,12196464,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation1
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,32915984,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation1
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,32915984,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation1
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,302163,2,StatisticBasedCase,BasicXform,Time,Modification
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,12199920,2,StatisticBasedCase,BasicXform,Memory,Modification
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,28487654,2,StatisticBasedCase,BasicXform,Time,M2MTransformation2
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,12233240,2,StatisticBasedCase,BasicXform,Memory,M2MTransformation2
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,33675552,2,StatisticBasedCase,BasicXform,PeakMemory,M2MTransformation2
1,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6,33675552,2,StatisticBasedCase,BasicXform,AverageMemory,M2MTransformation2
2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7,272810,2,StatisticBasedCase,BasicXform,Time,Modification
