MetricValue,CaseName,Scenario,Sequence,Iteration,Size,MetricName,Tool,PhaseName,RunIndex
120636727,StatisticBasedCase,BasicXform,6,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
13911624,StatisticBasedCase,BasicXform,6,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
78333368,StatisticBasedCase,BasicXform,6,1,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
56858512,StatisticBasedCase,BasicXform,6,1,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
130622,StatisticBasedCase,BasicXform,7,2,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,Modification,1
13911848,StatisticBasedCase,BasicXform,7,2,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,Modification,1
126766585,StatisticBasedCase,BasicXform,8,2,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
13915816,StatisticBasedCase,BasicXform,8,2,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
99812016,StatisticBasedCase,BasicXform,8,2,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
56862304,StatisticBasedCase,BasicXform,8,2,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
112634,StatisticBasedCase,BasicXform,9,3,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,Modification,1
13916040,StatisticBasedCase,BasicXform,9,3,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,Modification,1
132994720,StatisticBasedCase,BasicXform,10,3,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
13920680,StatisticBasedCase,BasicXform,10,3,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
56866504,StatisticBasedCase,BasicXform,10,3,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
78341368,StatisticBasedCase,BasicXform,10,3,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
91854,StatisticBasedCase,BasicXform,11,4,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,Modification,1
13920976,StatisticBasedCase,BasicXform,11,4,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,Modification,1
140489680,StatisticBasedCase,BasicXform,12,4,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
13924920,StatisticBasedCase,BasicXform,12,4,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
78346312,StatisticBasedCase,BasicXform,12,4,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
56871456,StatisticBasedCase,BasicXform,12,4,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
105191,StatisticBasedCase,BasicXform,13,5,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,Modification,1
13924944,StatisticBasedCase,BasicXform,13,5,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,Modification,1
147875557,StatisticBasedCase,BasicXform,14,5,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
13928408,StatisticBasedCase,BasicXform,14,5,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
78350248,StatisticBasedCase,BasicXform,14,5,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
56875396,StatisticBasedCase,BasicXform,14,5,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_DUMB_PLANNER-TEMPLATE,M2MTransformation2,1
163137,StatisticBasedCase,BasicXform,1,1,32,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,5
11631832,StatisticBasedCase,BasicXform,1,1,32,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,5
17514142663,StatisticBasedCase,BasicXform,2,1,32,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,5
755352136,StatisticBasedCase,BasicXform,2,1,32,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,5
1994567654,StatisticBasedCase,BasicXform,3,1,32,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,5
500503272,StatisticBasedCase,BasicXform,3,1,32,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,5
1853393200,StatisticBasedCase,BasicXform,3,1,32,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,5
921859541,StatisticBasedCase,BasicXform,3,1,32,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,5
649157167,StatisticBasedCase,BasicXform,4,1,32,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,5
549684048,StatisticBasedCase,BasicXform,4,1,32,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,5
835922736,StatisticBasedCase,BasicXform,4,1,32,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,5
695184684,StatisticBasedCase,BasicXform,4,1,32,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,5
9054684,StatisticBasedCase,BasicXform,5,1,32,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,5
553991448,StatisticBasedCase,BasicXform,5,1,32,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,5
56813,StatisticBasedCase,BasicXform,6,1,32,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
553992296,StatisticBasedCase,BasicXform,6,1,32,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
614934312,StatisticBasedCase,BasicXform,6,1,32,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
614934312,StatisticBasedCase,BasicXform,6,1,32,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
1382944,StatisticBasedCase,BasicXform,7,2,32,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,5
554031920,StatisticBasedCase,BasicXform,7,2,32,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,5
17072,StatisticBasedCase,BasicXform,8,2,32,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
554032768,StatisticBasedCase,BasicXform,8,2,32,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
616447800,StatisticBasedCase,BasicXform,8,2,32,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
616447800,StatisticBasedCase,BasicXform,8,2,32,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
1315428,StatisticBasedCase,BasicXform,9,3,32,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,5
554072856,StatisticBasedCase,BasicXform,9,3,32,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,5
15009,StatisticBasedCase,BasicXform,10,3,32,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
554073704,StatisticBasedCase,BasicXform,10,3,32,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
616488736,StatisticBasedCase,BasicXform,10,3,32,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
585281320,StatisticBasedCase,BasicXform,10,3,32,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
1830792,StatisticBasedCase,BasicXform,11,4,32,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,5
554113984,StatisticBasedCase,BasicXform,11,4,32,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,5
15638,StatisticBasedCase,BasicXform,12,4,32,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
554114856,StatisticBasedCase,BasicXform,12,4,32,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
616529888,StatisticBasedCase,BasicXform,12,4,32,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
591351784,StatisticBasedCase,BasicXform,12,4,32,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
1170964,StatisticBasedCase,BasicXform,13,5,32,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,5
554155056,StatisticBasedCase,BasicXform,13,5,32,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,5
14261,StatisticBasedCase,BasicXform,14,5,32,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
554156104,StatisticBasedCase,BasicXform,14,5,32,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
616570936,StatisticBasedCase,BasicXform,14,5,32,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
583790656,StatisticBasedCase,BasicXform,14,5,32,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,5
277209,StatisticBasedCase,BasicXform,1,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,EMFResourceInitialization,4
11221608,StatisticBasedCase,BasicXform,1,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,EMFResourceInitialization,4
62156485,StatisticBasedCase,BasicXform,2,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Generation,4
13101456,StatisticBasedCase,BasicXform,2,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Generation,4
49615325,StatisticBasedCase,BasicXform,3,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Initialization,4
13650872,StatisticBasedCase,BasicXform,3,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Initialization,4
65022388,StatisticBasedCase,BasicXform,3,1,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Initialization,4
86497240,StatisticBasedCase,BasicXform,3,1,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Initialization,4
58830422,StatisticBasedCase,BasicXform,4,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation1,4
13873688,StatisticBasedCase,BasicXform,4,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation1,4
56601152,StatisticBasedCase,BasicXform,4,1,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation1,4
45863728,StatisticBasedCase,BasicXform,4,1,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation1,4
258274,StatisticBasedCase,BasicXform,5,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
13873840,StatisticBasedCase,BasicXform,5,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
61955012,StatisticBasedCase,BasicXform,6,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
13877488,StatisticBasedCase,BasicXform,6,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
46086868,StatisticBasedCase,BasicXform,6,1,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
56824296,StatisticBasedCase,BasicXform,6,1,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
149744,StatisticBasedCase,BasicXform,7,2,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
13877544,StatisticBasedCase,BasicXform,7,2,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
65671197,StatisticBasedCase,BasicXform,8,2,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
13883000,StatisticBasedCase,BasicXform,8,2,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
56827992,StatisticBasedCase,BasicXform,8,2,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
46090568,StatisticBasedCase,BasicXform,8,2,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
158050,StatisticBasedCase,BasicXform,9,3,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
13882168,StatisticBasedCase,BasicXform,9,3,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
66269506,StatisticBasedCase,BasicXform,10,3,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
13885688,StatisticBasedCase,BasicXform,10,3,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
46095196,StatisticBasedCase,BasicXform,10,3,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
78307480,StatisticBasedCase,BasicXform,10,3,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
187509,StatisticBasedCase,BasicXform,11,4,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
13885864,StatisticBasedCase,BasicXform,11,4,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
68577054,StatisticBasedCase,BasicXform,12,4,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
13889824,StatisticBasedCase,BasicXform,12,4,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
46099932,StatisticBasedCase,BasicXform,12,4,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
56838376,StatisticBasedCase,BasicXform,12,4,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
180646,StatisticBasedCase,BasicXform,13,5,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
13889976,StatisticBasedCase,BasicXform,13,5,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,Modification,4
72445772,StatisticBasedCase,BasicXform,14,5,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
13893688,StatisticBasedCase,BasicXform,14,5,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
78315280,StatisticBasedCase,BasicXform,14,5,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
46103000,StatisticBasedCase,BasicXform,14,5,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,M2MTransformation2,4
230694,StatisticBasedCase,BasicXform,1,1,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,3
11192576,StatisticBasedCase,BasicXform,1,1,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,3
100592465,StatisticBasedCase,BasicXform,2,1,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,3
14293656,StatisticBasedCase,BasicXform,2,1,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,3
38017555,StatisticBasedCase,BasicXform,3,1,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,3
14250664,StatisticBasedCase,BasicXform,3,1,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,3
54373664,StatisticBasedCase,BasicXform,3,1,2,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,3
43636240,StatisticBasedCase,BasicXform,3,1,2,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,3
27789946,StatisticBasedCase,BasicXform,4,1,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,3
15972176,StatisticBasedCase,BasicXform,4,1,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,3
35726096,StatisticBasedCase,BasicXform,4,1,2,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,3
35726096,StatisticBasedCase,BasicXform,4,1,2,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,3
231818,StatisticBasedCase,BasicXform,5,1,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
15980792,StatisticBasedCase,BasicXform,5,1,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
32409856,StatisticBasedCase,BasicXform,6,1,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
15994824,StatisticBasedCase,BasicXform,6,1,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
37456392,StatisticBasedCase,BasicXform,6,1,2,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
37456392,StatisticBasedCase,BasicXform,6,1,2,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
248095,StatisticBasedCase,BasicXform,7,2,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
16003536,StatisticBasedCase,BasicXform,7,2,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
27847025,StatisticBasedCase,BasicXform,8,2,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
16016208,StatisticBasedCase,BasicXform,8,2,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
37479136,StatisticBasedCase,BasicXform,8,2,2,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
37479136,StatisticBasedCase,BasicXform,8,2,2,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
314753,StatisticBasedCase,BasicXform,9,3,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
16041464,StatisticBasedCase,BasicXform,9,3,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
28291855,StatisticBasedCase,BasicXform,10,3,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
16054360,StatisticBasedCase,BasicXform,10,3,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
37517064,StatisticBasedCase,BasicXform,10,3,2,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
37517064,StatisticBasedCase,BasicXform,10,3,2,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
248393,StatisticBasedCase,BasicXform,11,4,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
16063456,StatisticBasedCase,BasicXform,11,4,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
27048287,StatisticBasedCase,BasicXform,12,4,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
16076704,StatisticBasedCase,BasicXform,12,4,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
37539080,StatisticBasedCase,BasicXform,12,4,2,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
37539080,StatisticBasedCase,BasicXform,12,4,2,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
234699,StatisticBasedCase,BasicXform,13,5,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
16085896,StatisticBasedCase,BasicXform,13,5,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,3
25994604,StatisticBasedCase,BasicXform,14,5,2,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
16098752,StatisticBasedCase,BasicXform,14,5,2,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
37561496,StatisticBasedCase,BasicXform,14,5,2,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
37561496,StatisticBasedCase,BasicXform,14,5,2,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,3
179538,StatisticBasedCase,BasicXform,1,1,4,Time,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,2
11100296,StatisticBasedCase,BasicXform,1,1,4,Memory,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,2
304278384,StatisticBasedCase,BasicXform,2,1,4,Time,BATCH_OPTIMIZED-TEMPLATE,Generation,2
23490632,StatisticBasedCase,BasicXform,2,1,4,Memory,BATCH_OPTIMIZED-TEMPLATE,Generation,2
15761,StatisticBasedCase,BasicXform,3,1,4,Time,BATCH_OPTIMIZED-TEMPLATE,Initialization,2
11593064,StatisticBasedCase,BasicXform,3,1,4,Memory,BATCH_OPTIMIZED-TEMPLATE,Initialization,2
22330360,StatisticBasedCase,BasicXform,3,1,4,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,Initialization,2
33067456,StatisticBasedCase,BasicXform,3,1,4,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,Initialization,2
1980501773,StatisticBasedCase,BasicXform,4,1,4,Time,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,2
12415952,StatisticBasedCase,BasicXform,4,1,4,Memory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,2
1086252440,StatisticBasedCase,BasicXform,4,1,4,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,2
187495243,StatisticBasedCase,BasicXform,4,1,4,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,2
116437,StatisticBasedCase,BasicXform,5,1,4,Time,BATCH_OPTIMIZED-TEMPLATE,Modification,2
12416072,StatisticBasedCase,BasicXform,5,1,4,Memory,BATCH_OPTIMIZED-TEMPLATE,Modification,2
1961821304,StatisticBasedCase,BasicXform,6,1,4,Time,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
12657424,StatisticBasedCase,BasicXform,6,1,4,Memory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
821999741,StatisticBasedCase,BasicXform,6,1,4,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
1441222064,StatisticBasedCase,BasicXform,6,1,4,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
106533,StatisticBasedCase,BasicXform,7,2,4,Time,BATCH_OPTIMIZED-TEMPLATE,Modification,2
12657544,StatisticBasedCase,BasicXform,7,2,4,Memory,BATCH_OPTIMIZED-TEMPLATE,Modification,2
1973447203,StatisticBasedCase,BasicXform,8,2,4,Time,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
12912328,StatisticBasedCase,BasicXform,8,2,4,Memory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
850398192,StatisticBasedCase,BasicXform,8,2,4,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
1443669280,StatisticBasedCase,BasicXform,8,2,4,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
73714,StatisticBasedCase,BasicXform,9,3,4,Time,BATCH_OPTIMIZED-TEMPLATE,Modification,2
12912488,StatisticBasedCase,BasicXform,9,3,4,Memory,BATCH_OPTIMIZED-TEMPLATE,Modification,2
2109144203,StatisticBasedCase,BasicXform,10,3,4,Time,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
13145224,StatisticBasedCase,BasicXform,10,3,4,Memory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
863624875,StatisticBasedCase,BasicXform,10,3,4,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
1444520096,StatisticBasedCase,BasicXform,10,3,4,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
53071,StatisticBasedCase,BasicXform,11,4,4,Time,BATCH_OPTIMIZED-TEMPLATE,Modification,2
13145368,StatisticBasedCase,BasicXform,11,4,4,Memory,BATCH_OPTIMIZED-TEMPLATE,Modification,2
2098293388,StatisticBasedCase,BasicXform,12,4,4,Time,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
13437480,StatisticBasedCase,BasicXform,12,4,4,Memory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
1444884136,StatisticBasedCase,BasicXform,12,4,4,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
786715703,StatisticBasedCase,BasicXform,12,4,4,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2
72148,StatisticBasedCase,BasicXform,13,5,4,Time,BATCH_OPTIMIZED-TEMPLATE,Modification,2
