MetricValue,CaseName,Scenario,Sequence,Iteration,Size,MetricName,Tool,PhaseName,RunIndex
14203560,StatisticBasedCase,BasicXform,5,1,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
17323217,StatisticBasedCase,BasicXform,6,1,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
14224200,StatisticBasedCase,BasicXform,6,1,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
35679160,StatisticBasedCase,BasicXform,6,1,1,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
35679160,StatisticBasedCase,BasicXform,6,1,1,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
351805,StatisticBasedCase,BasicXform,7,2,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
14237216,StatisticBasedCase,BasicXform,7,2,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
16237413,StatisticBasedCase,BasicXform,8,2,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
14257592,StatisticBasedCase,BasicXform,8,2,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
35712816,StatisticBasedCase,BasicXform,8,2,1,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
35712816,StatisticBasedCase,BasicXform,8,2,1,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
272419,StatisticBasedCase,BasicXform,9,3,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
14271120,StatisticBasedCase,BasicXform,9,3,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
16231216,StatisticBasedCase,BasicXform,10,3,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
14291864,StatisticBasedCase,BasicXform,10,3,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
35746720,StatisticBasedCase,BasicXform,10,3,1,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
35746720,StatisticBasedCase,BasicXform,10,3,1,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
329221,StatisticBasedCase,BasicXform,11,4,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
14303624,StatisticBasedCase,BasicXform,11,4,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
16139546,StatisticBasedCase,BasicXform,12,4,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
14326008,StatisticBasedCase,BasicXform,12,4,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
35779248,StatisticBasedCase,BasicXform,12,4,1,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
35779248,StatisticBasedCase,BasicXform,12,4,1,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
316777,StatisticBasedCase,BasicXform,13,5,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
14337232,StatisticBasedCase,BasicXform,13,5,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1
16796433,StatisticBasedCase,BasicXform,14,5,1,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
14357096,StatisticBasedCase,BasicXform,14,5,1,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
35812832,StatisticBasedCase,BasicXform,14,5,1,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
35812832,StatisticBasedCase,BasicXform,14,5,1,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,1
595042,StatisticBasedCase,BasicXform,1,1,64,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,EMFResourceInitialization,3
12011992,StatisticBasedCase,BasicXform,1,1,64,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,EMFResourceInitialization,3
104487997187,StatisticBasedCase,BasicXform,2,1,64,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,Generation,3
3511190952,StatisticBasedCase,BasicXform,2,1,64,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,Generation,3
14048000019,StatisticBasedCase,BasicXform,3,1,64,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,Initialization,3
1663878128,StatisticBasedCase,BasicXform,3,1,64,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,Initialization,3
1414456056,StatisticBasedCase,BasicXform,3,1,64,AverageMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,Initialization,3
2938429616,StatisticBasedCase,BasicXform,3,1,64,PeakMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,Initialization,3
1023916036,StatisticBasedCase,BasicXform,4,1,64,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation1,3
1871193112,StatisticBasedCase,BasicXform,4,1,64,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation1,3
2564685224,StatisticBasedCase,BasicXform,4,1,64,PeakMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation1,3
2272113341,StatisticBasedCase,BasicXform,4,1,64,AverageMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation1,3
3979121,StatisticBasedCase,BasicXform,5,1,64,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
1871572952,StatisticBasedCase,BasicXform,5,1,64,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
149621718,StatisticBasedCase,BasicXform,6,1,64,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
1876888464,StatisticBasedCase,BasicXform,6,1,64,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
2058122592,StatisticBasedCase,BasicXform,6,1,64,PeakMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
1964383400,StatisticBasedCase,BasicXform,6,1,64,AverageMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
3206797,StatisticBasedCase,BasicXform,7,2,64,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
1877269280,StatisticBasedCase,BasicXform,7,2,64,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
178265057,StatisticBasedCase,BasicXform,8,2,64,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
1877313816,StatisticBasedCase,BasicXform,8,2,64,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
2014887072,StatisticBasedCase,BasicXform,8,2,64,PeakMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
1957546608,StatisticBasedCase,BasicXform,8,2,64,AverageMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
3037044,StatisticBasedCase,BasicXform,9,3,64,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
1877694760,StatisticBasedCase,BasicXform,9,3,64,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
127213511,StatisticBasedCase,BasicXform,10,3,64,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
1877739376,StatisticBasedCase,BasicXform,10,3,64,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
1957971916,StatisticBasedCase,BasicXform,10,3,64,AverageMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
2015312176,StatisticBasedCase,BasicXform,10,3,64,PeakMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
3234059,StatisticBasedCase,BasicXform,11,4,64,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
1878120536,StatisticBasedCase,BasicXform,11,4,64,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
127743707,StatisticBasedCase,BasicXform,12,4,64,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
1878166120,StatisticBasedCase,BasicXform,12,4,64,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
2026500616,StatisticBasedCase,BasicXform,12,4,64,PeakMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
1964675908,StatisticBasedCase,BasicXform,12,4,64,AverageMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
2960437,StatisticBasedCase,BasicXform,13,5,64,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
1878547448,StatisticBasedCase,BasicXform,13,5,64,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
221784805,StatisticBasedCase,BasicXform,14,5,64,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
1878591984,StatisticBasedCase,BasicXform,14,5,64,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
1970781524,StatisticBasedCase,BasicXform,14,5,64,AverageMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
2036662504,StatisticBasedCase,BasicXform,14,5,64,PeakMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
499863,StatisticBasedCase,BasicXform,1,1,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,2
11557936,StatisticBasedCase,BasicXform,1,1,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,2
17906372657,StatisticBasedCase,BasicXform,2,1,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Generation,2
755542872,StatisticBasedCase,BasicXform,2,1,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Generation,2
878529572,StatisticBasedCase,BasicXform,3,1,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,2
286515136,StatisticBasedCase,BasicXform,3,1,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,2
503396920,StatisticBasedCase,BasicXform,3,1,32,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,2
931539424,StatisticBasedCase,BasicXform,3,1,32,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,2
336905167,StatisticBasedCase,BasicXform,4,1,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,2
331287128,StatisticBasedCase,BasicXform,4,1,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,2
516132752,StatisticBasedCase,BasicXform,4,1,32,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,2
430026312,StatisticBasedCase,BasicXform,4,1,32,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,2
558421,StatisticBasedCase,BasicXform,5,1,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2
331298808,StatisticBasedCase,BasicXform,5,1,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2
395293914,StatisticBasedCase,BasicXform,6,1,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
331320080,StatisticBasedCase,BasicXform,6,1,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
648778992,StatisticBasedCase,BasicXform,6,1,32,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
521787216,StatisticBasedCase,BasicXform,6,1,32,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
484121,StatisticBasedCase,BasicXform,7,2,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2
331329968,StatisticBasedCase,BasicXform,7,2,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2
381474585,StatisticBasedCase,BasicXform,8,2,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
331351720,StatisticBasedCase,BasicXform,8,2,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
649587128,StatisticBasedCase,BasicXform,8,2,32,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
522284560,StatisticBasedCase,BasicXform,8,2,32,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
504525,StatisticBasedCase,BasicXform,9,3,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2
331360616,StatisticBasedCase,BasicXform,9,3,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2
368763153,StatisticBasedCase,BasicXform,10,3,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
331380688,StatisticBasedCase,BasicXform,10,3,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
714042296,StatisticBasedCase,BasicXform,10,3,32,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
522315204,StatisticBasedCase,BasicXform,10,3,32,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
376306,StatisticBasedCase,BasicXform,11,4,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2
331390600,StatisticBasedCase,BasicXform,11,4,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2
355191457,StatisticBasedCase,BasicXform,12,4,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
331411944,StatisticBasedCase,BasicXform,12,4,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
649647832,StatisticBasedCase,BasicXform,12,4,32,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
522345240,StatisticBasedCase,BasicXform,12,4,32,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
393530,StatisticBasedCase,BasicXform,13,5,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2
331421856,StatisticBasedCase,BasicXform,13,5,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2
352096536,StatisticBasedCase,BasicXform,14,5,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
331442096,StatisticBasedCase,BasicXform,14,5,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
522376448,StatisticBasedCase,BasicXform,14,5,32,AverageMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
649679016,StatisticBasedCase,BasicXform,14,5,32,PeakMemory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,2
166155,StatisticBasedCase,BasicXform,1,1,32,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,EMFResourceInitialization,3
11646224,StatisticBasedCase,BasicXform,1,1,32,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,EMFResourceInitialization,3
17029746817,StatisticBasedCase,BasicXform,2,1,32,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,Generation,3
755345136,StatisticBasedCase,BasicXform,2,1,32,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,Generation,3
2052917192,StatisticBasedCase,BasicXform,3,1,32,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,Initialization,3
332830696,StatisticBasedCase,BasicXform,3,1,32,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,Initialization,3
971291025,StatisticBasedCase,BasicXform,3,1,32,AverageMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,Initialization,3
1493558528,StatisticBasedCase,BasicXform,3,1,32,PeakMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,Initialization,3
478931361,StatisticBasedCase,BasicXform,4,1,32,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation1,3
418696872,StatisticBasedCase,BasicXform,4,1,32,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation1,3
555796188,StatisticBasedCase,BasicXform,4,1,32,AverageMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation1,3
723037008,StatisticBasedCase,BasicXform,4,1,32,PeakMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation1,3
1734787,StatisticBasedCase,BasicXform,5,1,32,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
418802496,StatisticBasedCase,BasicXform,5,1,32,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
75590943,StatisticBasedCase,BasicXform,6,1,32,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
421401024,StatisticBasedCase,BasicXform,6,1,32,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
480470576,StatisticBasedCase,BasicXform,6,1,32,AverageMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
480470576,StatisticBasedCase,BasicXform,6,1,32,PeakMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
1986174,StatisticBasedCase,BasicXform,7,2,32,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
421506712,StatisticBasedCase,BasicXform,7,2,32,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
66359464,StatisticBasedCase,BasicXform,8,2,32,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
421544936,StatisticBasedCase,BasicXform,8,2,32,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
483916304,StatisticBasedCase,BasicXform,8,2,32,PeakMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
483916304,StatisticBasedCase,BasicXform,8,2,32,AverageMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
1248634,StatisticBasedCase,BasicXform,9,3,32,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
421650632,StatisticBasedCase,BasicXform,9,3,32,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
64419467,StatisticBasedCase,BasicXform,10,3,32,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
421688920,StatisticBasedCase,BasicXform,10,3,32,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
484060224,StatisticBasedCase,BasicXform,10,3,32,PeakMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
484060224,StatisticBasedCase,BasicXform,10,3,32,AverageMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
1173293,StatisticBasedCase,BasicXform,11,4,32,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
421794864,StatisticBasedCase,BasicXform,11,4,32,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
57901250,StatisticBasedCase,BasicXform,12,4,32,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
421834752,StatisticBasedCase,BasicXform,12,4,32,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
484204480,StatisticBasedCase,BasicXform,12,4,32,PeakMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
484204480,StatisticBasedCase,BasicXform,12,4,32,AverageMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
1304016,StatisticBasedCase,BasicXform,13,5,32,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
421939776,StatisticBasedCase,BasicXform,13,5,32,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,Modification,3
55472209,StatisticBasedCase,BasicXform,14,5,32,Time,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
421978048,StatisticBasedCase,BasicXform,14,5,32,Memory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
484349368,StatisticBasedCase,BasicXform,14,5,32,AverageMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
548773896,StatisticBasedCase,BasicXform,14,5,32,PeakMemory,INCR_VIATRA_AGGREGATED-TEMPLATE,M2MTransformation2,3
227829,StatisticBasedCase,BasicXform,1,1,16,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,EMFResourceInitialization,3
11649960,StatisticBasedCase,BasicXform,1,1,16,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,EMFResourceInitialization,3
4523916630,StatisticBasedCase,BasicXform,2,1,16,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Generation,3
194326984,StatisticBasedCase,BasicXform,2,1,16,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Generation,3
584578763,StatisticBasedCase,BasicXform,3,1,16,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Initialization,3
109376392,StatisticBasedCase,BasicXform,3,1,16,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Initialization,3
279276500,StatisticBasedCase,BasicXform,3,1,16,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Initialization,3
501844496,StatisticBasedCase,BasicXform,3,1,16,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Initialization,3
1338398678,StatisticBasedCase,BasicXform,4,1,16,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation1,3
355502400,StatisticBasedCase,BasicXform,4,1,16,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation1,3
561672706,StatisticBasedCase,BasicXform,4,1,16,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation1,3
872552752,StatisticBasedCase,BasicXform,4,1,16,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation1,3
2881951,StatisticBasedCase,BasicXform,5,1,16,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,3
355688504,StatisticBasedCase,BasicXform,5,1,16,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,3
4597,StatisticBasedCase,BasicXform,6,1,16,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
355689352,StatisticBasedCase,BasicXform,6,1,16,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
376872484,StatisticBasedCase,BasicXform,6,1,16,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
398055416,StatisticBasedCase,BasicXform,6,1,16,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
3307655,StatisticBasedCase,BasicXform,7,2,16,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,3
356016496,StatisticBasedCase,BasicXform,7,2,16,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,3
4301,StatisticBasedCase,BasicXform,8,2,16,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
356017344,StatisticBasedCase,BasicXform,8,2,16,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
398383408,StatisticBasedCase,BasicXform,8,2,16,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
377200476,StatisticBasedCase,BasicXform,8,2,16,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
2069000,StatisticBasedCase,BasicXform,9,3,16,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,3
356115544,StatisticBasedCase,BasicXform,9,3,16,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,3
4087,StatisticBasedCase,BasicXform,10,3,16,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
356116392,StatisticBasedCase,BasicXform,10,3,16,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
398482456,StatisticBasedCase,BasicXform,10,3,16,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
377299524,StatisticBasedCase,BasicXform,10,3,16,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
1618738,StatisticBasedCase,BasicXform,11,4,16,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,3
356216040,StatisticBasedCase,BasicXform,11,4,16,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,3
4172,StatisticBasedCase,BasicXform,12,4,16,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
356216912,StatisticBasedCase,BasicXform,12,4,16,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
398582976,StatisticBasedCase,BasicXform,12,4,16,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
377400044,StatisticBasedCase,BasicXform,12,4,16,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
1742264,StatisticBasedCase,BasicXform,13,5,16,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,3
356317832,StatisticBasedCase,BasicXform,13,5,16,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Modification,3
5211,StatisticBasedCase,BasicXform,14,5,16,Time,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
356318680,StatisticBasedCase,BasicXform,14,5,16,Memory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
377501812,StatisticBasedCase,BasicXform,14,5,16,AverageMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
398684744,StatisticBasedCase,BasicXform,14,5,16,PeakMemory,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,M2MTransformation2,3
627809,StatisticBasedCase,BasicXform,1,1,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,4
11560440,StatisticBasedCase,BasicXform,1,1,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,4
17758020324,StatisticBasedCase,BasicXform,2,1,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Generation,4
755546424,StatisticBasedCase,BasicXform,2,1,32,Memory,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Generation,4
873302614,StatisticBasedCase,BasicXform,3,1,32,Time,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,4
