MetricName,Tool,RunIndex,PhaseName,CaseName,Scenario,MetricValue,Sequence,Size,Iteration
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,722799223,6,16,1
Time,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,180566,7,16,2
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,16881720,7,16,2
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,28978726293,8,16,2
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,17916432,8,16,2
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,691834214,8,16,2
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1452190408,8,16,2
Time,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,206540,9,16,3
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,17916520,9,16,3
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,28987495370,10,16,3
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,18855672,10,16,3
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,694483534,10,16,3
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1452881096,10,16,3
Time,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,247514,11,16,4
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,18854832,11,16,4
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,28933877141,12,16,4
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,19991224,12,16,4
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1454335576,12,16,4
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,650128618,12,16,4
Time,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,178307,13,16,5
Memory,BATCH_OPTIMIZED-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,19991336,13,16,5
Time,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,29029335757,14,16,5
Memory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,20932472,14,16,5
PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1455070600,14,16,5
AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,652840809,14,16,5
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,EMFResourceInitialization,StatisticBasedCase,BasicXform,189707,1,64,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,EMFResourceInitialization,StatisticBasedCase,BasicXform,10194000,1,64,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Generation,StatisticBasedCase,BasicXform,75075509986,2,64,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Generation,StatisticBasedCase,BasicXform,1721490968,2,64,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,1852474560,3,64,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,205933864,3,64,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,370210685,3,64,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,712217272,3,64,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,1335809599,4,64,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,260020184,4,64,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,693444480,4,64,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,1052662336,4,64,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,2451126,5,64,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,260020904,5,64,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1304561587,6,64,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,260021592,6,64,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,760361352,6,64,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1106750224,6,64,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,640933,7,64,2
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,260022024,7,64,2
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1265285594,8,64,2
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,260028968,8,64,2
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1145695512,8,64,2
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,760362458,8,64,2
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,625892,9,64,3
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,260029368,9,64,3
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1215342209,10,64,3
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,260037144,10,64,3
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1106758616,10,64,3
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,773198954,10,64,3
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,667658,11,64,4
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,260037568,11,64,4
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1174751250,12,64,4
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,260042512,12,64,4
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,786036336,12,64,4
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1106766744,12,64,4
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,687423,13,64,5
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,260042936,13,64,5
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1148683424,14,64,5
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,260052632,14,64,5
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,786041824,14,64,5
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,1106772288,14,64,5
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,EMFResourceInitialization,StatisticBasedCase,BasicXform,233933,1,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,EMFResourceInitialization,StatisticBasedCase,BasicXform,9471704,1,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Generation,StatisticBasedCase,BasicXform,69845149,2,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Generation,StatisticBasedCase,BasicXform,10639536,2,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,64221324,3,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,11933832,3,1,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,52536588,3,1,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Initialization,StatisticBasedCase,BasicXform,95486296,3,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,31402387,4,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,12215864,4,1,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,33408312,4,1,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation1,StatisticBasedCase,BasicXform,33408312,4,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,220256,5,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,12215648,5,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,31739909,6,1,1
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,12221128,6,1,1
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,33691280,6,1,1
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,33691280,6,1,1
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,172692,7,1,2
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,12220952,7,1,2
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,33432329,8,1,2
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,12228832,8,1,2
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,33696584,8,1,2
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,33696584,8,1,2
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,215239,9,1,3
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,12228616,9,1,3
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,36409930,10,1,3
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,12237480,10,1,3
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,55179104,10,1,3
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,33704248,10,1,3
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,167760,11,1,4
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,12237320,11,1,4
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,37481261,12,1,4
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,12243704,12,1,4
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,33712976,12,1,4
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,33712976,12,1,4
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,282337,13,1,5
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,Modification,StatisticBasedCase,BasicXform,12243488,13,1,5
Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,38994277,14,1,5
Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,12249440,14,1,5
AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,33719120,14,1,5
PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,M2MTransformation2,StatisticBasedCase,BasicXform,33719120,14,1,5
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,EMFResourceInitialization,StatisticBasedCase,BasicXform,354171,1,4,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,EMFResourceInitialization,StatisticBasedCase,BasicXform,9401640,1,4,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Generation,StatisticBasedCase,BasicXform,332651121,2,4,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Generation,StatisticBasedCase,BasicXform,15746392,2,4,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,59108107,3,4,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,13438872,3,4,1
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,63564120,3,4,1
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Initialization,StatisticBasedCase,BasicXform,42089256,3,4,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,41238210,4,4,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,14883416,4,4,1
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,34914304,4,4,1
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation1,StatisticBasedCase,BasicXform,34914304,4,4,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,774211,5,4,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,14891744,5,4,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,51599769,6,4,1
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,14951472,6,4,1
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,36367376,6,4,1
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,57842232,6,4,1
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,452457,7,4,2
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,14958096,7,4,2
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,41498146,8,4,2
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,14964632,8,4,2
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,36433728,8,4,2
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,36433728,8,4,2
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,459944,9,4,3
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,14972704,9,4,3
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,40074272,10,4,3
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,14981408,10,4,3
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,36448336,10,4,3
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,36448336,10,4,3
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,477389,11,4,4
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,14989792,11,4,4
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,37178379,12,4,4
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,15094176,12,4,4
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,36465448,12,4,4
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,36465448,12,4,4
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,345565,13,4,5
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,Modification,StatisticBasedCase,BasicXform,15102616,13,4,5
Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,34573124,14,4,5
Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,15111632,14,4,5
PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,36578248,14,4,5
AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,M2MTransformation2,StatisticBasedCase,BasicXform,36578248,14,4,5
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,EMFResourceInitialization,StatisticBasedCase,BasicXform,294686,1,16,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,EMFResourceInitialization,StatisticBasedCase,BasicXform,9676600,1,16,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Generation,StatisticBasedCase,BasicXform,4099559716,2,16,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Generation,StatisticBasedCase,BasicXform,99776720,2,16,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,711019131,3,16,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,58067152,3,16,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,235419656,3,16,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Initialization,StatisticBasedCase,BasicXform,144813016,3,16,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,343627785,4,16,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,68130160,4,16,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,148674328,4,16,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation1,StatisticBasedCase,BasicXform,197467280,4,16,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,4361295,5,16,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,68497544,5,16,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,45634,6,16,1
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,68498416,6,16,1
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,131786816,6,16,1
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,110311960,6,16,1
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,1538185,7,16,2
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,68525392,7,16,2
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,34454,8,16,2
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,68526264,8,16,2
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,153289504,8,16,2
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,55169904,8,16,2
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,1273472,9,16,3
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,68545992,9,16,3
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,16540,10,16,3
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,68546864,10,16,3
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,110360408,10,16,3
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,89453736,10,16,3
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,1330338,11,16,4
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,68566472,11,16,4
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,15911,12,16,4
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,68567368,12,16,4
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,89474240,12,16,4
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,110380912,12,16,4
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,1404796,13,16,5
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,Modification,StatisticBasedCase,BasicXform,68587368,13,16,5
Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,17502,14,16,5
Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,68588552,14,16,5
PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,110401784,14,16,5
AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,M2MTransformation2,StatisticBasedCase,BasicXform,89495112,14,16,5
