Sequence,MetricValue,Tool,CaseName,Size,Scenario,RunIndex,PhaseName,Iteration,MetricName
12,331379360,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,4,AverageMemory
12,394848792,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,4,PeakMemory
13,472872,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Modification,5,Time
13,204712496,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,32,BasicXform,3,Modification,5,Memory
14,265097197,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,5,Time
14,204721344,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,5,Memory
14,395121472,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,5,PeakMemory
14,331652048,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,32,BasicXform,3,M2MTransformation2,5,AverageMemory
1,198881,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,EMFResourceInitialization,1,Time
1,10027704,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,EMFResourceInitialization,1,Memory
2,72571080853,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Generation,1,Time
2,1721059632,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Generation,1,Memory
3,11187637770,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Initialization,1,Time
3,976708888,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Initialization,1,Memory
3,1189358048,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Initialization,1,AverageMemory
3,2831775896,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Initialization,1,PeakMemory
4,642661699,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation1,1,Time
4,1015382192,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation1,1,Memory
4,1336681480,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation1,1,PeakMemory
4,1179193724,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation1,1,AverageMemory
5,1111899,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Modification,1,Time
5,1015395248,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Modification,1,Memory
6,762414597,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,1,Time
6,1016722544,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,1,Memory
6,1465746768,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,1,PeakMemory
6,1240378444,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,1,AverageMemory
7,806684,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Modification,2,Time
7,1016760720,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Modification,2,Memory
8,672888148,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,2,Time
8,1016763184,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,2,Memory
8,1421730064,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,2,PeakMemory
8,1241744024,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,2,AverageMemory
9,794431,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Modification,3,Time
9,1016772136,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Modification,3,Memory
10,652759713,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,3,Time
10,1016785880,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,3,Memory
10,1421977040,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,3,PeakMemory
10,1241873220,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,3,AverageMemory
11,779157,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Modification,4,Time
11,1016796336,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Modification,4,Memory
12,634976729,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,4,Time
12,1017324112,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,4,Memory
12,1421766168,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,4,PeakMemory
12,1241779896,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,4,AverageMemory
13,765107,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Modification,5,Time
13,1017334744,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,Modification,5,Memory
14,612547193,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,5,Time
14,1019434136,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,5,Memory
14,1422304088,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,5,PeakMemory
14,1242318048,BATCH_VIATRA_QUERY_RETE-TEMPLATE,StatisticBasedCase,64,BasicXform,1,M2MTransformation2,5,AverageMemory
1,186420,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,EMFResourceInitialization,1,Time
1,9438496,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,EMFResourceInitialization,1,Memory
2,339897702,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Generation,1,Time
2,16023768,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Generation,1,Memory
3,82098185,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Initialization,1,Time
3,12866440,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Initialization,1,Memory
3,95831808,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Initialization,1,PeakMemory
3,52882088,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Initialization,1,AverageMemory
4,126888974,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation1,1,Time
4,14033688,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation1,1,Memory
4,55816792,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation1,1,PeakMemory
4,45079356,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation1,1,AverageMemory
5,185865,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Modification,1,Time
5,14033664,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Modification,1,Memory
6,108109387,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,1,Time
6,14040600,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,1,Memory
6,46246756,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,1,AverageMemory
6,56984168,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,1,PeakMemory
7,270672,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Modification,2,Time
7,14040608,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Modification,2,Memory
8,108229286,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,2,Time
8,14045824,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,2,Memory
8,78465968,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,2,PeakMemory
8,46253700,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,2,AverageMemory
9,192643,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Modification,3,Time
9,14045816,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Modification,3,Memory
10,109025274,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,3,Time
10,14051576,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,3,Memory
10,56996352,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,3,AverageMemory
10,78471208,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,3,PeakMemory
11,197726,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Modification,4,Time
11,14051608,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Modification,4,Memory
12,100634071,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,4,Time
12,14069056,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,4,Memory
12,78477040,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,4,PeakMemory
12,57002176,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,4,AverageMemory
13,188905,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Modification,5,Time
13,14069304,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,Modification,5,Memory
14,98033594,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,5,Time
14,14078176,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,5,Memory
14,78494728,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,5,PeakMemory
14,57019856,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,4,BasicXform,1,M2MTransformation2,5,AverageMemory
1,299612,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,EMFResourceInitialization,1,Time
1,9484368,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,EMFResourceInitialization,1,Memory
2,275713603,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Generation,1,Time
2,15688992,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Generation,1,Memory
3,91604197,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Initialization,1,Time
3,15641592,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Initialization,1,Memory
3,74456208,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Initialization,1,PeakMemory
3,52948596,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Initialization,1,AverageMemory
4,98567731,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation1,1,Time
4,17728424,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation1,1,Memory
4,90804120,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation1,1,PeakMemory
4,69329268,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation1,1,AverageMemory
5,3815874,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Modification,1,Time
5,17826384,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Modification,1,Memory
6,19575,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,1,Time
6,17827256,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,1,Memory
6,39302016,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,1,PeakMemory
6,39302016,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,1,AverageMemory
7,2161147,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Modification,2,Time
7,17852104,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Modification,2,Memory
8,18486,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,2,Time
8,17852976,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,2,Memory
8,39327736,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,2,PeakMemory
8,39327736,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,2,AverageMemory
9,2382978,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Modification,3,Time
9,17881376,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Modification,3,Memory
10,18161,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,3,Time
10,17882248,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,3,Memory
10,39357008,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,3,PeakMemory
10,28619728,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,3,AverageMemory
11,2179025,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Modification,4,Time
11,17910048,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Modification,4,Memory
12,19467,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,4,Time
12,17910944,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,4,Memory
12,39385704,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,4,PeakMemory
12,39385704,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,4,AverageMemory
13,2186383,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Modification,5,Time
13,17938288,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,Modification,5,Memory
14,19103,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,5,Time
14,17939160,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,5,Memory
14,60888776,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,5,PeakMemory
14,39413920,INCR_VIATRA_TRANSFORMATION-TEMPLATE,StatisticBasedCase,4,BasicXform,2,M2MTransformation2,5,AverageMemory
1,602618,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,EMFResourceInitialization,1,Time
1,9738128,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,EMFResourceInitialization,1,Memory
2,16838509743,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Generation,1,Time
2,402667224,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Generation,1,Memory
3,647478305,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Initialization,1,Time
3,46811992,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Initialization,1,Memory
3,122709392,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Initialization,1,AverageMemory
3,196932856,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Initialization,1,PeakMemory
4,655166044,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation1,1,Time
4,69174336,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation1,1,Memory
4,457535480,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation1,1,PeakMemory
4,267609084,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation1,1,AverageMemory
5,490424,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Modification,1,Time
5,69174960,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Modification,1,Memory
6,580976972,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,1,Time
6,69181928,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,1,Memory
6,512094552,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,1,PeakMemory
6,289964064,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,1,AverageMemory
7,368440,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Modification,2,Time
7,69182288,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Modification,2,Memory
8,517789428,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,2,Time
8,69181504,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,2,Memory
8,447677472,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,2,PeakMemory
8,289971452,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,2,AverageMemory
9,493476,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Modification,3,Time
9,69181864,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Modification,3,Memory
10,497171260,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,3,Time
10,69197472,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,3,Memory
10,447677032,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,3,PeakMemory
10,289971020,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,3,AverageMemory
11,432073,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Modification,4,Time
11,69197768,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Modification,4,Memory
12,472030669,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,4,Time
12,69200136,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,4,Memory
12,289986844,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,4,AverageMemory
12,447692752,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,4,PeakMemory
13,378091,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Modification,5,Time
13,69200624,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,Modification,5,Memory
14,467624950,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,5,Time
14,69207336,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,5,Memory
14,447695640,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,5,PeakMemory
14,289989704,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,StatisticBasedCase,32,BasicXform,2,M2MTransformation2,5,AverageMemory
1,528193,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,64,BasicXform,2,EMFResourceInitialization,1,Time
1,10112984,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,64,BasicXform,2,EMFResourceInitialization,1,Memory
2,76929671055,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,64,BasicXform,2,Generation,1,Time
2,1720909304,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,64,BasicXform,2,Generation,1,Memory
3,3505438715,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,64,BasicXform,2,Initialization,1,Time
3,196167008,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,64,BasicXform,2,Initialization,1,Memory
3,907900816,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,64,BasicXform,2,Initialization,1,PeakMemory
3,524172768,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,64,BasicXform,2,Initialization,1,AverageMemory
4,1575957668,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,64,BasicXform,2,M2MTransformation1,1,Time
4,226754608,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,64,BasicXform,2,M2MTransformation1,1,Memory
4,968889304,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,64,BasicXform,2,M2MTransformation1,1,PeakMemory
4,595407232,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,64,BasicXform,2,M2MTransformation1,1,AverageMemory
5,867975,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,StatisticBasedCase,64,BasicXform,2,Modification,1,Time
