PhaseName,MetricValue,Scenario,Sequence,CaseName,Iteration,RunIndex,MetricName,Tool,Size
M2MTransformation2,102324184,BasicXform,10,StatisticBasedCase,3,3,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
Modification,158867,BasicXform,11,StatisticBasedCase,4,3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
Modification,16431480,BasicXform,11,StatisticBasedCase,4,3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
M2MTransformation2,211793019,BasicXform,12,StatisticBasedCase,4,3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
M2MTransformation2,16439960,BasicXform,12,StatisticBasedCase,4,3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
M2MTransformation2,166756352,BasicXform,12,StatisticBasedCase,4,3,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
M2MTransformation2,102331744,BasicXform,12,StatisticBasedCase,4,3,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
Modification,186861,BasicXform,13,StatisticBasedCase,5,3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
Modification,16439816,BasicXform,13,StatisticBasedCase,5,3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
M2MTransformation2,202591342,BasicXform,14,StatisticBasedCase,5,3,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
M2MTransformation2,16448016,BasicXform,14,StatisticBasedCase,5,3,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
M2MTransformation2,102340068,BasicXform,14,StatisticBasedCase,5,3,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
M2MTransformation2,166764688,BasicXform,14,StatisticBasedCase,5,3,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
EMFResourceInitialization,514416,BasicXform,1,StatisticBasedCase,1,1,Time,BATCH_OPTIMIZED-TEMPLATE,2
EMFResourceInitialization,8755888,BasicXform,1,StatisticBasedCase,1,1,Memory,BATCH_OPTIMIZED-TEMPLATE,2
Generation,119879366,BasicXform,2,StatisticBasedCase,1,1,Time,BATCH_OPTIMIZED-TEMPLATE,2
Generation,11716496,BasicXform,2,StatisticBasedCase,1,1,Memory,BATCH_OPTIMIZED-TEMPLATE,2
Initialization,15029,BasicXform,3,StatisticBasedCase,1,1,Time,BATCH_OPTIMIZED-TEMPLATE,2
Initialization,8980192,BasicXform,3,StatisticBasedCase,1,1,Memory,BATCH_OPTIMIZED-TEMPLATE,2
Initialization,30454632,BasicXform,3,StatisticBasedCase,1,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2
Initialization,19717512,BasicXform,3,StatisticBasedCase,1,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation1,421282971,BasicXform,4,StatisticBasedCase,1,1,Time,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation1,9355328,BasicXform,4,StatisticBasedCase,1,1,Memory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation1,1018305816,BasicXform,4,StatisticBasedCase,1,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation1,513643252,BasicXform,4,StatisticBasedCase,1,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2
Modification,98207,BasicXform,5,StatisticBasedCase,1,1,Time,BATCH_OPTIMIZED-TEMPLATE,2
Modification,9355472,BasicXform,5,StatisticBasedCase,1,1,Memory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,390586345,BasicXform,6,StatisticBasedCase,1,1,Time,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,9464192,BasicXform,6,StatisticBasedCase,1,1,Memory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,997204728,BasicXform,6,StatisticBasedCase,1,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,513789464,BasicXform,6,StatisticBasedCase,1,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2
Modification,109671,BasicXform,7,StatisticBasedCase,2,1,Time,BATCH_OPTIMIZED-TEMPLATE,2
Modification,9464280,BasicXform,7,StatisticBasedCase,2,1,Memory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,387101720,BasicXform,8,StatisticBasedCase,2,1,Time,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,9580216,BasicXform,8,StatisticBasedCase,2,1,Memory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,1010819528,BasicXform,8,StatisticBasedCase,2,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,520573000,BasicXform,8,StatisticBasedCase,2,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2
Modification,109672,BasicXform,9,StatisticBasedCase,3,1,Time,BATCH_OPTIMIZED-TEMPLATE,2
Modification,9580304,BasicXform,9,StatisticBasedCase,3,1,Memory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,390376528,BasicXform,10,StatisticBasedCase,3,1,Time,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,9685632,BasicXform,10,StatisticBasedCase,3,1,Memory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,518326024,BasicXform,10,StatisticBasedCase,3,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,1006305984,BasicXform,10,StatisticBasedCase,3,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2
Modification,138888,BasicXform,11,StatisticBasedCase,4,1,Time,BATCH_OPTIMIZED-TEMPLATE,2
Modification,9685744,BasicXform,11,StatisticBasedCase,4,1,Memory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,396482221,BasicXform,12,StatisticBasedCase,4,1,Time,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,9817264,BasicXform,12,StatisticBasedCase,4,1,Memory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,516879696,BasicXform,12,StatisticBasedCase,4,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,1003371240,BasicXform,12,StatisticBasedCase,4,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2
Modification,133183,BasicXform,13,StatisticBasedCase,5,1,Time,BATCH_OPTIMIZED-TEMPLATE,2
Modification,9817352,BasicXform,13,StatisticBasedCase,5,1,Memory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,397071851,BasicXform,14,StatisticBasedCase,5,1,Time,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,9925512,BasicXform,14,StatisticBasedCase,5,1,Memory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,526320752,BasicXform,14,StatisticBasedCase,5,1,AverageMemory,BATCH_OPTIMIZED-TEMPLATE,2
M2MTransformation2,1043638288,BasicXform,14,StatisticBasedCase,5,1,PeakMemory,BATCH_OPTIMIZED-TEMPLATE,2
EMFResourceInitialization,318880,BasicXform,1,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
EMFResourceInitialization,9254696,BasicXform,1,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Generation,15432872024,BasicXform,2,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Generation,778355648,BasicXform,2,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Initialization,479325422,BasicXform,3,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Initialization,43511176,BasicXform,3,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Initialization,292966352,BasicXform,3,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Initialization,186895004,BasicXform,3,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation1,703841095,BasicXform,4,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation1,59550176,BasicXform,4,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation1,745284280,BasicXform,4,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation1,426264980,BasicXform,4,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Modification,506158,BasicXform,5,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Modification,59548192,BasicXform,5,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,619999511,BasicXform,6,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,59556648,BasicXform,6,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,410090860,BasicXform,6,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,696897856,BasicXform,6,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Modification,521078,BasicXform,7,StatisticBasedCase,2,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Modification,59556464,BasicXform,7,StatisticBasedCase,2,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,642800772,BasicXform,8,StatisticBasedCase,2,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,59563768,BasicXform,8,StatisticBasedCase,2,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,761330792,BasicXform,8,StatisticBasedCase,2,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,442311464,BasicXform,8,StatisticBasedCase,2,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Modification,309021,BasicXform,9,StatisticBasedCase,3,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Modification,59563584,BasicXform,9,StatisticBasedCase,3,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,537428969,BasicXform,10,StatisticBasedCase,3,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,59571064,BasicXform,10,StatisticBasedCase,3,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,696913512,BasicXform,10,StatisticBasedCase,3,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,410106384,BasicXform,10,StatisticBasedCase,3,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Modification,325205,BasicXform,11,StatisticBasedCase,4,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Modification,59570904,BasicXform,11,StatisticBasedCase,4,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,525368935,BasicXform,12,StatisticBasedCase,4,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,59578360,BasicXform,12,StatisticBasedCase,4,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,410113652,BasicXform,12,StatisticBasedCase,4,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,696920704,BasicXform,12,StatisticBasedCase,4,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Modification,319663,BasicXform,13,StatisticBasedCase,5,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
Modification,59578200,BasicXform,13,StatisticBasedCase,5,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,522038789,BasicXform,14,StatisticBasedCase,5,1,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,59585280,BasicXform,14,StatisticBasedCase,5,1,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,410120932,BasicXform,14,StatisticBasedCase,5,1,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
M2MTransformation2,696927992,BasicXform,14,StatisticBasedCase,5,1,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,32
EMFResourceInitialization,145249,BasicXform,1,StatisticBasedCase,1,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
EMFResourceInitialization,9156960,BasicXform,1,StatisticBasedCase,1,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Generation,3079481106,BasicXform,2,StatisticBasedCase,1,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Generation,194474624,BasicXform,2,StatisticBasedCase,1,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Initialization,502619161,BasicXform,3,StatisticBasedCase,1,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Initialization,97517176,BasicXform,3,StatisticBasedCase,1,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Initialization,325191192,BasicXform,3,StatisticBasedCase,1,3,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Initialization,189369276,BasicXform,3,StatisticBasedCase,1,3,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation1,301736792,BasicXform,4,StatisticBasedCase,1,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation1,119345992,BasicXform,4,StatisticBasedCase,1,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation1,285771920,BasicXform,4,StatisticBasedCase,1,3,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation1,212492252,BasicXform,4,StatisticBasedCase,1,3,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Modification,4647556,BasicXform,5,StatisticBasedCase,1,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Modification,121253296,BasicXform,5,StatisticBasedCase,1,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,28747,BasicXform,6,StatisticBasedCase,1,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,121254176,BasicXform,6,StatisticBasedCase,1,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,162948904,BasicXform,6,StatisticBasedCase,1,3,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,162948904,BasicXform,6,StatisticBasedCase,1,3,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Modification,1618875,BasicXform,7,StatisticBasedCase,2,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Modification,121289696,BasicXform,7,StatisticBasedCase,2,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,17022,BasicXform,8,StatisticBasedCase,2,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,121290576,BasicXform,8,StatisticBasedCase,2,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,162985304,BasicXform,8,StatisticBasedCase,2,3,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,162985304,BasicXform,8,StatisticBasedCase,2,3,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Modification,1380304,BasicXform,9,StatisticBasedCase,3,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Modification,121326408,BasicXform,9,StatisticBasedCase,3,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,13308,BasicXform,10,StatisticBasedCase,3,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,121327488,BasicXform,10,StatisticBasedCase,3,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,163022016,BasicXform,10,StatisticBasedCase,3,3,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,163022016,BasicXform,10,StatisticBasedCase,3,3,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Modification,1468439,BasicXform,11,StatisticBasedCase,4,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Modification,121363512,BasicXform,11,StatisticBasedCase,4,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,15539,BasicXform,12,StatisticBasedCase,4,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,121364416,BasicXform,12,StatisticBasedCase,4,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,163059144,BasicXform,12,StatisticBasedCase,4,3,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,142211880,BasicXform,12,StatisticBasedCase,4,3,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Modification,1380081,BasicXform,13,StatisticBasedCase,5,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
Modification,121402432,BasicXform,13,StatisticBasedCase,5,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,14733,BasicXform,14,StatisticBasedCase,5,3,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,121403312,BasicXform,14,StatisticBasedCase,5,3,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,163098040,BasicXform,14,StatisticBasedCase,5,3,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
M2MTransformation2,142250776,BasicXform,14,StatisticBasedCase,5,3,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16
EMFResourceInitialization,529313,BasicXform,1,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
EMFResourceInitialization,8872920,BasicXform,1,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Generation,43265442,BasicXform,2,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Generation,10779440,BasicXform,2,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Initialization,29225352,BasicXform,3,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Initialization,10893864,BasicXform,3,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Initialization,51935912,BasicXform,3,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Initialization,41198488,BasicXform,3,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation1,12532545,BasicXform,4,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation1,11754432,BasicXform,4,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation1,32369296,BasicXform,4,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation1,32369296,BasicXform,4,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Modification,195238,BasicXform,5,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Modification,11765432,BasicXform,5,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,15433547,BasicXform,6,StatisticBasedCase,1,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,11780464,BasicXform,6,StatisticBasedCase,1,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,33241064,BasicXform,6,StatisticBasedCase,1,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,33241064,BasicXform,6,StatisticBasedCase,1,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Modification,274781,BasicXform,7,StatisticBasedCase,2,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Modification,11792584,BasicXform,7,StatisticBasedCase,2,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,15035205,BasicXform,8,StatisticBasedCase,2,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,11809400,BasicXform,8,StatisticBasedCase,2,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,33268216,BasicXform,8,StatisticBasedCase,2,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,33268216,BasicXform,8,StatisticBasedCase,2,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Modification,257428,BasicXform,9,StatisticBasedCase,3,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Modification,11820704,BasicXform,9,StatisticBasedCase,3,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,15889622,BasicXform,10,StatisticBasedCase,3,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,11839712,BasicXform,10,StatisticBasedCase,3,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,33296336,BasicXform,10,StatisticBasedCase,3,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,33296336,BasicXform,10,StatisticBasedCase,3,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Modification,261950,BasicXform,11,StatisticBasedCase,4,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Modification,11851152,BasicXform,11,StatisticBasedCase,4,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,15215630,BasicXform,12,StatisticBasedCase,4,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,11868040,BasicXform,12,StatisticBasedCase,4,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,54801664,BasicXform,12,StatisticBasedCase,4,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,33326808,BasicXform,12,StatisticBasedCase,4,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Modification,223189,BasicXform,13,StatisticBasedCase,5,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Modification,11878648,BasicXform,13,StatisticBasedCase,5,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,14350122,BasicXform,14,StatisticBasedCase,5,1,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,11893688,BasicXform,14,StatisticBasedCase,5,1,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,33354280,BasicXform,14,StatisticBasedCase,5,1,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
M2MTransformation2,33354280,BasicXform,14,StatisticBasedCase,5,1,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
EMFResourceInitialization,170613,BasicXform,1,StatisticBasedCase,1,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
EMFResourceInitialization,8950816,BasicXform,1,StatisticBasedCase,1,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Generation,961712635,BasicXform,2,StatisticBasedCase,1,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Generation,54994688,BasicXform,2,StatisticBasedCase,1,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Initialization,118031151,BasicXform,3,StatisticBasedCase,1,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Initialization,31140952,BasicXform,3,StatisticBasedCase,1,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Initialization,63722716,BasicXform,3,StatisticBasedCase,1,3,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Initialization,95934984,BasicXform,3,StatisticBasedCase,1,3,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
M2MTransformation1,90235047,BasicXform,4,StatisticBasedCase,1,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
M2MTransformation1,38837256,BasicXform,4,StatisticBasedCase,1,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
M2MTransformation1,95566040,BasicXform,4,StatisticBasedCase,1,3,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
M2MTransformation1,74091216,BasicXform,4,StatisticBasedCase,1,3,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Modification,349068,BasicXform,5,StatisticBasedCase,1,3,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Modification,38850328,BasicXform,5,StatisticBasedCase,1,3,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
