Iteration,CaseName,Tool,Size,Scenario,MetricName,Sequence,MetricValue,PhaseName,RunIndex
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,13,24902224,Modification,1
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Time,14,300533706,M2MTransformation2,1
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,Memory,14,24909696,M2MTransformation2,1
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,PeakMemory,14,365031648,M2MTransformation2,1
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,16,BasicXform,AverageMemory,14,216225368,M2MTransformation2,1
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Time,1,379133,EMFResourceInitialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Memory,1,8750040,EMFResourceInitialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Time,2,58713672,Generation,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Memory,2,10449432,Generation,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Time,3,16014,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Memory,3,8866104,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,AverageMemory,3,19603200,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,PeakMemory,3,30340296,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Time,4,130331081,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Memory,4,9059768,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,PeakMemory,4,352466424,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,AverageMemory,4,191403816,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Time,5,100297,Modification,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Memory,5,9059856,Modification,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Time,6,123582011,M2MTransformation2,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Memory,6,9120136,M2MTransformation2,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,PeakMemory,6,352659496,M2MTransformation2,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,AverageMemory,6,191597492,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Time,7,80045,Modification,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Memory,7,9120224,Modification,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Time,8,120458175,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Memory,8,9185512,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,AverageMemory,8,191658780,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,PeakMemory,8,374196560,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Time,9,124544,Modification,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Memory,9,9185600,Modification,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Time,10,120622929,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Memory,10,9248328,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,AverageMemory,10,191724572,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,PeakMemory,10,352787912,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Time,11,90319,Modification,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Memory,11,9248440,Modification,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Time,12,123981055,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Memory,12,9323592,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,PeakMemory,12,352850832,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,AverageMemory,12,191787464,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Time,13,107728,Modification,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Memory,13,9323680,Modification,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Time,14,125229003,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,Memory,14,9387640,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,PeakMemory,14,352926000,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,1,BasicXform,AverageMemory,14,191862656,M2MTransformation2,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Time,1,189964,EMFResourceInitialization,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Memory,1,9625824,EMFResourceInitialization,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Time,2,87283343245,Generation,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Memory,2,2696253112,Generation,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Time,3,3610436126,Initialization,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Memory,3,225752072,Initialization,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,AverageMemory,3,650781057,Initialization,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,PeakMemory,3,1195988792,Initialization,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Time,4,1765830879,M2MTransformation1,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Memory,4,264751816,M2MTransformation1,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,PeakMemory,4,1583241480,M2MTransformation1,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,AverageMemory,4,925064656,M2MTransformation1,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Time,5,805704,Modification,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Memory,5,264751848,Modification,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Time,6,1547696845,M2MTransformation2,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Memory,6,264766544,M2MTransformation2,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,AverageMemory,6,1014812736,M2MTransformation2,3
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,PeakMemory,6,1655773208,M2MTransformation2,3
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Time,7,627935,Modification,3
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Memory,7,264765376,Modification,3
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Time,8,1328941985,M2MTransformation2,3
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Memory,8,264773752,M2MTransformation2,3
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,AverageMemory,8,1049221680,M2MTransformation2,3
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,PeakMemory,8,1646165456,M2MTransformation2,3
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Time,9,815688,Modification,3
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Memory,9,264773576,Modification,3
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Time,10,1266294243,M2MTransformation2,3
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Memory,10,264781128,M2MTransformation2,3
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,AverageMemory,10,1071320413,M2MTransformation2,3
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,PeakMemory,10,1635902608,M2MTransformation2,3
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Time,11,532448,Modification,3
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Memory,11,264780976,Modification,3
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Time,12,1246963651,M2MTransformation2,3
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Memory,12,264788776,M2MTransformation2,3
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,AverageMemory,12,1081958058,M2MTransformation2,3
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,PeakMemory,12,1631207664,M2MTransformation2,3
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Time,13,563705,Modification,3
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Memory,13,264788624,Modification,3
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Time,14,1532869094,M2MTransformation2,3
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,Memory,14,264796112,M2MTransformation2,3
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,PeakMemory,14,1628156088,M2MTransformation2,3
5,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,BasicXform,AverageMemory,14,1013309882,M2MTransformation2,3
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Time,1,261077,EMFResourceInitialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Memory,1,8761216,EMFResourceInitialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Time,2,100810735,Generation,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Memory,2,11538040,Generation,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Time,3,13785,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Memory,3,8998232,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,PeakMemory,3,30472624,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,AverageMemory,3,19735528,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Time,4,591736360,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Memory,4,9397408,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,AverageMemory,4,105848440,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,PeakMemory,4,1083166088,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Time,5,97557,Modification,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Memory,5,9397520,Modification,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Time,6,436098953,M2MTransformation2,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Memory,6,9516480,M2MTransformation2,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,PeakMemory,6,1083631240,M2MTransformation2,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,AverageMemory,6,117018472,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Time,7,98125,Modification,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Memory,7,9516568,Modification,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Time,8,433103948,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Memory,8,9642904,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,PeakMemory,8,1083750288,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,AverageMemory,8,117137620,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Time,9,146654,Modification,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Memory,9,9642992,Modification,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Time,10,437221652,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Memory,10,9759040,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,AverageMemory,10,117247308,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,PeakMemory,10,1083843944,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Time,11,83574,Modification,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Memory,11,9759152,Modification,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Time,12,440957495,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Memory,12,9900808,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,PeakMemory,12,1084033888,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,AverageMemory,12,120923892,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Time,13,86123,Modification,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Memory,13,9900896,Modification,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Time,14,626553987,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,Memory,14,10019048,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,AverageMemory,14,667821504,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,2,BasicXform,PeakMemory,14,1297136312,M2MTransformation2,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,1,530093,EMFResourceInitialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,1,9100456,EMFResourceInitialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,2,15359769074,Generation,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,2,607832448,Generation,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,3,14544,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,3,16951384,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,PeakMemory,3,79267664,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,AverageMemory,3,79267664,Initialization,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,4,149525745225,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,4,25696720,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,AverageMemory,4,1113805741,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,PeakMemory,4,3312573056,M2MTransformation1,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,5,456955,Modification,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,5,25696840,Modification,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,6,150508024903,M2MTransformation2,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,6,27786504,M2MTransformation2,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,PeakMemory,6,2718358768,M2MTransformation2,2
1,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,AverageMemory,6,1029900868,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,7,297264,Modification,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,7,27786592,Modification,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,8,149734656420,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,8,29680928,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,PeakMemory,8,2697928664,M2MTransformation2,2
2,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,AverageMemory,8,1044193353,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,9,293458,Modification,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,9,29681016,Modification,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,10,150126300145,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,10,31970248,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,PeakMemory,10,2672592928,M2MTransformation2,2
3,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,AverageMemory,10,1030815917,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,11,275551,Modification,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,11,31970360,Modification,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,12,152430690639,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,12,33867992,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,AverageMemory,12,1015220365,M2MTransformation2,2
4,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,PeakMemory,12,2658965192,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,13,296317,Modification,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,13,33868104,Modification,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Time,14,150819270491,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,Memory,14,35767096,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,PeakMemory,14,2637802432,M2MTransformation2,2
5,StatisticBasedCase,BATCH_OPTIMIZED-TEMPLATE,32,BasicXform,AverageMemory,14,991714759,M2MTransformation2,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Time,1,189193,EMFResourceInitialization,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Memory,1,9256912,EMFResourceInitialization,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Time,2,18840488670,Generation,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Memory,2,607599632,Generation,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Time,3,597859781,Initialization,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Memory,3,43509136,Initialization,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,AverageMemory,3,155877992,Initialization,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,PeakMemory,3,262710432,Initialization,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Time,4,750935083,M2MTransformation1,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Memory,4,59548640,M2MTransformation1,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,PeakMemory,4,717233424,M2MTransformation1,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,AverageMemory,4,396340972,M2MTransformation1,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Time,5,891476,Modification,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Memory,5,59546448,Modification,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Time,6,738142898,M2MTransformation2,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Memory,6,59554368,M2MTransformation2,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,PeakMemory,6,701058832,M2MTransformation2,2
1,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,AverageMemory,6,412378604,M2MTransformation2,2
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Time,7,398781,Modification,2
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Memory,7,59554184,Modification,2
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Time,8,613323276,M2MTransformation2,2
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Memory,8,59561632,M2MTransformation2,2
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,PeakMemory,8,701066696,M2MTransformation2,2
2,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,AverageMemory,8,412386404,M2MTransformation2,2
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Time,9,390492,Modification,2
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Memory,9,59561448,Modification,2
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Time,10,588063431,M2MTransformation2,2
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Memory,10,59568752,M2MTransformation2,2
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,PeakMemory,10,765498448,M2MTransformation2,2
3,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,AverageMemory,10,412393648,M2MTransformation2,2
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Time,11,366796,Modification,2
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Memory,11,59568616,Modification,2
4,StatisticBasedCase,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,32,BasicXform,Time,12,582904542,M2MTransformation2,2
