Size,Iteration,Sequence,PhaseName,MetricValue,Tool,Scenario,RunIndex,MetricName,CaseName
64,1,3,Initialization,1241695816,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
64,1,3,Initialization,666003948,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
64,1,4,M2MTransformation1,1176251786,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
64,1,4,M2MTransformation1,264720792,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
64,1,4,M2MTransformation1,986433821,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
64,1,4,M2MTransformation1,1466889312,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
64,1,5,Modification,1001851,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
64,1,5,Modification,264718808,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
64,1,6,M2MTransformation2,1159519142,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
64,1,6,M2MTransformation2,264727208,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
64,1,6,M2MTransformation2,1061668472,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
64,1,6,M2MTransformation2,1539837744,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
64,2,7,Modification,715897,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
64,2,7,Modification,264727032,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
64,2,8,M2MTransformation2,1529701426,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
64,2,8,M2MTransformation2,264734512,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
64,2,8,M2MTransformation2,1529557008,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
64,2,8,M2MTransformation2,936668397,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
64,3,9,Modification,651495,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
64,3,9,Modification,264734336,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
64,3,10,M2MTransformation2,1112809761,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
64,3,10,M2MTransformation2,264741840,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
64,3,10,M2MTransformation2,1562077984,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
64,3,10,M2MTransformation2,1090316952,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
64,4,11,Modification,531702,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
64,4,11,Modification,264741688,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
64,4,12,M2MTransformation2,1100206012,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
64,4,12,M2MTransformation2,264749504,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
64,4,12,M2MTransformation2,1087931808,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
64,4,12,M2MTransformation2,1558325680,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
64,5,13,Modification,576686,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
64,5,13,Modification,264749352,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
64,5,14,M2MTransformation2,1100003233,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Time,StatisticBasedCase
64,5,14,M2MTransformation2,264756832,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,Memory,StatisticBasedCase
64,5,14,M2MTransformation2,1555848792,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,PeakMemory,StatisticBasedCase
64,5,14,M2MTransformation2,1086358368,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,2,AverageMemory,StatisticBasedCase
2,1,1,EMFResourceInitialization,293696,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
2,1,1,EMFResourceInitialization,8883808,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
2,1,2,Generation,73725244,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
2,1,2,Generation,12502216,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
2,1,3,Initialization,35656638,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
2,1,3,Initialization,12126008,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
2,1,3,Initialization,41337336,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
2,1,3,Initialization,52074760,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
2,1,4,M2MTransformation1,24213386,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
2,1,4,M2MTransformation1,13802104,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
2,1,4,M2MTransformation1,33601440,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
2,1,4,M2MTransformation1,33601440,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
2,1,5,Modification,347691,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
2,1,5,Modification,13810848,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
2,1,6,M2MTransformation2,35038831,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
2,1,6,M2MTransformation2,13828984,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
2,1,6,M2MTransformation2,56761336,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
2,1,6,M2MTransformation2,35286480,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
2,2,7,Modification,533285,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
2,2,7,Modification,13835728,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
2,2,8,M2MTransformation2,42564384,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
2,2,8,M2MTransformation2,13857160,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
2,2,8,M2MTransformation2,46048788,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
2,2,8,M2MTransformation2,56786216,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
2,3,9,Modification,442496,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
2,3,9,Modification,13896784,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
2,3,10,M2MTransformation2,55093962,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
2,3,10,M2MTransformation2,13909392,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
2,3,10,M2MTransformation2,56847272,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
2,3,10,M2MTransformation2,46109844,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
2,4,11,Modification,335681,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
2,4,11,Modification,13916400,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
2,4,12,M2MTransformation2,24024071,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
2,4,12,M2MTransformation2,13929264,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
2,4,12,M2MTransformation2,35392056,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
2,4,12,M2MTransformation2,35392056,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
2,5,13,Modification,215356,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
2,5,13,Modification,13936344,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
2,5,14,M2MTransformation2,23252610,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
2,5,14,M2MTransformation2,13949008,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
2,5,14,M2MTransformation2,35411976,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
2,5,14,M2MTransformation2,35411976,BATCH_VIATRA_QUERY_RETE-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
16,1,1,EMFResourceInitialization,309195,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,1,1,EMFResourceInitialization,8912000,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,1,2,Generation,3878164268,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,1,2,Generation,152472848,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,1,3,Initialization,28150,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,1,3,Initialization,11611768,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,1,3,Initialization,76035512,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
16,1,3,Initialization,27280328,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
16,1,4,M2MTransformation1,36053541796,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,1,4,M2MTransformation1,15511648,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,1,4,M2MTransformation1,1185646476,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
16,1,4,M2MTransformation1,3241060432,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
16,1,5,Modification,253227,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,1,5,Modification,15511768,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,1,6,M2MTransformation2,36526050173,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,1,6,M2MTransformation2,16555504,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,1,6,M2MTransformation2,3125304432,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
16,1,6,M2MTransformation2,1293056933,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
16,2,7,Modification,166912,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,2,7,Modification,16555592,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,2,8,M2MTransformation2,35829775436,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,2,8,M2MTransformation2,17503400,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,2,8,M2MTransformation2,3118354600,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
16,2,8,M2MTransformation2,1092870646,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
16,3,9,Modification,145581,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,3,9,Modification,17502496,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,3,10,M2MTransformation2,35936266973,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,3,10,M2MTransformation2,18647560,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,3,10,M2MTransformation2,3111128016,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
16,3,10,M2MTransformation2,1089347730,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
16,4,11,Modification,247624,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,4,11,Modification,18647672,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,4,12,M2MTransformation2,36297611912,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,4,12,M2MTransformation2,19597832,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,4,12,M2MTransformation2,3105758448,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
16,4,12,M2MTransformation2,1198071900,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
16,5,13,Modification,190961,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,5,13,Modification,19597944,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,5,14,M2MTransformation2,36343111798,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,5,14,M2MTransformation2,20549456,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,5,14,M2MTransformation2,896164439,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
16,5,14,M2MTransformation2,3099712728,BATCH_OPTIMIZED-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
8,1,1,EMFResourceInitialization,261126,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,1,1,EMFResourceInitialization,9061664,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,1,2,Generation,787758399,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,1,2,Generation,45784936,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,1,3,Initialization,144840421,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,1,3,Initialization,33278088,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,1,3,Initialization,117521584,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
8,1,3,Initialization,74571852,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
8,1,4,M2MTransformation1,174733165,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,1,4,M2MTransformation1,42432584,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,1,4,M2MTransformation1,108440648,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
8,1,4,M2MTransformation1,76228364,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
8,1,5,Modification,3546480,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,1,5,Modification,43281248,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,1,6,M2MTransformation2,18277,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,1,6,M2MTransformation2,43282120,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,1,6,M2MTransformation2,64756880,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
8,1,6,M2MTransformation2,64756880,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
8,2,7,Modification,2400679,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,2,7,Modification,43378840,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,2,8,M2MTransformation2,17602,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,2,8,M2MTransformation2,43379712,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,2,8,M2MTransformation2,64854472,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
8,2,8,M2MTransformation2,64854472,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
8,3,9,Modification,2199110,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,3,9,Modification,43443632,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,3,10,M2MTransformation2,14041,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,3,10,M2MTransformation2,43444504,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,3,10,M2MTransformation2,64919264,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
8,3,10,M2MTransformation2,54181984,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
8,4,11,Modification,1911952,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,4,11,Modification,43509216,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,4,12,M2MTransformation2,17359,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,4,12,M2MTransformation2,43510112,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,4,12,M2MTransformation2,64984872,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
8,4,12,M2MTransformation2,64984872,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
8,5,13,Modification,3648082,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,5,13,Modification,44098464,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,5,14,M2MTransformation2,18616,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Time,StatisticBasedCase
8,5,14,M2MTransformation2,44099336,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,Memory,StatisticBasedCase
8,5,14,M2MTransformation2,65574096,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,PeakMemory,StatisticBasedCase
8,5,14,M2MTransformation2,65574096,INCR_VIATRA_TRANSFORMATION-TEMPLATE,BasicXform,1,AverageMemory,StatisticBasedCase
16,1,1,EMFResourceInitialization,218307,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,1,1,EMFResourceInitialization,9074720,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,1,2,Generation,3008526760,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,1,2,Generation,152756104,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,1,3,Initialization,163232141,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,1,3,Initialization,17678680,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,1,3,Initialization,86294044,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
16,1,3,Initialization,118291560,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
16,1,4,M2MTransformation1,332577291,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,1,4,M2MTransformation1,24849432,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,1,4,M2MTransformation1,187759968,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
16,1,4,M2MTransformation1,315320496,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
16,1,5,Modification,327720,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,1,5,Modification,24849464,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,1,6,M2MTransformation2,340523647,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,1,6,M2MTransformation2,24860440,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,1,6,M2MTransformation2,194931004,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
16,1,6,M2MTransformation2,322491600,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
16,2,7,Modification,228150,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,2,7,Modification,24858248,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,2,8,M2MTransformation2,317940765,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,2,8,M2MTransformation2,24866696,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,2,8,M2MTransformation2,194939788,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
16,2,8,M2MTransformation2,365450080,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
16,3,9,Modification,236930,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,3,9,Modification,24866520,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,3,10,M2MTransformation2,288240315,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Time,StatisticBasedCase
16,3,10,M2MTransformation2,24874296,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,Memory,StatisticBasedCase
16,3,10,M2MTransformation2,194948048,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,AverageMemory,StatisticBasedCase
16,3,10,M2MTransformation2,322508632,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,BasicXform,3,PeakMemory,StatisticBasedCase
