MetricName,MetricValue,PhaseName,Size,Iteration,Tool,RunIndex,Sequence,Scenario,CaseName
Memory,11491712,Modification,1,3,BATCH_OPTIMIZED-TEMPLATE,1,9,BasicXform,StatisticBasedCase
Time,114576531,M2MTransformation2,1,3,BATCH_OPTIMIZED-TEMPLATE,1,10,BasicXform,StatisticBasedCase
Memory,11553432,M2MTransformation2,1,3,BATCH_OPTIMIZED-TEMPLATE,1,10,BasicXform,StatisticBasedCase
PeakMemory,355092792,M2MTransformation2,1,3,BATCH_OPTIMIZED-TEMPLATE,1,10,BasicXform,StatisticBasedCase
AverageMemory,194030052,M2MTransformation2,1,3,BATCH_OPTIMIZED-TEMPLATE,1,10,BasicXform,StatisticBasedCase
Time,74812,Modification,1,4,BATCH_OPTIMIZED-TEMPLATE,1,11,BasicXform,StatisticBasedCase
Memory,11553576,Modification,1,4,BATCH_OPTIMIZED-TEMPLATE,1,11,BasicXform,StatisticBasedCase
Time,115401239,M2MTransformation2,1,4,BATCH_OPTIMIZED-TEMPLATE,1,12,BasicXform,StatisticBasedCase
Memory,11631920,M2MTransformation2,1,4,BATCH_OPTIMIZED-TEMPLATE,1,12,BasicXform,StatisticBasedCase
PeakMemory,355155200,M2MTransformation2,1,4,BATCH_OPTIMIZED-TEMPLATE,1,12,BasicXform,StatisticBasedCase
AverageMemory,194092200,M2MTransformation2,1,4,BATCH_OPTIMIZED-TEMPLATE,1,12,BasicXform,StatisticBasedCase
Time,51916,Modification,1,5,BATCH_OPTIMIZED-TEMPLATE,1,13,BasicXform,StatisticBasedCase
Memory,11632040,Modification,1,5,BATCH_OPTIMIZED-TEMPLATE,1,13,BasicXform,StatisticBasedCase
Time,117957147,M2MTransformation2,1,5,BATCH_OPTIMIZED-TEMPLATE,1,14,BasicXform,StatisticBasedCase
Memory,11697880,M2MTransformation2,1,5,BATCH_OPTIMIZED-TEMPLATE,1,14,BasicXform,StatisticBasedCase
PeakMemory,355233968,M2MTransformation2,1,5,BATCH_OPTIMIZED-TEMPLATE,1,14,BasicXform,StatisticBasedCase
AverageMemory,194170804,M2MTransformation2,1,5,BATCH_OPTIMIZED-TEMPLATE,1,14,BasicXform,StatisticBasedCase
Time,346887,EMFResourceInitialization,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,1,BasicXform,StatisticBasedCase
Memory,11920136,EMFResourceInitialization,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,1,BasicXform,StatisticBasedCase
Time,94593045852,Generation,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,2,BasicXform,StatisticBasedCase
Memory,3550012648,Generation,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,2,BasicXform,StatisticBasedCase
Time,2879641213,Initialization,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,3,BasicXform,StatisticBasedCase
Memory,238886904,Initialization,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,3,BasicXform,StatisticBasedCase
PeakMemory,1194769632,Initialization,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,3,BasicXform,StatisticBasedCase
AverageMemory,592355031,Initialization,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,3,BasicXform,StatisticBasedCase
Time,1335627885,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,4,BasicXform,StatisticBasedCase
Memory,275664008,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,4,BasicXform,StatisticBasedCase
PeakMemory,1487868936,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,4,BasicXform,StatisticBasedCase
AverageMemory,960520821,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,4,BasicXform,StatisticBasedCase
Time,786464,Modification,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,5,BasicXform,StatisticBasedCase
Memory,275662384,Modification,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,5,BasicXform,StatisticBasedCase
Time,1245039620,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,6,BasicXform,StatisticBasedCase
Memory,275670648,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,6,BasicXform,StatisticBasedCase
AverageMemory,1032559549,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,6,BasicXform,StatisticBasedCase
PeakMemory,1598267112,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,6,BasicXform,StatisticBasedCase
Time,619570,Modification,64,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,7,BasicXform,StatisticBasedCase
Memory,275670816,Modification,64,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,7,BasicXform,StatisticBasedCase
Time,1151133101,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,8,BasicXform,StatisticBasedCase
Memory,275678400,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,8,BasicXform,StatisticBasedCase
PeakMemory,1542074672,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,8,BasicXform,StatisticBasedCase
AverageMemory,1065472658,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,8,BasicXform,StatisticBasedCase
Time,335161,Modification,64,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,9,BasicXform,StatisticBasedCase
Memory,275678568,Modification,64,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,9,BasicXform,StatisticBasedCase
Time,1147277404,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,10,BasicXform,StatisticBasedCase
Memory,275685928,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,10,BasicXform,StatisticBasedCase
AverageMemory,1073424896,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,10,BasicXform,StatisticBasedCase
PeakMemory,1533142672,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,10,BasicXform,StatisticBasedCase
Time,377968,Modification,64,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,11,BasicXform,StatisticBasedCase
Memory,275686152,Modification,64,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,11,BasicXform,StatisticBasedCase
Time,1478146928,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,12,BasicXform,StatisticBasedCase
Memory,275693832,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,12,BasicXform,StatisticBasedCase
PeakMemory,1567633960,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,12,BasicXform,StatisticBasedCase
AverageMemory,975491581,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,12,BasicXform,StatisticBasedCase
Time,404494,Modification,64,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,13,BasicXform,StatisticBasedCase
Memory,275694024,Modification,64,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,13,BasicXform,StatisticBasedCase
Time,1140016880,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,14,BasicXform,StatisticBasedCase
Memory,275701440,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,14,BasicXform,StatisticBasedCase
AverageMemory,1081231000,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,14,BasicXform,StatisticBasedCase
PeakMemory,1564552752,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,14,BasicXform,StatisticBasedCase
Time,183484,EMFResourceInitialization,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,BasicXform,StatisticBasedCase
Memory,11185616,EMFResourceInitialization,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,BasicXform,StatisticBasedCase
Time,76677548,Generation,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,BasicXform,StatisticBasedCase
Memory,14347776,Generation,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,BasicXform,StatisticBasedCase
Time,39173250,Initialization,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,BasicXform,StatisticBasedCase
Memory,14287864,Initialization,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,BasicXform,StatisticBasedCase
AverageMemory,43634992,Initialization,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,BasicXform,StatisticBasedCase
PeakMemory,54372416,Initialization,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,BasicXform,StatisticBasedCase
Time,22573890,M2MTransformation1,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,4,BasicXform,StatisticBasedCase
Memory,16050856,M2MTransformation1,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,4,BasicXform,StatisticBasedCase
AverageMemory,35763296,M2MTransformation1,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,4,BasicXform,StatisticBasedCase
PeakMemory,35763296,M2MTransformation1,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,4,BasicXform,StatisticBasedCase
Time,250295,Modification,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,5,BasicXform,StatisticBasedCase
Memory,16059632,Modification,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,5,BasicXform,StatisticBasedCase
Time,26198325,M2MTransformation2,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,6,BasicXform,StatisticBasedCase
Memory,16072696,M2MTransformation2,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,6,BasicXform,StatisticBasedCase
PeakMemory,37535232,M2MTransformation2,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,6,BasicXform,StatisticBasedCase
AverageMemory,37535232,M2MTransformation2,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,6,BasicXform,StatisticBasedCase
Time,220749,Modification,2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,7,BasicXform,StatisticBasedCase
Memory,16081592,Modification,2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,7,BasicXform,StatisticBasedCase
Time,24962460,M2MTransformation2,2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,8,BasicXform,StatisticBasedCase
Memory,16094560,M2MTransformation2,2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,8,BasicXform,StatisticBasedCase
AverageMemory,37557192,M2MTransformation2,2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,8,BasicXform,StatisticBasedCase
PeakMemory,37557192,M2MTransformation2,2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,8,BasicXform,StatisticBasedCase
Time,312801,Modification,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,9,BasicXform,StatisticBasedCase
Memory,16119976,Modification,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,9,BasicXform,StatisticBasedCase
Time,23580934,M2MTransformation2,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,10,BasicXform,StatisticBasedCase
Memory,16132888,M2MTransformation2,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,10,BasicXform,StatisticBasedCase
PeakMemory,37595576,M2MTransformation2,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,10,BasicXform,StatisticBasedCase
AverageMemory,37595576,M2MTransformation2,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,10,BasicXform,StatisticBasedCase
Time,205336,Modification,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,11,BasicXform,StatisticBasedCase
Memory,16142104,Modification,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,11,BasicXform,StatisticBasedCase
Time,22247145,M2MTransformation2,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,12,BasicXform,StatisticBasedCase
Memory,16155272,M2MTransformation2,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,12,BasicXform,StatisticBasedCase
AverageMemory,37617728,M2MTransformation2,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,12,BasicXform,StatisticBasedCase
PeakMemory,37617728,M2MTransformation2,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,12,BasicXform,StatisticBasedCase
Time,306565,Modification,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,13,BasicXform,StatisticBasedCase
Memory,16164624,Modification,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,13,BasicXform,StatisticBasedCase
Time,25394773,M2MTransformation2,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,14,BasicXform,StatisticBasedCase
Memory,16186008,M2MTransformation2,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,14,BasicXform,StatisticBasedCase
AverageMemory,48377652,M2MTransformation2,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,14,BasicXform,StatisticBasedCase
PeakMemory,59115080,M2MTransformation2,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,14,BasicXform,StatisticBasedCase
Time,226743,EMFResourceInitialization,16,1,BATCH_OPTIMIZED-TEMPLATE,3,1,BasicXform,StatisticBasedCase
Memory,11229008,EMFResourceInitialization,16,1,BATCH_OPTIMIZED-TEMPLATE,3,1,BasicXform,StatisticBasedCase
Time,3952962582,Generation,16,1,BATCH_OPTIMIZED-TEMPLATE,3,2,BasicXform,StatisticBasedCase
Memory,199075912,Generation,16,1,BATCH_OPTIMIZED-TEMPLATE,3,2,BasicXform,StatisticBasedCase
Time,30937,Initialization,16,1,BATCH_OPTIMIZED-TEMPLATE,3,3,BasicXform,StatisticBasedCase
Memory,13927840,Initialization,16,1,BATCH_OPTIMIZED-TEMPLATE,3,3,BasicXform,StatisticBasedCase
PeakMemory,56009336,Initialization,16,1,BATCH_OPTIMIZED-TEMPLATE,3,3,BasicXform,StatisticBasedCase
AverageMemory,34968688,Initialization,16,1,BATCH_OPTIMIZED-TEMPLATE,3,3,BasicXform,StatisticBasedCase
Time,36593758004,M2MTransformation1,16,1,BATCH_OPTIMIZED-TEMPLATE,3,4,BasicXform,StatisticBasedCase
Memory,17827520,M2MTransformation1,16,1,BATCH_OPTIMIZED-TEMPLATE,3,4,BasicXform,StatisticBasedCase
PeakMemory,3243384696,M2MTransformation1,16,1,BATCH_OPTIMIZED-TEMPLATE,3,4,BasicXform,StatisticBasedCase
AverageMemory,970385319,M2MTransformation1,16,1,BATCH_OPTIMIZED-TEMPLATE,3,4,BasicXform,StatisticBasedCase
Time,377231,Modification,16,1,BATCH_OPTIMIZED-TEMPLATE,3,5,BasicXform,StatisticBasedCase
Memory,17827672,Modification,16,1,BATCH_OPTIMIZED-TEMPLATE,3,5,BasicXform,StatisticBasedCase
Time,35196053004,M2MTransformation2,16,1,BATCH_OPTIMIZED-TEMPLATE,3,6,BasicXform,StatisticBasedCase
Memory,18871408,M2MTransformation2,16,1,BATCH_OPTIMIZED-TEMPLATE,3,6,BasicXform,StatisticBasedCase
PeakMemory,3100924672,M2MTransformation2,16,1,BATCH_OPTIMIZED-TEMPLATE,3,6,BasicXform,StatisticBasedCase
AverageMemory,1251804572,M2MTransformation2,16,1,BATCH_OPTIMIZED-TEMPLATE,3,6,BasicXform,StatisticBasedCase
Time,165372,Modification,16,2,BATCH_OPTIMIZED-TEMPLATE,3,7,BasicXform,StatisticBasedCase
Memory,18871528,Modification,16,2,BATCH_OPTIMIZED-TEMPLATE,3,7,BasicXform,StatisticBasedCase
Time,35932935200,M2MTransformation2,16,2,BATCH_OPTIMIZED-TEMPLATE,3,8,BasicXform,StatisticBasedCase
Memory,19818680,M2MTransformation2,16,2,BATCH_OPTIMIZED-TEMPLATE,3,8,BasicXform,StatisticBasedCase
AverageMemory,1068827175,M2MTransformation2,16,2,BATCH_OPTIMIZED-TEMPLATE,3,8,BasicXform,StatisticBasedCase
PeakMemory,3093890856,M2MTransformation2,16,2,BATCH_OPTIMIZED-TEMPLATE,3,8,BasicXform,StatisticBasedCase
Time,104942,Modification,16,3,BATCH_OPTIMIZED-TEMPLATE,3,9,BasicXform,StatisticBasedCase
Memory,19818800,Modification,16,3,BATCH_OPTIMIZED-TEMPLATE,3,9,BasicXform,StatisticBasedCase
Time,36660838029,M2MTransformation2,16,3,BATCH_OPTIMIZED-TEMPLATE,3,10,BasicXform,StatisticBasedCase
Memory,20964200,M2MTransformation2,16,3,BATCH_OPTIMIZED-TEMPLATE,3,10,BasicXform,StatisticBasedCase
AverageMemory,1091558105,M2MTransformation2,16,3,BATCH_OPTIMIZED-TEMPLATE,3,10,BasicXform,StatisticBasedCase
PeakMemory,3087795136,M2MTransformation2,16,3,BATCH_OPTIMIZED-TEMPLATE,3,10,BasicXform,StatisticBasedCase
Time,130968,Modification,16,4,BATCH_OPTIMIZED-TEMPLATE,3,11,BasicXform,StatisticBasedCase
Memory,20964344,Modification,16,4,BATCH_OPTIMIZED-TEMPLATE,3,11,BasicXform,StatisticBasedCase
Time,35278981466,M2MTransformation2,16,4,BATCH_OPTIMIZED-TEMPLATE,3,12,BasicXform,StatisticBasedCase
Memory,21914840,M2MTransformation2,16,4,BATCH_OPTIMIZED-TEMPLATE,3,12,BasicXform,StatisticBasedCase
AverageMemory,993221227,M2MTransformation2,16,4,BATCH_OPTIMIZED-TEMPLATE,3,12,BasicXform,StatisticBasedCase
PeakMemory,3081672272,M2MTransformation2,16,4,BATCH_OPTIMIZED-TEMPLATE,3,12,BasicXform,StatisticBasedCase
Time,138035,Modification,16,5,BATCH_OPTIMIZED-TEMPLATE,3,13,BasicXform,StatisticBasedCase
Memory,21914984,Modification,16,5,BATCH_OPTIMIZED-TEMPLATE,3,13,BasicXform,StatisticBasedCase
Time,36182680786,M2MTransformation2,16,5,BATCH_OPTIMIZED-TEMPLATE,3,14,BasicXform,StatisticBasedCase
Memory,22866832,M2MTransformation2,16,5,BATCH_OPTIMIZED-TEMPLATE,3,14,BasicXform,StatisticBasedCase
AverageMemory,1246324443,M2MTransformation2,16,5,BATCH_OPTIMIZED-TEMPLATE,3,14,BasicXform,StatisticBasedCase
PeakMemory,3075897256,M2MTransformation2,16,5,BATCH_OPTIMIZED-TEMPLATE,3,14,BasicXform,StatisticBasedCase
Time,172375,EMFResourceInitialization,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,BasicXform,StatisticBasedCase
Memory,11359432,EMFResourceInitialization,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,BasicXform,StatisticBasedCase
Time,930686229,Generation,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,BasicXform,StatisticBasedCase
Memory,56470064,Generation,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,BasicXform,StatisticBasedCase
Time,166524780,Initialization,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,BasicXform,StatisticBasedCase
Memory,41716416,Initialization,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,BasicXform,StatisticBasedCase
PeakMemory,141291608,Initialization,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,BasicXform,StatisticBasedCase
AverageMemory,87604452,Initialization,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,BasicXform,StatisticBasedCase
Time,183165489,M2MTransformation1,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,4,BasicXform,StatisticBasedCase
Memory,51817904,M2MTransformation1,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,4,BasicXform,StatisticBasedCase
PeakMemory,149091216,M2MTransformation1,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,4,BasicXform,StatisticBasedCase
AverageMemory,106141532,M2MTransformation1,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,4,BasicXform,StatisticBasedCase
Time,3319428,Modification,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,5,BasicXform,StatisticBasedCase
Memory,52715840,Modification,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,5,BasicXform,StatisticBasedCase
Time,17731,M2MTransformation2,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,6,BasicXform,StatisticBasedCase
Memory,52716680,M2MTransformation2,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,6,BasicXform,StatisticBasedCase
AverageMemory,74191440,M2MTransformation2,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,6,BasicXform,StatisticBasedCase
PeakMemory,74191440,M2MTransformation2,8,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,6,BasicXform,StatisticBasedCase
Time,1598966,Modification,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,7,BasicXform,StatisticBasedCase
Memory,52781592,Modification,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,7,BasicXform,StatisticBasedCase
Time,17044,M2MTransformation2,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,8,BasicXform,StatisticBasedCase
Memory,52782432,M2MTransformation2,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,8,BasicXform,StatisticBasedCase
PeakMemory,74257192,M2MTransformation2,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,8,BasicXform,StatisticBasedCase
AverageMemory,63519912,M2MTransformation2,8,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,8,BasicXform,StatisticBasedCase
Time,1312614,Modification,8,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,9,BasicXform,StatisticBasedCase
Memory,52814896,Modification,8,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,9,BasicXform,StatisticBasedCase
Time,18705,M2MTransformation2,8,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,10,BasicXform,StatisticBasedCase
Memory,52815736,M2MTransformation2,8,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,10,BasicXform,StatisticBasedCase
PeakMemory,74290496,M2MTransformation2,8,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,10,BasicXform,StatisticBasedCase
AverageMemory,74290496,M2MTransformation2,8,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,10,BasicXform,StatisticBasedCase
Time,1269932,Modification,8,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,11,BasicXform,StatisticBasedCase
Memory,52848656,Modification,8,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,11,BasicXform,StatisticBasedCase
Time,16217,M2MTransformation2,8,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,12,BasicXform,StatisticBasedCase
Memory,52849520,M2MTransformation2,8,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,12,BasicXform,StatisticBasedCase
AverageMemory,63587000,M2MTransformation2,8,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,12,BasicXform,StatisticBasedCase
PeakMemory,74324280,M2MTransformation2,8,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,12,BasicXform,StatisticBasedCase
Time,1671368,Modification,8,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,13,BasicXform,StatisticBasedCase
Memory,52882016,Modification,8,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,13,BasicXform,StatisticBasedCase
Time,17681,M2MTransformation2,8,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,14,BasicXform,StatisticBasedCase
Memory,52882856,M2MTransformation2,8,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,14,BasicXform,StatisticBasedCase
AverageMemory,74357616,M2MTransformation2,8,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,14,BasicXform,StatisticBasedCase
PeakMemory,74357616,M2MTransformation2,8,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,14,BasicXform,StatisticBasedCase
Time,267609,EMFResourceInitialization,16,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,1,BasicXform,StatisticBasedCase
Memory,11377656,EMFResourceInitialization,16,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,1,BasicXform,StatisticBasedCase
Time,3798229390,Generation,16,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,2,BasicXform,StatisticBasedCase
Memory,199037520,Generation,16,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,2,BasicXform,StatisticBasedCase
Time,166794857,Initialization,16,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,3,BasicXform,StatisticBasedCase
Memory,21923728,Initialization,16,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,3,BasicXform,StatisticBasedCase
PeakMemory,119607704,Initialization,16,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,3,BasicXform,StatisticBasedCase
AverageMemory,87855784,Initialization,16,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,3,BasicXform,StatisticBasedCase
Time,335751309,M2MTransformation1,16,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,4,BasicXform,StatisticBasedCase
Memory,28546688,M2MTransformation1,16,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,4,BasicXform,StatisticBasedCase
PeakMemory,316127352,M2MTransformation1,16,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,4,BasicXform,StatisticBasedCase
