MetricName,MetricValue,PhaseName,Size,Iteration,Tool,RunIndex,Sequence,Scenario,CaseName
Time,179140,EMFResourceInitialization,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,BasicXform,StatisticBasedCase
Memory,11345368,EMFResourceInitialization,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,BasicXform,StatisticBasedCase
Time,3526042229,Generation,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,BasicXform,StatisticBasedCase
Memory,189703280,Generation,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,BasicXform,StatisticBasedCase
Time,402148518,Initialization,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,BasicXform,StatisticBasedCase
Memory,85626344,Initialization,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,BasicXform,StatisticBasedCase
PeakMemory,331843280,Initialization,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,BasicXform,StatisticBasedCase
AverageMemory,194107528,Initialization,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,BasicXform,StatisticBasedCase
Time,168786307,M2MTransformation1,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,4,BasicXform,StatisticBasedCase
Memory,102431352,M2MTransformation1,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,4,BasicXform,StatisticBasedCase
PeakMemory,212624768,M2MTransformation1,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,4,BasicXform,StatisticBasedCase
AverageMemory,170292152,M2MTransformation1,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,4,BasicXform,StatisticBasedCase
Time,464623,Modification,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,5,BasicXform,StatisticBasedCase
Memory,102455520,Modification,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,5,BasicXform,StatisticBasedCase
Time,180979867,M2MTransformation2,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,6,BasicXform,StatisticBasedCase
Memory,102474328,M2MTransformation2,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,6,BasicXform,StatisticBasedCase
PeakMemory,229454064,M2MTransformation2,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,6,BasicXform,StatisticBasedCase
AverageMemory,187121464,M2MTransformation2,16,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,6,BasicXform,StatisticBasedCase
Time,394341,Modification,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,7,BasicXform,StatisticBasedCase
Memory,102483344,Modification,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,7,BasicXform,StatisticBasedCase
Time,169579869,M2MTransformation2,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,8,BasicXform,StatisticBasedCase
Memory,102500160,M2MTransformation2,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,8,BasicXform,StatisticBasedCase
AverageMemory,187149292,M2MTransformation2,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,8,BasicXform,StatisticBasedCase
PeakMemory,272431592,M2MTransformation2,16,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,8,BasicXform,StatisticBasedCase
Time,306574,Modification,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,9,BasicXform,StatisticBasedCase
Memory,102508456,Modification,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,9,BasicXform,StatisticBasedCase
Time,170890881,M2MTransformation2,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,10,BasicXform,StatisticBasedCase
Memory,102523136,M2MTransformation2,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,10,BasicXform,StatisticBasedCase
PeakMemory,272456656,M2MTransformation2,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,10,BasicXform,StatisticBasedCase
AverageMemory,187174380,M2MTransformation2,16,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,10,BasicXform,StatisticBasedCase
Time,338955,Modification,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,11,BasicXform,StatisticBasedCase
Memory,102532480,Modification,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,11,BasicXform,StatisticBasedCase
Time,141118861,M2MTransformation2,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12,BasicXform,StatisticBasedCase
Memory,102547536,M2MTransformation2,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12,BasicXform,StatisticBasedCase
PeakMemory,229531208,M2MTransformation2,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12,BasicXform,StatisticBasedCase
AverageMemory,187198528,M2MTransformation2,16,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12,BasicXform,StatisticBasedCase
Time,269262,Modification,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,13,BasicXform,StatisticBasedCase
Memory,102557040,Modification,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,13,BasicXform,StatisticBasedCase
Time,143557196,M2MTransformation2,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,14,BasicXform,StatisticBasedCase
Memory,102572192,M2MTransformation2,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,14,BasicXform,StatisticBasedCase
PeakMemory,229555560,M2MTransformation2,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,14,BasicXform,StatisticBasedCase
AverageMemory,187222972,M2MTransformation2,16,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,14,BasicXform,StatisticBasedCase
Time,229740,EMFResourceInitialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,BasicXform,StatisticBasedCase
Memory,11889600,EMFResourceInitialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,BasicXform,StatisticBasedCase
Time,93605863937,Generation,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,BasicXform,StatisticBasedCase
Memory,3512153880,Generation,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,BasicXform,StatisticBasedCase
Time,11285234692,Initialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,BasicXform,StatisticBasedCase
Memory,1645241888,Initialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,BasicXform,StatisticBasedCase
AverageMemory,1414488096,Initialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,BasicXform,StatisticBasedCase
PeakMemory,3607015176,Initialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,BasicXform,StatisticBasedCase
Time,605231762,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,4,BasicXform,StatisticBasedCase
Memory,1737674696,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,4,BasicXform,StatisticBasedCase
AverageMemory,1919469512,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,4,BasicXform,StatisticBasedCase
PeakMemory,2169850728,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,4,BasicXform,StatisticBasedCase
Time,1054077,Modification,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,5,BasicXform,StatisticBasedCase
Memory,1737756408,Modification,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,5,BasicXform,StatisticBasedCase
Time,771286673,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,6,BasicXform,StatisticBasedCase
Memory,1737771776,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,6,BasicXform,StatisticBasedCase
PeakMemory,2352323232,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,6,BasicXform,StatisticBasedCase
AverageMemory,2059006108,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,6,BasicXform,StatisticBasedCase
Time,815839,Modification,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,7,BasicXform,StatisticBasedCase
Memory,1737796800,Modification,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,7,BasicXform,StatisticBasedCase
Time,744685490,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,8,BasicXform,StatisticBasedCase
Memory,1737811592,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,8,BasicXform,StatisticBasedCase
AverageMemory,2059013700,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,8,BasicXform,StatisticBasedCase
PeakMemory,2352298024,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,8,BasicXform,StatisticBasedCase
Time,644577,Modification,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,9,BasicXform,StatisticBasedCase
Memory,1737836760,Modification,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,9,BasicXform,StatisticBasedCase
Time,730044034,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,10,BasicXform,StatisticBasedCase
Memory,1737851464,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,10,BasicXform,StatisticBasedCase
PeakMemory,2352338160,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,10,BasicXform,StatisticBasedCase
AverageMemory,2059053748,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,10,BasicXform,StatisticBasedCase
Time,763946,Modification,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,11,BasicXform,StatisticBasedCase
Memory,1737876816,Modification,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,11,BasicXform,StatisticBasedCase
Time,713106399,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,12,BasicXform,StatisticBasedCase
Memory,1737891784,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,12,BasicXform,StatisticBasedCase
PeakMemory,2352378720,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,12,BasicXform,StatisticBasedCase
AverageMemory,2059094068,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,12,BasicXform,StatisticBasedCase
Time,563579,Modification,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,13,BasicXform,StatisticBasedCase
Memory,1737917296,Modification,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,13,BasicXform,StatisticBasedCase
Time,715363972,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,14,BasicXform,StatisticBasedCase
Memory,1737931976,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,14,BasicXform,StatisticBasedCase
PeakMemory,2352419016,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,14,BasicXform,StatisticBasedCase
AverageMemory,2059134444,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,14,BasicXform,StatisticBasedCase
Time,247016,EMFResourceInitialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,BasicXform,StatisticBasedCase
Memory,11889136,EMFResourceInitialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,BasicXform,StatisticBasedCase
Time,110304310397,Generation,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,BasicXform,StatisticBasedCase
Memory,3512307480,Generation,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,BasicXform,StatisticBasedCase
Time,12198770060,Initialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,BasicXform,StatisticBasedCase
Memory,1644321168,Initialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,BasicXform,StatisticBasedCase
PeakMemory,2983654432,Initialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,BasicXform,StatisticBasedCase
AverageMemory,1206339982,Initialization,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,BasicXform,StatisticBasedCase
Time,625110673,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,4,BasicXform,StatisticBasedCase
Memory,1736752608,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,4,BasicXform,StatisticBasedCase
AverageMemory,1911624044,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,4,BasicXform,StatisticBasedCase
PeakMemory,2179548296,M2MTransformation1,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,4,BasicXform,StatisticBasedCase
Time,1028194,Modification,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,5,BasicXform,StatisticBasedCase
Memory,1736835216,Modification,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,5,BasicXform,StatisticBasedCase
Time,791615599,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,6,BasicXform,StatisticBasedCase
Memory,1736850296,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,6,BasicXform,StatisticBasedCase
PeakMemory,2351628472,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,6,BasicXform,StatisticBasedCase
AverageMemory,2056528060,M2MTransformation2,64,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,6,BasicXform,StatisticBasedCase
Time,619102,Modification,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,7,BasicXform,StatisticBasedCase
Memory,1736875320,Modification,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,7,BasicXform,StatisticBasedCase
Time,755136972,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,8,BasicXform,StatisticBasedCase
Memory,1736890112,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,8,BasicXform,StatisticBasedCase
PeakMemory,2364486800,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,8,BasicXform,StatisticBasedCase
AverageMemory,2062748336,M2MTransformation2,64,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,8,BasicXform,StatisticBasedCase
Time,663430,Modification,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,9,BasicXform,StatisticBasedCase
Memory,1736915280,Modification,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,9,BasicXform,StatisticBasedCase
Time,773775833,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,10,BasicXform,StatisticBasedCase
Memory,1736929952,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,10,BasicXform,StatisticBasedCase
AverageMemory,2058958692,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,10,BasicXform,StatisticBasedCase
PeakMemory,2357146352,M2MTransformation2,64,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,10,BasicXform,StatisticBasedCase
Time,581798,Modification,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,11,BasicXform,StatisticBasedCase
Memory,1736955336,Modification,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,11,BasicXform,StatisticBasedCase
Time,728738850,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12,BasicXform,StatisticBasedCase
Memory,1736970304,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12,BasicXform,StatisticBasedCase
PeakMemory,2352398984,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12,BasicXform,StatisticBasedCase
AverageMemory,2056512968,M2MTransformation2,64,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12,BasicXform,StatisticBasedCase
Time,531743,Modification,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,13,BasicXform,StatisticBasedCase
Memory,1736995816,Modification,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,13,BasicXform,StatisticBasedCase
Time,726906486,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,14,BasicXform,StatisticBasedCase
Memory,1737010496,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,14,BasicXform,StatisticBasedCase
PeakMemory,2374420440,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,14,BasicXform,StatisticBasedCase
AverageMemory,2054825468,M2MTransformation2,64,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,14,BasicXform,StatisticBasedCase
Time,151505,EMFResourceInitialization,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,BasicXform,StatisticBasedCase
Memory,11994648,EMFResourceInitialization,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,BasicXform,StatisticBasedCase
Time,87912652506,Generation,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,BasicXform,StatisticBasedCase
Memory,3332246240,Generation,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,BasicXform,StatisticBasedCase
Time,14182851809,Initialization,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,BasicXform,StatisticBasedCase
Memory,2848371736,Initialization,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,BasicXform,StatisticBasedCase
AverageMemory,2020842655,Initialization,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,BasicXform,StatisticBasedCase
PeakMemory,5146333600,Initialization,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,BasicXform,StatisticBasedCase
Time,1628154658,M2MTransformation1,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,4,BasicXform,StatisticBasedCase
Memory,2969160552,M2MTransformation1,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,4,BasicXform,StatisticBasedCase
PeakMemory,3602791288,M2MTransformation1,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,4,BasicXform,StatisticBasedCase
AverageMemory,3263885189,M2MTransformation1,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,4,BasicXform,StatisticBasedCase
Time,18708431,Modification,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,5,BasicXform,StatisticBasedCase
Memory,2979882272,Modification,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,5,BasicXform,StatisticBasedCase
Time,70833,M2MTransformation2,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,6,BasicXform,StatisticBasedCase
Memory,2979883120,M2MTransformation2,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,6,BasicXform,StatisticBasedCase
PeakMemory,3003060208,M2MTransformation2,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,6,BasicXform,StatisticBasedCase
AverageMemory,3003060208,M2MTransformation2,64,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,6,BasicXform,StatisticBasedCase
Time,2155040,Modification,64,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,7,BasicXform,StatisticBasedCase
Memory,2979935832,Modification,64,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,7,BasicXform,StatisticBasedCase
Time,22334,M2MTransformation2,64,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,8,BasicXform,StatisticBasedCase
Memory,2979936680,M2MTransformation2,64,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,8,BasicXform,StatisticBasedCase
PeakMemory,3003113768,M2MTransformation2,64,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,8,BasicXform,StatisticBasedCase
AverageMemory,2876968396,M2MTransformation2,64,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,8,BasicXform,StatisticBasedCase
Time,1640990,Modification,64,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,9,BasicXform,StatisticBasedCase
Memory,2979989520,Modification,64,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,9,BasicXform,StatisticBasedCase
Time,17469,M2MTransformation2,64,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,10,BasicXform,StatisticBasedCase
Memory,2979990368,M2MTransformation2,64,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,10,BasicXform,StatisticBasedCase
AverageMemory,2995340676,M2MTransformation2,64,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,10,BasicXform,StatisticBasedCase
PeakMemory,3003350752,M2MTransformation2,64,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,10,BasicXform,StatisticBasedCase
Time,1902685,Modification,64,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,11,BasicXform,StatisticBasedCase
Memory,2980043920,Modification,64,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,11,BasicXform,StatisticBasedCase
Time,16827,M2MTransformation2,64,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,12,BasicXform,StatisticBasedCase
Memory,2980044792,M2MTransformation2,64,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,12,BasicXform,StatisticBasedCase
PeakMemory,3005951000,M2MTransformation2,64,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,12,BasicXform,StatisticBasedCase
AverageMemory,3005951000,M2MTransformation2,64,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,12,BasicXform,StatisticBasedCase
Time,1656807,Modification,64,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,13,BasicXform,StatisticBasedCase
Memory,2980097792,Modification,64,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,13,BasicXform,StatisticBasedCase
Time,23551,M2MTransformation2,64,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,14,BasicXform,StatisticBasedCase
Memory,2980098840,M2MTransformation2,64,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,14,BasicXform,StatisticBasedCase
AverageMemory,2992619356,M2MTransformation2,64,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,14,BasicXform,StatisticBasedCase
PeakMemory,3007237024,M2MTransformation2,64,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,14,BasicXform,StatisticBasedCase
Time,547704,EMFResourceInitialization,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,BasicXform,StatisticBasedCase
Memory,11311400,EMFResourceInitialization,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,BasicXform,StatisticBasedCase
Time,172231120,Generation,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,BasicXform,StatisticBasedCase
Memory,17863480,Generation,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,BasicXform,StatisticBasedCase
Time,88793214,Initialization,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,BasicXform,StatisticBasedCase
Memory,20880768,Initialization,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,BasicXform,StatisticBasedCase
AverageMemory,54739992,Initialization,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,BasicXform,StatisticBasedCase
PeakMemory,76214848,Initialization,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,BasicXform,StatisticBasedCase
Time,101816728,M2MTransformation1,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,4,BasicXform,StatisticBasedCase
Memory,25457520,M2MTransformation1,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,4,BasicXform,StatisticBasedCase
AverageMemory,74568492,M2MTransformation1,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,4,BasicXform,StatisticBasedCase
PeakMemory,117518192,M2MTransformation1,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,4,BasicXform,StatisticBasedCase
Time,3201433,Modification,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,5,BasicXform,StatisticBasedCase
Memory,25878064,Modification,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,5,BasicXform,StatisticBasedCase
Time,20664,M2MTransformation2,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,6,BasicXform,StatisticBasedCase
Memory,25878904,M2MTransformation2,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,6,BasicXform,StatisticBasedCase
AverageMemory,47353712,M2MTransformation2,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,6,BasicXform,StatisticBasedCase
PeakMemory,47353712,M2MTransformation2,4,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,6,BasicXform,StatisticBasedCase
Time,1746134,Modification,4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,7,BasicXform,StatisticBasedCase
Memory,25912192,Modification,4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,7,BasicXform,StatisticBasedCase
Time,19736,M2MTransformation2,4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,8,BasicXform,StatisticBasedCase
Memory,25913032,M2MTransformation2,4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,8,BasicXform,StatisticBasedCase
AverageMemory,36650536,M2MTransformation2,4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,8,BasicXform,StatisticBasedCase
PeakMemory,47387840,M2MTransformation2,4,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,8,BasicXform,StatisticBasedCase
Time,1610519,Modification,4,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,9,BasicXform,StatisticBasedCase
Memory,25946608,Modification,4,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,9,BasicXform,StatisticBasedCase
Time,17559,M2MTransformation2,4,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,10,BasicXform,StatisticBasedCase
Memory,25947448,M2MTransformation2,4,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,10,BasicXform,StatisticBasedCase
PeakMemory,47422256,M2MTransformation2,4,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,10,BasicXform,StatisticBasedCase
AverageMemory,47422256,M2MTransformation2,4,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,10,BasicXform,StatisticBasedCase
Time,1545304,Modification,4,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,11,BasicXform,StatisticBasedCase
Memory,25981608,Modification,4,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,11,BasicXform,StatisticBasedCase
Time,21417,M2MTransformation2,4,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,12,BasicXform,StatisticBasedCase
Memory,25982472,M2MTransformation2,4,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,12,BasicXform,StatisticBasedCase
AverageMemory,47457280,M2MTransformation2,4,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,12,BasicXform,StatisticBasedCase
PeakMemory,68932136,M2MTransformation2,4,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,12,BasicXform,StatisticBasedCase
