MetricName,Scenario,Iteration,CaseName,RunIndex,Sequence,Tool,PhaseName,MetricValue,Size
Time,BasicXform,4,StatisticBasedCase,3,11,BATCH_OPTIMIZED-TEMPLATE,Modification,305972,32
Memory,BasicXform,4,StatisticBasedCase,3,11,BATCH_OPTIMIZED-TEMPLATE,Modification,32474720,32
Time,BasicXform,4,StatisticBasedCase,3,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,128739651586,32
Memory,BasicXform,4,StatisticBasedCase,3,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,34371448,32
AverageMemory,BasicXform,4,StatisticBasedCase,3,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,992291823,32
PeakMemory,BasicXform,4,StatisticBasedCase,3,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2560002288,32
Time,BasicXform,5,StatisticBasedCase,3,13,BATCH_OPTIMIZED-TEMPLATE,Modification,295498,32
Memory,BasicXform,5,StatisticBasedCase,3,13,BATCH_OPTIMIZED-TEMPLATE,Modification,34371568,32
Time,BasicXform,5,StatisticBasedCase,3,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,129023155617,32
Memory,BasicXform,5,StatisticBasedCase,3,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,36270032,32
PeakMemory,BasicXform,5,StatisticBasedCase,3,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2542631528,32
AverageMemory,BasicXform,5,StatisticBasedCase,3,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1010809517,32
Time,BasicXform,1,StatisticBasedCase,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,362314,4
Memory,BasicXform,1,StatisticBasedCase,2,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,EMFResourceInitialization,9413976,4
Time,BasicXform,1,StatisticBasedCase,2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,179337392,4
Memory,BasicXform,1,StatisticBasedCase,2,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Generation,12790352,4
Time,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,52129551,4
Memory,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,12650280,4
AverageMemory,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,42101296,4
PeakMemory,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Initialization,52838720,4
Time,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,42602907,4
Memory,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,14078232,4
PeakMemory,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,34125712,4
AverageMemory,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation1,34125712,4
Time,BasicXform,1,StatisticBasedCase,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,317234,4
Memory,BasicXform,1,StatisticBasedCase,2,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,14081144,4
Time,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,43204988,4
Memory,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,14142120,4
AverageMemory,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35556776,4
PeakMemory,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35556776,4
Time,BasicXform,2,StatisticBasedCase,2,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,252687,4
Memory,BasicXform,2,StatisticBasedCase,2,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,14143576,4
Time,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,41299013,4
Memory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,14146488,4
AverageMemory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35619208,4
PeakMemory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,57094064,4
Time,BasicXform,3,StatisticBasedCase,2,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,271645,4
Memory,BasicXform,3,StatisticBasedCase,2,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,14147928,4
Time,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,39834436,4
Memory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,14156160,4
PeakMemory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35623560,4
AverageMemory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35623560,4
Time,BasicXform,4,StatisticBasedCase,2,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,233742,4
Memory,BasicXform,4,StatisticBasedCase,2,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,14157816,4
Time,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,37935351,4
Memory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,14264632,4
PeakMemory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35633472,4
AverageMemory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35633472,4
Time,BasicXform,5,StatisticBasedCase,2,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,209131,4
Memory,BasicXform,5,StatisticBasedCase,2,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,14266416,4
Time,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,36344447,4
Memory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,14277464,4
AverageMemory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,35742048,4
PeakMemory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,57216904,4
Time,BasicXform,1,StatisticBasedCase,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,569861,32
Memory,BasicXform,1,StatisticBasedCase,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,9868864,32
Time,BasicXform,1,StatisticBasedCase,1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,13975057093,32
Memory,BasicXform,1,StatisticBasedCase,1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,352045024,32
Time,BasicXform,1,StatisticBasedCase,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,1955988120,32
Memory,BasicXform,1,StatisticBasedCase,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,194180840,32
AverageMemory,BasicXform,1,StatisticBasedCase,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,425342274,32
PeakMemory,BasicXform,1,StatisticBasedCase,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,810475184,32
Time,BasicXform,1,StatisticBasedCase,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,548974387,32
Memory,BasicXform,1,StatisticBasedCase,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,216306552,32
PeakMemory,BasicXform,1,StatisticBasedCase,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,482192696,32
AverageMemory,BasicXform,1,StatisticBasedCase,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,354055824,32
Time,BasicXform,1,StatisticBasedCase,1,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,8297047,32
Memory,BasicXform,1,StatisticBasedCase,1,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,217158624,32
Time,BasicXform,1,StatisticBasedCase,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,45986,32
Memory,BasicXform,1,StatisticBasedCase,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,217159504,32
PeakMemory,BasicXform,1,StatisticBasedCase,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,345533760,32
AverageMemory,BasicXform,1,StatisticBasedCase,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,281109232,32
Time,BasicXform,2,StatisticBasedCase,1,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1608623,32
Memory,BasicXform,2,StatisticBasedCase,1,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,217181008,32
Time,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,16393,32
Memory,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,217181888,32
AverageMemory,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,249156836,32
PeakMemory,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,281131584,32
Time,BasicXform,3,StatisticBasedCase,1,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1251057,32
Memory,BasicXform,3,StatisticBasedCase,1,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,217204016,32
Time,BasicXform,3,StatisticBasedCase,1,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,16291,32
Memory,BasicXform,3,StatisticBasedCase,1,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,217204896,32
AverageMemory,BasicXform,3,StatisticBasedCase,1,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,281154592,32
PeakMemory,BasicXform,3,StatisticBasedCase,1,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,281154592,32
Time,BasicXform,4,StatisticBasedCase,1,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1264837,32
Memory,BasicXform,4,StatisticBasedCase,1,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,217226560,32
Time,BasicXform,4,StatisticBasedCase,1,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,16142,32
Memory,BasicXform,4,StatisticBasedCase,1,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,217227664,32
AverageMemory,BasicXform,4,StatisticBasedCase,1,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,249202412,32
PeakMemory,BasicXform,4,StatisticBasedCase,1,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,281177160,32
Time,BasicXform,5,StatisticBasedCase,1,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1279061,32
Memory,BasicXform,5,StatisticBasedCase,1,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,217249432,32
Time,BasicXform,5,StatisticBasedCase,1,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,16209,32
Memory,BasicXform,5,StatisticBasedCase,1,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,217250312,32
PeakMemory,BasicXform,5,StatisticBasedCase,1,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,281200008,32
AverageMemory,BasicXform,5,StatisticBasedCase,1,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,249225260,32
Time,BasicXform,1,StatisticBasedCase,1,1,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,177134,8
Memory,BasicXform,1,StatisticBasedCase,1,1,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,9312720,8
Time,BasicXform,1,StatisticBasedCase,1,2,BATCH_OPTIMIZED-TEMPLATE,Generation,978442253,8
Memory,BasicXform,1,StatisticBasedCase,1,2,BATCH_OPTIMIZED-TEMPLATE,Generation,32392008,8
Time,BasicXform,1,StatisticBasedCase,1,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,27597,8
Memory,BasicXform,1,StatisticBasedCase,1,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,10409152,8
PeakMemory,BasicXform,1,StatisticBasedCase,1,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,42620984,8
AverageMemory,BasicXform,1,StatisticBasedCase,1,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,31883544,8
Time,BasicXform,1,StatisticBasedCase,1,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,7319366396,8
Memory,BasicXform,1,StatisticBasedCase,1,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,12193000,8
AverageMemory,BasicXform,1,StatisticBasedCase,1,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,514092004,8
PeakMemory,BasicXform,1,StatisticBasedCase,1,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,1438083872,8
Time,BasicXform,1,StatisticBasedCase,1,5,BATCH_OPTIMIZED-TEMPLATE,Modification,229605,8
Memory,BasicXform,1,StatisticBasedCase,1,5,BATCH_OPTIMIZED-TEMPLATE,Modification,12193096,8
Time,BasicXform,1,StatisticBasedCase,1,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,7120823421,8
Memory,BasicXform,1,StatisticBasedCase,1,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,12684024,8
PeakMemory,BasicXform,1,StatisticBasedCase,1,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1444537536,8
AverageMemory,BasicXform,1,StatisticBasedCase,1,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,590405822,8
Time,BasicXform,2,StatisticBasedCase,1,7,BATCH_OPTIMIZED-TEMPLATE,Modification,129789,8
Memory,BasicXform,2,StatisticBasedCase,1,7,BATCH_OPTIMIZED-TEMPLATE,Modification,12684120,8
Time,BasicXform,2,StatisticBasedCase,1,8,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,7158013559,8
Memory,BasicXform,2,StatisticBasedCase,1,8,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,13201696,8
AverageMemory,BasicXform,2,StatisticBasedCase,1,8,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,548045450,8
PeakMemory,BasicXform,2,StatisticBasedCase,1,8,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1445446336,8
Time,BasicXform,3,StatisticBasedCase,1,9,BATCH_OPTIMIZED-TEMPLATE,Modification,107022,8
Memory,BasicXform,3,StatisticBasedCase,1,9,BATCH_OPTIMIZED-TEMPLATE,Modification,13201792,8
Time,BasicXform,3,StatisticBasedCase,1,10,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,7203830477,8
Memory,BasicXform,3,StatisticBasedCase,1,10,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,13671408,8
PeakMemory,BasicXform,3,StatisticBasedCase,1,10,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1445865656,8
AverageMemory,BasicXform,3,StatisticBasedCase,1,10,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,678777392,8
Time,BasicXform,4,StatisticBasedCase,1,11,BATCH_OPTIMIZED-TEMPLATE,Modification,104303,8
Memory,BasicXform,4,StatisticBasedCase,1,11,BATCH_OPTIMIZED-TEMPLATE,Modification,13671568,8
Time,BasicXform,4,StatisticBasedCase,1,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,7190535766,8
Memory,BasicXform,4,StatisticBasedCase,1,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,14241304,8
AverageMemory,BasicXform,4,StatisticBasedCase,1,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,546006935,8
PeakMemory,BasicXform,4,StatisticBasedCase,1,12,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1446540304,8
Time,BasicXform,5,StatisticBasedCase,1,13,BATCH_OPTIMIZED-TEMPLATE,Modification,120858,8
Memory,BasicXform,5,StatisticBasedCase,1,13,BATCH_OPTIMIZED-TEMPLATE,Modification,14241400,8
Time,BasicXform,5,StatisticBasedCase,1,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,7210491810,8
Memory,BasicXform,5,StatisticBasedCase,1,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,14713968,8
AverageMemory,BasicXform,5,StatisticBasedCase,1,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,527414045,8
PeakMemory,BasicXform,5,StatisticBasedCase,1,14,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1446897072,8
Time,BasicXform,1,StatisticBasedCase,2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,1005192,2
Memory,BasicXform,1,StatisticBasedCase,2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,9495552,2
Time,BasicXform,1,StatisticBasedCase,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,104592275,2
Memory,BasicXform,1,StatisticBasedCase,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,11316872,2
Time,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,49598634,2
Memory,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,13194336,2
AverageMemory,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,41947512,2
PeakMemory,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,74159792,2
Time,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,57102615,2
Memory,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,13777976,2
AverageMemory,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,34669816,2
PeakMemory,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,34669816,2
Time,BasicXform,1,StatisticBasedCase,2,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,215590,2
Memory,BasicXform,1,StatisticBasedCase,2,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,13778104,2
Time,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,50924005,2
Memory,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,13784072,2
PeakMemory,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,56728640,2
AverageMemory,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,35253784,2
Time,BasicXform,2,StatisticBasedCase,2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,230559,2
Memory,BasicXform,2,StatisticBasedCase,2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,13784040,2
Time,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,46638531,2
Memory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,13790104,2
PeakMemory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,35259720,2
AverageMemory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,35259720,2
Time,BasicXform,3,StatisticBasedCase,2,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,257445,2
Memory,BasicXform,3,StatisticBasedCase,2,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,13790112,2
Time,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,45541988,2
Memory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,13797288,2
AverageMemory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,35265792,2
PeakMemory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,35265792,2
Time,BasicXform,4,StatisticBasedCase,2,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,182652,2
Memory,BasicXform,4,StatisticBasedCase,2,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,13797280,2
Time,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,42906523,2
Memory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,13809432,2
AverageMemory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,46010412,2
PeakMemory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,56747840,2
Time,BasicXform,5,StatisticBasedCase,2,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,184366,2
Memory,BasicXform,5,StatisticBasedCase,2,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,13809400,2
Time,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,41919562,2
Memory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,13815448,2
PeakMemory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,56759984,2
AverageMemory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,46022532,2
Time,BasicXform,1,StatisticBasedCase,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,194422,8
Memory,BasicXform,1,StatisticBasedCase,1,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,9596056,8
Time,BasicXform,1,StatisticBasedCase,1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,991731727,8
Memory,BasicXform,1,StatisticBasedCase,1,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,33688400,8
Time,BasicXform,1,StatisticBasedCase,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,177413532,8
Memory,BasicXform,1,StatisticBasedCase,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,25206040,8
AverageMemory,BasicXform,1,StatisticBasedCase,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,75110920,8
PeakMemory,BasicXform,1,StatisticBasedCase,1,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,96585768,8
Time,BasicXform,1,StatisticBasedCase,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,160660977,8
Memory,BasicXform,1,StatisticBasedCase,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,29920008,8
PeakMemory,BasicXform,1,StatisticBasedCase,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,111105984,8
AverageMemory,BasicXform,1,StatisticBasedCase,1,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,78893724,8
Time,BasicXform,1,StatisticBasedCase,1,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,3932152,8
Memory,BasicXform,1,StatisticBasedCase,1,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,30110640,8
Time,BasicXform,1,StatisticBasedCase,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,34438,8
Memory,BasicXform,1,StatisticBasedCase,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,30111512,8
PeakMemory,BasicXform,1,StatisticBasedCase,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,51586272,8
AverageMemory,BasicXform,1,StatisticBasedCase,1,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,51586272,8
Time,BasicXform,2,StatisticBasedCase,1,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2388305,8
Memory,BasicXform,2,StatisticBasedCase,1,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,30156928,8
Time,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,17847,8
Memory,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,30157800,8
AverageMemory,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,51632560,8
PeakMemory,BasicXform,2,StatisticBasedCase,1,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,51632560,8
Time,BasicXform,3,StatisticBasedCase,1,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1790567,8
