MetricName,Scenario,Iteration,CaseName,RunIndex,Sequence,Tool,PhaseName,MetricValue,Size
PeakMemory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,32503208,1
Time,BasicXform,5,StatisticBasedCase,2,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,197880,1
Memory,BasicXform,5,StatisticBasedCase,2,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Modification,11068056,1
Time,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,14269714,1
Memory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,11076960,1
PeakMemory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,32543688,1
AverageMemory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,M2MTransformation2,32543688,1
Time,BasicXform,1,StatisticBasedCase,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,391869,64
Memory,BasicXform,1,StatisticBasedCase,1,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,10203336,64
Time,BasicXform,1,StatisticBasedCase,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,83831841258,64
Memory,BasicXform,1,StatisticBasedCase,1,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,1642855136,64
Time,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,1843334532,64
Memory,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,203766408,64
AverageMemory,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,346394224,64
PeakMemory,BasicXform,1,StatisticBasedCase,1,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,659621008,64
Time,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,2365647649,64
Memory,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,329521904,64
PeakMemory,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,1119122080,64
AverageMemory,BasicXform,1,StatisticBasedCase,1,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,700553089,64
Time,BasicXform,1,StatisticBasedCase,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,967308,64
Memory,BasicXform,1,StatisticBasedCase,1,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,329522624,64
Time,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1228923330,64
Memory,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,329525968,64
AverageMemory,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,798111866,64
PeakMemory,BasicXform,1,StatisticBasedCase,1,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1102694288,64
Time,BasicXform,2,StatisticBasedCase,1,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,627733,64
Memory,BasicXform,2,StatisticBasedCase,1,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,329524096,64
Time,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1158496151,64
Memory,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,329523176,64
PeakMemory,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1102695512,64
AverageMemory,BasicXform,2,StatisticBasedCase,1,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,809827890,64
Time,BasicXform,3,StatisticBasedCase,1,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,575448,64
Memory,BasicXform,3,StatisticBasedCase,1,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,329523576,64
Time,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1098899937,64
Memory,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,329537024,64
AverageMemory,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,821542029,64
PeakMemory,BasicXform,3,StatisticBasedCase,1,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1102694968,64
Time,BasicXform,4,StatisticBasedCase,1,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,651830,64
Memory,BasicXform,4,StatisticBasedCase,1,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,329537544,64
Time,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1066205795,64
Memory,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,329550368,64
PeakMemory,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1102709008,64
AverageMemory,BasicXform,4,StatisticBasedCase,1,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,833270773,64
Time,BasicXform,5,StatisticBasedCase,1,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,309054,64
Memory,BasicXform,5,StatisticBasedCase,1,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,329550888,64
Time,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1060488622,64
Memory,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,329562080,64
PeakMemory,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,1102722096,64
AverageMemory,BasicXform,5,StatisticBasedCase,1,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,833283944,64
Time,BasicXform,1,StatisticBasedCase,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,154284,1
Memory,BasicXform,1,StatisticBasedCase,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,9519744,1
Time,BasicXform,1,StatisticBasedCase,2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,49489645,1
Memory,BasicXform,1,StatisticBasedCase,2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,10692088,1
Time,BasicXform,1,StatisticBasedCase,2,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,49911878,1
Memory,BasicXform,1,StatisticBasedCase,2,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,11624904,1
PeakMemory,BasicXform,1,StatisticBasedCase,2,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,63319856,1
AverageMemory,BasicXform,1,StatisticBasedCase,2,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,41844992,1
Time,BasicXform,1,StatisticBasedCase,2,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,27831495,1
Memory,BasicXform,1,StatisticBasedCase,2,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,12134056,1
AverageMemory,BasicXform,1,StatisticBasedCase,2,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,43837800,1
PeakMemory,BasicXform,1,StatisticBasedCase,2,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,54575224,1
Time,BasicXform,1,StatisticBasedCase,2,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2688071,1
Memory,BasicXform,1,StatisticBasedCase,2,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,12181752,1
Time,BasicXform,1,StatisticBasedCase,2,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,17625,1
Memory,BasicXform,1,StatisticBasedCase,2,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,12182624,1
AverageMemory,BasicXform,1,StatisticBasedCase,2,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33657432,1
PeakMemory,BasicXform,1,StatisticBasedCase,2,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33657432,1
Time,BasicXform,2,StatisticBasedCase,2,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2748852,1
Memory,BasicXform,2,StatisticBasedCase,2,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,12208016,1
Time,BasicXform,2,StatisticBasedCase,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,17676,1
Memory,BasicXform,2,StatisticBasedCase,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,12208888,1
AverageMemory,BasicXform,2,StatisticBasedCase,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33683696,1
PeakMemory,BasicXform,2,StatisticBasedCase,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33683696,1
Time,BasicXform,3,StatisticBasedCase,2,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2436112,1
Memory,BasicXform,3,StatisticBasedCase,2,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,12234504,1
Time,BasicXform,3,StatisticBasedCase,2,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,13883,1
Memory,BasicXform,3,StatisticBasedCase,2,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,12235576,1
PeakMemory,BasicXform,3,StatisticBasedCase,2,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33710184,1
AverageMemory,BasicXform,3,StatisticBasedCase,2,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,22972880,1
Time,BasicXform,4,StatisticBasedCase,2,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,2346479,1
Memory,BasicXform,4,StatisticBasedCase,2,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,12257944,1
Time,BasicXform,4,StatisticBasedCase,2,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,13799,1
Memory,BasicXform,4,StatisticBasedCase,2,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,12259152,1
PeakMemory,BasicXform,4,StatisticBasedCase,2,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33733648,1
AverageMemory,BasicXform,4,StatisticBasedCase,2,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,22996344,1
Time,BasicXform,5,StatisticBasedCase,2,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,3113273,1
Memory,BasicXform,5,StatisticBasedCase,2,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,12285288,1
Time,BasicXform,5,StatisticBasedCase,2,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,15600,1
Memory,BasicXform,5,StatisticBasedCase,2,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,12286160,1
AverageMemory,BasicXform,5,StatisticBasedCase,2,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,23023664,1
PeakMemory,BasicXform,5,StatisticBasedCase,2,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,33760968,1
Time,BasicXform,1,StatisticBasedCase,2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,484661,32
Memory,BasicXform,1,StatisticBasedCase,2,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,9841416,32
Time,BasicXform,1,StatisticBasedCase,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,14114068746,32
Memory,BasicXform,1,StatisticBasedCase,2,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,385628368,32
Time,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,679234381,32
Memory,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,58738664,32
AverageMemory,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,154422848,32
PeakMemory,BasicXform,1,StatisticBasedCase,2,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,228012168,32
Time,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,613245657,32
Memory,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,71141456,32
PeakMemory,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,437455176,32
AverageMemory,BasicXform,1,StatisticBasedCase,2,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,279656900,32
Time,BasicXform,1,StatisticBasedCase,2,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,1214394,32
Memory,BasicXform,1,StatisticBasedCase,2,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,71141176,32
Time,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,556992132,32
Memory,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,71146304,32
AverageMemory,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,292059596,32
PeakMemory,BasicXform,1,StatisticBasedCase,2,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,449857880,32
Time,BasicXform,2,StatisticBasedCase,2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,377870,32
Memory,BasicXform,2,StatisticBasedCase,2,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,71146680,32
Time,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,541300947,32
Memory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,71149272,32
AverageMemory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,292065120,32
PeakMemory,BasicXform,2,StatisticBasedCase,2,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,449863424,32
Time,BasicXform,3,StatisticBasedCase,2,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,333147,32
Memory,BasicXform,3,StatisticBasedCase,2,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,71149696,32
Time,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,553011343,32
Memory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,71157024,32
AverageMemory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,292068132,32
PeakMemory,BasicXform,3,StatisticBasedCase,2,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,449866432,32
Time,BasicXform,4,StatisticBasedCase,2,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,363017,32
Memory,BasicXform,4,StatisticBasedCase,2,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,71157376,32
Time,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,509751426,32
Memory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,71161944,32
AverageMemory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,292075968,32
PeakMemory,BasicXform,4,StatisticBasedCase,2,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,449874368,32
Time,BasicXform,5,StatisticBasedCase,2,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,350648,32
Memory,BasicXform,5,StatisticBasedCase,2,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,71162344,32
Time,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,509050272,32
Memory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,71168456,32
AverageMemory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,292080780,32
PeakMemory,BasicXform,5,StatisticBasedCase,2,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,449879080,32
Time,BasicXform,1,StatisticBasedCase,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,345469,32
Memory,BasicXform,1,StatisticBasedCase,2,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,9869592,32
Time,BasicXform,1,StatisticBasedCase,2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,14127253519,32
Memory,BasicXform,1,StatisticBasedCase,2,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,352048424,32
Time,BasicXform,1,StatisticBasedCase,2,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,2041017594,32
Memory,BasicXform,1,StatisticBasedCase,2,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,194165352,32
AverageMemory,BasicXform,1,StatisticBasedCase,2,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,491467723,32
PeakMemory,BasicXform,1,StatisticBasedCase,2,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,813451512,32
Time,BasicXform,1,StatisticBasedCase,2,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,525838925,32
Memory,BasicXform,1,StatisticBasedCase,2,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,216289136,32
AverageMemory,BasicXform,1,StatisticBasedCase,2,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,354783440,32
PeakMemory,BasicXform,1,StatisticBasedCase,2,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,451153992,32
Time,BasicXform,1,StatisticBasedCase,2,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,8957373,32
Memory,BasicXform,1,StatisticBasedCase,2,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,217140936,32
Time,BasicXform,1,StatisticBasedCase,2,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,44326,32
Memory,BasicXform,1,StatisticBasedCase,2,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,217141848,32
PeakMemory,BasicXform,1,StatisticBasedCase,2,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,345813320,32
AverageMemory,BasicXform,1,StatisticBasedCase,2,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,140694396,32
Time,BasicXform,2,StatisticBasedCase,2,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1706291,32
Memory,BasicXform,2,StatisticBasedCase,2,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,217163448,32
Time,BasicXform,2,StatisticBasedCase,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,18346,32
Memory,BasicXform,2,StatisticBasedCase,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,217164328,32
PeakMemory,BasicXform,2,StatisticBasedCase,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,345835800,32
AverageMemory,BasicXform,2,StatisticBasedCase,2,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,281411272,32
Time,BasicXform,3,StatisticBasedCase,2,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1424666,32
Memory,BasicXform,3,StatisticBasedCase,2,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,217186296,32
Time,BasicXform,3,StatisticBasedCase,2,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,16755,32
Memory,BasicXform,3,StatisticBasedCase,2,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,217187976,32
AverageMemory,BasicXform,3,StatisticBasedCase,2,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,249310748,32
PeakMemory,BasicXform,3,StatisticBasedCase,2,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,281434120,32
Time,BasicXform,4,StatisticBasedCase,2,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1419353,32
Memory,BasicXform,4,StatisticBasedCase,2,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,217208760,32
Time,BasicXform,4,StatisticBasedCase,2,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,15664,32
Memory,BasicXform,4,StatisticBasedCase,2,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,217209664,32
AverageMemory,BasicXform,4,StatisticBasedCase,2,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,249333236,32
PeakMemory,BasicXform,4,StatisticBasedCase,2,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,281456608,32
Time,BasicXform,5,StatisticBasedCase,2,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,1526590,32
Memory,BasicXform,5,StatisticBasedCase,2,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,217231504,32
Time,BasicXform,5,StatisticBasedCase,2,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,17943,32
Memory,BasicXform,5,StatisticBasedCase,2,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,217232384,32
PeakMemory,BasicXform,5,StatisticBasedCase,2,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,281479328,32
AverageMemory,BasicXform,5,StatisticBasedCase,2,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,281479328,32
Time,BasicXform,1,StatisticBasedCase,2,1,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,229459,32
Memory,BasicXform,1,StatisticBasedCase,2,1,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,9585304,32
Time,BasicXform,1,StatisticBasedCase,2,2,BATCH_OPTIMIZED-TEMPLATE,Generation,13677673793,32
Memory,BasicXform,1,StatisticBasedCase,2,2,BATCH_OPTIMIZED-TEMPLATE,Generation,385328400,32
Time,BasicXform,1,StatisticBasedCase,2,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,13655,32
Memory,BasicXform,1,StatisticBasedCase,2,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,17456080,32
PeakMemory,BasicXform,1,StatisticBasedCase,2,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,80397808,32
AverageMemory,BasicXform,1,StatisticBasedCase,2,3,BATCH_OPTIMIZED-TEMPLATE,Initialization,48926644,32
Time,BasicXform,1,StatisticBasedCase,2,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,126011680967,32
Memory,BasicXform,1,StatisticBasedCase,2,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,26201096,32
PeakMemory,BasicXform,1,StatisticBasedCase,2,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,3333987656,32
AverageMemory,BasicXform,1,StatisticBasedCase,2,4,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation1,1110580940,32
Time,BasicXform,1,StatisticBasedCase,2,5,BATCH_OPTIMIZED-TEMPLATE,Modification,446106,32
Memory,BasicXform,1,StatisticBasedCase,2,5,BATCH_OPTIMIZED-TEMPLATE,Modification,26201224,32
Time,BasicXform,1,StatisticBasedCase,2,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,127538176641,32
Memory,BasicXform,1,StatisticBasedCase,2,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,28289984,32
AverageMemory,BasicXform,1,StatisticBasedCase,2,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,1054292285,32
PeakMemory,BasicXform,1,StatisticBasedCase,2,6,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,2744045360,32
