Tool,MetricName,Iteration,Sequence,RunIndex,CaseName,Size,Scenario,MetricValue,PhaseName
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,4,11,3,StatisticBasedCase,1,BasicXform,11116592,Modification
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,4,12,3,StatisticBasedCase,1,BasicXform,12639896,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,4,12,3,StatisticBasedCase,1,BasicXform,11154184,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,4,12,3,StatisticBasedCase,1,BasicXform,32592248,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,4,12,3,StatisticBasedCase,1,BasicXform,32592248,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,5,13,3,StatisticBasedCase,1,BasicXform,247871,Modification
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,5,13,3,StatisticBasedCase,1,BasicXform,11157552,Modification
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,5,14,3,StatisticBasedCase,1,BasicXform,13037707,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,5,14,3,StatisticBasedCase,1,BasicXform,11164424,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,5,14,3,StatisticBasedCase,1,BasicXform,54108040,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,5,14,3,StatisticBasedCase,1,BasicXform,43370612,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,1,1,StatisticBasedCase,2,BasicXform,463995,EMFResourceInitialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,1,1,StatisticBasedCase,2,BasicXform,9548840,EMFResourceInitialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,2,1,StatisticBasedCase,2,BasicXform,95370695,Generation
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,2,1,StatisticBasedCase,2,BasicXform,11916696,Generation
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,3,1,StatisticBasedCase,2,BasicXform,36066725,Initialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,3,1,StatisticBasedCase,2,BasicXform,11424328,Initialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,1,3,1,StatisticBasedCase,2,BasicXform,52742552,Initialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,1,3,1,StatisticBasedCase,2,BasicXform,42005128,Initialization
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,4,1,StatisticBasedCase,2,BasicXform,30963635,M2MTransformation1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,4,1,StatisticBasedCase,2,BasicXform,12642272,M2MTransformation1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,1,4,1,StatisticBasedCase,2,BasicXform,32899632,M2MTransformation1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,1,4,1,StatisticBasedCase,2,BasicXform,32899632,M2MTransformation1
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,5,1,StatisticBasedCase,2,BasicXform,324152,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,5,1,StatisticBasedCase,2,BasicXform,12651320,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,1,6,1,StatisticBasedCase,2,BasicXform,35221752,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,1,6,1,StatisticBasedCase,2,BasicXform,12993816,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,1,6,1,StatisticBasedCase,2,BasicXform,34126952,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,1,6,1,StatisticBasedCase,2,BasicXform,34126952,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,2,7,1,StatisticBasedCase,2,BasicXform,295582,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,2,7,1,StatisticBasedCase,2,BasicXform,12998456,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,2,8,1,StatisticBasedCase,2,BasicXform,31062042,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,2,8,1,StatisticBasedCase,2,BasicXform,13335456,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,2,8,1,StatisticBasedCase,2,BasicXform,34474088,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,2,8,1,StatisticBasedCase,2,BasicXform,34474088,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,3,9,1,StatisticBasedCase,2,BasicXform,353267,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,3,9,1,StatisticBasedCase,2,BasicXform,13343848,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,3,10,1,StatisticBasedCase,2,BasicXform,29813614,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,3,10,1,StatisticBasedCase,2,BasicXform,13702024,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,3,10,1,StatisticBasedCase,2,BasicXform,34819480,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,3,10,1,StatisticBasedCase,2,BasicXform,34819480,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,4,11,1,StatisticBasedCase,2,BasicXform,290375,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,4,11,1,StatisticBasedCase,2,BasicXform,13706808,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,4,12,1,StatisticBasedCase,2,BasicXform,27636870,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,4,12,1,StatisticBasedCase,2,BasicXform,14083328,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,4,12,1,StatisticBasedCase,2,BasicXform,35182464,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,4,12,1,StatisticBasedCase,2,BasicXform,35182464,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,5,13,1,StatisticBasedCase,2,BasicXform,291074,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,5,13,1,StatisticBasedCase,2,BasicXform,14087672,Modification
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Time,5,14,1,StatisticBasedCase,2,BasicXform,27985366,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,Memory,5,14,1,StatisticBasedCase,2,BasicXform,14432448,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory,5,14,1,StatisticBasedCase,2,BasicXform,35563304,M2MTransformation2
BATCH_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory,5,14,1,StatisticBasedCase,2,BasicXform,35563304,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,1,1,5,StatisticBasedCase,32,BasicXform,618106,EMFResourceInitialization
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,1,1,5,StatisticBasedCase,32,BasicXform,9815456,EMFResourceInitialization
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,1,2,5,StatisticBasedCase,32,BasicXform,15355229744,Generation
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,1,2,5,StatisticBasedCase,32,BasicXform,402771392,Generation
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,1,3,5,StatisticBasedCase,32,BasicXform,1946405000,Initialization
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,1,3,5,StatisticBasedCase,32,BasicXform,188237920,Initialization
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,1,3,5,StatisticBasedCase,32,BasicXform,771098088,Initialization
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,1,3,5,StatisticBasedCase,32,BasicXform,413863984,Initialization
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,1,4,5,StatisticBasedCase,32,BasicXform,297851466,M2MTransformation1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,1,4,5,StatisticBasedCase,32,BasicXform,203939384,M2MTransformation1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,1,4,5,StatisticBasedCase,32,BasicXform,379209800,M2MTransformation1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,1,4,5,StatisticBasedCase,32,BasicXform,315552728,M2MTransformation1
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,1,5,5,StatisticBasedCase,32,BasicXform,652233,Modification
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,1,5,5,StatisticBasedCase,32,BasicXform,203946728,Modification
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,1,6,5,StatisticBasedCase,32,BasicXform,324559243,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,1,6,5,StatisticBasedCase,32,BasicXform,204342592,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,1,6,5,StatisticBasedCase,32,BasicXform,394918968,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,1,6,5,StatisticBasedCase,32,BasicXform,331261808,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,2,7,5,StatisticBasedCase,32,BasicXform,529038,Modification
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,2,7,5,StatisticBasedCase,32,BasicXform,204362016,Modification
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,2,8,5,StatisticBasedCase,32,BasicXform,306809362,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,2,8,5,StatisticBasedCase,32,BasicXform,204378408,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,2,8,5,StatisticBasedCase,32,BasicXform,331677040,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,2,8,5,StatisticBasedCase,32,BasicXform,395334144,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,3,9,5,StatisticBasedCase,32,BasicXform,490525,Modification
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,3,9,5,StatisticBasedCase,32,BasicXform,204383656,Modification
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,3,10,5,StatisticBasedCase,32,BasicXform,299699656,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,3,10,5,StatisticBasedCase,32,BasicXform,204912712,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,3,10,5,StatisticBasedCase,32,BasicXform,331698644,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,3,10,5,StatisticBasedCase,32,BasicXform,395355712,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,4,11,5,StatisticBasedCase,32,BasicXform,488958,Modification
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,4,11,5,StatisticBasedCase,32,BasicXform,204918272,Modification
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,4,12,5,StatisticBasedCase,32,BasicXform,285382217,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,4,12,5,StatisticBasedCase,32,BasicXform,205188696,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,4,12,5,StatisticBasedCase,32,BasicXform,395890584,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,4,12,5,StatisticBasedCase,32,BasicXform,332233400,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,5,13,5,StatisticBasedCase,32,BasicXform,459279,Modification
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,5,13,5,StatisticBasedCase,32,BasicXform,205194480,Modification
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time,5,14,5,StatisticBasedCase,32,BasicXform,282740201,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory,5,14,5,StatisticBasedCase,32,BasicXform,205197600,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory,5,14,5,StatisticBasedCase,32,BasicXform,332509592,M2MTransformation2
BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory,5,14,5,StatisticBasedCase,32,BasicXform,396166784,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,1,5,StatisticBasedCase,2,BasicXform,189820,EMFResourceInitialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,1,5,StatisticBasedCase,2,BasicXform,9881296,EMFResourceInitialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,2,5,StatisticBasedCase,2,BasicXform,91526966,Generation
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,2,5,StatisticBasedCase,2,BasicXform,12238376,Generation
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,3,5,StatisticBasedCase,2,BasicXform,89656941,Initialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,3,5,StatisticBasedCase,2,BasicXform,14282800,Initialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,1,3,5,StatisticBasedCase,2,BasicXform,74550048,Initialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,1,3,5,StatisticBasedCase,2,BasicXform,53075204,Initialization
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,4,5,StatisticBasedCase,2,BasicXform,98456329,M2MTransformation1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,4,5,StatisticBasedCase,2,BasicXform,17702608,M2MTransformation1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,1,4,5,StatisticBasedCase,2,BasicXform,35758280,M2MTransformation1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,1,4,5,StatisticBasedCase,2,BasicXform,35758280,M2MTransformation1
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,5,5,StatisticBasedCase,2,BasicXform,2066600,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,5,5,StatisticBasedCase,2,BasicXform,17749808,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,1,6,5,StatisticBasedCase,2,BasicXform,5184,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,1,6,5,StatisticBasedCase,2,BasicXform,17750680,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,1,6,5,StatisticBasedCase,2,BasicXform,28488184,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,1,6,5,StatisticBasedCase,2,BasicXform,39225488,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,2,7,5,StatisticBasedCase,2,BasicXform,1872871,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,2,7,5,StatisticBasedCase,2,BasicXform,17803032,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,2,8,5,StatisticBasedCase,2,BasicXform,5557,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,2,8,5,StatisticBasedCase,2,BasicXform,17803904,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,2,8,5,StatisticBasedCase,2,BasicXform,39278712,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,2,8,5,StatisticBasedCase,2,BasicXform,28541408,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,3,9,5,StatisticBasedCase,2,BasicXform,2128395,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,3,9,5,StatisticBasedCase,2,BasicXform,17897312,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,3,10,5,StatisticBasedCase,2,BasicXform,5332,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,3,10,5,StatisticBasedCase,2,BasicXform,17898184,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,3,10,5,StatisticBasedCase,2,BasicXform,39372992,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,3,10,5,StatisticBasedCase,2,BasicXform,28635688,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,4,11,5,StatisticBasedCase,2,BasicXform,1700459,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,4,11,5,StatisticBasedCase,2,BasicXform,17929352,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,4,12,5,StatisticBasedCase,2,BasicXform,5344,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,4,12,5,StatisticBasedCase,2,BasicXform,17930248,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,4,12,5,StatisticBasedCase,2,BasicXform,39405056,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,4,12,5,StatisticBasedCase,2,BasicXform,28667752,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,5,13,5,StatisticBasedCase,2,BasicXform,1653708,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,5,13,5,StatisticBasedCase,2,BasicXform,17977016,Modification
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Time,5,14,5,StatisticBasedCase,2,BasicXform,4705,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,Memory,5,14,5,StatisticBasedCase,2,BasicXform,17978688,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,PeakMemory,5,14,5,StatisticBasedCase,2,BasicXform,39452696,M2MTransformation2
INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,AverageMemory,5,14,5,StatisticBasedCase,2,BasicXform,28715392,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,Time,1,1,2,StatisticBasedCase,1,BasicXform,173373,EMFResourceInitialization
BATCH_OPTIMIZED-TEMPLATE,Memory,1,1,2,StatisticBasedCase,1,BasicXform,9314664,EMFResourceInitialization
BATCH_OPTIMIZED-TEMPLATE,Time,1,2,2,StatisticBasedCase,1,BasicXform,74844600,Generation
BATCH_OPTIMIZED-TEMPLATE,Memory,1,2,2,StatisticBasedCase,1,BasicXform,10478824,Generation
BATCH_OPTIMIZED-TEMPLATE,Time,1,3,2,StatisticBasedCase,1,BasicXform,15994,Initialization
BATCH_OPTIMIZED-TEMPLATE,Memory,1,3,2,StatisticBasedCase,1,BasicXform,9430760,Initialization
BATCH_OPTIMIZED-TEMPLATE,PeakMemory,1,3,2,StatisticBasedCase,1,BasicXform,30905200,Initialization
BATCH_OPTIMIZED-TEMPLATE,AverageMemory,1,3,2,StatisticBasedCase,1,BasicXform,20168080,Initialization
BATCH_OPTIMIZED-TEMPLATE,Time,1,4,2,StatisticBasedCase,1,BasicXform,98917081,M2MTransformation1
BATCH_OPTIMIZED-TEMPLATE,Memory,1,4,2,StatisticBasedCase,1,BasicXform,9621008,M2MTransformation1
BATCH_OPTIMIZED-TEMPLATE,PeakMemory,1,4,2,StatisticBasedCase,1,BasicXform,267132952,M2MTransformation1
BATCH_OPTIMIZED-TEMPLATE,AverageMemory,1,4,2,StatisticBasedCase,1,BasicXform,149019532,M2MTransformation1
BATCH_OPTIMIZED-TEMPLATE,Time,1,5,2,StatisticBasedCase,1,BasicXform,72277,Modification
BATCH_OPTIMIZED-TEMPLATE,Memory,1,5,2,StatisticBasedCase,1,BasicXform,9621088,Modification
BATCH_OPTIMIZED-TEMPLATE,Time,1,6,2,StatisticBasedCase,1,BasicXform,92857985,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,Memory,1,6,2,StatisticBasedCase,1,BasicXform,9680264,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,PeakMemory,1,6,2,StatisticBasedCase,1,BasicXform,267324016,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,AverageMemory,1,6,2,StatisticBasedCase,1,BasicXform,149210392,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,Time,2,7,2,StatisticBasedCase,1,BasicXform,53231,Modification
BATCH_OPTIMIZED-TEMPLATE,Memory,2,7,2,StatisticBasedCase,1,BasicXform,9680344,Modification
BATCH_OPTIMIZED-TEMPLATE,Time,2,8,2,StatisticBasedCase,1,BasicXform,92450106,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,Memory,2,8,2,StatisticBasedCase,1,BasicXform,9744736,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,AverageMemory,2,8,2,StatisticBasedCase,1,BasicXform,149269000,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,PeakMemory,2,8,2,StatisticBasedCase,1,BasicXform,267381976,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,Time,3,9,2,StatisticBasedCase,1,BasicXform,90077,Modification
BATCH_OPTIMIZED-TEMPLATE,Memory,3,9,2,StatisticBasedCase,1,BasicXform,9744816,Modification
BATCH_OPTIMIZED-TEMPLATE,Time,3,10,2,StatisticBasedCase,1,BasicXform,95025823,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,Memory,3,10,2,StatisticBasedCase,1,BasicXform,9805544,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,PeakMemory,3,10,2,StatisticBasedCase,1,BasicXform,267446968,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,AverageMemory,3,10,2,StatisticBasedCase,1,BasicXform,149333732,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,Time,4,11,2,StatisticBasedCase,1,BasicXform,60360,Modification
BATCH_OPTIMIZED-TEMPLATE,Memory,4,11,2,StatisticBasedCase,1,BasicXform,9805648,Modification
BATCH_OPTIMIZED-TEMPLATE,Time,4,12,2,StatisticBasedCase,1,BasicXform,97675052,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,Memory,4,12,2,StatisticBasedCase,1,BasicXform,9882400,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,PeakMemory,4,12,2,StatisticBasedCase,1,BasicXform,267507712,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,AverageMemory,4,12,2,StatisticBasedCase,1,BasicXform,149394532,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,Time,5,13,2,StatisticBasedCase,1,BasicXform,107047,Modification
BATCH_OPTIMIZED-TEMPLATE,Memory,5,13,2,StatisticBasedCase,1,BasicXform,9882480,Modification
BATCH_OPTIMIZED-TEMPLATE,Time,5,14,2,StatisticBasedCase,1,BasicXform,95179143,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,Memory,5,14,2,StatisticBasedCase,1,BasicXform,9946616,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,AverageMemory,5,14,2,StatisticBasedCase,1,BasicXform,149471108,M2MTransformation2
BATCH_OPTIMIZED-TEMPLATE,PeakMemory,5,14,2,StatisticBasedCase,1,BasicXform,267584056,M2MTransformation2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,Time,1,1,3,StatisticBasedCase,2,BasicXform,923131,EMFResourceInitialization
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,Memory,1,1,3,StatisticBasedCase,2,BasicXform,9599864,EMFResourceInitialization
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,Time,1,2,3,StatisticBasedCase,2,BasicXform,121965328,Generation
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,Memory,1,2,3,StatisticBasedCase,2,BasicXform,11966248,Generation
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,Time,1,3,3,StatisticBasedCase,2,BasicXform,28446259,Initialization
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,Memory,1,3,3,StatisticBasedCase,2,BasicXform,11628512,Initialization
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,PeakMemory,1,3,3,StatisticBasedCase,2,BasicXform,74267400,Initialization
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,AverageMemory,1,3,3,StatisticBasedCase,2,BasicXform,42055120,Initialization
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,Time,1,4,3,StatisticBasedCase,2,BasicXform,1817709088,M2MTransformation1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,Memory,1,4,3,StatisticBasedCase,2,BasicXform,12027488,M2MTransformation1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,AverageMemory,1,4,3,StatisticBasedCase,2,BasicXform,505551181,M2MTransformation1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,PeakMemory,1,4,3,StatisticBasedCase,2,BasicXform,977998376,M2MTransformation1
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,Time,1,5,3,StatisticBasedCase,2,BasicXform,249815,Modification
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,Memory,1,5,3,StatisticBasedCase,2,BasicXform,12027280,Modification
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,Time,1,6,3,StatisticBasedCase,2,BasicXform,1646772059,M2MTransformation2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,Memory,1,6,3,StatisticBasedCase,2,BasicXform,12029912,M2MTransformation2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,PeakMemory,1,6,3,StatisticBasedCase,2,BasicXform,983588960,M2MTransformation2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,AverageMemory,1,6,3,StatisticBasedCase,2,BasicXform,525969664,M2MTransformation2
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,Time,2,7,3,StatisticBasedCase,2,BasicXform,245867,Modification
BATCH_VIATRA_QUERY_LOCAL_SEARCH_WO_INDEXER-TEMPLATE,Memory,2,7,3,StatisticBasedCase,2,BasicXform,12029704,Modification
