MetricName,Sequence,Tool,Iteration,RunIndex,MetricValue,Scenario,CaseName,Size,PhaseName
Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,13207248,BasicXform,StatisticBasedCase,2,Modification
Time,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,37289664,BasicXform,StatisticBasedCase,2,M2MTransformation2
Memory,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,13239144,BasicXform,StatisticBasedCase,2,M2MTransformation2
AverageMemory,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,45420356,BasicXform,StatisticBasedCase,2,M2MTransformation2
PeakMemory,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,56157784,BasicXform,StatisticBasedCase,2,M2MTransformation2
Time,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,684303,BasicXform,StatisticBasedCase,2,Modification
Memory,7,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,13243496,BasicXform,StatisticBasedCase,2,Modification
Time,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,35163138,BasicXform,StatisticBasedCase,2,M2MTransformation2
Memory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,13253152,BasicXform,StatisticBasedCase,2,M2MTransformation2
AverageMemory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,34719176,BasicXform,StatisticBasedCase,2,M2MTransformation2
PeakMemory,8,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,56194032,BasicXform,StatisticBasedCase,2,M2MTransformation2
Time,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,277225,BasicXform,StatisticBasedCase,2,Modification
Memory,9,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,13257960,BasicXform,StatisticBasedCase,2,Modification
Time,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,49061751,BasicXform,StatisticBasedCase,2,M2MTransformation2
Memory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,13279568,BasicXform,StatisticBasedCase,2,M2MTransformation2
AverageMemory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,34733640,BasicXform,StatisticBasedCase,2,M2MTransformation2
PeakMemory,10,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,56208496,BasicXform,StatisticBasedCase,2,M2MTransformation2
Time,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,409349,BasicXform,StatisticBasedCase,2,Modification
Memory,11,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,13284312,BasicXform,StatisticBasedCase,2,Modification
Time,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,23505429,BasicXform,StatisticBasedCase,2,M2MTransformation2
Memory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,13341624,BasicXform,StatisticBasedCase,2,M2MTransformation2
PeakMemory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,34760016,BasicXform,StatisticBasedCase,2,M2MTransformation2
AverageMemory,12,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,34760016,BasicXform,StatisticBasedCase,2,M2MTransformation2
Time,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,350372,BasicXform,StatisticBasedCase,2,Modification
Memory,13,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,13346432,BasicXform,StatisticBasedCase,2,Modification
Time,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,21207028,BasicXform,StatisticBasedCase,2,M2MTransformation2
Memory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,13356488,BasicXform,StatisticBasedCase,2,M2MTransformation2
PeakMemory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,56296968,BasicXform,StatisticBasedCase,2,M2MTransformation2
AverageMemory,14,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,34822112,BasicXform,StatisticBasedCase,2,M2MTransformation2
Time,1,BATCH_OPTIMIZED-TEMPLATE,1,2,195020,BasicXform,StatisticBasedCase,4,EMFResourceInitialization
Memory,1,BATCH_OPTIMIZED-TEMPLATE,1,2,9384112,BasicXform,StatisticBasedCase,4,EMFResourceInitialization
Time,2,BATCH_OPTIMIZED-TEMPLATE,1,2,279244079,BasicXform,StatisticBasedCase,4,Generation
Memory,2,BATCH_OPTIMIZED-TEMPLATE,1,2,16397328,BasicXform,StatisticBasedCase,4,Generation
Time,3,BATCH_OPTIMIZED-TEMPLATE,1,2,14479,BasicXform,StatisticBasedCase,4,Initialization
Memory,3,BATCH_OPTIMIZED-TEMPLATE,1,2,9879912,BasicXform,StatisticBasedCase,4,Initialization
AverageMemory,3,BATCH_OPTIMIZED-TEMPLATE,1,2,31354432,BasicXform,StatisticBasedCase,4,Initialization
PeakMemory,3,BATCH_OPTIMIZED-TEMPLATE,1,2,31354104,BasicXform,StatisticBasedCase,4,Initialization
Time,4,BATCH_OPTIMIZED-TEMPLATE,1,2,1978421145,BasicXform,StatisticBasedCase,4,M2MTransformation1
Memory,4,BATCH_OPTIMIZED-TEMPLATE,1,2,10704272,BasicXform,StatisticBasedCase,4,M2MTransformation1
PeakMemory,4,BATCH_OPTIMIZED-TEMPLATE,1,2,1084539088,BasicXform,StatisticBasedCase,4,M2MTransformation1
AverageMemory,4,BATCH_OPTIMIZED-TEMPLATE,1,2,201297726,BasicXform,StatisticBasedCase,4,M2MTransformation1
Time,5,BATCH_OPTIMIZED-TEMPLATE,1,2,117486,BasicXform,StatisticBasedCase,4,Modification
Memory,5,BATCH_OPTIMIZED-TEMPLATE,1,2,10704360,BasicXform,StatisticBasedCase,4,Modification
Time,6,BATCH_OPTIMIZED-TEMPLATE,1,2,2330225485,BasicXform,StatisticBasedCase,4,M2MTransformation2
Memory,6,BATCH_OPTIMIZED-TEMPLATE,1,2,10944992,BasicXform,StatisticBasedCase,4,M2MTransformation2
AverageMemory,6,BATCH_OPTIMIZED-TEMPLATE,1,2,489826471,BasicXform,StatisticBasedCase,4,M2MTransformation2
PeakMemory,6,BATCH_OPTIMIZED-TEMPLATE,1,2,1440567152,BasicXform,StatisticBasedCase,4,M2MTransformation2
Time,7,BATCH_OPTIMIZED-TEMPLATE,2,2,215668,BasicXform,StatisticBasedCase,4,Modification
Memory,7,BATCH_OPTIMIZED-TEMPLATE,2,2,10945104,BasicXform,StatisticBasedCase,4,Modification
Time,8,BATCH_OPTIMIZED-TEMPLATE,2,2,2194009200,BasicXform,StatisticBasedCase,4,M2MTransformation2
Memory,8,BATCH_OPTIMIZED-TEMPLATE,2,2,11199640,BasicXform,StatisticBasedCase,4,M2MTransformation2
PeakMemory,8,BATCH_OPTIMIZED-TEMPLATE,2,2,1441924104,BasicXform,StatisticBasedCase,4,M2MTransformation2
AverageMemory,8,BATCH_OPTIMIZED-TEMPLATE,2,2,664976485,BasicXform,StatisticBasedCase,4,M2MTransformation2
Time,9,BATCH_OPTIMIZED-TEMPLATE,3,2,101080,BasicXform,StatisticBasedCase,4,Modification
Memory,9,BATCH_OPTIMIZED-TEMPLATE,3,2,11199728,BasicXform,StatisticBasedCase,4,Modification
Time,10,BATCH_OPTIMIZED-TEMPLATE,3,2,1979368626,BasicXform,StatisticBasedCase,4,M2MTransformation2
Memory,10,BATCH_OPTIMIZED-TEMPLATE,3,2,11431744,BasicXform,StatisticBasedCase,4,M2MTransformation2
AverageMemory,10,BATCH_OPTIMIZED-TEMPLATE,3,2,842819200,BasicXform,StatisticBasedCase,4,M2MTransformation2
PeakMemory,10,BATCH_OPTIMIZED-TEMPLATE,3,2,1442815560,BasicXform,StatisticBasedCase,4,M2MTransformation2
Time,11,BATCH_OPTIMIZED-TEMPLATE,4,2,61586,BasicXform,StatisticBasedCase,4,Modification
Memory,11,BATCH_OPTIMIZED-TEMPLATE,4,2,11431856,BasicXform,StatisticBasedCase,4,Modification
Time,12,BATCH_OPTIMIZED-TEMPLATE,4,2,1978193700,BasicXform,StatisticBasedCase,4,M2MTransformation2
Memory,12,BATCH_OPTIMIZED-TEMPLATE,4,2,11722800,BasicXform,StatisticBasedCase,4,M2MTransformation2
PeakMemory,12,BATCH_OPTIMIZED-TEMPLATE,4,2,1443146112,BasicXform,StatisticBasedCase,4,M2MTransformation2
AverageMemory,12,BATCH_OPTIMIZED-TEMPLATE,4,2,852362965,BasicXform,StatisticBasedCase,4,M2MTransformation2
Time,13,BATCH_OPTIMIZED-TEMPLATE,5,2,84879,BasicXform,StatisticBasedCase,4,Modification
Memory,13,BATCH_OPTIMIZED-TEMPLATE,5,2,11722888,BasicXform,StatisticBasedCase,4,Modification
Time,14,BATCH_OPTIMIZED-TEMPLATE,5,2,2001538335,BasicXform,StatisticBasedCase,4,M2MTransformation2
Memory,14,BATCH_OPTIMIZED-TEMPLATE,5,2,11957912,BasicXform,StatisticBasedCase,4,M2MTransformation2
PeakMemory,14,BATCH_OPTIMIZED-TEMPLATE,5,2,1443357184,BasicXform,StatisticBasedCase,4,M2MTransformation2
AverageMemory,14,BATCH_OPTIMIZED-TEMPLATE,5,2,955840417,BasicXform,StatisticBasedCase,4,M2MTransformation2
Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,317089,BasicXform,StatisticBasedCase,32,EMFResourceInitialization
Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,9943376,BasicXform,StatisticBasedCase,32,EMFResourceInitialization
Time,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,15740092933,BasicXform,StatisticBasedCase,32,Generation
Memory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,389177880,BasicXform,StatisticBasedCase,32,Generation
Time,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,2052462742,BasicXform,StatisticBasedCase,32,Initialization
Memory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,215907240,BasicXform,StatisticBasedCase,32,Initialization
PeakMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,911176832,BasicXform,StatisticBasedCase,32,Initialization
AverageMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,576091664,BasicXform,StatisticBasedCase,32,Initialization
Time,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,578604384,BasicXform,StatisticBasedCase,32,M2MTransformation1
Memory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,248952600,BasicXform,StatisticBasedCase,32,M2MTransformation1
AverageMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,423620704,BasicXform,StatisticBasedCase,32,M2MTransformation1
PeakMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,632000256,BasicXform,StatisticBasedCase,32,M2MTransformation1
Time,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,9184031,BasicXform,StatisticBasedCase,32,Modification
Memory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,251536352,BasicXform,StatisticBasedCase,32,Modification
Time,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,39762,BasicXform,StatisticBasedCase,32,M2MTransformation2
Memory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,251537232,BasicXform,StatisticBasedCase,32,M2MTransformation2
AverageMemory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,331401088,BasicXform,StatisticBasedCase,32,M2MTransformation2
PeakMemory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,347507224,BasicXform,StatisticBasedCase,32,M2MTransformation2
Time,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,2031222,BasicXform,StatisticBasedCase,32,Modification
Memory,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,251558176,BasicXform,StatisticBasedCase,32,Modification
Time,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,14820,BasicXform,StatisticBasedCase,32,M2MTransformation2
Memory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,251559256,BasicXform,StatisticBasedCase,32,M2MTransformation2
PeakMemory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,315316776,BasicXform,StatisticBasedCase,32,M2MTransformation2
AverageMemory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,315316776,BasicXform,StatisticBasedCase,32,M2MTransformation2
Time,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,2292837,BasicXform,StatisticBasedCase,32,Modification
Memory,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,251581008,BasicXform,StatisticBasedCase,32,Modification
Time,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,29610,BasicXform,StatisticBasedCase,32,M2MTransformation2
Memory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,251581888,BasicXform,StatisticBasedCase,32,M2MTransformation2
AverageMemory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,315339608,BasicXform,StatisticBasedCase,32,M2MTransformation2
PeakMemory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,315339608,BasicXform,StatisticBasedCase,32,M2MTransformation2
Time,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,1286632,BasicXform,StatisticBasedCase,32,Modification
Memory,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,251604176,BasicXform,StatisticBasedCase,32,Modification
Time,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,28437,BasicXform,StatisticBasedCase,32,M2MTransformation2
Memory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,251605080,BasicXform,StatisticBasedCase,32,M2MTransformation2
PeakMemory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,315362800,BasicXform,StatisticBasedCase,32,M2MTransformation2
AverageMemory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,315362800,BasicXform,StatisticBasedCase,32,M2MTransformation2
Time,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,1313661,BasicXform,StatisticBasedCase,32,Modification
Memory,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,251627320,BasicXform,StatisticBasedCase,32,Modification
Time,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,13164,BasicXform,StatisticBasedCase,32,M2MTransformation2
Memory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,251628400,BasicXform,StatisticBasedCase,32,M2MTransformation2
AverageMemory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,315386040,BasicXform,StatisticBasedCase,32,M2MTransformation2
PeakMemory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,315385920,BasicXform,StatisticBasedCase,32,M2MTransformation2
Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,206488,BasicXform,StatisticBasedCase,32,EMFResourceInitialization
Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,9945544,BasicXform,StatisticBasedCase,32,EMFResourceInitialization
Time,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,15019946153,BasicXform,StatisticBasedCase,32,Generation
Memory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,389194192,BasicXform,StatisticBasedCase,32,Generation
Time,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,1761298595,BasicXform,StatisticBasedCase,32,Initialization
Memory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,214663968,BasicXform,StatisticBasedCase,32,Initialization
PeakMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,949773256,BasicXform,StatisticBasedCase,32,Initialization
AverageMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,510518808,BasicXform,StatisticBasedCase,32,Initialization
Time,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,540431035,BasicXform,StatisticBasedCase,32,M2MTransformation1
Memory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,247710248,BasicXform,StatisticBasedCase,32,M2MTransformation1
PeakMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,536181472,BasicXform,StatisticBasedCase,32,M2MTransformation1
AverageMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,391436636,BasicXform,StatisticBasedCase,32,M2MTransformation1
Time,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,8103554,BasicXform,StatisticBasedCase,32,Modification
Memory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,250295640,BasicXform,StatisticBasedCase,32,Modification
Time,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,54842,BasicXform,StatisticBasedCase,32,M2MTransformation2
Memory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,250296520,BasicXform,StatisticBasedCase,32,M2MTransformation2
AverageMemory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,314536952,BasicXform,StatisticBasedCase,32,M2MTransformation2
PeakMemory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,314536952,BasicXform,StatisticBasedCase,32,M2MTransformation2
Time,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,3254938,BasicXform,StatisticBasedCase,32,Modification
Memory,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,250317424,BasicXform,StatisticBasedCase,32,Modification
Time,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,16386,BasicXform,StatisticBasedCase,32,M2MTransformation2
Memory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,250318304,BasicXform,StatisticBasedCase,32,M2MTransformation2
AverageMemory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,314558736,BasicXform,StatisticBasedCase,32,M2MTransformation2
PeakMemory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,3,314558736,BasicXform,StatisticBasedCase,32,M2MTransformation2
Time,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,3,1366733,BasicXform,StatisticBasedCase,32,Modification
Memory,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,3,250340152,BasicXform,StatisticBasedCase,32,Modification
Time,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,3,19079,BasicXform,StatisticBasedCase,32,M2MTransformation2
Memory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,3,250341032,BasicXform,StatisticBasedCase,32,M2MTransformation2
PeakMemory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,3,314581464,BasicXform,StatisticBasedCase,32,M2MTransformation2
AverageMemory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,3,314581464,BasicXform,StatisticBasedCase,32,M2MTransformation2
Time,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,1472571,BasicXform,StatisticBasedCase,32,Modification
Memory,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,250362848,BasicXform,StatisticBasedCase,32,Modification
Time,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,22582,BasicXform,StatisticBasedCase,32,M2MTransformation2
Memory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,250363752,BasicXform,StatisticBasedCase,32,M2MTransformation2
PeakMemory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,314604184,BasicXform,StatisticBasedCase,32,M2MTransformation2
AverageMemory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,3,314604184,BasicXform,StatisticBasedCase,32,M2MTransformation2
Time,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,3,1192802,BasicXform,StatisticBasedCase,32,Modification
Memory,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,3,250385824,BasicXform,StatisticBasedCase,32,Modification
Time,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,3,17371,BasicXform,StatisticBasedCase,32,M2MTransformation2
Memory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,3,250386704,BasicXform,StatisticBasedCase,32,M2MTransformation2
PeakMemory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,3,314627136,BasicXform,StatisticBasedCase,32,M2MTransformation2
AverageMemory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,3,282507020,BasicXform,StatisticBasedCase,32,M2MTransformation2
Time,1,BATCH_OPTIMIZED-TEMPLATE,1,1,191913,BasicXform,StatisticBasedCase,1,EMFResourceInitialization
Memory,1,BATCH_OPTIMIZED-TEMPLATE,1,1,9351536,BasicXform,StatisticBasedCase,1,EMFResourceInitialization
Time,2,BATCH_OPTIMIZED-TEMPLATE,1,1,59590634,BasicXform,StatisticBasedCase,1,Generation
Memory,2,BATCH_OPTIMIZED-TEMPLATE,1,1,10716584,BasicXform,StatisticBasedCase,1,Generation
Time,3,BATCH_OPTIMIZED-TEMPLATE,1,1,13619,BasicXform,StatisticBasedCase,1,Initialization
Memory,3,BATCH_OPTIMIZED-TEMPLATE,1,1,9468824,BasicXform,StatisticBasedCase,1,Initialization
PeakMemory,3,BATCH_OPTIMIZED-TEMPLATE,1,1,30943216,BasicXform,StatisticBasedCase,1,Initialization
AverageMemory,3,BATCH_OPTIMIZED-TEMPLATE,1,1,20206120,BasicXform,StatisticBasedCase,1,Initialization
Time,4,BATCH_OPTIMIZED-TEMPLATE,1,1,122721748,BasicXform,StatisticBasedCase,1,M2MTransformation1
Memory,4,BATCH_OPTIMIZED-TEMPLATE,1,1,9661472,BasicXform,StatisticBasedCase,1,M2MTransformation1
AverageMemory,4,BATCH_OPTIMIZED-TEMPLATE,1,1,181269132,BasicXform,StatisticBasedCase,1,M2MTransformation1
PeakMemory,4,BATCH_OPTIMIZED-TEMPLATE,1,1,353068992,BasicXform,StatisticBasedCase,1,M2MTransformation1
Time,5,BATCH_OPTIMIZED-TEMPLATE,1,1,52924,BasicXform,StatisticBasedCase,1,Modification
Memory,5,BATCH_OPTIMIZED-TEMPLATE,1,1,9661600,BasicXform,StatisticBasedCase,1,Modification
Time,6,BATCH_OPTIMIZED-TEMPLATE,1,1,116574079,BasicXform,StatisticBasedCase,1,M2MTransformation2
Memory,6,BATCH_OPTIMIZED-TEMPLATE,1,1,9721512,BasicXform,StatisticBasedCase,1,M2MTransformation2
PeakMemory,6,BATCH_OPTIMIZED-TEMPLATE,1,1,331787712,BasicXform,StatisticBasedCase,1,M2MTransformation2
AverageMemory,6,BATCH_OPTIMIZED-TEMPLATE,1,1,181462472,BasicXform,StatisticBasedCase,1,M2MTransformation2
Time,7,BATCH_OPTIMIZED-TEMPLATE,2,1,68012,BasicXform,StatisticBasedCase,1,Modification
Memory,7,BATCH_OPTIMIZED-TEMPLATE,2,1,9721600,BasicXform,StatisticBasedCase,1,Modification
Time,8,BATCH_OPTIMIZED-TEMPLATE,2,1,116737743,BasicXform,StatisticBasedCase,1,M2MTransformation2
Memory,8,BATCH_OPTIMIZED-TEMPLATE,2,1,9786296,BasicXform,StatisticBasedCase,1,M2MTransformation2
PeakMemory,8,BATCH_OPTIMIZED-TEMPLATE,2,1,353323328,BasicXform,StatisticBasedCase,1,M2MTransformation2
AverageMemory,8,BATCH_OPTIMIZED-TEMPLATE,2,1,181522852,BasicXform,StatisticBasedCase,1,M2MTransformation2
Time,9,BATCH_OPTIMIZED-TEMPLATE,3,1,107206,BasicXform,StatisticBasedCase,1,Modification
Memory,9,BATCH_OPTIMIZED-TEMPLATE,3,1,9786384,BasicXform,StatisticBasedCase,1,Modification
Time,10,BATCH_OPTIMIZED-TEMPLATE,3,1,116970447,BasicXform,StatisticBasedCase,1,M2MTransformation2
Memory,10,BATCH_OPTIMIZED-TEMPLATE,3,1,9847208,BasicXform,StatisticBasedCase,1,M2MTransformation2
AverageMemory,10,BATCH_OPTIMIZED-TEMPLATE,3,1,192325208,BasicXform,StatisticBasedCase,1,M2MTransformation2
PeakMemory,10,BATCH_OPTIMIZED-TEMPLATE,3,1,353388400,BasicXform,StatisticBasedCase,1,M2MTransformation2
Time,11,BATCH_OPTIMIZED-TEMPLATE,4,1,65277,BasicXform,StatisticBasedCase,1,Modification
Memory,11,BATCH_OPTIMIZED-TEMPLATE,4,1,9847320,BasicXform,StatisticBasedCase,1,Modification
Time,12,BATCH_OPTIMIZED-TEMPLATE,4,1,117897541,BasicXform,StatisticBasedCase,1,M2MTransformation2
Memory,12,BATCH_OPTIMIZED-TEMPLATE,4,1,9924280,BasicXform,StatisticBasedCase,1,M2MTransformation2
PeakMemory,12,BATCH_OPTIMIZED-TEMPLATE,4,1,374924464,BasicXform,StatisticBasedCase,1,M2MTransformation2
AverageMemory,12,BATCH_OPTIMIZED-TEMPLATE,4,1,203123720,BasicXform,StatisticBasedCase,1,M2MTransformation2
Time,13,BATCH_OPTIMIZED-TEMPLATE,5,1,108700,BasicXform,StatisticBasedCase,1,Modification
Memory,13,BATCH_OPTIMIZED-TEMPLATE,5,1,9924368,BasicXform,StatisticBasedCase,1,Modification
Time,14,BATCH_OPTIMIZED-TEMPLATE,5,1,122201936,BasicXform,StatisticBasedCase,1,M2MTransformation2
Memory,14,BATCH_OPTIMIZED-TEMPLATE,5,1,9988224,BasicXform,StatisticBasedCase,1,M2MTransformation2
AverageMemory,14,BATCH_OPTIMIZED-TEMPLATE,5,1,192463500,BasicXform,StatisticBasedCase,1,M2MTransformation2
PeakMemory,14,BATCH_OPTIMIZED-TEMPLATE,5,1,353527000,BasicXform,StatisticBasedCase,1,M2MTransformation2
Time,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,347612,BasicXform,StatisticBasedCase,2,EMFResourceInitialization
Memory,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,9494912,BasicXform,StatisticBasedCase,2,EMFResourceInitialization
Time,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,87617187,BasicXform,StatisticBasedCase,2,Generation
Memory,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,12099816,BasicXform,StatisticBasedCase,2,Generation
Time,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,37840637,BasicXform,StatisticBasedCase,2,Initialization
Memory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,11999880,BasicXform,StatisticBasedCase,2,Initialization
AverageMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,41948792,BasicXform,StatisticBasedCase,2,Initialization
PeakMemory,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,52686216,BasicXform,StatisticBasedCase,2,Initialization
Time,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,19976491,BasicXform,StatisticBasedCase,2,M2MTransformation1
Memory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,13238200,BasicXform,StatisticBasedCase,2,M2MTransformation1
PeakMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,33475160,BasicXform,StatisticBasedCase,2,M2MTransformation1
AverageMemory,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,33475160,BasicXform,StatisticBasedCase,2,M2MTransformation1
Time,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,270071,BasicXform,StatisticBasedCase,2,Modification
Memory,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,13242656,BasicXform,StatisticBasedCase,2,Modification
Time,6,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,1,21500421,BasicXform,StatisticBasedCase,2,M2MTransformation2
