CaseName,Scenario,PhaseName,Tool,MetricValue,Size,RunIndex,MetricName,Iteration,Sequence
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1930607932,64,2,AverageMemory,4,12
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2204599232,64,2,PeakMemory,4,12
StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,631607,64,2,Time,5,13
StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1624424528,64,2,Memory,5,13
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,706953563,64,2,Time,5,14
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1624439208,64,2,Memory,5,14
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1930650808,64,2,AverageMemory,5,14
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2204642112,64,2,PeakMemory,5,14
StatisticBasedCase,BasicXform,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,239551,32,1,Time,1,1
StatisticBasedCase,BasicXform,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13785976,32,1,Memory,1,1
StatisticBasedCase,BasicXform,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16153868370,32,1,Time,1,2
StatisticBasedCase,BasicXform,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,757848080,32,1,Memory,1,2
StatisticBasedCase,BasicXform,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1407311431,32,1,Time,1,3
StatisticBasedCase,BasicXform,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,327970512,32,1,Memory,1,3
StatisticBasedCase,BasicXform,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1231897104,32,1,PeakMemory,1,3
StatisticBasedCase,BasicXform,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,715144189,32,1,AverageMemory,1,3
StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,364973125,32,1,Time,1,4
StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,365728040,32,1,Memory,1,4
StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,471823264,32,1,AverageMemory,1,4
StatisticBasedCase,BasicXform,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,587123040,32,1,PeakMemory,1,4
StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,582205,32,1,Time,1,5
StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,365770704,32,1,Memory,1,5
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,330543956,32,1,Time,1,6
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,365786000,32,1,Memory,1,6
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,620539080,32,1,PeakMemory,1,6
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,525001236,32,1,AverageMemory,1,6
StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,380194,32,1,Time,2,7
StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,365798704,32,1,Memory,2,7
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,316993096,32,1,Time,2,8
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,365812624,32,1,Memory,2,8
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,621566168,32,1,PeakMemory,2,8
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,525653668,32,1,AverageMemory,2,8
StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,334575,32,1,Time,3,9
StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,365826424,32,1,Memory,3,9
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,367698651,32,1,Time,3,10
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,365840144,32,1,Memory,3,10
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,621593928,32,1,PeakMemory,3,10
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,525681408,32,1,AverageMemory,3,10
StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,371970,32,1,Time,4,11
StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,365854128,32,1,Memory,4,11
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,286813334,32,1,Time,4,12
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,365868224,32,1,Memory,4,12
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,525709168,32,1,AverageMemory,4,12
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,621621720,32,1,PeakMemory,4,12
StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,380235,32,1,Time,5,13
StatisticBasedCase,BasicXform,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,365882368,32,1,Memory,5,13
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,292013084,32,1,Time,5,14
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,365896064,32,1,Memory,5,14
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,525737368,32,1,AverageMemory,5,14
StatisticBasedCase,BasicXform,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,621649904,32,1,PeakMemory,5,14
