Sequence,RunIndex,CaseName,Size,Scenario,MetricName,Tool,MetricValue,Iteration,PhaseName
7,1,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,904560,2,Modification
7,1,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,123173864,2,Modification
8,1,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,20260763239,2,M2MTransformation2
8,1,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,123183112,2,M2MTransformation2
8,1,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1065749896,2,M2MTransformation2
8,1,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2251557152,2,M2MTransformation2
9,1,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,909318,3,Modification
9,1,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,123183832,3,Modification
10,1,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,19947999099,3,M2MTransformation2
10,1,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,123193024,3,M2MTransformation2
10,1,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2383130640,3,M2MTransformation2
10,1,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1283493194,3,M2MTransformation2
11,1,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,865057,4,Modification
11,1,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,123193848,4,Modification
12,1,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,20641108694,4,M2MTransformation2
12,1,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,123203384,4,M2MTransformation2
12,1,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2516309832,4,M2MTransformation2
12,1,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1259754349,4,M2MTransformation2
13,1,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,913721,5,Modification
13,1,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,123204128,5,Modification
14,1,StatisticBasedCase,64,BasicXform,Time,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,20133024789,5,M2MTransformation2
14,1,StatisticBasedCase,64,BasicXform,Memory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,123213296,5,M2MTransformation2
14,1,StatisticBasedCase,64,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,1323157564,5,M2MTransformation2
14,1,StatisticBasedCase,64,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2646277976,5,M2MTransformation2
1,1,StatisticBasedCase,8,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,914780,1,EMFResourceInitialization
1,1,StatisticBasedCase,8,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11118312,1,EMFResourceInitialization
2,1,StatisticBasedCase,8,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,721060543,1,Generation
2,1,StatisticBasedCase,8,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,63652448,1,Generation
3,1,StatisticBasedCase,8,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,96420840,1,Initialization
3,1,StatisticBasedCase,8,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,35010104,1,Initialization
3,1,StatisticBasedCase,8,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,75030400,1,Initialization
3,1,StatisticBasedCase,8,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,54085264,1,Initialization
4,1,StatisticBasedCase,8,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,113329727,1,M2MTransformation1
4,1,StatisticBasedCase,8,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,52416848,1,M2MTransformation1
4,1,StatisticBasedCase,8,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,118791224,1,M2MTransformation1
4,1,StatisticBasedCase,8,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,87373488,1,M2MTransformation1
5,1,StatisticBasedCase,8,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,265005,1,Modification
5,1,StatisticBasedCase,8,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,52432040,1,Modification
6,1,StatisticBasedCase,8,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,123319496,1,M2MTransformation2
6,1,StatisticBasedCase,8,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,52480608,1,M2MTransformation2
6,1,StatisticBasedCase,8,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,104795512,1,M2MTransformation2
6,1,StatisticBasedCase,8,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,136213312,1,M2MTransformation2
7,1,StatisticBasedCase,8,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,232715,2,Modification
7,1,StatisticBasedCase,8,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,52488184,2,Modification
8,1,StatisticBasedCase,8,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,108877592,2,M2MTransformation2
8,1,StatisticBasedCase,8,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,52566720,2,M2MTransformation2
8,1,StatisticBasedCase,8,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,136269312,2,M2MTransformation2
8,1,StatisticBasedCase,8,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,104851584,2,M2MTransformation2
9,1,StatisticBasedCase,8,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,211966,3,Modification
9,1,StatisticBasedCase,8,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,52574440,3,Modification
10,1,StatisticBasedCase,8,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,105743615,3,M2MTransformation2
10,1,StatisticBasedCase,8,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,52603984,3,M2MTransformation2
10,1,StatisticBasedCase,8,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,104937908,3,M2MTransformation2
10,1,StatisticBasedCase,8,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,136355704,3,M2MTransformation2
11,1,StatisticBasedCase,8,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,220373,4,Modification
11,1,StatisticBasedCase,8,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,52611760,4,Modification
12,1,StatisticBasedCase,8,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,107081268,4,M2MTransformation2
12,1,StatisticBasedCase,8,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,52641504,4,M2MTransformation2
12,1,StatisticBasedCase,8,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,136392848,4,M2MTransformation2
12,1,StatisticBasedCase,8,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,104975152,4,M2MTransformation2
13,1,StatisticBasedCase,8,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,229784,5,Modification
13,1,StatisticBasedCase,8,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,52649440,5,Modification
14,1,StatisticBasedCase,8,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,106463387,5,M2MTransformation2
14,1,StatisticBasedCase,8,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,52678848,5,M2MTransformation2
14,1,StatisticBasedCase,8,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,105012832,5,M2MTransformation2
14,1,StatisticBasedCase,8,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,136430552,5,M2MTransformation2
1,3,StatisticBasedCase,1,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,382137,1,EMFResourceInitialization
1,3,StatisticBasedCase,1,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11105584,1,EMFResourceInitialization
2,3,StatisticBasedCase,1,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,88989097,1,Generation
2,3,StatisticBasedCase,1,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13285752,1,Generation
3,3,StatisticBasedCase,1,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,59314882,1,Initialization
3,3,StatisticBasedCase,1,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13948584,1,Initialization
3,3,StatisticBasedCase,1,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32702352,1,Initialization
3,3,StatisticBasedCase,1,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32702352,1,Initialization
4,3,StatisticBasedCase,1,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,89777884,1,M2MTransformation1
4,3,StatisticBasedCase,1,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15070136,1,M2MTransformation1
4,3,StatisticBasedCase,1,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,35434440,1,M2MTransformation1
4,3,StatisticBasedCase,1,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,35434440,1,M2MTransformation1
5,3,StatisticBasedCase,1,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5603308,1,Modification
5,3,StatisticBasedCase,1,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15205856,1,Modification
6,3,StatisticBasedCase,1,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,25022,1,M2MTransformation2
6,3,StatisticBasedCase,1,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15206416,1,M2MTransformation2
6,3,StatisticBasedCase,1,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,36691736,1,M2MTransformation2
6,3,StatisticBasedCase,1,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,36691736,1,M2MTransformation2
7,3,StatisticBasedCase,1,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5623309,2,Modification
7,3,StatisticBasedCase,1,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15252464,2,Modification
8,3,StatisticBasedCase,1,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,25560,2,M2MTransformation2
8,3,StatisticBasedCase,1,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15253024,2,M2MTransformation2
8,3,StatisticBasedCase,1,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,36738344,2,M2MTransformation2
8,3,StatisticBasedCase,1,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,36738344,2,M2MTransformation2
9,3,StatisticBasedCase,1,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6096439,3,Modification
9,3,StatisticBasedCase,1,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15301168,3,Modification
10,3,StatisticBasedCase,1,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,25840,3,M2MTransformation2
10,3,StatisticBasedCase,1,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15301728,3,M2MTransformation2
10,3,StatisticBasedCase,1,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,36787048,3,M2MTransformation2
10,3,StatisticBasedCase,1,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,36787048,3,M2MTransformation2
11,3,StatisticBasedCase,1,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6209785,4,Modification
11,3,StatisticBasedCase,1,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15348656,4,Modification
12,3,StatisticBasedCase,1,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,24968,4,M2MTransformation2
12,3,StatisticBasedCase,1,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15349240,4,M2MTransformation2
12,3,StatisticBasedCase,1,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,36834560,4,M2MTransformation2
12,3,StatisticBasedCase,1,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,36834560,4,M2MTransformation2
13,3,StatisticBasedCase,1,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6500062,5,Modification
13,3,StatisticBasedCase,1,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15394584,5,Modification
14,3,StatisticBasedCase,1,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,25156,5,M2MTransformation2
14,3,StatisticBasedCase,1,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,15395144,5,M2MTransformation2
14,3,StatisticBasedCase,1,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,36880464,5,M2MTransformation2
14,3,StatisticBasedCase,1,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,58365808,5,M2MTransformation2
1,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,471252,1,EMFResourceInitialization
1,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11216872,1,EMFResourceInitialization
2,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3867561366,1,Generation
2,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,204031496,1,Generation
3,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,260126373,1,Initialization
3,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,90490032,1,Initialization
3,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,142176740,1,Initialization
3,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,227695816,1,Initialization
4,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,162985965,1,M2MTransformation1
4,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128133528,1,M2MTransformation1
4,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,197389464,1,M2MTransformation1
4,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,261528784,1,M2MTransformation1
5,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,355586,1,Modification
5,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128158184,1,Modification
6,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,225936936,1,M2MTransformation2
6,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128222960,1,M2MTransformation2
6,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,235057688,1,M2MTransformation2
6,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,299197104,1,M2MTransformation2
7,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,342036,2,Modification
7,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128232992,2,Modification
8,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,215685249,2,M2MTransformation2
8,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128262480,2,M2MTransformation2
8,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,235132484,2,M2MTransformation2
8,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,299271888,2,M2MTransformation2
9,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,340338,3,Modification
9,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128272656,3,Modification
10,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,214457514,3,M2MTransformation2
10,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128302120,3,M2MTransformation2
10,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,235172056,3,M2MTransformation2
10,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,299311368,3,M2MTransformation2
11,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,357730,4,Modification
11,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128312480,4,Modification
12,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,206236091,4,M2MTransformation2
12,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128342304,4,M2MTransformation2
12,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,235211928,4,M2MTransformation2
12,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,299351264,4,M2MTransformation2
13,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,301985,5,Modification
13,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128352824,5,Modification
14,3,StatisticBasedCase,16,BasicXform,Time,BATCH_VIATRA_QUERY_RETE-TEMPLATE,202416120,5,M2MTransformation2
14,3,StatisticBasedCase,16,BasicXform,Memory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,128382312,5,M2MTransformation2
14,3,StatisticBasedCase,16,BasicXform,PeakMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,299391552,5,M2MTransformation2
14,3,StatisticBasedCase,16,BasicXform,AverageMemory,BATCH_VIATRA_QUERY_RETE-TEMPLATE,235252232,5,M2MTransformation2
1,3,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,774156,1,EMFResourceInitialization
1,3,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11147040,1,EMFResourceInitialization
2,3,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,267800312,1,Generation
2,3,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,25827864,1,Generation
3,3,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,108610089,1,Initialization
3,3,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,22877768,1,Initialization
3,3,StatisticBasedCase,4,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,43862716,1,Initialization
3,3,StatisticBasedCase,4,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,54605384,1,Initialization
4,3,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,167200661,1,M2MTransformation1
4,3,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,27690488,1,M2MTransformation1
4,3,StatisticBasedCase,4,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,65848972,1,M2MTransformation1
4,3,StatisticBasedCase,4,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,87334312,1,M2MTransformation1
5,3,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3561299,1,Modification
5,3,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28147968,1,Modification
6,3,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14845,1,M2MTransformation2
6,3,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28148528,1,M2MTransformation2
6,3,StatisticBasedCase,4,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,49633848,1,M2MTransformation2
6,3,StatisticBasedCase,4,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,38891288,1,M2MTransformation2
7,3,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2823199,2,Modification
7,3,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28207224,2,Modification
8,3,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13873,2,M2MTransformation2
8,3,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28207784,2,M2MTransformation2
8,3,StatisticBasedCase,4,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,38950544,2,M2MTransformation2
8,3,StatisticBasedCase,4,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,49693104,2,M2MTransformation2
9,3,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3309935,3,Modification
9,3,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28402032,3,Modification
10,3,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,19776,3,M2MTransformation2
10,3,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28402592,3,M2MTransformation2
10,3,StatisticBasedCase,4,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,39145352,3,M2MTransformation2
10,3,StatisticBasedCase,4,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,49887912,3,M2MTransformation2
11,3,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3056339,4,Modification
11,3,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28473064,4,Modification
12,3,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14592,4,M2MTransformation2
12,3,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28473648,4,M2MTransformation2
12,3,StatisticBasedCase,4,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,49958968,4,M2MTransformation2
12,3,StatisticBasedCase,4,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,39216408,4,M2MTransformation2
13,3,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3454851,5,Modification
13,3,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28548600,5,Modification
14,3,StatisticBasedCase,4,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16244,5,M2MTransformation2
14,3,StatisticBasedCase,4,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,28549160,5,M2MTransformation2
14,3,StatisticBasedCase,4,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,39291920,5,M2MTransformation2
14,3,StatisticBasedCase,4,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,50034480,5,M2MTransformation2
1,2,StatisticBasedCase,16,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,513848,1,EMFResourceInitialization
1,2,StatisticBasedCase,16,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11299216,1,EMFResourceInitialization
2,2,StatisticBasedCase,16,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2746290006,1,Generation
2,2,StatisticBasedCase,16,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,176204672,1,Generation
3,2,StatisticBasedCase,16,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,309857493,1,Initialization
3,2,StatisticBasedCase,16,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,97829576,1,Initialization
3,2,StatisticBasedCase,16,BasicXform,AverageMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,163641888,1,Initialization
3,2,StatisticBasedCase,16,BasicXform,PeakMemory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,270594984,1,Initialization
4,2,StatisticBasedCase,16,BasicXform,Time,INCR_VIATRA_TRANSFORMATION-TEMPLATE,276399955,1,M2MTransformation1
4,2,StatisticBasedCase,16,BasicXform,Memory,INCR_VIATRA_TRANSFORMATION-TEMPLATE,119912400,1,M2MTransformation1
