PhaseName,MetricName,Size,MetricValue,Sequence,Scenario,RunIndex,Tool,Iteration,CaseName
M2MTransformation2,PeakMemory,1,333752648,12,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,AverageMemory,1,183353132,12,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
Modification,Time,1,94547,13,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase
Modification,Memory,1,11545208,13,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,Time,1,119570590,14,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,Memory,1,11609448,14,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,AverageMemory,1,194172196,14,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,PeakMemory,1,355313304,14,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase
EMFResourceInitialization,Time,64,305158,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
EMFResourceInitialization,Memory,64,11838224,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Generation,Time,64,83650720818,2,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Generation,Memory,64,3398558200,2,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Initialization,Time,64,2841307809,3,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Initialization,Memory,64,238446592,3,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Initialization,AverageMemory,64,590914503,3,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Initialization,PeakMemory,64,1190315120,3,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,Time,64,1620826972,4,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,Memory,64,275171952,4,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,AverageMemory,64,880706472,4,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,PeakMemory,64,1509300528,4,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Modification,Time,64,1091041,5,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Modification,Memory,64,275171944,5,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,Time,64,1171348464,6,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,Memory,64,275279520,6,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,AverageMemory,64,1074313493,6,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,PeakMemory,64,1575469672,6,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Modification,Time,64,957156,7,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase
Modification,Memory,64,275280296,7,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,Time,64,1062583624,8,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,Memory,64,275287096,8,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,PeakMemory,64,1568389248,8,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,AverageMemory,64,1123883240,8,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase
Modification,Time,64,1312342,9,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase
Modification,Memory,64,275287872,9,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,Time,64,1046782380,10,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,Memory,64,275294624,10,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,AverageMemory,64,1120773677,10,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,PeakMemory,64,1563646896,10,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase
Modification,Time,64,879761,11,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase
Modification,Memory,64,275295424,11,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,Time,64,1050583336,12,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,Memory,64,275302536,12,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,PeakMemory,64,1560516648,12,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,AverageMemory,64,1118722053,12,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase
Modification,Time,64,845847,13,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase
Modification,Memory,64,275303304,13,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,Time,64,1092802666,14,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,Memory,64,275310088,14,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,AverageMemory,64,1104002877,14,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,PeakMemory,64,1558450712,14,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase
EMFResourceInitialization,Time,2,502337,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
EMFResourceInitialization,Memory,2,11099576,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
Generation,Time,2,162267998,2,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
Generation,Memory,2,15016592,2,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
Initialization,Time,2,110405635,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
Initialization,Memory,2,14312232,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
Initialization,PeakMemory,2,32824400,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
Initialization,AverageMemory,2,32824400,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,Time,2,96198356,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,Memory,2,16106304,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,AverageMemory,2,35798096,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,PeakMemory,2,35798096,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
Modification,Time,2,288697,5,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
Modification,Memory,2,16115680,5,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,Time,2,134581825,6,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,Memory,2,16130112,6,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,AverageMemory,2,37601560,6,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,PeakMemory,2,37601560,6,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,StatisticBasedCase
Modification,Time,2,317026,7,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
Modification,Memory,2,16141664,7,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,Time,2,128246721,8,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,Memory,2,16159848,8,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,AverageMemory,2,37627544,8,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,PeakMemory,2,59112888,8,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,StatisticBasedCase
Modification,Time,2,254398,9,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase
Modification,Memory,2,16168496,9,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,Time,2,71903804,10,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,Memory,2,16189616,10,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,AverageMemory,2,37654376,10,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,PeakMemory,2,37654376,10,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,StatisticBasedCase
Modification,Time,2,314372,11,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase
Modification,Memory,2,16231632,11,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,Time,2,52956131,12,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,Memory,2,16244032,12,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,AverageMemory,2,37717536,12,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,PeakMemory,2,37717536,12,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,StatisticBasedCase
Modification,Time,2,161348,13,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase
Modification,Memory,2,16253984,13,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,Time,2,44307177,14,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,Memory,2,16266160,14,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,PeakMemory,2,37739864,14,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,AverageMemory,2,37739864,14,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,StatisticBasedCase
EMFResourceInitialization,Time,16,298034,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
EMFResourceInitialization,Memory,16,11138176,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
Generation,Time,16,4019222508,2,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
Generation,Memory,16,193529480,2,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
Initialization,Time,16,13326,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
Initialization,Memory,16,13842136,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
Initialization,PeakMemory,16,56471320,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
Initialization,AverageMemory,16,35156728,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,Time,16,35493584280,4,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,Memory,16,17738488,4,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,AverageMemory,16,1459209812,4,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,PeakMemory,16,3512635656,4,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
Modification,Time,16,385141,5,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
Modification,Memory,16,17738904,5,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,Time,16,34259142165,6,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,Memory,16,18781784,6,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,AverageMemory,16,1182136277,6,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,PeakMemory,16,3284901984,6,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase
Modification,Time,16,287582,7,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase
Modification,Memory,16,18782168,7,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,Time,16,36115907547,8,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,Memory,16,19728304,8,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,PeakMemory,16,3284144712,8,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,AverageMemory,16,1151878204,8,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase
Modification,Time,16,270537,9,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase
Modification,Memory,16,19728688,9,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,Time,16,34070660441,10,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,Memory,16,20873152,10,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,AverageMemory,16,1298590478,10,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,PeakMemory,16,3272874928,10,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase
Modification,Time,16,258180,11,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
Modification,Memory,16,20873560,11,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,Time,16,34780837144,12,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,Memory,16,21823424,12,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,AverageMemory,16,860757491,12,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,PeakMemory,16,3265844160,12,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase
Modification,Time,16,260255,13,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase
Modification,Memory,16,21823832,13,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,Time,16,34320789932,14,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,Memory,16,22774944,14,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,AverageMemory,16,1361555646,14,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,PeakMemory,16,3260388264,14,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase
EMFResourceInitialization,Time,8,430484,1,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
EMFResourceInitialization,Memory,8,11253296,1,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
Generation,Time,8,1481130512,2,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
Generation,Memory,8,57293736,2,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
Initialization,Time,8,361072928,3,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
Initialization,Memory,8,41035648,3,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
Initialization,PeakMemory,8,98283912,3,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
Initialization,AverageMemory,8,66055908,3,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,Time,8,419126716,4,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,Memory,8,51104344,4,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,AverageMemory,8,105492220,4,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,PeakMemory,8,148462928,4,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
Modification,Time,8,3166280,5,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
Modification,Memory,8,52014056,5,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,Time,8,17969,6,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,Memory,8,52014616,6,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,AverageMemory,8,62757376,6,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,PeakMemory,8,73499936,6,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase
Modification,Time,8,1713479,7,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase
Modification,Memory,8,52071680,7,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,Time,8,17741,8,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,Memory,8,52072240,8,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,PeakMemory,8,73557560,8,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase
M2MTransformation2,AverageMemory,8,73557560,8,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase
Modification,Time,8,1879257,9,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase
Modification,Memory,8,52113048,9,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,Time,8,17334,10,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,Memory,8,52113608,10,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,PeakMemory,8,73598928,10,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase
M2MTransformation2,AverageMemory,8,73598928,10,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase
Modification,Time,8,1763188,11,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase
Modification,Memory,8,52146984,11,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,Time,8,18966,12,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,Memory,8,52147568,12,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,PeakMemory,8,73632888,12,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase
M2MTransformation2,AverageMemory,8,62890328,12,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase
Modification,Time,8,1612009,13,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase
Modification,Memory,8,52180360,13,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,Time,8,16254,14,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,Memory,8,52180920,14,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,AverageMemory,8,73666240,14,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase
M2MTransformation2,PeakMemory,8,73666240,14,BasicXform,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase
EMFResourceInitialization,Time,16,675838,1,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
EMFResourceInitialization,Memory,16,11291728,1,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Generation,Time,16,3990480347,2,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Generation,Memory,16,193815432,2,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Initialization,Time,16,205824853,3,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Initialization,Memory,16,21617800,3,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Initialization,PeakMemory,16,99866256,3,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Initialization,AverageMemory,16,78396864,3,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,Time,16,476748843,4,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,Memory,16,28185632,4,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,AverageMemory,16,193373516,4,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation1,PeakMemory,16,322189920,4,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Modification,Time,16,378976,5,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
Modification,Memory,16,28186400,5,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,Time,16,347624674,6,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,Memory,16,28207328,6,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,PeakMemory,16,328758496,6,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
M2MTransformation2,AverageMemory,16,199942112,6,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase
