MetricValue,CaseName,RunIndex,PhaseName,Sequence,MetricName,Scenario,Iteration,Tool,Size
2577,StatisticBasedCase,1,M2MTransformation2,8,Time,BasicXform,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,32
419183760,StatisticBasedCase,1,M2MTransformation2,8,Memory,BasicXform,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,32
1107438,StatisticBasedCase,1,Modification,9,Time,BasicXform,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,32
419227312,StatisticBasedCase,1,Modification,9,Memory,BasicXform,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,32
3078,StatisticBasedCase,1,M2MTransformation2,10,Time,BasicXform,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,32
419227584,StatisticBasedCase,1,M2MTransformation2,10,Memory,BasicXform,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,32
1217970,StatisticBasedCase,1,Modification,11,Time,BasicXform,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,32
419271328,StatisticBasedCase,1,Modification,11,Memory,BasicXform,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,32
2325,StatisticBasedCase,1,M2MTransformation2,12,Time,BasicXform,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,32
419271624,StatisticBasedCase,1,M2MTransformation2,12,Memory,BasicXform,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,32
1141961,StatisticBasedCase,1,Modification,13,Time,BasicXform,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,32
419315064,StatisticBasedCase,1,Modification,13,Memory,BasicXform,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,32
2217,StatisticBasedCase,1,M2MTransformation2,14,Time,BasicXform,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,32
419315336,StatisticBasedCase,1,M2MTransformation2,14,Memory,BasicXform,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,32
329356,StatisticBasedCase,3,EMFResourceInitialization,1,Time,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
11142208,StatisticBasedCase,3,EMFResourceInitialization,1,Memory,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
263313938,StatisticBasedCase,3,Generation,2,Time,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
19701392,StatisticBasedCase,3,Generation,2,Memory,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
103396843,StatisticBasedCase,3,Initialization,3,Time,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
165711143,StatisticBasedCase,3,M2MTransformation1,4,Time,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
26582512,StatisticBasedCase,3,M2MTransformation1,4,Memory,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
2981400,StatisticBasedCase,3,Modification,5,Time,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
27022792,StatisticBasedCase,3,Modification,5,Memory,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
2155,StatisticBasedCase,3,M2MTransformation2,6,Time,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
27023056,StatisticBasedCase,3,M2MTransformation2,6,Memory,BasicXform,1,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
2240717,StatisticBasedCase,3,Modification,7,Time,BasicXform,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
27075680,StatisticBasedCase,3,Modification,7,Memory,BasicXform,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
2375,StatisticBasedCase,3,M2MTransformation2,8,Time,BasicXform,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
27075944,StatisticBasedCase,3,M2MTransformation2,8,Memory,BasicXform,2,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
2337376,StatisticBasedCase,3,Modification,9,Time,BasicXform,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
27129544,StatisticBasedCase,3,Modification,9,Memory,BasicXform,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
2790,StatisticBasedCase,3,M2MTransformation2,10,Time,BasicXform,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
27129808,StatisticBasedCase,3,M2MTransformation2,10,Memory,BasicXform,3,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
2387115,StatisticBasedCase,3,Modification,11,Time,BasicXform,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
27182824,StatisticBasedCase,3,Modification,11,Memory,BasicXform,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
2177,StatisticBasedCase,3,M2MTransformation2,12,Time,BasicXform,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
27183112,StatisticBasedCase,3,M2MTransformation2,12,Memory,BasicXform,4,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
2387817,StatisticBasedCase,3,Modification,13,Time,BasicXform,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
27237800,StatisticBasedCase,3,Modification,13,Memory,BasicXform,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
2092,StatisticBasedCase,3,M2MTransformation2,14,Time,BasicXform,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
27238064,StatisticBasedCase,3,M2MTransformation2,14,Memory,BasicXform,5,INCR_VIATRA_QUERY_RESULT_TRACEABILITY-TEMPLATE,4
556291,StatisticBasedCase,2,EMFResourceInitialization,1,Time,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
11069560,StatisticBasedCase,2,EMFResourceInitialization,1,Memory,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
142614635,StatisticBasedCase,2,Generation,2,Time,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
15975064,StatisticBasedCase,2,Generation,2,Memory,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
44670792,StatisticBasedCase,2,Initialization,3,Time,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
43107830,StatisticBasedCase,2,M2MTransformation1,4,Time,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
16529152,StatisticBasedCase,2,M2MTransformation1,4,Memory,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
285430,StatisticBasedCase,2,Modification,5,Time,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
16542424,StatisticBasedCase,2,Modification,5,Memory,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
37073631,StatisticBasedCase,2,M2MTransformation2,6,Time,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
16555624,StatisticBasedCase,2,M2MTransformation2,6,Memory,BasicXform,1,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
279740,StatisticBasedCase,2,Modification,7,Time,BasicXform,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
16568536,StatisticBasedCase,2,Modification,7,Memory,BasicXform,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
34499802,StatisticBasedCase,2,M2MTransformation2,8,Time,BasicXform,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
16581376,StatisticBasedCase,2,M2MTransformation2,8,Memory,BasicXform,2,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
365696,StatisticBasedCase,2,Modification,9,Time,BasicXform,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
16596336,StatisticBasedCase,2,Modification,9,Memory,BasicXform,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
27433720,StatisticBasedCase,2,M2MTransformation2,10,Time,BasicXform,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
16609056,StatisticBasedCase,2,M2MTransformation2,10,Memory,BasicXform,3,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
311446,StatisticBasedCase,2,Modification,11,Time,BasicXform,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
16628392,StatisticBasedCase,2,Modification,11,Memory,BasicXform,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
26117422,StatisticBasedCase,2,M2MTransformation2,12,Time,BasicXform,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
16647440,StatisticBasedCase,2,M2MTransformation2,12,Memory,BasicXform,4,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
281217,StatisticBasedCase,2,Modification,13,Time,BasicXform,5,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
16659328,StatisticBasedCase,2,Modification,13,Memory,BasicXform,5,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
22309396,StatisticBasedCase,2,M2MTransformation2,14,Time,BasicXform,5,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
16671784,StatisticBasedCase,2,M2MTransformation2,14,Memory,BasicXform,5,BATCH_VIATRA_TRANSFORMATION-TEMPLATE,2
235224,StatisticBasedCase,3,EMFResourceInitialization,1,Time,BasicXform,1,BATCH_SIMPLE-TEMPLATE,1
10908824,StatisticBasedCase,3,EMFResourceInitialization,1,Memory,BasicXform,1,BATCH_SIMPLE-TEMPLATE,1
169927387,StatisticBasedCase,3,Generation,2,Time,BasicXform,1,BATCH_SIMPLE-TEMPLATE,1
13140144,StatisticBasedCase,3,Generation,2,Memory,BasicXform,1,BATCH_SIMPLE-TEMPLATE,1
32410,StatisticBasedCase,3,Initialization,3,Time,BasicXform,1,BATCH_SIMPLE-TEMPLATE,1
406848029,StatisticBasedCase,3,M2MTransformation1,4,Time,BasicXform,1,BATCH_SIMPLE-TEMPLATE,1
11109552,StatisticBasedCase,3,M2MTransformation1,4,Memory,BasicXform,1,BATCH_SIMPLE-TEMPLATE,1
66937,StatisticBasedCase,3,Modification,5,Time,BasicXform,1,BATCH_SIMPLE-TEMPLATE,1
11110048,StatisticBasedCase,3,Modification,5,Memory,BasicXform,1,BATCH_SIMPLE-TEMPLATE,1
355350328,StatisticBasedCase,3,M2MTransformation2,6,Time,BasicXform,1,BATCH_SIMPLE-TEMPLATE,1
11112248,StatisticBasedCase,3,M2MTransformation2,6,Memory,BasicXform,1,BATCH_SIMPLE-TEMPLATE,1
76687,StatisticBasedCase,3,Modification,7,Time,BasicXform,2,BATCH_SIMPLE-TEMPLATE,1
11112744,StatisticBasedCase,3,Modification,7,Memory,BasicXform,2,BATCH_SIMPLE-TEMPLATE,1
372771470,StatisticBasedCase,3,M2MTransformation2,8,Time,BasicXform,2,BATCH_SIMPLE-TEMPLATE,1
11114272,StatisticBasedCase,3,M2MTransformation2,8,Memory,BasicXform,2,BATCH_SIMPLE-TEMPLATE,1
49287,StatisticBasedCase,3,Modification,9,Time,BasicXform,3,BATCH_SIMPLE-TEMPLATE,1
11114768,StatisticBasedCase,3,Modification,9,Memory,BasicXform,3,BATCH_SIMPLE-TEMPLATE,1
390256247,StatisticBasedCase,3,M2MTransformation2,10,Time,BasicXform,3,BATCH_SIMPLE-TEMPLATE,1
11116296,StatisticBasedCase,3,M2MTransformation2,10,Memory,BasicXform,3,BATCH_SIMPLE-TEMPLATE,1
66174,StatisticBasedCase,3,Modification,11,Time,BasicXform,4,BATCH_SIMPLE-TEMPLATE,1
11116816,StatisticBasedCase,3,Modification,11,Memory,BasicXform,4,BATCH_SIMPLE-TEMPLATE,1
406763237,StatisticBasedCase,3,M2MTransformation2,12,Time,BasicXform,4,BATCH_SIMPLE-TEMPLATE,1
11119504,StatisticBasedCase,3,M2MTransformation2,12,Memory,BasicXform,4,BATCH_SIMPLE-TEMPLATE,1
74190,StatisticBasedCase,3,Modification,13,Time,BasicXform,5,BATCH_SIMPLE-TEMPLATE,1
11120000,StatisticBasedCase,3,Modification,13,Memory,BasicXform,5,BATCH_SIMPLE-TEMPLATE,1
424634623,StatisticBasedCase,3,M2MTransformation2,14,Time,BasicXform,5,BATCH_SIMPLE-TEMPLATE,1
11121528,StatisticBasedCase,3,M2MTransformation2,14,Memory,BasicXform,5,BATCH_SIMPLE-TEMPLATE,1
377276,StatisticBasedCase,1,EMFResourceInitialization,1,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,4
10947120,StatisticBasedCase,1,EMFResourceInitialization,1,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,4
506775787,StatisticBasedCase,1,Generation,2,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,4
25540312,StatisticBasedCase,1,Generation,2,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,4
11912,StatisticBasedCase,1,Initialization,3,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,4
1905568739,StatisticBasedCase,1,M2MTransformation1,4,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,4
12260232,StatisticBasedCase,1,M2MTransformation1,4,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,4
94422,StatisticBasedCase,1,Modification,5,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,4
12260728,StatisticBasedCase,1,Modification,5,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,4
1913716412,StatisticBasedCase,1,M2MTransformation2,6,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,4
12500488,StatisticBasedCase,1,M2MTransformation2,6,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,4
91939,StatisticBasedCase,1,Modification,7,Time,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,4
12500984,StatisticBasedCase,1,Modification,7,Memory,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,4
1925638249,StatisticBasedCase,1,M2MTransformation2,8,Time,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,4
12755200,StatisticBasedCase,1,M2MTransformation2,8,Memory,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,4
119360,StatisticBasedCase,1,Modification,9,Time,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,4
12755736,StatisticBasedCase,1,Modification,9,Memory,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,4
1916257374,StatisticBasedCase,1,M2MTransformation2,10,Time,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,4
12987896,StatisticBasedCase,1,M2MTransformation2,10,Memory,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,4
82074,StatisticBasedCase,1,Modification,11,Time,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,4
12988416,StatisticBasedCase,1,Modification,11,Memory,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,4
1926834262,StatisticBasedCase,1,M2MTransformation2,12,Time,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,4
13280160,StatisticBasedCase,1,M2MTransformation2,12,Memory,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,4
90097,StatisticBasedCase,1,Modification,13,Time,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,4
13280656,StatisticBasedCase,1,Modification,13,Memory,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,4
1930459511,StatisticBasedCase,1,M2MTransformation2,14,Time,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,4
13516896,StatisticBasedCase,1,M2MTransformation2,14,Memory,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,4
468429,StatisticBasedCase,2,EMFResourceInitialization,1,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
11155136,StatisticBasedCase,2,EMFResourceInitialization,1,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
948176767,StatisticBasedCase,2,Generation,2,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
63912200,StatisticBasedCase,2,Generation,2,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
7557034,StatisticBasedCase,2,Initialization,3,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
12849034662,StatisticBasedCase,2,M2MTransformation1,4,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
17488424,StatisticBasedCase,2,M2MTransformation1,4,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
210033,StatisticBasedCase,2,Modification,5,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
17489288,StatisticBasedCase,2,Modification,5,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
12244873887,StatisticBasedCase,2,M2MTransformation2,6,Time,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
18509368,StatisticBasedCase,2,M2MTransformation2,6,Memory,BasicXform,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
163858,StatisticBasedCase,2,Modification,7,Time,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
18510280,StatisticBasedCase,2,Modification,7,Memory,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
12630838041,StatisticBasedCase,2,M2MTransformation2,8,Time,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
18525360,StatisticBasedCase,2,M2MTransformation2,8,Memory,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
166424,StatisticBasedCase,2,Modification,9,Time,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
18526272,StatisticBasedCase,2,Modification,9,Memory,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
12986480144,StatisticBasedCase,2,M2MTransformation2,10,Time,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
18533216,StatisticBasedCase,2,M2MTransformation2,10,Memory,BasicXform,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
166163,StatisticBasedCase,2,Modification,11,Time,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
18534072,StatisticBasedCase,2,Modification,11,Memory,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
13085055068,StatisticBasedCase,2,M2MTransformation2,12,Time,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
18541744,StatisticBasedCase,2,M2MTransformation2,12,Memory,BasicXform,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
161158,StatisticBasedCase,2,Modification,13,Time,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
18542600,StatisticBasedCase,2,Modification,13,Memory,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
13249890109,StatisticBasedCase,2,M2MTransformation2,14,Time,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
18549704,StatisticBasedCase,2,M2MTransformation2,14,Memory,BasicXform,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_NO_FLAT-TEMPLATE,8
309422,StatisticBasedCase,4,EMFResourceInitialization,1,Time,BasicXform,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
11395680,StatisticBasedCase,4,EMFResourceInitialization,1,Memory,BasicXform,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
850288070,StatisticBasedCase,4,Generation,2,Time,BasicXform,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
61939248,StatisticBasedCase,4,Generation,2,Memory,BasicXform,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
150501538,StatisticBasedCase,4,Initialization,3,Time,BasicXform,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
387089418,StatisticBasedCase,4,M2MTransformation1,4,Time,BasicXform,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
124145840,StatisticBasedCase,4,M2MTransformation1,4,Memory,BasicXform,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
1512899,StatisticBasedCase,4,Modification,5,Time,BasicXform,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
124265904,StatisticBasedCase,4,Modification,5,Memory,BasicXform,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
2450,StatisticBasedCase,4,M2MTransformation2,6,Time,BasicXform,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
124266176,StatisticBasedCase,4,M2MTransformation2,6,Memory,BasicXform,1,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
2029793,StatisticBasedCase,4,Modification,7,Time,BasicXform,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
124613904,StatisticBasedCase,4,Modification,7,Memory,BasicXform,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
2976,StatisticBasedCase,4,M2MTransformation2,8,Time,BasicXform,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
124614176,StatisticBasedCase,4,M2MTransformation2,8,Memory,BasicXform,2,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
1462895,StatisticBasedCase,4,Modification,9,Time,BasicXform,3,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
124720456,StatisticBasedCase,4,Modification,9,Memory,BasicXform,3,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
2683,StatisticBasedCase,4,M2MTransformation2,10,Time,BasicXform,3,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
124720728,StatisticBasedCase,4,M2MTransformation2,10,Memory,BasicXform,3,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
1554518,StatisticBasedCase,4,Modification,11,Time,BasicXform,4,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
124833336,StatisticBasedCase,4,Modification,11,Memory,BasicXform,4,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
2302,StatisticBasedCase,4,M2MTransformation2,12,Time,BasicXform,4,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
124833632,StatisticBasedCase,4,M2MTransformation2,12,Memory,BasicXform,4,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
1309534,StatisticBasedCase,4,Modification,13,Time,BasicXform,5,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
124943816,StatisticBasedCase,4,Modification,13,Memory,BasicXform,5,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
2693,StatisticBasedCase,4,M2MTransformation2,14,Time,BasicXform,5,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
124944088,StatisticBasedCase,4,M2MTransformation2,14,Memory,BasicXform,5,INCR_VIATRA_EXPLICIT_TRACEABILITY-TEMPLATE,8
342215,StatisticBasedCase,4,EMFResourceInitialization,1,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1
10908344,StatisticBasedCase,4,EMFResourceInitialization,1,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1
143649011,StatisticBasedCase,4,Generation,2,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1
13185376,StatisticBasedCase,4,Generation,2,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1
11208,StatisticBasedCase,4,Initialization,3,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1
183549410,StatisticBasedCase,4,M2MTransformation1,4,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1
11215552,StatisticBasedCase,4,M2MTransformation1,4,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1
117550,StatisticBasedCase,4,Modification,5,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1
11215040,StatisticBasedCase,4,Modification,5,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1
130895047,StatisticBasedCase,4,M2MTransformation2,6,Time,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1
11275472,StatisticBasedCase,4,M2MTransformation2,6,Memory,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1
63122,StatisticBasedCase,4,Modification,7,Time,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,1
11275968,StatisticBasedCase,4,Modification,7,Memory,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,1
121793710,StatisticBasedCase,4,M2MTransformation2,8,Time,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,1
11340840,StatisticBasedCase,4,M2MTransformation2,8,Memory,BasicXform,2,BATCH_OPTIMIZED-TEMPLATE,1
56106,StatisticBasedCase,4,Modification,9,Time,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1
11341336,StatisticBasedCase,4,Modification,9,Memory,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1
123009351,StatisticBasedCase,4,M2MTransformation2,10,Time,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1
11402064,StatisticBasedCase,4,M2MTransformation2,10,Memory,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,1
75183,StatisticBasedCase,4,Modification,11,Time,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1
11402584,StatisticBasedCase,4,Modification,11,Memory,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1
124004111,StatisticBasedCase,4,M2MTransformation2,12,Time,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1
11479952,StatisticBasedCase,4,M2MTransformation2,12,Memory,BasicXform,4,BATCH_OPTIMIZED-TEMPLATE,1
67662,StatisticBasedCase,4,Modification,13,Time,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,1
11480448,StatisticBasedCase,4,Modification,13,Memory,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,1
125404994,StatisticBasedCase,4,M2MTransformation2,14,Time,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,1
11545592,StatisticBasedCase,4,M2MTransformation2,14,Memory,BasicXform,5,BATCH_OPTIMIZED-TEMPLATE,1
