Tool,Size,RunIndex,MetricValue,Iteration,Scenario,Sequence,MetricName,PhaseName,CaseName
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,214757016,1,BasicXform,4,Memory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,802690808,1,BasicXform,4,AverageMemory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1250039472,1,BasicXform,4,PeakMemory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,837550,1,BasicXform,5,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,214756936,1,BasicXform,5,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1334933790,1,BasicXform,6,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,214773008,1,BasicXform,6,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,836740413,1,BasicXform,6,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1303227376,1,BasicXform,6,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,892838,2,BasicXform,7,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,214771808,2,BasicXform,7,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1174524068,2,BasicXform,8,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,214781528,2,BasicXform,8,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1286446632,2,BasicXform,8,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,878189866,2,BasicXform,8,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,631398,3,BasicXform,9,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,214781320,3,BasicXform,9,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1319349637,3,BasicXform,10,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,214785656,3,BasicXform,10,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,833439248,3,BasicXform,10,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1275337120,3,BasicXform,10,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,576848,4,BasicXform,11,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,214785472,4,BasicXform,11,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1135406767,4,BasicXform,12,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,214790488,4,BasicXform,12,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1305589472,4,BasicXform,12,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,904374512,4,BasicXform,12,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,541300,5,BasicXform,13,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,214790304,5,BasicXform,13,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1113648305,5,BasicXform,14,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,214790008,5,BasicXform,14,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,1301497808,5,BasicXform,14,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,64,1,901789576,5,BasicXform,14,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,214644,1,BasicXform,1,Time,EMFResourceInitialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,9557280,1,BasicXform,1,Memory,EMFResourceInitialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,791342974,1,BasicXform,2,Time,Generation,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,33781928,1,BasicXform,2,Memory,Generation,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,123249345,1,BasicXform,3,Time,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,22774080,1,BasicXform,3,Memory,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,64334284,1,BasicXform,3,AverageMemory,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,96546544,1,BasicXform,3,PeakMemory,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,87474781,1,BasicXform,4,Time,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,28074856,1,BasicXform,4,Memory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,65724384,1,BasicXform,4,PeakMemory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,54986952,1,BasicXform,4,AverageMemory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,470937,1,BasicXform,5,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,28083808,1,BasicXform,5,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,114151225,1,BasicXform,6,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,28190080,1,BasicXform,6,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,71034384,1,BasicXform,6,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,113984184,1,BasicXform,6,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,408839,2,BasicXform,7,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,28199352,2,BasicXform,7,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,114206729,2,BasicXform,8,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,28217768,2,BasicXform,8,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,71149932,2,BasicXform,8,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,114099736,2,BasicXform,8,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,565765,3,BasicXform,9,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,28227056,3,BasicXform,9,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,101813262,3,BasicXform,10,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,28234616,3,BasicXform,10,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,92652592,3,BasicXform,10,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,71177640,3,BasicXform,10,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,408038,4,BasicXform,11,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,28243992,4,BasicXform,11,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,72893960,4,BasicXform,12,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,28455040,4,BasicXform,12,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,71194532,4,BasicXform,12,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,92669416,4,BasicXform,12,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,417199,5,BasicXform,13,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,28464312,5,BasicXform,13,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,66129491,5,BasicXform,14,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,28473968,5,BasicXform,14,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,71414876,5,BasicXform,14,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,8,1,92889808,5,BasicXform,14,PeakMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,183746,1,BasicXform,1,Time,EMFResourceInitialization,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,9597064,1,BasicXform,1,Memory,EMFResourceInitialization,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,44332077,1,BasicXform,2,Time,Generation,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,10887992,1,BasicXform,2,Memory,Generation,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,49113231,1,BasicXform,3,Time,Initialization,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,11980008,1,BasicXform,3,Memory,Initialization,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,74133736,1,BasicXform,3,PeakMemory,Initialization,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,41921456,1,BasicXform,3,AverageMemory,Initialization,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,28010203,1,BasicXform,4,Time,M2MTransformation1,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12710496,1,BasicXform,4,Memory,M2MTransformation1,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,33455480,1,BasicXform,4,AverageMemory,M2MTransformation1,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,44192920,1,BasicXform,4,PeakMemory,M2MTransformation1,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,3074046,1,BasicXform,5,Time,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12792416,1,BasicXform,5,Memory,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,22426,1,BasicXform,6,Time,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12793288,1,BasicXform,6,Memory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,34268096,1,BasicXform,6,PeakMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,34268096,1,BasicXform,6,AverageMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,2438866,2,BasicXform,7,Time,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12817640,2,BasicXform,7,Memory,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,67057,2,BasicXform,8,Time,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12818712,2,BasicXform,8,Memory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,55768176,2,BasicXform,8,PeakMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,34293320,2,BasicXform,8,AverageMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,2189287,3,BasicXform,9,Time,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12845744,3,BasicXform,9,Memory,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,19329,3,BasicXform,10,Time,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12846616,3,BasicXform,10,Memory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,34321424,3,BasicXform,10,AverageMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,34321424,3,BasicXform,10,PeakMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,2271389,4,BasicXform,11,Time,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12875424,4,BasicXform,11,Memory,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,20910,4,BasicXform,12,Time,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12876320,4,BasicXform,12,Memory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,34351128,4,BasicXform,12,AverageMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,34351128,4,BasicXform,12,PeakMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,2088498,5,BasicXform,13,Time,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12901056,5,BasicXform,13,Memory,Modification,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,17469,5,BasicXform,14,Time,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,12901928,5,BasicXform,14,Memory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,34376736,5,BasicXform,14,PeakMemory,M2MTransformation2,StatisticBasedCase
INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,3,34376736,5,BasicXform,14,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,618120,1,BasicXform,1,Time,EMFResourceInitialization,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,9524808,1,BasicXform,1,Memory,EMFResourceInitialization,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,106423584,1,BasicXform,2,Time,Generation,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,12085600,1,BasicXform,2,Memory,Generation,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,51629654,1,BasicXform,3,Time,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,12670848,1,BasicXform,3,Memory,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,74190312,1,BasicXform,3,PeakMemory,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,52715448,1,BasicXform,3,AverageMemory,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,48780697,1,BasicXform,4,Time,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,13770072,1,BasicXform,4,Memory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,55621184,1,BasicXform,4,PeakMemory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,44883756,1,BasicXform,4,AverageMemory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,244195,1,BasicXform,5,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,13770648,1,BasicXform,5,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,50070441,1,BasicXform,6,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,13777880,1,BasicXform,6,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,78196048,1,BasicXform,6,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,45983760,1,BasicXform,6,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,255425,2,BasicXform,7,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,13777256,2,BasicXform,7,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,49099869,2,BasicXform,8,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,13787552,2,BasicXform,8,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,45990348,2,BasicXform,8,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,78202616,2,BasicXform,8,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,215832,3,BasicXform,9,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,13787976,3,BasicXform,9,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,49280211,3,BasicXform,10,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,13799328,3,BasicXform,10,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,78213384,3,BasicXform,10,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,46001092,3,BasicXform,10,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,301001,4,BasicXform,11,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,13799800,4,BasicXform,11,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,62934325,4,BasicXform,12,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,13808072,4,BasicXform,12,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,56750352,4,BasicXform,12,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,46012928,4,BasicXform,12,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,231551,5,BasicXform,13,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,13808424,5,BasicXform,13,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,55745724,5,BasicXform,14,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,13815128,5,BasicXform,14,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,46021536,5,BasicXform,14,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,2,2,56758968,5,BasicXform,14,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,230511,1,BasicXform,1,Time,EMFResourceInitialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,9648968,1,BasicXform,1,Memory,EMFResourceInitialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,3551922773,1,BasicXform,2,Time,Generation,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,101292376,1,BasicXform,2,Memory,Generation,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,381112732,1,BasicXform,3,Time,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,53998296,1,BasicXform,3,Memory,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,246487872,1,BasicXform,3,PeakMemory,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,150679392,1,BasicXform,3,AverageMemory,Initialization,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,170799263,1,BasicXform,4,Time,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,65432632,1,BasicXform,4,Memory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,139037172,1,BasicXform,4,AverageMemory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,181556304,1,BasicXform,4,PeakMemory,M2MTransformation1,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,438014,1,BasicXform,5,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,65445448,1,BasicXform,5,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,163374011,1,BasicXform,6,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,65657832,1,BasicXform,6,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,150484492,1,BasicXform,6,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,193003616,1,BasicXform,6,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,546626,2,BasicXform,7,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,65660896,2,BasicXform,7,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,162713253,2,BasicXform,8,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,65671976,2,BasicXform,8,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,279118472,2,BasicXform,8,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,172174796,2,BasicXform,8,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,379591,3,BasicXform,9,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,65675408,3,BasicXform,9,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,153731632,3,BasicXform,10,Time,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,65945576,3,BasicXform,10,Memory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,193233672,3,BasicXform,10,PeakMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,150714500,3,BasicXform,10,AverageMemory,M2MTransformation2,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,335744,4,BasicXform,11,Time,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,65949240,4,BasicXform,11,Memory,Modification,StatisticBasedCase
BATCH_VIATRA_QUERY_RETE-TEMPLATE,16,3,148660975,4,BasicXform,12,Time,M2MTransformation2,StatisticBasedCase
