MetricName,MetricValue,Tool,PhaseName,Scenario,Sequence,RunIndex,CaseName,Iteration,Size
AverageMemory,996857583,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,32
Time,299483,BATCH_OPTIMIZED-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,32
Memory,34493440,BATCH_OPTIMIZED-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,32
Time,151069012339,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,32
Memory,36391600,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,32
AverageMemory,1045566876,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,32
PeakMemory,2796426872,BATCH_OPTIMIZED-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,32
Time,785823,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,BasicXform,1,2,StatisticBasedCase,1,32
Memory,9862872,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,BasicXform,1,2,StatisticBasedCase,1,32
Time,15398339091,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,BasicXform,2,2,StatisticBasedCase,1,32
Memory,388863032,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,BasicXform,2,2,StatisticBasedCase,1,32
Time,733140755,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,32
Memory,37647800,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,32
PeakMemory,242665704,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,32
AverageMemory,162317656,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,32
Time,476139935,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,32
Memory,49993600,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,32
PeakMemory,358856720,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,32
AverageMemory,230373392,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,32
Time,539299,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,5,2,StatisticBasedCase,1,32
Memory,49991632,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,5,2,StatisticBasedCase,1,32
Time,441118186,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,32
Memory,49997760,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,32
AverageMemory,242717440,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,32
PeakMemory,371200808,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,32
Time,393549,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,7,2,StatisticBasedCase,2,32
Memory,49997552,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,7,2,StatisticBasedCase,2,32
Time,417192083,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,32
Memory,50003168,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,32
PeakMemory,371206776,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,32
AverageMemory,242723384,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,32
Time,277943,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,9,2,StatisticBasedCase,3,32
Memory,50002960,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,9,2,StatisticBasedCase,3,32
Time,380925732,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,32
Memory,50012768,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,32
AverageMemory,242728752,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,32
PeakMemory,371212104,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,32
Time,306042,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,11,2,StatisticBasedCase,4,32
Memory,50012584,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,11,2,StatisticBasedCase,4,32
Time,366880349,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,32
Memory,50016656,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,32
AverageMemory,242738368,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,32
PeakMemory,371221688,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,32
Time,326382,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,32
Memory,50016472,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,32
Time,364661875,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,32
Memory,50021056,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,32
AverageMemory,242742280,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,32
PeakMemory,371225648,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,32
Time,642046,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,1
Memory,12023064,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,1
Time,56248601,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,1
Memory,13318816,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,1
Time,50965447,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,1
Memory,14483328,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,1
AverageMemory,55084972,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,1
PeakMemory,87297248,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,1
Time,20949749,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,1
Memory,14762504,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,1
AverageMemory,46696188,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,1
PeakMemory,57433616,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,1
Time,120547,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,5,1,StatisticBasedCase,1,1
Memory,14761320,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,5,1,StatisticBasedCase,1,1
Time,28424470,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,1
Memory,14767024,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,1
AverageMemory,46974380,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,1
PeakMemory,57711808,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,1
Time,247345,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,7,1,StatisticBasedCase,2,1
Memory,14766800,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,7,1,StatisticBasedCase,2,1
Time,31583842,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,1
Memory,14772888,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,1
PeakMemory,36242432,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,1
AverageMemory,36242432,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,1
Time,278939,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,9,1,StatisticBasedCase,3,1
Memory,14772672,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,9,1,StatisticBasedCase,3,1
Time,29484308,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,1
Memory,14778496,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,1
PeakMemory,57723160,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,1
AverageMemory,36248304,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,1
Time,180134,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,11,1,StatisticBasedCase,4,1
Memory,14778304,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,11,1,StatisticBasedCase,4,1
Time,42674280,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,1
Memory,14784880,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,1
PeakMemory,57728816,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,1
AverageMemory,36253960,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,1
Time,173192,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,13,1,StatisticBasedCase,5,1
Memory,14784656,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,13,1,StatisticBasedCase,5,1
Time,22580510,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,1
Memory,14791096,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,1
PeakMemory,36260288,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,1
AverageMemory,36260288,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,1
Time,169855,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,8
Memory,9591552,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,8
Time,523217031,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,8
Memory,20903208,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,8
Time,66078668,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,8
Memory,15355488,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,8
PeakMemory,75080856,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,8
AverageMemory,53606020,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,8
Time,132218021,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,8
Memory,19946760,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,8
PeakMemory,79780608,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,8
AverageMemory,58305764,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,8
Time,234832,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,5,1,StatisticBasedCase,1,8
Memory,19947344,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,5,1,StatisticBasedCase,1,8
Time,132890642,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,8
Memory,19972536,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,8
AverageMemory,73635288,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,8
PeakMemory,105847600,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,8
Time,283182,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,7,1,StatisticBasedCase,2,8
Memory,19972904,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,7,1,StatisticBasedCase,2,8
Time,116579138,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,8
Memory,19980784,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,8
PeakMemory,84398440,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,8
AverageMemory,62923488,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,8
Time,239040,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,9,1,StatisticBasedCase,3,8
Memory,19981144,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,9,1,StatisticBasedCase,3,8
Time,111926760,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,8
Memory,19992152,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,8
PeakMemory,84406528,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,8
AverageMemory,62931652,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,8
Time,229538,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,11,1,StatisticBasedCase,4,8
Memory,19991256,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,11,1,StatisticBasedCase,4,8
Time,107826839,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,8
Memory,19997464,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,8
PeakMemory,84416792,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,8
AverageMemory,62941852,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,8
Time,226541,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,13,1,StatisticBasedCase,5,8
Memory,19996888,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,13,1,StatisticBasedCase,5,8
Time,95874158,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,8
Memory,20003080,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,8
PeakMemory,84422224,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,8
AverageMemory,62947372,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,8
Time,231870,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,16
Memory,9681200,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,16
Time,3659236062,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,16
Memory,101326336,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,16
Time,146165405,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,16
Memory,21380520,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,16
PeakMemory,139532904,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,16
AverageMemory,86276756,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,16
Time,275131070,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,16
Memory,31522408,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,16
PeakMemory,189731984,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,16
AverageMemory,126600376,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,16
Time,503797,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,5,1,StatisticBasedCase,1,16
Memory,31523016,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,5,1,StatisticBasedCase,1,16
Time,240465974,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,16
Memory,31538464,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,16
PeakMemory,199874944,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,16
AverageMemory,136743244,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,16
Time,313324,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,7,1,StatisticBasedCase,2,16
Memory,31537840,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,7,1,StatisticBasedCase,2,16
Time,219968670,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,16
Memory,31544360,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,16
PeakMemory,242839328,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,16
AverageMemory,136758000,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,16
Time,237972,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,9,1,StatisticBasedCase,3,16
Memory,31544832,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,9,1,StatisticBasedCase,3,16
Time,208516797,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,16
Memory,31548424,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,16
PeakMemory,199896808,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,16
AverageMemory,136765084,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,16
Time,271237,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,11,1,StatisticBasedCase,4,16
Memory,31548856,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,11,1,StatisticBasedCase,4,16
Time,215742612,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,16
Memory,31557664,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,16
PeakMemory,199900680,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,16
AverageMemory,136769044,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,16
Time,209088,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,13,1,StatisticBasedCase,5,16
Memory,31558064,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Modification,BasicXform,13,1,StatisticBasedCase,5,16
Time,202579397,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,16
Memory,31562448,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,16
PeakMemory,199909840,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,16
AverageMemory,136778216,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,16
Time,216299,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,BasicXform,1,3,StatisticBasedCase,1,4
Memory,9386232,BATCH_OPTIMIZED-TEMPLATE,EMFResourceInitialization,BasicXform,1,3,StatisticBasedCase,1,4
Time,287011151,BATCH_OPTIMIZED-TEMPLATE,Generation,BasicXform,2,3,StatisticBasedCase,1,4
Memory,16015128,BATCH_OPTIMIZED-TEMPLATE,Generation,BasicXform,2,3,StatisticBasedCase,1,4
