MetricName,MetricValue,Tool,PhaseName,Scenario,Sequence,RunIndex,CaseName,Iteration,Size
Memory,12735088,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,2
PeakMemory,55678040,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,2
AverageMemory,34203184,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,2
Time,118875,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,9,2,StatisticBasedCase,3,2
Memory,12734872,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,9,2,StatisticBasedCase,3,2
Time,38076578,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,2
Memory,12746448,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,2
AverageMemory,34210504,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,2
PeakMemory,34210504,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,2
Time,131573,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,11,2,StatisticBasedCase,4,2
Memory,12746256,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,11,2,StatisticBasedCase,4,2
Time,39335343,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,2
Memory,12752256,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,2
PeakMemory,55696768,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,2
AverageMemory,34221912,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,2
Time,213486,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,2
Memory,12752032,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,2
Time,36835500,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,2
Memory,12757912,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,2
AverageMemory,34227664,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,2
PeakMemory,34227664,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,2
Time,595398,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,BasicXform,1,3,StatisticBasedCase,1,32
Memory,9865816,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,EMFResourceInitialization,BasicXform,1,3,StatisticBasedCase,1,32
Time,15893132157,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,BasicXform,2,3,StatisticBasedCase,1,32
Memory,389082576,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Generation,BasicXform,2,3,StatisticBasedCase,1,32
Time,554483577,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,32
Memory,37654712,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,32
AverageMemory,161731404,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,32
PeakMemory,241783592,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Initialization,BasicXform,3,3,StatisticBasedCase,1,32
Time,389927987,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,32
Memory,49995496,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,32
PeakMemory,357380432,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,32
AverageMemory,229490392,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation1,BasicXform,4,3,StatisticBasedCase,1,32
Time,554599,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,5,3,StatisticBasedCase,1,32
Memory,49994520,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,5,3,StatisticBasedCase,1,32
Time,405528830,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,32
Memory,50001488,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,32
AverageMemory,241830516,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,32
PeakMemory,369720696,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,6,3,StatisticBasedCase,1,32
Time,363904,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,7,3,StatisticBasedCase,2,32
Memory,50001280,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,7,3,StatisticBasedCase,2,32
Time,363322604,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,3,StatisticBasedCase,2,32
Memory,50008592,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,3,StatisticBasedCase,2,32
PeakMemory,434151792,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,3,StatisticBasedCase,2,32
AverageMemory,241837180,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,8,3,StatisticBasedCase,2,32
Time,355506,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,9,3,StatisticBasedCase,3,32
Memory,50008384,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,9,3,StatisticBasedCase,3,32
Time,354133508,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,3,StatisticBasedCase,3,32
Memory,50015032,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,3,StatisticBasedCase,3,32
AverageMemory,241844268,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,3,StatisticBasedCase,3,32
PeakMemory,369734336,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,10,3,StatisticBasedCase,3,32
Time,292506,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,11,3,StatisticBasedCase,4,32
Memory,50014848,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,11,3,StatisticBasedCase,4,32
Time,362235288,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,3,StatisticBasedCase,4,32
Memory,50019840,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,3,StatisticBasedCase,4,32
AverageMemory,241850768,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,3,StatisticBasedCase,4,32
PeakMemory,434165376,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,12,3,StatisticBasedCase,4,32
Time,313628,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,13,3,StatisticBasedCase,5,32
Memory,50019656,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Modification,BasicXform,13,3,StatisticBasedCase,5,32
Time,452409175,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,3,StatisticBasedCase,5,32
Memory,50023160,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,3,StatisticBasedCase,5,32
AverageMemory,241855648,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,3,StatisticBasedCase,5,32
PeakMemory,369745824,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,M2MTransformation2,BasicXform,14,3,StatisticBasedCase,5,32
Time,299585,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,16
Memory,9763952,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,16
Time,3278514577,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,16
Memory,101401296,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,16
Time,564253716,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,16
Memory,63730944,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,16
AverageMemory,172510488,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,16
PeakMemory,311497256,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,16
Time,347749423,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,16
Memory,78487112,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,16
AverageMemory,159506532,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,16
PeakMemory,212762784,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,1,StatisticBasedCase,1,16
Time,4757277,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,5,1,StatisticBasedCase,1,16
Memory,79640448,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,5,1,StatisticBasedCase,1,16
Time,17321,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,16
Memory,79641320,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,16
PeakMemory,143634832,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,16
AverageMemory,122159976,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,1,StatisticBasedCase,1,16
Time,1501605,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,7,1,StatisticBasedCase,2,16
Memory,79661200,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,7,1,StatisticBasedCase,2,16
Time,18246,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,16
Memory,79662072,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,16
AverageMemory,122180728,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,16
PeakMemory,122180728,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,1,StatisticBasedCase,2,16
Time,1264817,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,9,1,StatisticBasedCase,3,16
Memory,79682728,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,9,1,StatisticBasedCase,3,16
Time,18977,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,16
Memory,79683600,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,16
PeakMemory,122202256,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,16
AverageMemory,100943028,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,1,StatisticBasedCase,3,16
Time,1281491,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,11,1,StatisticBasedCase,4,16
Memory,79704392,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,11,1,StatisticBasedCase,4,16
Time,23791,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,16
Memory,79705288,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,16
PeakMemory,122223944,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,16
AverageMemory,122223944,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,1,StatisticBasedCase,4,16
Time,1627850,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,13,1,StatisticBasedCase,5,16
Memory,79726120,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,13,1,StatisticBasedCase,5,16
Time,18925,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,16
Memory,79726992,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,16
PeakMemory,122245648,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,16
AverageMemory,122245648,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,1,StatisticBasedCase,5,16
Time,141897,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,BasicXform,1,2,StatisticBasedCase,1,8
Memory,9670512,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,BasicXform,1,2,StatisticBasedCase,1,8
Time,872539523,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,BasicXform,2,2,StatisticBasedCase,1,8
Memory,34602280,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,BasicXform,2,2,StatisticBasedCase,1,8
Time,176647303,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,8
Memory,28069568,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,8
AverageMemory,75196904,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,8
PeakMemory,118146664,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,8
Time,175849036,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,8
Memory,34923984,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,8
AverageMemory,103232160,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,8
PeakMemory,135444424,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,8
Time,2858237,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,5,2,StatisticBasedCase,1,8
Memory,35466944,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,5,2,StatisticBasedCase,1,8
Time,16926,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,8
Memory,35467816,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,8
AverageMemory,46205320,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,8
PeakMemory,56942624,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,8
Time,1406894,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,7,2,StatisticBasedCase,2,8
Memory,35507128,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,7,2,StatisticBasedCase,2,8
Time,20042,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,8
Memory,35508000,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,8
AverageMemory,56982808,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,8
PeakMemory,78457664,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,8
Time,1140651,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,9,2,StatisticBasedCase,3,8
Memory,35527392,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,9,2,StatisticBasedCase,3,8
Time,18568,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,8
Memory,35528264,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,8
PeakMemory,57003072,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,8
AverageMemory,57003072,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,8
Time,1169809,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,11,2,StatisticBasedCase,4,8
Memory,35548144,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,11,2,StatisticBasedCase,4,8
Time,17437,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,8
Memory,35549040,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,8
PeakMemory,57023848,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,8
AverageMemory,46286544,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,8
Time,1396967,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,8
Memory,35569008,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,8
Time,17125,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,8
Memory,35569880,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,8
AverageMemory,46307384,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,8
PeakMemory,57044688,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,8
Time,164660,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,BasicXform,1,2,StatisticBasedCase,1,2
Memory,9603536,INCR_VIATRA_TRANSFORMATION-TEMPLATE,EMFResourceInitialization,BasicXform,1,2,StatisticBasedCase,1,2
Time,101914035,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,BasicXform,2,2,StatisticBasedCase,1,2
Memory,12199704,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Generation,BasicXform,2,2,StatisticBasedCase,1,2
Time,60619627,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,2
Memory,13646896,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,2
PeakMemory,74267792,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,2
AverageMemory,52792944,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Initialization,BasicXform,3,2,StatisticBasedCase,1,2
Time,48505128,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,2
Memory,15212112,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,2
AverageMemory,45858736,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,2
PeakMemory,56596160,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation1,BasicXform,4,2,StatisticBasedCase,1,2
Time,1846183,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,5,2,StatisticBasedCase,1,2
Memory,15349008,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,5,2,StatisticBasedCase,1,2
Time,16521,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,2
Memory,15349880,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,2
PeakMemory,36824640,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,2
AverageMemory,36824640,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,6,2,StatisticBasedCase,1,2
Time,1330660,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,7,2,StatisticBasedCase,2,2
Memory,15368872,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,7,2,StatisticBasedCase,2,2
Time,15113,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,2
Memory,15369744,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,2
PeakMemory,36844504,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,2
AverageMemory,36844504,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,8,2,StatisticBasedCase,2,2
Time,1446245,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,9,2,StatisticBasedCase,3,2
Memory,15399920,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,9,2,StatisticBasedCase,3,2
Time,15602,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,2
Memory,15400792,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,2
PeakMemory,36875552,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,2
AverageMemory,26138272,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,10,2,StatisticBasedCase,3,2
Time,1300481,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,11,2,StatisticBasedCase,4,2
Memory,15420424,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,11,2,StatisticBasedCase,4,2
Time,15774,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,2
Memory,15421320,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,2
AverageMemory,36896080,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,2
PeakMemory,36896080,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,12,2,StatisticBasedCase,4,2
Time,1687126,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,2
Memory,15441888,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Modification,BasicXform,13,2,StatisticBasedCase,5,2
Time,16195,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,2
Memory,15443560,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,2
AverageMemory,36917520,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,2
PeakMemory,36917520,INCR_VIATRA_TRANSFORMATION-TEMPLATE,M2MTransformation2,BasicXform,14,2,StatisticBasedCase,5,2
Time,258652,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,1
Memory,9519560,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,EMFResourceInitialization,BasicXform,1,1,StatisticBasedCase,1,1
Time,51702098,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,1
Memory,10837528,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Generation,BasicXform,2,1,StatisticBasedCase,1,1
Time,49152245,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,1
Memory,12287512,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,1
AverageMemory,74057736,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,Initialization,BasicXform,3,1,StatisticBasedCase,1,1
