MetricName,Iteration,Size,Scenario,PhaseName,CaseName,MetricValue,RunIndex,Tool,Sequence
Time,1,64,BasicXform,Initialization,StatisticBasedCase,9522523227,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
Memory,1,64,BasicXform,Initialization,StatisticBasedCase,1644793560,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
PeakMemory,1,64,BasicXform,Initialization,StatisticBasedCase,2844615904,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
AverageMemory,1,64,BasicXform,Initialization,StatisticBasedCase,1258586077,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
Time,1,64,BasicXform,M2MTransformation1,StatisticBasedCase,602798003,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Memory,1,64,BasicXform,M2MTransformation1,StatisticBasedCase,1737467904,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
AverageMemory,1,64,BasicXform,M2MTransformation1,StatisticBasedCase,1905634332,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
PeakMemory,1,64,BasicXform,M2MTransformation1,StatisticBasedCase,2142761768,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Time,1,64,BasicXform,Modification,StatisticBasedCase,1450454,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5
Memory,1,64,BasicXform,Modification,StatisticBasedCase,1737549616,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5
Time,1,64,BasicXform,M2MTransformation2,StatisticBasedCase,751510479,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
Memory,1,64,BasicXform,M2MTransformation2,StatisticBasedCase,1737565152,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
PeakMemory,1,64,BasicXform,M2MTransformation2,StatisticBasedCase,2301092488,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
AverageMemory,1,64,BasicXform,M2MTransformation2,StatisticBasedCase,2034975372,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
Time,2,64,BasicXform,Modification,StatisticBasedCase,736724,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7
Memory,2,64,BasicXform,Modification,StatisticBasedCase,1737590176,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7
Time,2,64,BasicXform,M2MTransformation2,StatisticBasedCase,709338651,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Memory,2,64,BasicXform,M2MTransformation2,StatisticBasedCase,1737604832,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
PeakMemory,2,64,BasicXform,M2MTransformation2,StatisticBasedCase,2301133400,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
AverageMemory,2,64,BasicXform,M2MTransformation2,StatisticBasedCase,2035016108,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Time,3,64,BasicXform,Modification,StatisticBasedCase,588214,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9
Memory,3,64,BasicXform,Modification,StatisticBasedCase,1737630000,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9
Time,3,64,BasicXform,M2MTransformation2,StatisticBasedCase,708331428,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
Memory,3,64,BasicXform,M2MTransformation2,StatisticBasedCase,1737644704,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
AverageMemory,3,64,BasicXform,M2MTransformation2,StatisticBasedCase,2035056012,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
PeakMemory,3,64,BasicXform,M2MTransformation2,StatisticBasedCase,2301173384,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
Time,4,64,BasicXform,Modification,StatisticBasedCase,619055,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11
Memory,4,64,BasicXform,Modification,StatisticBasedCase,1737670056,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11
Time,4,64,BasicXform,M2MTransformation2,StatisticBasedCase,851300631,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
Memory,4,64,BasicXform,M2MTransformation2,StatisticBasedCase,1737685024,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
AverageMemory,4,64,BasicXform,M2MTransformation2,StatisticBasedCase,2035096168,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
PeakMemory,4,64,BasicXform,M2MTransformation2,StatisticBasedCase,2301213616,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
Time,5,64,BasicXform,Modification,StatisticBasedCase,590887,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13
Memory,5,64,BasicXform,Modification,StatisticBasedCase,1737710536,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13
Time,5,64,BasicXform,M2MTransformation2,StatisticBasedCase,704134514,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
Memory,5,64,BasicXform,M2MTransformation2,StatisticBasedCase,1737725216,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
PeakMemory,5,64,BasicXform,M2MTransformation2,StatisticBasedCase,2301253944,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
AverageMemory,5,64,BasicXform,M2MTransformation2,StatisticBasedCase,2035136560,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
Time,1,4,BasicXform,EMFResourceInitialization,StatisticBasedCase,175821,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1
Memory,1,4,BasicXform,EMFResourceInitialization,StatisticBasedCase,11215256,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1
Time,1,4,BasicXform,Generation,StatisticBasedCase,331900440,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2
Memory,1,4,BasicXform,Generation,StatisticBasedCase,22349744,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2
Time,1,4,BasicXform,Initialization,StatisticBasedCase,61369572,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
Memory,1,4,BasicXform,Initialization,StatisticBasedCase,14485152,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
PeakMemory,1,4,BasicXform,Initialization,StatisticBasedCase,76117656,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
AverageMemory,1,4,BasicXform,Initialization,StatisticBasedCase,54642812,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
Time,1,4,BasicXform,M2MTransformation1,StatisticBasedCase,83784021,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Memory,1,4,BasicXform,M2MTransformation1,StatisticBasedCase,15865984,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
PeakMemory,1,4,BasicXform,M2MTransformation1,StatisticBasedCase,78911712,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
AverageMemory,1,4,BasicXform,M2MTransformation1,StatisticBasedCase,57436148,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Time,1,4,BasicXform,Modification,StatisticBasedCase,175413,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5
Memory,1,4,BasicXform,Modification,StatisticBasedCase,15866360,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5
Time,1,4,BasicXform,M2MTransformation2,StatisticBasedCase,88684500,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
Memory,1,4,BasicXform,M2MTransformation2,StatisticBasedCase,15874256,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
PeakMemory,1,4,BasicXform,M2MTransformation2,StatisticBasedCase,123241432,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
AverageMemory,1,4,BasicXform,M2MTransformation2,StatisticBasedCase,69554268,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
Time,2,4,BasicXform,Modification,StatisticBasedCase,185240,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,7
Memory,2,4,BasicXform,Modification,StatisticBasedCase,15874416,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,7
Time,2,4,BasicXform,M2MTransformation2,StatisticBasedCase,81147814,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
Memory,2,4,BasicXform,M2MTransformation2,StatisticBasedCase,15886472,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
AverageMemory,2,4,BasicXform,M2MTransformation2,StatisticBasedCase,58824892,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
PeakMemory,2,4,BasicXform,M2MTransformation2,StatisticBasedCase,80299768,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
Time,3,4,BasicXform,Modification,StatisticBasedCase,190007,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,9
Memory,3,4,BasicXform,Modification,StatisticBasedCase,15886624,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,9
Time,3,4,BasicXform,M2MTransformation2,StatisticBasedCase,76518630,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
Memory,3,4,BasicXform,M2MTransformation2,StatisticBasedCase,15896296,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
PeakMemory,3,4,BasicXform,M2MTransformation2,StatisticBasedCase,80311992,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
AverageMemory,3,4,BasicXform,M2MTransformation2,StatisticBasedCase,58837108,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
Time,4,4,BasicXform,Modification,StatisticBasedCase,138556,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11
Memory,4,4,BasicXform,Modification,StatisticBasedCase,15896472,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11
Time,4,4,BasicXform,M2MTransformation2,StatisticBasedCase,69680564,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
Memory,4,4,BasicXform,M2MTransformation2,StatisticBasedCase,15904144,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
PeakMemory,4,4,BasicXform,M2MTransformation2,StatisticBasedCase,101796680,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
AverageMemory,4,4,BasicXform,M2MTransformation2,StatisticBasedCase,69584388,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
Time,5,4,BasicXform,Modification,StatisticBasedCase,172013,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13
Memory,5,4,BasicXform,Modification,StatisticBasedCase,15904328,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13
Time,5,4,BasicXform,M2MTransformation2,StatisticBasedCase,67228147,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
Memory,5,4,BasicXform,M2MTransformation2,StatisticBasedCase,15912080,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
AverageMemory,5,4,BasicXform,M2MTransformation2,StatisticBasedCase,69592236,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
PeakMemory,5,4,BasicXform,M2MTransformation2,StatisticBasedCase,101804544,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
Time,1,4,BasicXform,EMFResourceInitialization,StatisticBasedCase,243001,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1
Memory,1,4,BasicXform,EMFResourceInitialization,StatisticBasedCase,11278656,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1
Time,1,4,BasicXform,Generation,StatisticBasedCase,261212848,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2
Memory,1,4,BasicXform,Generation,StatisticBasedCase,23724616,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2
Time,1,4,BasicXform,Initialization,StatisticBasedCase,68886625,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
Memory,1,4,BasicXform,Initialization,StatisticBasedCase,21678272,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
AverageMemory,1,4,BasicXform,Initialization,StatisticBasedCase,65455388,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
PeakMemory,1,4,BasicXform,Initialization,StatisticBasedCase,97667664,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
Time,1,4,BasicXform,M2MTransformation1,StatisticBasedCase,88656849,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
Memory,1,4,BasicXform,M2MTransformation1,StatisticBasedCase,26387160,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
AverageMemory,1,4,BasicXform,M2MTransformation1,StatisticBasedCase,75365948,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
PeakMemory,1,4,BasicXform,M2MTransformation1,StatisticBasedCase,96840800,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
Time,1,4,BasicXform,Modification,StatisticBasedCase,2564402,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5
Memory,1,4,BasicXform,Modification,StatisticBasedCase,26822168,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5
Time,1,4,BasicXform,M2MTransformation2,StatisticBasedCase,18163,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
Memory,1,4,BasicXform,M2MTransformation2,StatisticBasedCase,26823008,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
PeakMemory,1,4,BasicXform,M2MTransformation2,StatisticBasedCase,48297768,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
AverageMemory,1,4,BasicXform,M2MTransformation2,StatisticBasedCase,37560488,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
Time,2,4,BasicXform,Modification,StatisticBasedCase,1435333,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7
Memory,2,4,BasicXform,Modification,StatisticBasedCase,26854024,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7
Time,2,4,BasicXform,M2MTransformation2,StatisticBasedCase,19494,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
Memory,2,4,BasicXform,M2MTransformation2,StatisticBasedCase,26854864,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
PeakMemory,2,4,BasicXform,M2MTransformation2,StatisticBasedCase,48329624,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
AverageMemory,2,4,BasicXform,M2MTransformation2,StatisticBasedCase,48329624,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
Time,3,4,BasicXform,Modification,StatisticBasedCase,1236567,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9
Memory,3,4,BasicXform,Modification,StatisticBasedCase,26888408,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9
Time,3,4,BasicXform,M2MTransformation2,StatisticBasedCase,20636,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
Memory,3,4,BasicXform,M2MTransformation2,StatisticBasedCase,26889248,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
AverageMemory,3,4,BasicXform,M2MTransformation2,StatisticBasedCase,48364008,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
PeakMemory,3,4,BasicXform,M2MTransformation2,StatisticBasedCase,48364008,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
Time,4,4,BasicXform,Modification,StatisticBasedCase,1356883,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11
Memory,4,4,BasicXform,Modification,StatisticBasedCase,26929200,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11
Time,4,4,BasicXform,M2MTransformation2,StatisticBasedCase,18922,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
Memory,4,4,BasicXform,M2MTransformation2,StatisticBasedCase,26930064,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
PeakMemory,4,4,BasicXform,M2MTransformation2,StatisticBasedCase,48404824,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
AverageMemory,4,4,BasicXform,M2MTransformation2,StatisticBasedCase,37667544,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
Time,5,4,BasicXform,Modification,StatisticBasedCase,1623186,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
Memory,5,4,BasicXform,Modification,StatisticBasedCase,26977848,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
Time,5,4,BasicXform,M2MTransformation2,StatisticBasedCase,19483,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
Memory,5,4,BasicXform,M2MTransformation2,StatisticBasedCase,26978688,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
AverageMemory,5,4,BasicXform,M2MTransformation2,StatisticBasedCase,37716168,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
PeakMemory,5,4,BasicXform,M2MTransformation2,StatisticBasedCase,48453448,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
Time,1,64,BasicXform,EMFResourceInitialization,StatisticBasedCase,755180,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1
Memory,1,64,BasicXform,EMFResourceInitialization,StatisticBasedCase,11892984,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1
Time,1,64,BasicXform,Generation,StatisticBasedCase,90582917084,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2
Memory,1,64,BasicXform,Generation,StatisticBasedCase,3398546632,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2
Time,1,64,BasicXform,Initialization,StatisticBasedCase,2727795087,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
Memory,1,64,BasicXform,Initialization,StatisticBasedCase,238855144,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
PeakMemory,1,64,BasicXform,Initialization,StatisticBasedCase,1207897968,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
AverageMemory,1,64,BasicXform,Initialization,StatisticBasedCase,629670219,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
Time,1,64,BasicXform,M2MTransformation1,StatisticBasedCase,1263447341,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Memory,1,64,BasicXform,M2MTransformation1,StatisticBasedCase,275632288,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
AverageMemory,1,64,BasicXform,M2MTransformation1,StatisticBasedCase,959935802,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
PeakMemory,1,64,BasicXform,M2MTransformation1,StatisticBasedCase,1445278072,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Time,1,64,BasicXform,Modification,StatisticBasedCase,992846,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5
Memory,1,64,BasicXform,Modification,StatisticBasedCase,275631592,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5
Time,1,64,BasicXform,M2MTransformation2,StatisticBasedCase,1346304270,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
Memory,1,64,BasicXform,M2MTransformation2,StatisticBasedCase,275640024,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
PeakMemory,1,64,BasicXform,M2MTransformation2,StatisticBasedCase,1516960032,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
AverageMemory,1,64,BasicXform,M2MTransformation2,StatisticBasedCase,991866642,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
Time,2,64,BasicXform,Modification,StatisticBasedCase,484045,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,7
Memory,2,64,BasicXform,Modification,StatisticBasedCase,275640192,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,7
Time,2,64,BasicXform,M2MTransformation2,StatisticBasedCase,1116438388,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
Memory,2,64,BasicXform,M2MTransformation2,StatisticBasedCase,275647952,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
AverageMemory,2,64,BasicXform,M2MTransformation2,StatisticBasedCase,1052559349,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
PeakMemory,2,64,BasicXform,M2MTransformation2,StatisticBasedCase,1502354168,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
Time,3,64,BasicXform,Modification,StatisticBasedCase,410613,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,9
Memory,3,64,BasicXform,Modification,StatisticBasedCase,275648120,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,9
Time,3,64,BasicXform,M2MTransformation2,StatisticBasedCase,1103200055,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
Memory,3,64,BasicXform,M2MTransformation2,StatisticBasedCase,275655480,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
PeakMemory,3,64,BasicXform,M2MTransformation2,StatisticBasedCase,1494800648,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
AverageMemory,3,64,BasicXform,M2MTransformation2,StatisticBasedCase,1061324464,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
Time,4,64,BasicXform,Modification,StatisticBasedCase,406130,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11
Memory,4,64,BasicXform,Modification,StatisticBasedCase,275655704,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11
Time,4,64,BasicXform,M2MTransformation2,StatisticBasedCase,1100278515,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
Memory,4,64,BasicXform,M2MTransformation2,StatisticBasedCase,275663408,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
AverageMemory,4,64,BasicXform,M2MTransformation2,StatisticBasedCase,1058139410,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
PeakMemory,4,64,BasicXform,M2MTransformation2,StatisticBasedCase,1489852472,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
Time,5,64,BasicXform,Modification,StatisticBasedCase,409747,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13
Memory,5,64,BasicXform,Modification,StatisticBasedCase,275663600,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13
Time,5,64,BasicXform,M2MTransformation2,StatisticBasedCase,1102315575,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
Memory,5,64,BasicXform,M2MTransformation2,StatisticBasedCase,275670968,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
PeakMemory,5,64,BasicXform,M2MTransformation2,StatisticBasedCase,1486493704,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
AverageMemory,5,64,BasicXform,M2MTransformation2,StatisticBasedCase,1055976610,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
Time,1,8,BasicXform,EMFResourceInitialization,StatisticBasedCase,596052,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Memory,1,8,BasicXform,EMFResourceInitialization,StatisticBasedCase,11219472,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1
Time,1,8,BasicXform,Generation,StatisticBasedCase,880224038,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2
Memory,1,8,BasicXform,Generation,StatisticBasedCase,57224296,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2
Time,1,8,BasicXform,Initialization,StatisticBasedCase,224394009,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
Memory,1,8,BasicXform,Initialization,StatisticBasedCase,32453336,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
AverageMemory,1,8,BasicXform,Initialization,StatisticBasedCase,71360444,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
PeakMemory,1,8,BasicXform,Initialization,StatisticBasedCase,108941440,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3
Time,1,8,BasicXform,M2MTransformation1,StatisticBasedCase,137580585,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Memory,1,8,BasicXform,M2MTransformation1,StatisticBasedCase,40152360,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
PeakMemory,1,8,BasicXform,M2MTransformation1,StatisticBasedCase,96878648,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
AverageMemory,1,8,BasicXform,M2MTransformation1,StatisticBasedCase,75403716,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4
Time,1,8,BasicXform,Modification,StatisticBasedCase,294080,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5
Memory,1,8,BasicXform,Modification,StatisticBasedCase,40165160,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5
Time,1,8,BasicXform,M2MTransformation2,StatisticBasedCase,87648791,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
Memory,1,8,BasicXform,M2MTransformation2,StatisticBasedCase,40180088,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
PeakMemory,1,8,BasicXform,M2MTransformation2,StatisticBasedCase,104590432,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
AverageMemory,1,8,BasicXform,M2MTransformation2,StatisticBasedCase,83115596,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
Time,2,8,BasicXform,Modification,StatisticBasedCase,369743,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7
Memory,2,8,BasicXform,Modification,StatisticBasedCase,40193584,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7
