MetricName,Iteration,Size,Scenario,PhaseName,CaseName,MetricValue,RunIndex,Tool,Sequence
Time,1,2,BasicXform,M2MTransformation2,StatisticBasedCase,27443644,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
Memory,1,2,BasicXform,M2MTransformation2,StatisticBasedCase,15888328,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
PeakMemory,1,2,BasicXform,M2MTransformation2,StatisticBasedCase,37349992,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
AverageMemory,1,2,BasicXform,M2MTransformation2,StatisticBasedCase,37349992,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,6
Time,2,2,BasicXform,Modification,StatisticBasedCase,209036,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7
Memory,2,2,BasicXform,Modification,StatisticBasedCase,15897152,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,7
Time,2,2,BasicXform,M2MTransformation2,StatisticBasedCase,26886963,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Memory,2,2,BasicXform,M2MTransformation2,StatisticBasedCase,15911896,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
PeakMemory,2,2,BasicXform,M2MTransformation2,StatisticBasedCase,37372752,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
AverageMemory,2,2,BasicXform,M2MTransformation2,StatisticBasedCase,37372752,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,8
Time,3,2,BasicXform,Modification,StatisticBasedCase,260870,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9
Memory,3,2,BasicXform,Modification,StatisticBasedCase,15939312,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,9
Time,3,2,BasicXform,M2MTransformation2,StatisticBasedCase,27340001,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
Memory,3,2,BasicXform,M2MTransformation2,StatisticBasedCase,15965856,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
PeakMemory,3,2,BasicXform,M2MTransformation2,StatisticBasedCase,37414912,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
AverageMemory,3,2,BasicXform,M2MTransformation2,StatisticBasedCase,37414912,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,10
Time,4,2,BasicXform,Modification,StatisticBasedCase,307695,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11
Memory,4,2,BasicXform,Modification,StatisticBasedCase,15975024,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11
Time,4,2,BasicXform,M2MTransformation2,StatisticBasedCase,26678735,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
Memory,4,2,BasicXform,M2MTransformation2,StatisticBasedCase,15988960,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
AverageMemory,4,2,BasicXform,M2MTransformation2,StatisticBasedCase,37450648,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
PeakMemory,4,2,BasicXform,M2MTransformation2,StatisticBasedCase,37450648,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12
Time,5,2,BasicXform,Modification,StatisticBasedCase,267797,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13
Memory,5,2,BasicXform,Modification,StatisticBasedCase,15998264,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13
Time,5,2,BasicXform,M2MTransformation2,StatisticBasedCase,25141411,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
Memory,5,2,BasicXform,M2MTransformation2,StatisticBasedCase,16012240,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
AverageMemory,5,2,BasicXform,M2MTransformation2,StatisticBasedCase,37473864,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
PeakMemory,5,2,BasicXform,M2MTransformation2,StatisticBasedCase,58948720,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14
Time,1,16,BasicXform,EMFResourceInitialization,StatisticBasedCase,232356,3,BATCH_OPTIMIZED-TEMPLATE,1
Memory,1,16,BasicXform,EMFResourceInitialization,StatisticBasedCase,11197648,3,BATCH_OPTIMIZED-TEMPLATE,1
Time,1,16,BasicXform,Generation,StatisticBasedCase,3469989483,3,BATCH_OPTIMIZED-TEMPLATE,2
Memory,1,16,BasicXform,Generation,StatisticBasedCase,193635192,3,BATCH_OPTIMIZED-TEMPLATE,2
Time,1,16,BasicXform,Initialization,StatisticBasedCase,33978,3,BATCH_OPTIMIZED-TEMPLATE,3
Memory,1,16,BasicXform,Initialization,StatisticBasedCase,13895200,3,BATCH_OPTIMIZED-TEMPLATE,3
AverageMemory,1,16,BasicXform,Initialization,StatisticBasedCase,34937752,3,BATCH_OPTIMIZED-TEMPLATE,3
PeakMemory,1,16,BasicXform,Initialization,StatisticBasedCase,55980304,3,BATCH_OPTIMIZED-TEMPLATE,3
Time,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,35331795555,3,BATCH_OPTIMIZED-TEMPLATE,4
Memory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,17794872,3,BATCH_OPTIMIZED-TEMPLATE,4
PeakMemory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,3335028528,3,BATCH_OPTIMIZED-TEMPLATE,4
AverageMemory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,1352753643,3,BATCH_OPTIMIZED-TEMPLATE,4
Time,1,16,BasicXform,Modification,StatisticBasedCase,290045,3,BATCH_OPTIMIZED-TEMPLATE,5
Memory,1,16,BasicXform,Modification,StatisticBasedCase,17795024,3,BATCH_OPTIMIZED-TEMPLATE,5
Time,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,35792371751,3,BATCH_OPTIMIZED-TEMPLATE,6
Memory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,18839616,3,BATCH_OPTIMIZED-TEMPLATE,6
AverageMemory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,1178092774,3,BATCH_OPTIMIZED-TEMPLATE,6
PeakMemory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,3287497312,3,BATCH_OPTIMIZED-TEMPLATE,6
Time,2,16,BasicXform,Modification,StatisticBasedCase,155005,3,BATCH_OPTIMIZED-TEMPLATE,7
Memory,2,16,BasicXform,Modification,StatisticBasedCase,18839736,3,BATCH_OPTIMIZED-TEMPLATE,7
Time,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,36927890433,3,BATCH_OPTIMIZED-TEMPLATE,8
Memory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,19788696,3,BATCH_OPTIMIZED-TEMPLATE,8
AverageMemory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,949004230,3,BATCH_OPTIMIZED-TEMPLATE,8
PeakMemory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,3278910232,3,BATCH_OPTIMIZED-TEMPLATE,8
Time,3,16,BasicXform,Modification,StatisticBasedCase,107271,3,BATCH_OPTIMIZED-TEMPLATE,9
Memory,3,16,BasicXform,Modification,StatisticBasedCase,19787864,3,BATCH_OPTIMIZED-TEMPLATE,9
Time,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,36193188161,3,BATCH_OPTIMIZED-TEMPLATE,10
Memory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,20934120,3,BATCH_OPTIMIZED-TEMPLATE,10
AverageMemory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,1196193695,3,BATCH_OPTIMIZED-TEMPLATE,10
PeakMemory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,3280257736,3,BATCH_OPTIMIZED-TEMPLATE,10
Time,4,16,BasicXform,Modification,StatisticBasedCase,122214,3,BATCH_OPTIMIZED-TEMPLATE,11
Memory,4,16,BasicXform,Modification,StatisticBasedCase,20934264,3,BATCH_OPTIMIZED-TEMPLATE,11
Time,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,36566787954,3,BATCH_OPTIMIZED-TEMPLATE,12
Memory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,21885616,3,BATCH_OPTIMIZED-TEMPLATE,12
AverageMemory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,998074175,3,BATCH_OPTIMIZED-TEMPLATE,12
PeakMemory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,3268231376,3,BATCH_OPTIMIZED-TEMPLATE,12
Time,5,16,BasicXform,Modification,StatisticBasedCase,112404,3,BATCH_OPTIMIZED-TEMPLATE,13
Memory,5,16,BasicXform,Modification,StatisticBasedCase,21885760,3,BATCH_OPTIMIZED-TEMPLATE,13
Time,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,35702717320,3,BATCH_OPTIMIZED-TEMPLATE,14
Memory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,22838464,3,BATCH_OPTIMIZED-TEMPLATE,14
AverageMemory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,1191765043,3,BATCH_OPTIMIZED-TEMPLATE,14
PeakMemory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,3261443488,3,BATCH_OPTIMIZED-TEMPLATE,14
Time,1,8,BasicXform,EMFResourceInitialization,StatisticBasedCase,156108,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1
Memory,1,8,BasicXform,EMFResourceInitialization,StatisticBasedCase,11322192,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1
Time,1,8,BasicXform,Generation,StatisticBasedCase,466608379,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2
Memory,1,8,BasicXform,Generation,StatisticBasedCase,31772128,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2
Time,1,8,BasicXform,Initialization,StatisticBasedCase,110238318,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
Memory,1,8,BasicXform,Initialization,StatisticBasedCase,31650256,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
AverageMemory,1,8,BasicXform,Initialization,StatisticBasedCase,66110576,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
PeakMemory,1,8,BasicXform,Initialization,StatisticBasedCase,98355616,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3
Time,1,8,BasicXform,M2MTransformation1,StatisticBasedCase,180291187,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
Memory,1,8,BasicXform,M2MTransformation1,StatisticBasedCase,41552072,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
PeakMemory,1,8,BasicXform,M2MTransformation1,StatisticBasedCase,117550232,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
AverageMemory,1,8,BasicXform,M2MTransformation1,StatisticBasedCase,85337956,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4
Time,1,8,BasicXform,Modification,StatisticBasedCase,3285630,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5
Memory,1,8,BasicXform,Modification,StatisticBasedCase,42435456,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5
Time,1,8,BasicXform,M2MTransformation2,StatisticBasedCase,18013,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
Memory,1,8,BasicXform,M2MTransformation2,StatisticBasedCase,42436296,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
PeakMemory,1,8,BasicXform,M2MTransformation2,StatisticBasedCase,63911056,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
AverageMemory,1,8,BasicXform,M2MTransformation2,StatisticBasedCase,53173776,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,6
Time,2,8,BasicXform,Modification,StatisticBasedCase,1618118,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7
Memory,2,8,BasicXform,Modification,StatisticBasedCase,42468696,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,7
Time,2,8,BasicXform,M2MTransformation2,StatisticBasedCase,20093,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
Memory,2,8,BasicXform,M2MTransformation2,StatisticBasedCase,42469536,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
PeakMemory,2,8,BasicXform,M2MTransformation2,StatisticBasedCase,85419152,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
AverageMemory,2,8,BasicXform,M2MTransformation2,StatisticBasedCase,63944296,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,8
Time,3,8,BasicXform,Modification,StatisticBasedCase,1367654,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9
Memory,3,8,BasicXform,Modification,StatisticBasedCase,42502336,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,9
Time,3,8,BasicXform,M2MTransformation2,StatisticBasedCase,21488,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
Memory,3,8,BasicXform,M2MTransformation2,StatisticBasedCase,42503176,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
PeakMemory,3,8,BasicXform,M2MTransformation2,StatisticBasedCase,63977936,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
AverageMemory,3,8,BasicXform,M2MTransformation2,StatisticBasedCase,63977936,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,10
Time,4,8,BasicXform,Modification,StatisticBasedCase,1410097,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11
Memory,4,8,BasicXform,Modification,StatisticBasedCase,42536880,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11
Time,4,8,BasicXform,M2MTransformation2,StatisticBasedCase,17792,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
Memory,4,8,BasicXform,M2MTransformation2,StatisticBasedCase,42537744,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
PeakMemory,4,8,BasicXform,M2MTransformation2,StatisticBasedCase,64012504,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
AverageMemory,4,8,BasicXform,M2MTransformation2,StatisticBasedCase,53275224,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,12
Time,5,8,BasicXform,Modification,StatisticBasedCase,1590023,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
Memory,5,8,BasicXform,Modification,StatisticBasedCase,42574608,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13
Time,5,8,BasicXform,M2MTransformation2,StatisticBasedCase,24160,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
Memory,5,8,BasicXform,M2MTransformation2,StatisticBasedCase,42575448,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
PeakMemory,5,8,BasicXform,M2MTransformation2,StatisticBasedCase,64050208,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
AverageMemory,5,8,BasicXform,M2MTransformation2,StatisticBasedCase,64050208,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,14
Time,1,16,BasicXform,EMFResourceInitialization,StatisticBasedCase,179656,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1
Memory,1,16,BasicXform,EMFResourceInitialization,StatisticBasedCase,11350256,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1
Time,1,16,BasicXform,Generation,StatisticBasedCase,3813600174,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2
Memory,1,16,BasicXform,Generation,StatisticBasedCase,193724872,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2
Time,1,16,BasicXform,Initialization,StatisticBasedCase,156371076,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
Memory,1,16,BasicXform,Initialization,StatisticBasedCase,21895344,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
AverageMemory,1,16,BasicXform,Initialization,StatisticBasedCase,87891592,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
PeakMemory,1,16,BasicXform,Initialization,StatisticBasedCase,119665440,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
Time,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,322454039,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Memory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,28515240,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
PeakMemory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,316405768,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
AverageMemory,1,16,BasicXform,M2MTransformation1,StatisticBasedCase,190187268,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4
Time,1,16,BasicXform,Modification,StatisticBasedCase,271412,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5
Memory,1,16,BasicXform,Modification,StatisticBasedCase,28515632,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5
Time,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,302180619,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
Memory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,28524152,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
AverageMemory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,196807696,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
PeakMemory,1,16,BasicXform,M2MTransformation2,StatisticBasedCase,323026184,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,6
Time,2,16,BasicXform,Modification,StatisticBasedCase,217295,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,7
Memory,2,16,BasicXform,Modification,StatisticBasedCase,28524328,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,7
Time,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,281413618,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
Memory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,28533336,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
PeakMemory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,323035160,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
AverageMemory,2,16,BasicXform,M2MTransformation2,StatisticBasedCase,196816532,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,8
Time,3,16,BasicXform,Modification,StatisticBasedCase,192224,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,9
Memory,3,16,BasicXform,Modification,StatisticBasedCase,28532520,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,9
Time,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,265237370,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
Memory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,28540104,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
PeakMemory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,365992776,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
AverageMemory,3,16,BasicXform,M2MTransformation2,StatisticBasedCase,196824588,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,10
Time,4,16,BasicXform,Modification,StatisticBasedCase,207794,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11
Memory,4,16,BasicXform,Modification,StatisticBasedCase,28540304,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,11
Time,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,251390869,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
Memory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,28547984,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
AverageMemory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,196832596,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
PeakMemory,4,16,BasicXform,M2MTransformation2,StatisticBasedCase,323051288,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,12
Time,5,16,BasicXform,Modification,StatisticBasedCase,277453,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13
Memory,5,16,BasicXform,Modification,StatisticBasedCase,28548184,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,13
Time,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,246672624,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
Memory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,28555672,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
PeakMemory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,323058784,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
AverageMemory,5,16,BasicXform,M2MTransformation2,StatisticBasedCase,196840272,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,14
Time,1,1,BasicXform,EMFResourceInitialization,StatisticBasedCase,237024,3,BATCH_OPTIMIZED-TEMPLATE,1
Memory,1,1,BasicXform,EMFResourceInitialization,StatisticBasedCase,11025832,3,BATCH_OPTIMIZED-TEMPLATE,1
Time,1,1,BasicXform,Generation,StatisticBasedCase,68060138,3,BATCH_OPTIMIZED-TEMPLATE,2
Memory,1,1,BasicXform,Generation,StatisticBasedCase,12536376,3,BATCH_OPTIMIZED-TEMPLATE,2
Time,1,1,BasicXform,Initialization,StatisticBasedCase,14626,3,BATCH_OPTIMIZED-TEMPLATE,3
Memory,1,1,BasicXform,Initialization,StatisticBasedCase,11129744,3,BATCH_OPTIMIZED-TEMPLATE,3
AverageMemory,1,1,BasicXform,Initialization,StatisticBasedCase,21867040,3,BATCH_OPTIMIZED-TEMPLATE,3
PeakMemory,1,1,BasicXform,Initialization,StatisticBasedCase,32604136,3,BATCH_OPTIMIZED-TEMPLATE,3
Time,1,1,BasicXform,M2MTransformation1,StatisticBasedCase,87341431,3,BATCH_OPTIMIZED-TEMPLATE,4
Memory,1,1,BasicXform,M2MTransformation1,StatisticBasedCase,11304472,3,BATCH_OPTIMIZED-TEMPLATE,4
PeakMemory,1,1,BasicXform,M2MTransformation1,StatisticBasedCase,247355840,3,BATCH_OPTIMIZED-TEMPLATE,4
AverageMemory,1,1,BasicXform,M2MTransformation1,StatisticBasedCase,139980444,3,BATCH_OPTIMIZED-TEMPLATE,4
Time,1,1,BasicXform,Modification,StatisticBasedCase,65931,3,BATCH_OPTIMIZED-TEMPLATE,5
Memory,1,1,BasicXform,Modification,StatisticBasedCase,11304584,3,BATCH_OPTIMIZED-TEMPLATE,5
Time,1,1,BasicXform,M2MTransformation2,StatisticBasedCase,92230442,3,BATCH_OPTIMIZED-TEMPLATE,6
Memory,1,1,BasicXform,M2MTransformation2,StatisticBasedCase,11357336,3,BATCH_OPTIMIZED-TEMPLATE,6
PeakMemory,1,1,BasicXform,M2MTransformation2,StatisticBasedCase,247530336,3,BATCH_OPTIMIZED-TEMPLATE,6
AverageMemory,1,1,BasicXform,M2MTransformation2,StatisticBasedCase,140155260,3,BATCH_OPTIMIZED-TEMPLATE,6
Time,2,1,BasicXform,Modification,StatisticBasedCase,80372,3,BATCH_OPTIMIZED-TEMPLATE,7
Memory,2,1,BasicXform,Modification,StatisticBasedCase,11357448,3,BATCH_OPTIMIZED-TEMPLATE,7
Time,2,1,BasicXform,M2MTransformation2,StatisticBasedCase,95908475,3,BATCH_OPTIMIZED-TEMPLATE,8
Memory,2,1,BasicXform,M2MTransformation2,StatisticBasedCase,11415144,3,BATCH_OPTIMIZED-TEMPLATE,8
AverageMemory,2,1,BasicXform,M2MTransformation2,StatisticBasedCase,140208308,3,BATCH_OPTIMIZED-TEMPLATE,8
PeakMemory,2,1,BasicXform,M2MTransformation2,StatisticBasedCase,247583568,3,BATCH_OPTIMIZED-TEMPLATE,8
Time,3,1,BasicXform,Modification,StatisticBasedCase,110063,3,BATCH_OPTIMIZED-TEMPLATE,9
Memory,3,1,BasicXform,Modification,StatisticBasedCase,11415304,3,BATCH_OPTIMIZED-TEMPLATE,9
Time,3,1,BasicXform,M2MTransformation2,StatisticBasedCase,91289085,3,BATCH_OPTIMIZED-TEMPLATE,10
Memory,3,1,BasicXform,M2MTransformation2,StatisticBasedCase,11468504,3,BATCH_OPTIMIZED-TEMPLATE,10
PeakMemory,3,1,BasicXform,M2MTransformation2,StatisticBasedCase,247642088,3,BATCH_OPTIMIZED-TEMPLATE,10
AverageMemory,3,1,BasicXform,M2MTransformation2,StatisticBasedCase,140266496,3,BATCH_OPTIMIZED-TEMPLATE,10
Time,4,1,BasicXform,Modification,StatisticBasedCase,80140,3,BATCH_OPTIMIZED-TEMPLATE,11
Memory,4,1,BasicXform,Modification,StatisticBasedCase,11468640,3,BATCH_OPTIMIZED-TEMPLATE,11
Time,4,1,BasicXform,M2MTransformation2,StatisticBasedCase,94217720,3,BATCH_OPTIMIZED-TEMPLATE,12
Memory,4,1,BasicXform,M2MTransformation2,StatisticBasedCase,11536136,3,BATCH_OPTIMIZED-TEMPLATE,12
PeakMemory,4,1,BasicXform,M2MTransformation2,StatisticBasedCase,247695152,3,BATCH_OPTIMIZED-TEMPLATE,12
AverageMemory,4,1,BasicXform,M2MTransformation2,StatisticBasedCase,140319708,3,BATCH_OPTIMIZED-TEMPLATE,12
Time,5,1,BasicXform,Modification,StatisticBasedCase,115439,3,BATCH_OPTIMIZED-TEMPLATE,13
Memory,5,1,BasicXform,Modification,StatisticBasedCase,11536248,3,BATCH_OPTIMIZED-TEMPLATE,13
Time,5,1,BasicXform,M2MTransformation2,StatisticBasedCase,91169333,3,BATCH_OPTIMIZED-TEMPLATE,14
Memory,5,1,BasicXform,M2MTransformation2,StatisticBasedCase,11592976,3,BATCH_OPTIMIZED-TEMPLATE,14
PeakMemory,5,1,BasicXform,M2MTransformation2,StatisticBasedCase,247764192,3,BATCH_OPTIMIZED-TEMPLATE,14
AverageMemory,5,1,BasicXform,M2MTransformation2,StatisticBasedCase,140388020,3,BATCH_OPTIMIZED-TEMPLATE,14
Time,1,8,BasicXform,EMFResourceInitialization,StatisticBasedCase,165560,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1
Memory,1,8,BasicXform,EMFResourceInitialization,StatisticBasedCase,11252896,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1
Time,1,8,BasicXform,Generation,StatisticBasedCase,775247542,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2
Memory,1,8,BasicXform,Generation,StatisticBasedCase,57296384,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2
Time,1,8,BasicXform,Initialization,StatisticBasedCase,75815690,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3
