Sequence,CaseName,Scenario,Size,PhaseName,Tool,Iteration,RunIndex,MetricValue,MetricName
10,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,35204888,AverageMemory
10,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,1,35204888,PeakMemory
11,StatisticBasedCase,BasicXform,1,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,192586,Time
11,StatisticBasedCase,BasicXform,1,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,13759480,Memory
12,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,14017309,Time
12,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,13774816,Memory
12,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,35235104,PeakMemory
12,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,1,35235104,AverageMemory
13,StatisticBasedCase,BasicXform,1,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,234159,Time
13,StatisticBasedCase,BasicXform,1,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,13786120,Memory
14,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,15085873,Time
14,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,13801000,Memory
14,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,35261720,AverageMemory
14,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,1,35261720,PeakMemory
1,StatisticBasedCase,BasicXform,8,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,331318,Time
1,StatisticBasedCase,BasicXform,8,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,11236936,Memory
2,StatisticBasedCase,BasicXform,8,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,484733159,Time
2,StatisticBasedCase,BasicXform,8,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,31677224,Memory
3,StatisticBasedCase,BasicXform,8,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,71784123,Time
3,StatisticBasedCase,BasicXform,8,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,25459984,Memory
3,StatisticBasedCase,BasicXform,8,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,55251232,AverageMemory
3,StatisticBasedCase,BasicXform,8,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,76726088,PeakMemory
4,StatisticBasedCase,BasicXform,8,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,75479769,Time
4,StatisticBasedCase,BasicXform,8,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,32975648,Memory
4,StatisticBasedCase,BasicXform,8,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,100622560,PeakMemory
4,StatisticBasedCase,BasicXform,8,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,68410268,AverageMemory
5,StatisticBasedCase,BasicXform,8,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,375372,Time
5,StatisticBasedCase,BasicXform,8,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,32982616,Memory
6,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,87077681,Time
6,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,33000904,Memory
6,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,75933096,AverageMemory
6,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,97407976,PeakMemory
7,StatisticBasedCase,BasicXform,8,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,258440,Time
7,StatisticBasedCase,BasicXform,8,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,33007112,Memory
8,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,73114919,Time
8,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,33023336,Memory
8,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,75957548,AverageMemory
8,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,97432384,PeakMemory
9,StatisticBasedCase,BasicXform,8,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,243151,Time
9,StatisticBasedCase,BasicXform,8,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,33028688,Memory
10,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,71163267,Time
10,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,33045840,Memory
10,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,118929048,PeakMemory
10,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,75979240,AverageMemory
11,StatisticBasedCase,BasicXform,8,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,234838,Time
11,StatisticBasedCase,BasicXform,8,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,33051456,Memory
12,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,69877028,Time
12,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,33066560,Memory
12,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,76001940,AverageMemory
12,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,118951656,PeakMemory
13,StatisticBasedCase,BasicXform,8,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,239097,Time
13,StatisticBasedCase,BasicXform,8,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,33073280,Memory
14,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,64804709,Time
14,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,33088152,Memory
14,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,97498600,PeakMemory
14,StatisticBasedCase,BasicXform,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,76023740,AverageMemory
1,StatisticBasedCase,BasicXform,2,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,281168,Time
1,StatisticBasedCase,BasicXform,2,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,11168864,Memory
2,StatisticBasedCase,BasicXform,2,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,76805121,Time
2,StatisticBasedCase,BasicXform,2,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,15227464,Memory
3,StatisticBasedCase,BasicXform,2,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,31334128,Time
3,StatisticBasedCase,BasicXform,2,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,14434960,Memory
3,StatisticBasedCase,BasicXform,2,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,43623208,AverageMemory
3,StatisticBasedCase,BasicXform,2,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,54360632,PeakMemory
4,StatisticBasedCase,BasicXform,2,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,20524699,Time
4,StatisticBasedCase,BasicXform,2,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,16244648,Memory
4,StatisticBasedCase,BasicXform,2,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,35910392,AverageMemory
4,StatisticBasedCase,BasicXform,2,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,35910392,PeakMemory
5,StatisticBasedCase,BasicXform,2,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,322703,Time
5,StatisticBasedCase,BasicXform,2,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,16255424,Memory
6,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,22845848,Time
6,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,16273432,Memory
6,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,37731024,PeakMemory
6,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,37731024,AverageMemory
7,StatisticBasedCase,BasicXform,2,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,201432,Time
7,StatisticBasedCase,BasicXform,2,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,16282280,Memory
8,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,22521323,Time
8,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,16304328,Memory
8,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,37757880,PeakMemory
8,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,37757880,AverageMemory
9,StatisticBasedCase,BasicXform,2,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,392029,Time
9,StatisticBasedCase,BasicXform,2,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,16346080,Memory
10,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,21255453,Time
10,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,16360120,Memory
10,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,37821680,PeakMemory
10,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,37821680,AverageMemory
11,StatisticBasedCase,BasicXform,2,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,225729,Time
11,StatisticBasedCase,BasicXform,2,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,16369288,Memory
12,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,19782183,Time
12,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,16383568,Memory
12,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,37844912,AverageMemory
12,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,37844912,PeakMemory
13,StatisticBasedCase,BasicXform,2,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,189757,Time
13,StatisticBasedCase,BasicXform,2,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,16392872,Memory
14,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,18644498,Time
14,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,16406520,Memory
14,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,37868472,PeakMemory
14,StatisticBasedCase,BasicXform,2,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,37868472,AverageMemory
1,StatisticBasedCase,BasicXform,4,EMFResourceInitialization,BATCH_OPTIMIZED-TEMPLATE,1,2,182132,Time
1,StatisticBasedCase,BasicXform,4,EMFResourceInitialization,BATCH_OPTIMIZED-TEMPLATE,1,2,11075640,Memory
2,StatisticBasedCase,BasicXform,4,Generation,BATCH_OPTIMIZED-TEMPLATE,1,2,273110741,Time
2,StatisticBasedCase,BasicXform,4,Generation,BATCH_OPTIMIZED-TEMPLATE,1,2,22167168,Memory
3,StatisticBasedCase,BasicXform,4,Initialization,BATCH_OPTIMIZED-TEMPLATE,1,2,15389,Time
3,StatisticBasedCase,BasicXform,4,Initialization,BATCH_OPTIMIZED-TEMPLATE,1,2,11556448,Memory
3,StatisticBasedCase,BasicXform,4,Initialization,BATCH_OPTIMIZED-TEMPLATE,1,2,33031048,PeakMemory
3,StatisticBasedCase,BasicXform,4,Initialization,BATCH_OPTIMIZED-TEMPLATE,1,2,22293448,AverageMemory
4,StatisticBasedCase,BasicXform,4,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE,1,2,1734776531,Time
4,StatisticBasedCase,BasicXform,4,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE,1,2,12350440,Memory
4,StatisticBasedCase,BasicXform,4,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE,1,2,327100749,AverageMemory
4,StatisticBasedCase,BasicXform,4,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE,1,2,1086182712,PeakMemory
5,StatisticBasedCase,BasicXform,4,Modification,BATCH_OPTIMIZED-TEMPLATE,1,2,125637,Time
5,StatisticBasedCase,BasicXform,4,Modification,BATCH_OPTIMIZED-TEMPLATE,1,2,12350592,Memory
6,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,1,2,1746337498,Time
6,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,1,2,12579016,Memory
6,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,1,2,590934712,AverageMemory
6,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,1,2,1440347608,PeakMemory
7,StatisticBasedCase,BasicXform,4,Modification,BATCH_OPTIMIZED-TEMPLATE,2,2,112831,Time
7,StatisticBasedCase,BasicXform,4,Modification,BATCH_OPTIMIZED-TEMPLATE,2,2,12579136,Memory
8,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,2,2,1732353975,Time
8,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,2,2,12821144,Memory
8,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,2,2,1443015352,PeakMemory
8,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,2,2,632551390,AverageMemory
9,StatisticBasedCase,BasicXform,4,Modification,BATCH_OPTIMIZED-TEMPLATE,3,2,74807,Time
9,StatisticBasedCase,BasicXform,4,Modification,BATCH_OPTIMIZED-TEMPLATE,3,2,12821264,Memory
10,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,3,2,1745107913,Time
10,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,3,2,13040520,Memory
10,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,3,2,1443650632,PeakMemory
10,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,3,2,601748038,AverageMemory
11,StatisticBasedCase,BasicXform,4,Modification,BATCH_OPTIMIZED-TEMPLATE,4,2,55217,Time
11,StatisticBasedCase,BasicXform,4,Modification,BATCH_OPTIMIZED-TEMPLATE,4,2,13040664,Memory
12,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,4,2,1752624394,Time
12,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,4,2,13310856,Memory
12,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,4,2,604062163,AverageMemory
12,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,4,2,1444705720,PeakMemory
13,StatisticBasedCase,BasicXform,4,Modification,BATCH_OPTIMIZED-TEMPLATE,5,2,69531,Time
13,StatisticBasedCase,BasicXform,4,Modification,BATCH_OPTIMIZED-TEMPLATE,5,2,13311000,Memory
14,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,5,2,1749958999,Time
14,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,5,2,13533488,Memory
14,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,5,2,1444918608,PeakMemory
14,StatisticBasedCase,BasicXform,4,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,5,2,604875414,AverageMemory
1,StatisticBasedCase,BasicXform,32,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,200122,Time
1,StatisticBasedCase,BasicXform,32,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,11608992,Memory
2,StatisticBasedCase,BasicXform,32,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,13910941979,Time
2,StatisticBasedCase,BasicXform,32,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,771845296,Memory
3,StatisticBasedCase,BasicXform,32,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,1499987062,Time
3,StatisticBasedCase,BasicXform,32,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,498172168,Memory
3,StatisticBasedCase,BasicXform,32,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,661049701,AverageMemory
3,StatisticBasedCase,BasicXform,32,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,1156969888,PeakMemory
4,StatisticBasedCase,BasicXform,32,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,685609784,Time
4,StatisticBasedCase,BasicXform,32,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,547368496,Memory
4,StatisticBasedCase,BasicXform,32,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,831833224,PeakMemory
4,StatisticBasedCase,BasicXform,32,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,692808016,AverageMemory
5,StatisticBasedCase,BasicXform,32,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,8848582,Time
5,StatisticBasedCase,BasicXform,32,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,551704992,Memory
6,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,29323,Time
6,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,551705840,Memory
6,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,677382952,PeakMemory
6,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,307228944,AverageMemory
7,StatisticBasedCase,BasicXform,32,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,1667937,Time
7,StatisticBasedCase,BasicXform,32,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,551744064,Memory
8,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,15217,Time
8,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,551744912,Memory
8,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,615992296,AverageMemory
8,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,1,615992296,PeakMemory
9,StatisticBasedCase,BasicXform,32,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,1038535,Time
9,StatisticBasedCase,BasicXform,32,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,551783600,Memory
10,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,15246,Time
10,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,616209176,Memory
10,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,616031832,PeakMemory
10,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,1,573684624,AverageMemory
11,StatisticBasedCase,BasicXform,32,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,1104033,Time
11,StatisticBasedCase,BasicXform,32,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,551823328,Memory
12,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,14789,Time
12,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,551824200,Memory
12,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,589977304,AverageMemory
12,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,1,616071584,PeakMemory
13,StatisticBasedCase,BasicXform,32,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,1208118,Time
13,StatisticBasedCase,BasicXform,32,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,551862872,Memory
14,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,16189,Time
14,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,551863720,Memory
14,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,616111104,PeakMemory
14,StatisticBasedCase,BasicXform,32,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,1,582152504,AverageMemory
1,StatisticBasedCase,BasicXform,1,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,165446,Time
1,StatisticBasedCase,BasicXform,1,EMFResourceInitialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,11197248,Memory
2,StatisticBasedCase,BasicXform,1,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,41233722,Time
2,StatisticBasedCase,BasicXform,1,Generation,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,12878240,Memory
3,StatisticBasedCase,BasicXform,1,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,58580971,Time
3,StatisticBasedCase,BasicXform,1,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,13623144,Memory
3,StatisticBasedCase,BasicXform,1,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,107945760,PeakMemory
3,StatisticBasedCase,BasicXform,1,Initialization,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,64996036,AverageMemory
4,StatisticBasedCase,BasicXform,1,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,27391737,Time
4,StatisticBasedCase,BasicXform,1,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,13964152,Memory
4,StatisticBasedCase,BasicXform,1,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,35098584,AverageMemory
4,StatisticBasedCase,BasicXform,1,M2MTransformation1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,45836024,PeakMemory
5,StatisticBasedCase,BasicXform,1,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,257170,Time
5,StatisticBasedCase,BasicXform,1,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,13964376,Memory
6,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,24211361,Time
6,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,13972104,Memory
6,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,56914832,PeakMemory
6,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,3,46177404,AverageMemory
7,StatisticBasedCase,BasicXform,1,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,3,341655,Time
7,StatisticBasedCase,BasicXform,1,Modification,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,3,13972264,Memory
8,StatisticBasedCase,BasicXform,1,M2MTransformation2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,3,25851786,Time
