Sequence,CaseName,Scenario,Size,PhaseName,Tool,Iteration,RunIndex,MetricValue,MetricName
4,StatisticBasedCase,BasicXform,32,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,468514884,AverageMemory
5,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,573692,Time
5,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,361823424,Memory
6,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,313092409,Time
6,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,361838816,Memory
6,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,617810208,PeakMemory
6,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,521815460,AverageMemory
7,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,366453,Time
7,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,361851480,Memory
8,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,298554084,Time
8,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,361865568,Memory
8,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,522470916,AverageMemory
8,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,618842096,PeakMemory
9,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,332547,Time
9,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,361879368,Memory
10,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,293810297,Time
10,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,361893224,Memory
10,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,522498892,AverageMemory
10,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,618870160,PeakMemory
11,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,337747,Time
11,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,361907208,Memory
12,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,277060421,Time
12,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,361921168,Memory
12,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,522526764,AverageMemory
12,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,618898040,PeakMemory
13,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,297031,Time
13,StatisticBasedCase,BasicXform,32,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,361935312,Memory
14,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,277944602,Time
14,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,361949008,Memory
14,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,618926128,PeakMemory
14,StatisticBasedCase,BasicXform,32,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,522554848,AverageMemory
1,StatisticBasedCase,BasicXform,16,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,462841,Time
1,StatisticBasedCase,BasicXform,16,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,11331056,Memory
2,StatisticBasedCase,BasicXform,16,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,3506466584,Time
2,StatisticBasedCase,BasicXform,16,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,193639808,Memory
3,StatisticBasedCase,BasicXform,16,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,331066044,Time
3,StatisticBasedCase,BasicXform,16,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,84466504,Memory
3,StatisticBasedCase,BasicXform,16,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,151772824,AverageMemory
3,StatisticBasedCase,BasicXform,16,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,247184568,PeakMemory
4,StatisticBasedCase,BasicXform,16,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,159881641,Time
4,StatisticBasedCase,BasicXform,16,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,101283824,Memory
4,StatisticBasedCase,BasicXform,16,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,190616428,AverageMemory
4,StatisticBasedCase,BasicXform,16,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,254428536,PeakMemory
5,StatisticBasedCase,BasicXform,16,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,442982,Time
5,StatisticBasedCase,BasicXform,16,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,101306640,Memory
6,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,168716840,Time
6,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,101324480,Memory
6,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,185981768,AverageMemory
6,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,228318928,PeakMemory
7,StatisticBasedCase,BasicXform,16,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,381661,Time
7,StatisticBasedCase,BasicXform,16,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,101332616,Memory
8,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,153215874,Time
8,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,101347752,Memory
8,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,186007744,AverageMemory
8,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,228344904,PeakMemory
9,StatisticBasedCase,BasicXform,16,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,286700,Time
9,StatisticBasedCase,BasicXform,16,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,101356032,Memory
10,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,153461547,Time
10,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,101373504,Memory
10,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,228368344,PeakMemory
10,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,186031172,AverageMemory
11,StatisticBasedCase,BasicXform,16,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,271732,Time
11,StatisticBasedCase,BasicXform,16,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,101380976,Memory
12,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,145521418,Time
12,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,101395928,Memory
12,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,228393488,PeakMemory
12,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,186056228,AverageMemory
13,StatisticBasedCase,BasicXform,16,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,228422,Time
13,StatisticBasedCase,BasicXform,16,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,101404560,Memory
14,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,140501754,Time
14,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,101419280,Memory
14,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,186079700,AverageMemory
14,StatisticBasedCase,BasicXform,16,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,228416872,PeakMemory
1,StatisticBasedCase,BasicXform,64,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,360702,Time
1,StatisticBasedCase,BasicXform,64,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,11875224,Memory
2,StatisticBasedCase,BasicXform,64,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,81440188955,Time
2,StatisticBasedCase,BasicXform,64,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,3398666056,Memory
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,8201946240,Time
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,1643873736,Memory
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,3589631704,PeakMemory
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,1412218910,AverageMemory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,595875621,Time
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,1736548272,Memory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,1905314368,AverageMemory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,2141855408,PeakMemory
5,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,1126460,Time
5,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,1736629984,Memory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,716513481,Time
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,1736645264,Memory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,2321614816,PeakMemory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,3,2050015056,AverageMemory
7,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,620507,Time
7,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,1736670288,Memory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,683033977,Time
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,1736685360,Memory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,2321654944,PeakMemory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,2050055272,AverageMemory
9,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,561785,Time
9,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,1736710528,Memory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,687739652,Time
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,1736725232,Memory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,2321695208,PeakMemory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,3,2050095524,AverageMemory
11,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,546403,Time
11,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,1736750584,Memory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,675548572,Time
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,1736765520,Memory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,2050135796,AverageMemory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,3,2321735672,PeakMemory
13,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,593337,Time
13,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,1736791064,Memory
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,682373164,Time
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,1736805744,Memory
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,2050176032,AverageMemory
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,3,2321775688,PeakMemory
1,StatisticBasedCase,BasicXform,64,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,310663,Time
1,StatisticBasedCase,BasicXform,64,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,11877936,Memory
2,StatisticBasedCase,BasicXform,64,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,97013146964,Time
2,StatisticBasedCase,BasicXform,64,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,3397780120,Memory
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,9334504090,Time
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,1643876880,Memory
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,1086311366,AverageMemory
3,StatisticBasedCase,BasicXform,64,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,2844143792,PeakMemory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,590783640,Time
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,1736550936,Memory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,2143876304,PeakMemory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,1905775396,AverageMemory
5,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,1107106,Time
5,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,1736632648,Memory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,710422529,Time
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,1736648048,Memory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,2033990936,AverageMemory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,1,2,2301612696,PeakMemory
7,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,612602,Time
7,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,1736673072,Memory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,774648064,Time
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,1736688280,Memory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,2331474312,PeakMemory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,2034031196,AverageMemory
9,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,558479,Time
9,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,1736713416,Memory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,688258534,Time
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,1736728152,Memory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,2034071988,AverageMemory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,3,2,2301694000,PeakMemory
11,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,569262,Time
11,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,1736753504,Memory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,678753549,Time
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,1736768472,Memory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,2034111860,AverageMemory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,4,2,2301733664,PeakMemory
13,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,566100,Time
13,StatisticBasedCase,BasicXform,64,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,1736793984,Memory
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,680039533,Time
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,1736808664,Memory
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,2034152228,AverageMemory
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,5,2,2301773944,PeakMemory
1,StatisticBasedCase,BasicXform,64,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,157294,Time
1,StatisticBasedCase,BasicXform,64,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,11975328,Memory
2,StatisticBasedCase,BasicXform,64,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,88648662458,Time
2,StatisticBasedCase,BasicXform,64,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,3578977864,Memory
3,StatisticBasedCase,BasicXform,64,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,9016864075,Time
3,StatisticBasedCase,BasicXform,64,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,1694034696,Memory
3,StatisticBasedCase,BasicXform,64,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,2801270792,PeakMemory
3,StatisticBasedCase,BasicXform,64,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,1268124539,AverageMemory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,1566435538,Time
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,1814934352,Memory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,2096185069,AverageMemory
4,StatisticBasedCase,BasicXform,64,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,2413131784,PeakMemory
5,StatisticBasedCase,BasicXform,64,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,19844831,Time
5,StatisticBasedCase,BasicXform,64,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,1825785048,Memory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,41380,Time
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,1825785896,Memory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,1852994792,AverageMemory
6,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,2,1881547536,PeakMemory
7,StatisticBasedCase,BasicXform,64,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,1318782,Time
7,StatisticBasedCase,BasicXform,64,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,1825837648,Memory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,14026,Time
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,1825838496,Memory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,1853047392,PeakMemory
8,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,2,1863036004,AverageMemory
9,StatisticBasedCase,BasicXform,64,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,2,1210743,Time
9,StatisticBasedCase,BasicXform,64,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,2,1825890376,Memory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,2,15750,Time
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,2,1825891224,Memory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,2,1853100120,PeakMemory
10,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,2,1781037660,AverageMemory
11,StatisticBasedCase,BasicXform,64,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2,1229883,Time
11,StatisticBasedCase,BasicXform,64,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2,1825943816,Memory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2,13899,Time
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2,1825944688,Memory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2,1853153584,PeakMemory
12,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,2,1843743540,AverageMemory
13,StatisticBasedCase,BasicXform,64,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,2,1307984,Time
13,StatisticBasedCase,BasicXform,64,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,2,1825996728,Memory
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,2,16917,Time
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,2,1825997576,Memory
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,2,1853206472,PeakMemory
14,StatisticBasedCase,BasicXform,64,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,2,1853206472,AverageMemory
1,StatisticBasedCase,BasicXform,4,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,260898,Time
1,StatisticBasedCase,BasicXform,4,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,11293416,Memory
2,StatisticBasedCase,BasicXform,4,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,381856415,Time
2,StatisticBasedCase,BasicXform,4,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,23961952,Memory
3,StatisticBasedCase,BasicXform,4,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,1,107682485,Time
