Sequence,Iteration,Scenario,Tool,RunIndex,CaseName,PhaseName,MetricName,Size,MetricValue
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,32,277193788
12,4,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,32,435795736
13,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Modification,Time,32,318140
13,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,Modification,Memory,32,55158968
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,32,525968622
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,32,55164352
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,32,435804768
14,5,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,32,277202668
1,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,EMFResourceInitialization,Time,32,245870
1,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,EMFResourceInitialization,Memory,32,9857104
2,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,Generation,Time,32,15525496124
2,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,Generation,Memory,32,394477496
3,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,Initialization,Time,32,2100963424
3,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,Initialization,Memory,32,203404024
3,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,Initialization,PeakMemory,32,892479432
3,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,Initialization,AverageMemory,32,527585182
4,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,Time,32,640806073
4,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,Memory,32,225636208
4,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,AverageMemory,32,371776088
4,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,M2MTransformation1,PeakMemory,32,476986624
5,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,Modification,Time,32,7777686
5,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,Modification,Memory,32,226412112
6,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Time,32,43238
6,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,Memory,32,226412992
6,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,PeakMemory,32,353998456
6,1,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,M2MTransformation2,AverageMemory,32,289573928
7,2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,Modification,Time,32,1493668
7,2,BasicXform,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,Modification,Memory,32,226447384
