Iteration,Scenario,MetricName,Size,CaseName,RunIndex,Sequence,PhaseName,Tool,MetricValue
1,BasicXform,Memory,16,StatisticBasedCase,3,5,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,87943760
1,BasicXform,Time,16,StatisticBasedCase,3,6,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16739
1,BasicXform,Memory,16,StatisticBasedCase,3,6,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,87944632
1,BasicXform,AverageMemory,16,StatisticBasedCase,3,6,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,98145336
1,BasicXform,PeakMemory,16,StatisticBasedCase,3,6,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,108345840
2,BasicXform,Time,16,StatisticBasedCase,3,7,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1468403
2,BasicXform,Memory,16,StatisticBasedCase,3,7,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,87987376
2,BasicXform,Time,16,StatisticBasedCase,3,8,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,19315
2,BasicXform,Memory,16,StatisticBasedCase,3,8,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,87988248
2,BasicXform,PeakMemory,16,StatisticBasedCase,3,8,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,129864312
2,BasicXform,AverageMemory,16,StatisticBasedCase,3,8,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,108389456
3,BasicXform,Time,16,StatisticBasedCase,3,9,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1178462
3,BasicXform,Memory,16,StatisticBasedCase,3,9,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,88022904
3,BasicXform,Time,16,StatisticBasedCase,3,10,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,19321
3,BasicXform,Memory,16,StatisticBasedCase,3,10,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,88023776
3,BasicXform,PeakMemory,16,StatisticBasedCase,3,10,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,108424984
3,BasicXform,AverageMemory,16,StatisticBasedCase,3,10,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,108424984
4,BasicXform,Time,16,StatisticBasedCase,3,11,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1505936
4,BasicXform,Memory,16,StatisticBasedCase,3,11,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,88124504
4,BasicXform,Time,16,StatisticBasedCase,3,12,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,16330
4,BasicXform,Memory,16,StatisticBasedCase,3,12,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,88125400
4,BasicXform,AverageMemory,16,StatisticBasedCase,3,12,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,98326104
4,BasicXform,PeakMemory,16,StatisticBasedCase,3,12,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,108526608
5,BasicXform,Time,16,StatisticBasedCase,3,13,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1296692
5,BasicXform,Memory,16,StatisticBasedCase,3,13,Modification,INCR_VIATRA_TRANSFORMATION-TEMPLATE,88159984
5,BasicXform,Time,16,StatisticBasedCase,3,14,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,17504
5,BasicXform,Memory,16,StatisticBasedCase,3,14,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,88160856
5,BasicXform,AverageMemory,16,StatisticBasedCase,3,14,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,98361560
5,BasicXform,PeakMemory,16,StatisticBasedCase,3,14,M2MTransformation2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,108562064
1,BasicXform,Time,1,StatisticBasedCase,1,1,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,400881
1,BasicXform,Memory,1,StatisticBasedCase,1,1,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11362800
1,BasicXform,Time,1,StatisticBasedCase,1,2,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,49544561
1,BasicXform,Memory,1,StatisticBasedCase,1,2,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13127416
1,BasicXform,Time,1,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,29149868
1,BasicXform,Memory,1,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13208952
1,BasicXform,PeakMemory,1,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,75900696
1,BasicXform,AverageMemory,1,StatisticBasedCase,1,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,43688416
1,BasicXform,Time,1,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11289772
1,BasicXform,Memory,1,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13996808
1,BasicXform,AverageMemory,1,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,34684384
1,BasicXform,PeakMemory,1,StatisticBasedCase,1,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,45421824
1,BasicXform,Time,1,StatisticBasedCase,1,5,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,217582
1,BasicXform,Memory,1,StatisticBasedCase,1,5,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14005024
1,BasicXform,Time,1,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12392141
1,BasicXform,Memory,1,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14018800
1,BasicXform,AverageMemory,1,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,35480656
1,BasicXform,PeakMemory,1,StatisticBasedCase,1,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,35480656
2,BasicXform,Time,1,StatisticBasedCase,1,7,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,401863
2,BasicXform,Memory,1,StatisticBasedCase,1,7,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14027192
2,BasicXform,Time,1,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12085331
2,BasicXform,Memory,1,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14041104
2,BasicXform,PeakMemory,1,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,56977680
2,BasicXform,AverageMemory,1,StatisticBasedCase,1,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,35502824
3,BasicXform,Time,1,StatisticBasedCase,1,9,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,211696
3,BasicXform,Memory,1,StatisticBasedCase,1,9,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14050504
3,BasicXform,Time,1,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12629826
3,BasicXform,Memory,1,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14066256
3,BasicXform,PeakMemory,1,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,35526136
3,BasicXform,AverageMemory,1,StatisticBasedCase,1,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,35526136
4,BasicXform,Time,1,StatisticBasedCase,1,11,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,213515
4,BasicXform,Memory,1,StatisticBasedCase,1,11,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14074768
4,BasicXform,Time,1,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,13151912
4,BasicXform,Memory,1,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14096552
4,BasicXform,PeakMemory,1,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,35550424
4,BasicXform,AverageMemory,1,StatisticBasedCase,1,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,35550424
5,BasicXform,Time,1,StatisticBasedCase,1,13,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,290647
5,BasicXform,Memory,1,StatisticBasedCase,1,13,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14105152
5,BasicXform,Time,1,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,12372218
5,BasicXform,Memory,1,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14118664
5,BasicXform,PeakMemory,1,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,35580784
5,BasicXform,AverageMemory,1,StatisticBasedCase,1,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,35580784
1,BasicXform,Time,8,StatisticBasedCase,3,1,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,298876
1,BasicXform,Memory,8,StatisticBasedCase,3,1,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11440184
1,BasicXform,Time,8,StatisticBasedCase,3,2,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,820177850
1,BasicXform,Memory,8,StatisticBasedCase,3,2,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,48138296
1,BasicXform,Time,8,StatisticBasedCase,3,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,105994260
1,BasicXform,Memory,8,StatisticBasedCase,3,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,30324480
1,BasicXform,PeakMemory,8,StatisticBasedCase,3,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,119899256
1,BasicXform,AverageMemory,8,StatisticBasedCase,3,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,76949560
1,BasicXform,Time,8,StatisticBasedCase,3,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,91063509
1,BasicXform,Memory,8,StatisticBasedCase,3,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37388368
1,BasicXform,PeakMemory,8,StatisticBasedCase,3,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,94749840
1,BasicXform,AverageMemory,8,StatisticBasedCase,3,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,73274884
1,BasicXform,Time,8,StatisticBasedCase,3,5,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,413577
1,BasicXform,Memory,8,StatisticBasedCase,3,5,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37409144
1,BasicXform,Time,8,StatisticBasedCase,3,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,98009378
1,BasicXform,Memory,8,StatisticBasedCase,3,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37423024
1,BasicXform,PeakMemory,8,StatisticBasedCase,3,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,101834472
1,BasicXform,AverageMemory,8,StatisticBasedCase,3,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,80359624
2,BasicXform,Time,8,StatisticBasedCase,3,7,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,386953
2,BasicXform,Memory,8,StatisticBasedCase,3,7,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37452072
2,BasicXform,Time,8,StatisticBasedCase,3,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,95339674
2,BasicXform,Memory,8,StatisticBasedCase,3,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,58957720
2,BasicXform,AverageMemory,8,StatisticBasedCase,3,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,80402568
2,BasicXform,PeakMemory,8,StatisticBasedCase,3,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,101877432
3,BasicXform,Time,8,StatisticBasedCase,3,9,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,411303
3,BasicXform,Memory,8,StatisticBasedCase,3,9,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37503488
3,BasicXform,Time,8,StatisticBasedCase,3,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,126779173
3,BasicXform,Memory,8,StatisticBasedCase,3,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37520640
3,BasicXform,PeakMemory,8,StatisticBasedCase,3,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,123403920
3,BasicXform,AverageMemory,8,StatisticBasedCase,3,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,91191520
4,BasicXform,Time,8,StatisticBasedCase,3,11,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,500081
4,BasicXform,Memory,8,StatisticBasedCase,3,11,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37541728
4,BasicXform,Time,8,StatisticBasedCase,3,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,101672633
4,BasicXform,Memory,8,StatisticBasedCase,3,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37555480
4,BasicXform,PeakMemory,8,StatisticBasedCase,3,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,123441920
4,BasicXform,AverageMemory,8,StatisticBasedCase,3,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,80492224
5,BasicXform,Time,8,StatisticBasedCase,3,13,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,583840
5,BasicXform,Memory,8,StatisticBasedCase,3,13,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37576656
5,BasicXform,Time,8,StatisticBasedCase,3,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,72026258
5,BasicXform,Memory,8,StatisticBasedCase,3,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37590920
5,BasicXform,AverageMemory,8,StatisticBasedCase,3,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,80527152
5,BasicXform,PeakMemory,8,StatisticBasedCase,3,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,102002016
1,BasicXform,Time,2,StatisticBasedCase,3,1,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,220460
1,BasicXform,Memory,2,StatisticBasedCase,3,1,EMFResourceInitialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,11372464
1,BasicXform,Time,2,StatisticBasedCase,3,2,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,95595311
1,BasicXform,Memory,2,StatisticBasedCase,3,2,Generation,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14978128
1,BasicXform,Time,2,StatisticBasedCase,3,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37121547
1,BasicXform,Memory,2,StatisticBasedCase,3,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,14676768
1,BasicXform,PeakMemory,2,StatisticBasedCase,3,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,65298872
1,BasicXform,AverageMemory,2,StatisticBasedCase,3,3,Initialization,BATCH_VIATRA_QUERY_RETE-TEMPLATE,43824008
1,BasicXform,Time,2,StatisticBasedCase,3,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,23658865
1,BasicXform,Memory,2,StatisticBasedCase,3,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16345104
1,BasicXform,PeakMemory,2,StatisticBasedCase,3,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36151192
1,BasicXform,AverageMemory,2,StatisticBasedCase,3,4,M2MTransformation1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,36151192
1,BasicXform,Time,2,StatisticBasedCase,3,5,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,221018
1,BasicXform,Memory,2,StatisticBasedCase,3,5,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16355624
1,BasicXform,Time,2,StatisticBasedCase,3,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,28177365
1,BasicXform,Memory,2,StatisticBasedCase,3,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16369952
1,BasicXform,AverageMemory,2,StatisticBasedCase,3,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37831256
1,BasicXform,PeakMemory,2,StatisticBasedCase,3,6,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,59306112
2,BasicXform,Time,2,StatisticBasedCase,3,7,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,319178
2,BasicXform,Memory,2,StatisticBasedCase,3,7,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16413288
2,BasicXform,Time,2,StatisticBasedCase,3,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,30929195
2,BasicXform,Memory,2,StatisticBasedCase,3,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16426400
2,BasicXform,PeakMemory,2,StatisticBasedCase,3,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,59363776
2,BasicXform,AverageMemory,2,StatisticBasedCase,3,8,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37888920
3,BasicXform,Time,2,StatisticBasedCase,3,9,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,288630
3,BasicXform,Memory,2,StatisticBasedCase,3,9,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16439128
3,BasicXform,Time,2,StatisticBasedCase,3,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,40318783
3,BasicXform,Memory,2,StatisticBasedCase,3,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16464448
3,BasicXform,PeakMemory,2,StatisticBasedCase,3,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,59389616
3,BasicXform,AverageMemory,2,StatisticBasedCase,3,10,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37914760
4,BasicXform,Time,2,StatisticBasedCase,3,11,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,309234
4,BasicXform,Memory,2,StatisticBasedCase,3,11,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16475264
4,BasicXform,Time,2,StatisticBasedCase,3,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,32178619
4,BasicXform,Memory,2,StatisticBasedCase,3,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16488560
4,BasicXform,PeakMemory,2,StatisticBasedCase,3,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37950920
4,BasicXform,AverageMemory,2,StatisticBasedCase,3,12,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,37950920
5,BasicXform,Time,2,StatisticBasedCase,3,13,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,333574
5,BasicXform,Memory,2,StatisticBasedCase,3,13,Modification,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16499464
5,BasicXform,Time,2,StatisticBasedCase,3,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,64396007
5,BasicXform,Memory,2,StatisticBasedCase,3,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,16512312
5,BasicXform,AverageMemory,2,StatisticBasedCase,3,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,48712524
5,BasicXform,PeakMemory,2,StatisticBasedCase,3,14,M2MTransformation2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,59449952
1,BasicXform,Time,4,StatisticBasedCase,2,1,EMFResourceInitialization,BATCH_OPTIMIZED-TEMPLATE,458282
1,BasicXform,Memory,4,StatisticBasedCase,2,1,EMFResourceInitialization,BATCH_OPTIMIZED-TEMPLATE,11268088
1,BasicXform,Time,4,StatisticBasedCase,2,2,Generation,BATCH_OPTIMIZED-TEMPLATE,249865925
1,BasicXform,Memory,4,StatisticBasedCase,2,2,Generation,BATCH_OPTIMIZED-TEMPLATE,21550920
1,BasicXform,Time,4,StatisticBasedCase,2,3,Initialization,BATCH_OPTIMIZED-TEMPLATE,14722
1,BasicXform,Memory,4,StatisticBasedCase,2,3,Initialization,BATCH_OPTIMIZED-TEMPLATE,11761840
1,BasicXform,AverageMemory,4,StatisticBasedCase,2,3,Initialization,BATCH_OPTIMIZED-TEMPLATE,22499136
1,BasicXform,PeakMemory,4,StatisticBasedCase,2,3,Initialization,BATCH_OPTIMIZED-TEMPLATE,33236232
1,BasicXform,Time,4,StatisticBasedCase,2,4,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE,1984113329
1,BasicXform,Memory,4,StatisticBasedCase,2,4,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE,12584984
1,BasicXform,PeakMemory,4,StatisticBasedCase,2,4,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE,1086421216
1,BasicXform,AverageMemory,4,StatisticBasedCase,2,4,M2MTransformation1,BATCH_OPTIMIZED-TEMPLATE,203154622
1,BasicXform,Time,4,StatisticBasedCase,2,5,Modification,BATCH_OPTIMIZED-TEMPLATE,133623
1,BasicXform,Memory,4,StatisticBasedCase,2,5,Modification,BATCH_OPTIMIZED-TEMPLATE,12585104
1,BasicXform,Time,4,StatisticBasedCase,2,6,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,2110088459
1,BasicXform,Memory,4,StatisticBasedCase,2,6,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,12824808
1,BasicXform,PeakMemory,4,StatisticBasedCase,2,6,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,1442472472
1,BasicXform,AverageMemory,4,StatisticBasedCase,2,6,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,748794789
2,BasicXform,Time,4,StatisticBasedCase,2,7,Modification,BATCH_OPTIMIZED-TEMPLATE,124022
2,BasicXform,Memory,4,StatisticBasedCase,2,7,Modification,BATCH_OPTIMIZED-TEMPLATE,12824896
2,BasicXform,Time,4,StatisticBasedCase,2,8,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,1969806961
2,BasicXform,Memory,4,StatisticBasedCase,2,8,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,13077720
2,BasicXform,PeakMemory,4,StatisticBasedCase,2,8,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,1443787528
2,BasicXform,AverageMemory,4,StatisticBasedCase,2,8,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,854919293
3,BasicXform,Time,4,StatisticBasedCase,2,9,Modification,BATCH_OPTIMIZED-TEMPLATE,89232
3,BasicXform,Memory,4,StatisticBasedCase,2,9,Modification,BATCH_OPTIMIZED-TEMPLATE,13077808
3,BasicXform,Time,4,StatisticBasedCase,2,10,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,1986080386
3,BasicXform,Memory,4,StatisticBasedCase,2,10,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,13307912
3,BasicXform,AverageMemory,4,StatisticBasedCase,2,10,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,844698168
3,BasicXform,PeakMemory,4,StatisticBasedCase,2,10,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,1444693640
4,BasicXform,Time,4,StatisticBasedCase,2,11,Modification,BATCH_OPTIMIZED-TEMPLATE,74567
4,BasicXform,Memory,4,StatisticBasedCase,2,11,Modification,BATCH_OPTIMIZED-TEMPLATE,13308024
4,BasicXform,Time,4,StatisticBasedCase,2,12,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,1994666452
4,BasicXform,Memory,4,StatisticBasedCase,2,12,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,13597256
4,BasicXform,PeakMemory,4,StatisticBasedCase,2,12,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,1445030456
4,BasicXform,AverageMemory,4,StatisticBasedCase,2,12,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,854305968
5,BasicXform,Time,4,StatisticBasedCase,2,13,Modification,BATCH_OPTIMIZED-TEMPLATE,83452
5,BasicXform,Memory,4,StatisticBasedCase,2,13,Modification,BATCH_OPTIMIZED-TEMPLATE,13597368
5,BasicXform,Time,4,StatisticBasedCase,2,14,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,2155527406
5,BasicXform,Memory,4,StatisticBasedCase,2,14,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,13830704
5,BasicXform,AverageMemory,4,StatisticBasedCase,2,14,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,872451711
5,BasicXform,PeakMemory,4,StatisticBasedCase,2,14,M2MTransformation2,BATCH_OPTIMIZED-TEMPLATE,1445205008
1,BasicXform,Time,32,StatisticBasedCase,1,1,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,296797
1,BasicXform,Memory,32,StatisticBasedCase,1,1,EMFResourceInitialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,11830192
1,BasicXform,Time,32,StatisticBasedCase,1,2,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,13615777998
1,BasicXform,Memory,32,StatisticBasedCase,1,2,Generation,INCR_VIATRA_TRANSFORMATION-TEMPLATE,610903608
1,BasicXform,Time,32,StatisticBasedCase,1,3,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1605457140
1,BasicXform,Memory,32,StatisticBasedCase,1,3,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,298295336
1,BasicXform,PeakMemory,32,StatisticBasedCase,1,3,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1099248104
1,BasicXform,AverageMemory,32,StatisticBasedCase,1,3,Initialization,INCR_VIATRA_TRANSFORMATION-TEMPLATE,643113818
1,BasicXform,Time,32,StatisticBasedCase,1,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,626940430
1,BasicXform,Memory,32,StatisticBasedCase,1,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,343277752
1,BasicXform,PeakMemory,32,StatisticBasedCase,1,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,639992856
1,BasicXform,AverageMemory,32,StatisticBasedCase,1,4,M2MTransformation1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,501219908
