PhaseName,Sequence,Size,Scenario,RunIndex,CaseName,MetricValue,Iteration,Tool,MetricName
M2MTransformation1,4,64,BasicXform,1,StatisticBasedCase,1320131736,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation1,4,64,BasicXform,1,StatisticBasedCase,1170257812,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Modification,5,64,BasicXform,1,StatisticBasedCase,947347,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,5,64,BasicXform,1,StatisticBasedCase,1016248120,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,6,64,BasicXform,1,StatisticBasedCase,754789139,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,6,64,BasicXform,1,StatisticBasedCase,1017570992,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,6,64,BasicXform,1,StatisticBasedCase,1394626944,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation2,6,64,BasicXform,1,StatisticBasedCase,1229086540,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Modification,7,64,BasicXform,1,StatisticBasedCase,1041462,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,7,64,BasicXform,1,StatisticBasedCase,1017610032,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,8,64,BasicXform,1,StatisticBasedCase,711494308,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,8,64,BasicXform,1,StatisticBasedCase,1017616280,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,8,64,BasicXform,1,StatisticBasedCase,1444297152,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation2,8,64,BasicXform,1,StatisticBasedCase,1230448640,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Modification,9,64,BasicXform,1,StatisticBasedCase,1066211,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,9,64,BasicXform,1,StatisticBasedCase,1017626888,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,10,64,BasicXform,1,StatisticBasedCase,697655357,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,10,64,BasicXform,1,StatisticBasedCase,1017638392,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,10,64,BasicXform,1,StatisticBasedCase,1396005840,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation2,10,64,BasicXform,1,StatisticBasedCase,1230465372,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Modification,11,64,BasicXform,1,StatisticBasedCase,936188,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,11,64,BasicXform,1,StatisticBasedCase,1017649328,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,12,64,BasicXform,1,StatisticBasedCase,682304457,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,12,64,BasicXform,1,StatisticBasedCase,1018178224,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,12,64,BasicXform,1,StatisticBasedCase,1396093504,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation2,12,64,BasicXform,1,StatisticBasedCase,1230520452,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Modification,13,64,BasicXform,1,StatisticBasedCase,840409,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,13,64,BasicXform,1,StatisticBasedCase,1018189592,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,14,64,BasicXform,1,StatisticBasedCase,697060034,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,14,64,BasicXform,1,StatisticBasedCase,1020292152,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,14,64,BasicXform,1,StatisticBasedCase,1396568992,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation2,14,64,BasicXform,1,StatisticBasedCase,1231028300,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
EMFResourceInitialization,1,8,BasicXform,3,StatisticBasedCase,532629,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
EMFResourceInitialization,1,8,BasicXform,3,StatisticBasedCase,9583456,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Generation,2,8,BasicXform,3,StatisticBasedCase,1044297947,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Generation,2,8,BasicXform,3,StatisticBasedCase,32640848,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Initialization,3,8,BasicXform,3,StatisticBasedCase,185679432,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Initialization,3,8,BasicXform,3,StatisticBasedCase,25195584,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Initialization,3,8,BasicXform,3,StatisticBasedCase,96572104,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Initialization,3,8,BasicXform,3,StatisticBasedCase,64359824,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation1,4,8,BasicXform,3,StatisticBasedCase,173349970,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation1,4,8,BasicXform,3,StatisticBasedCase,29909736,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation1,4,8,BasicXform,3,StatisticBasedCase,78883304,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation1,4,8,BasicXform,3,StatisticBasedCase,121833040,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,5,8,BasicXform,3,StatisticBasedCase,2877721,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,5,8,BasicXform,3,StatisticBasedCase,30095112,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,6,8,BasicXform,3,StatisticBasedCase,17718,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,6,8,BasicXform,3,StatisticBasedCase,30095984,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,6,8,BasicXform,3,StatisticBasedCase,51570744,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,6,8,BasicXform,3,StatisticBasedCase,40833464,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Modification,7,8,BasicXform,3,StatisticBasedCase,1537441,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,7,8,BasicXform,3,StatisticBasedCase,30136208,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,8,8,BasicXform,3,StatisticBasedCase,17752,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,8,8,BasicXform,3,StatisticBasedCase,30137080,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,8,8,BasicXform,3,StatisticBasedCase,40874560,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation2,8,8,BasicXform,3,StatisticBasedCase,51611840,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,9,8,BasicXform,3,StatisticBasedCase,1338939,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,9,8,BasicXform,3,StatisticBasedCase,30153432,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,10,8,BasicXform,3,StatisticBasedCase,18180,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,10,8,BasicXform,3,StatisticBasedCase,30154304,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,10,8,BasicXform,3,StatisticBasedCase,51629064,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation2,10,8,BasicXform,3,StatisticBasedCase,51629064,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,11,8,BasicXform,3,StatisticBasedCase,1461175,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,11,8,BasicXform,3,StatisticBasedCase,30171712,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,12,8,BasicXform,3,StatisticBasedCase,15505,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,12,8,BasicXform,3,StatisticBasedCase,30172608,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,12,8,BasicXform,3,StatisticBasedCase,40910088,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation2,12,8,BasicXform,3,StatisticBasedCase,51647368,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,13,8,BasicXform,3,StatisticBasedCase,1509439,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,13,8,BasicXform,3,StatisticBasedCase,30189696,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,14,8,BasicXform,3,StatisticBasedCase,33613,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,14,8,BasicXform,3,StatisticBasedCase,30190568,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,14,8,BasicXform,3,StatisticBasedCase,73140184,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,14,8,BasicXform,3,StatisticBasedCase,51665328,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
EMFResourceInitialization,1,4,BasicXform,2,StatisticBasedCase,639502,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
EMFResourceInitialization,1,4,BasicXform,2,StatisticBasedCase,9488016,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Generation,2,4,BasicXform,2,StatisticBasedCase,356015899,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Generation,2,4,BasicXform,2,StatisticBasedCase,15735608,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Initialization,3,4,BasicXform,2,StatisticBasedCase,88491488,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Initialization,3,4,BasicXform,2,StatisticBasedCase,12545592,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
Initialization,3,4,BasicXform,2,StatisticBasedCase,52923876,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Initialization,3,4,BasicXform,2,StatisticBasedCase,74398712,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation1,4,4,BasicXform,2,StatisticBasedCase,111755703,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation1,4,4,BasicXform,2,StatisticBasedCase,13692680,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation1,4,4,BasicXform,2,StatisticBasedCase,55495848,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation1,4,4,BasicXform,2,StatisticBasedCase,44758436,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,5,4,BasicXform,2,StatisticBasedCase,173076,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,5,4,BasicXform,2,StatisticBasedCase,13692464,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,6,4,BasicXform,2,StatisticBasedCase,108127466,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,6,4,BasicXform,2,StatisticBasedCase,13698616,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,6,4,BasicXform,2,StatisticBasedCase,56642920,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,6,4,BasicXform,2,StatisticBasedCase,45905508,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,7,4,BasicXform,2,StatisticBasedCase,156924,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,7,4,BasicXform,2,StatisticBasedCase,13698400,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,8,4,BasicXform,2,StatisticBasedCase,106691656,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,8,4,BasicXform,2,StatisticBasedCase,13710464,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,8,4,BasicXform,2,StatisticBasedCase,78123752,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,8,4,BasicXform,2,StatisticBasedCase,45911464,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,9,4,BasicXform,2,StatisticBasedCase,183190,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,9,4,BasicXform,2,StatisticBasedCase,13710376,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,10,4,BasicXform,2,StatisticBasedCase,97801478,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,10,4,BasicXform,2,StatisticBasedCase,13715784,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,10,4,BasicXform,2,StatisticBasedCase,56660880,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,10,4,BasicXform,2,StatisticBasedCase,45923444,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,11,4,BasicXform,2,StatisticBasedCase,156665,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,11,4,BasicXform,2,StatisticBasedCase,13715584,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,12,4,BasicXform,2,StatisticBasedCase,98682937,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,12,4,BasicXform,2,StatisticBasedCase,13721952,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,12,4,BasicXform,2,StatisticBasedCase,56666112,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
M2MTransformation2,12,4,BasicXform,2,StatisticBasedCase,45928676,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
Modification,13,4,BasicXform,2,StatisticBasedCase,123694,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
Modification,13,4,BasicXform,2,StatisticBasedCase,13721768,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,14,4,BasicXform,2,StatisticBasedCase,99904545,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Time
M2MTransformation2,14,4,BasicXform,2,StatisticBasedCase,13727424,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,Memory
M2MTransformation2,14,4,BasicXform,2,StatisticBasedCase,45934812,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,AverageMemory
M2MTransformation2,14,4,BasicXform,2,StatisticBasedCase,56672224,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH-TEMPLATE,PeakMemory
EMFResourceInitialization,1,64,BasicXform,3,StatisticBasedCase,424970,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
EMFResourceInitialization,1,64,BasicXform,3,StatisticBasedCase,10080520,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
Generation,2,64,BasicXform,3,StatisticBasedCase,64717501197,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Generation,2,64,BasicXform,3,StatisticBasedCase,1721287824,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
Initialization,3,64,BasicXform,3,StatisticBasedCase,11423812507,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Initialization,3,64,BasicXform,3,StatisticBasedCase,977552696,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
Initialization,3,64,BasicXform,3,StatisticBasedCase,1129124565,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Initialization,3,64,BasicXform,3,StatisticBasedCase,2784251920,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation1,4,64,BasicXform,3,StatisticBasedCase,734748950,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation1,4,64,BasicXform,3,StatisticBasedCase,1016225072,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation1,4,64,BasicXform,3,StatisticBasedCase,1339427400,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation1,4,64,BasicXform,3,StatisticBasedCase,1181103384,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Modification,5,64,BasicXform,3,StatisticBasedCase,1000811,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,5,64,BasicXform,3,StatisticBasedCase,1016238544,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,6,64,BasicXform,3,StatisticBasedCase,765464653,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,6,64,BasicXform,3,StatisticBasedCase,1017560280,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,6,64,BasicXform,3,StatisticBasedCase,1423274040,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation2,6,64,BasicXform,3,StatisticBasedCase,1242369720,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Modification,7,64,BasicXform,3,StatisticBasedCase,1025346,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,7,64,BasicXform,3,StatisticBasedCase,1017598888,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,8,64,BasicXform,3,StatisticBasedCase,747710416,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,8,64,BasicXform,3,StatisticBasedCase,1017607280,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,8,64,BasicXform,3,StatisticBasedCase,1424635064,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation2,8,64,BasicXform,3,StatisticBasedCase,1243730404,2,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Modification,9,64,BasicXform,3,StatisticBasedCase,987263,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,9,64,BasicXform,3,StatisticBasedCase,1017617856,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,10,64,BasicXform,3,StatisticBasedCase,675006686,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,10,64,BasicXform,3,StatisticBasedCase,1017628256,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,10,64,BasicXform,3,StatisticBasedCase,1424653640,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation2,10,64,BasicXform,3,StatisticBasedCase,1243749176,3,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Modification,11,64,BasicXform,3,StatisticBasedCase,874798,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,11,64,BasicXform,3,StatisticBasedCase,1017639480,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,12,64,BasicXform,3,StatisticBasedCase,657477003,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,12,64,BasicXform,3,StatisticBasedCase,1018168240,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,12,64,BasicXform,3,StatisticBasedCase,1424674944,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation2,12,64,BasicXform,3,StatisticBasedCase,1243770652,4,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
Modification,13,64,BasicXform,3,StatisticBasedCase,895023,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
Modification,13,64,BasicXform,3,StatisticBasedCase,1018179736,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,14,64,BasicXform,3,StatisticBasedCase,646106266,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Time
M2MTransformation2,14,64,BasicXform,3,StatisticBasedCase,1020281744,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,Memory
M2MTransformation2,14,64,BasicXform,3,StatisticBasedCase,1427312680,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,PeakMemory
M2MTransformation2,14,64,BasicXform,3,StatisticBasedCase,1245359636,5,BATCH_VIATRA_QUERY_RETE-TEMPLATE,AverageMemory
EMFResourceInitialization,1,4,BasicXform,2,StatisticBasedCase,191433,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
EMFResourceInitialization,1,4,BasicXform,2,StatisticBasedCase,9542680,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Generation,2,4,BasicXform,2,StatisticBasedCase,286365870,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Generation,2,4,BasicXform,2,StatisticBasedCase,16411032,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Initialization,3,4,BasicXform,2,StatisticBasedCase,81407575,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Initialization,3,4,BasicXform,2,StatisticBasedCase,15871488,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
Initialization,3,4,BasicXform,2,StatisticBasedCase,74458824,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Initialization,3,4,BasicXform,2,StatisticBasedCase,52983948,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation1,4,4,BasicXform,2,StatisticBasedCase,103444607,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation1,4,4,BasicXform,2,StatisticBasedCase,18018880,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation1,4,4,BasicXform,2,StatisticBasedCase,58821740,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation1,4,4,BasicXform,2,StatisticBasedCase,91034016,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,5,4,BasicXform,2,StatisticBasedCase,2669942,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,5,4,BasicXform,2,StatisticBasedCase,18112912,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,6,4,BasicXform,2,StatisticBasedCase,19087,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,6,4,BasicXform,2,StatisticBasedCase,18113784,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,6,4,BasicXform,2,StatisticBasedCase,28851264,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation2,6,4,BasicXform,2,StatisticBasedCase,39588544,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,7,4,BasicXform,2,StatisticBasedCase,1618211,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,7,4,BasicXform,2,StatisticBasedCase,18133192,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,8,4,BasicXform,2,StatisticBasedCase,21991,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,8,4,BasicXform,2,StatisticBasedCase,18134064,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,8,4,BasicXform,2,StatisticBasedCase,39608824,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,8,4,BasicXform,2,StatisticBasedCase,39608824,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Modification,9,4,BasicXform,2,StatisticBasedCase,1455937,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,9,4,BasicXform,2,StatisticBasedCase,18154640,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,10,4,BasicXform,2,StatisticBasedCase,19374,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,10,4,BasicXform,2,StatisticBasedCase,18155512,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,10,4,BasicXform,2,StatisticBasedCase,28892992,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
M2MTransformation2,10,4,BasicXform,2,StatisticBasedCase,39630272,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
Modification,11,4,BasicXform,2,StatisticBasedCase,1591412,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,11,4,BasicXform,2,StatisticBasedCase,18188528,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,12,4,BasicXform,2,StatisticBasedCase,26924,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,12,4,BasicXform,2,StatisticBasedCase,18189424,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,12,4,BasicXform,2,StatisticBasedCase,39664184,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
M2MTransformation2,12,4,BasicXform,2,StatisticBasedCase,39664184,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,AverageMemory
Modification,13,4,BasicXform,2,StatisticBasedCase,1850996,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
Modification,13,4,BasicXform,2,StatisticBasedCase,18220432,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,14,4,BasicXform,2,StatisticBasedCase,19482,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Time
M2MTransformation2,14,4,BasicXform,2,StatisticBasedCase,18221304,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,Memory
M2MTransformation2,14,4,BasicXform,2,StatisticBasedCase,39696064,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,PeakMemory
