PhaseName,RunIndex,Size,MetricName,Sequence,Tool,Iteration,CaseName,Scenario,MetricValue
M2MTransformation2,2,4,Time,8,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,2073041073
M2MTransformation2,2,4,Memory,8,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,12781576
M2MTransformation2,2,4,PeakMemory,8,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,1442963824
M2MTransformation2,2,4,AverageMemory,8,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,696460448
Modification,2,4,Time,9,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,96003
Modification,2,4,Memory,9,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,12781960
M2MTransformation2,2,4,Time,10,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,1911005067
M2MTransformation2,2,4,Memory,10,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,13012448
M2MTransformation2,2,4,AverageMemory,10,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,806197368
M2MTransformation2,2,4,PeakMemory,10,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,1444184784
Modification,2,4,Time,11,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,113954
Modification,2,4,Memory,11,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,13012856
M2MTransformation2,2,4,Time,12,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,1917726847
M2MTransformation2,2,4,Memory,12,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,13302520
M2MTransformation2,2,4,PeakMemory,12,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,1445234984
M2MTransformation2,2,4,AverageMemory,12,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,806817432
Modification,2,4,Time,13,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,86689
Modification,2,4,Memory,13,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,13302904
M2MTransformation2,2,4,Time,14,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,1927468618
M2MTransformation2,2,4,Memory,14,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,13537232
M2MTransformation2,2,4,AverageMemory,14,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,806843904
M2MTransformation2,2,4,PeakMemory,14,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,1445461472
EMFResourceInitialization,1,32,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,403447
EMFResourceInitialization,1,32,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,11486408
Generation,1,32,Time,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,13020135537
Generation,1,32,Memory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,791235192
Initialization,1,32,Time,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,1680946639
Initialization,1,32,Memory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,503578352
Initialization,1,32,PeakMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,1102368488
Initialization,1,32,AverageMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,627341648
M2MTransformation1,1,32,Time,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,954337805
M2MTransformation1,1,32,Memory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,552623400
M2MTransformation1,1,32,AverageMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,698126548
M2MTransformation1,1,32,PeakMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,837089144
Modification,1,32,Time,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,8963537
Modification,1,32,Memory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,557024848
M2MTransformation2,1,32,Time,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,17097
M2MTransformation2,1,32,Memory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,557025416
M2MTransformation2,1,32,AverageMemory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,619730248
M2MTransformation2,1,32,PeakMemory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,619730248
Modification,1,32,Time,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,2632449
Modification,1,32,Memory,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,557157904
M2MTransformation2,1,32,Time,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,16036
M2MTransformation2,1,32,Memory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,557158472
M2MTransformation2,1,32,AverageMemory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,621593448
M2MTransformation2,1,32,PeakMemory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,686028464
Modification,1,32,Time,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,2759151
Modification,1,32,Memory,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,557291280
M2MTransformation2,1,32,Time,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,14729
M2MTransformation2,1,32,Memory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,557291848
M2MTransformation2,1,32,AverageMemory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,574305084
M2MTransformation2,1,32,PeakMemory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,621726824
Modification,1,32,Time,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,3113214
Modification,1,32,Memory,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,557425128
M2MTransformation2,1,32,Time,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,15021
M2MTransformation2,1,32,Memory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,557425720
M2MTransformation2,1,32,AverageMemory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,590691884
M2MTransformation2,1,32,PeakMemory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,621860696
Modification,1,32,Time,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,3106059
Modification,1,32,Memory,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,557559328
M2MTransformation2,1,32,Time,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,15623
M2MTransformation2,1,32,Memory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,557559896
M2MTransformation2,1,32,AverageMemory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,589777484
M2MTransformation2,1,32,PeakMemory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,621994872
EMFResourceInitialization,3,1,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,355777
EMFResourceInitialization,3,1,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,11085568
Generation,3,1,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,102706674
Generation,3,1,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,13257880
Initialization,3,1,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,119830840
Initialization,3,1,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,13303456
Initialization,3,1,PeakMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,32682840
Initialization,3,1,AverageMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,32682840
M2MTransformation1,3,1,Time,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,88259021
M2MTransformation1,3,1,Memory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,13636080
M2MTransformation1,3,1,AverageMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,34789320
M2MTransformation1,3,1,PeakMemory,4,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,34789320
Modification,3,1,Time,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,190620
Modification,3,1,Memory,5,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,13637112
M2MTransformation2,3,1,Time,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,67594192
M2MTransformation2,3,1,Memory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,13648464
M2MTransformation2,3,1,AverageMemory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,35122992
M2MTransformation2,3,1,PeakMemory,6,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,35122992
Modification,3,1,Time,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,155844
Modification,3,1,Memory,7,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,13648296
M2MTransformation2,3,1,Time,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,57394945
M2MTransformation2,3,1,Memory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,13656720
M2MTransformation2,3,1,AverageMemory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,35134176
M2MTransformation2,3,1,PeakMemory,8,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,2,StatisticBasedCase,BasicXform,35134176
Modification,3,1,Time,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,108098
Modification,3,1,Memory,9,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,13657496
M2MTransformation2,3,1,Time,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,53955966
M2MTransformation2,3,1,Memory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,13665360
M2MTransformation2,3,1,PeakMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,35143376
M2MTransformation2,3,1,AverageMemory,10,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,3,StatisticBasedCase,BasicXform,35143376
Modification,3,1,Time,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,136131
Modification,3,1,Memory,11,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,13666160
M2MTransformation2,3,1,Time,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,44906700
M2MTransformation2,3,1,Memory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,13673560
M2MTransformation2,3,1,PeakMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,35152064
M2MTransformation2,3,1,AverageMemory,12,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,4,StatisticBasedCase,BasicXform,35152064
Modification,3,1,Time,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,144059
Modification,3,1,Memory,13,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,13674336
M2MTransformation2,3,1,Time,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,38425849
M2MTransformation2,3,1,Memory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,13681520
M2MTransformation2,3,1,AverageMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,45902884
M2MTransformation2,3,1,PeakMemory,14,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,5,StatisticBasedCase,BasicXform,56645552
EMFResourceInitialization,3,32,Time,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,735598
EMFResourceInitialization,3,32,Memory,1,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,11486632
Generation,3,32,Time,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,13454476745
Generation,3,32,Memory,2,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,791703040
Initialization,3,32,Time,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,1800106040
Initialization,3,32,Memory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,504252792
Initialization,3,32,AverageMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,633594058
Initialization,3,32,PeakMemory,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,1168983048
M2MTransformation1,3,32,Time,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,911755184
M2MTransformation1,3,32,Memory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,553314776
M2MTransformation1,3,32,PeakMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,838015184
M2MTransformation1,3,32,AverageMemory,4,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,698947760
Modification,3,32,Time,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,7821316
Modification,3,32,Memory,5,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,557652192
M2MTransformation2,3,32,Time,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,24521
M2MTransformation2,3,32,Memory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,557652760
M2MTransformation2,3,32,AverageMemory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,620368072
M2MTransformation2,3,32,PeakMemory,6,INCR_VIATRA_TRANSFORMATION-TEMPLATE,1,StatisticBasedCase,BasicXform,683083424
Modification,3,32,Time,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,2060448
Modification,3,32,Memory,7,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,557692344
M2MTransformation2,3,32,Time,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,14960
M2MTransformation2,3,32,Memory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,557692912
M2MTransformation2,3,32,AverageMemory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,622127888
M2MTransformation2,3,32,PeakMemory,8,INCR_VIATRA_TRANSFORMATION-TEMPLATE,2,StatisticBasedCase,BasicXform,622127888
Modification,3,32,Time,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,1522662
Modification,3,32,Memory,9,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,557733040
M2MTransformation2,3,32,Time,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,13864
M2MTransformation2,3,32,Memory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,557733608
M2MTransformation2,3,32,AverageMemory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,574746844
M2MTransformation2,3,32,PeakMemory,10,INCR_VIATRA_TRANSFORMATION-TEMPLATE,3,StatisticBasedCase,BasicXform,622168584
Modification,3,32,Time,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,1611363
Modification,3,32,Memory,11,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,557773896
M2MTransformation2,3,32,Time,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,23896
M2MTransformation2,3,32,Memory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,557774488
M2MTransformation2,3,32,AverageMemory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,596283532
M2MTransformation2,3,32,PeakMemory,12,INCR_VIATRA_TRANSFORMATION-TEMPLATE,4,StatisticBasedCase,BasicXform,622209464
Modification,3,32,Time,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,1612150
Modification,3,32,Memory,13,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,557814456
M2MTransformation2,3,32,Time,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,14395
M2MTransformation2,3,32,Memory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,557815056
M2MTransformation2,3,32,PeakMemory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,622250032
M2MTransformation2,3,32,AverageMemory,14,INCR_VIATRA_TRANSFORMATION-TEMPLATE,5,StatisticBasedCase,BasicXform,587673348
EMFResourceInitialization,1,1,Time,1,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,740147
EMFResourceInitialization,1,1,Memory,1,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,10938616
Generation,1,1,Time,2,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,167290566
Generation,1,1,Memory,2,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,13076824
Initialization,1,1,Time,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,21050
Initialization,1,1,Memory,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,11050720
Initialization,1,1,PeakMemory,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,32535472
Initialization,1,1,AverageMemory,3,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,32535472
M2MTransformation1,1,1,Time,4,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,176561779
M2MTransformation1,1,1,Memory,4,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,11241968
M2MTransformation1,1,1,PeakMemory,4,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,333333680
M2MTransformation1,1,1,AverageMemory,4,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,182935028
Modification,1,1,Time,5,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,76118
Modification,1,1,Memory,5,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,11242352
M2MTransformation2,1,1,Time,6,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,134661064
M2MTransformation2,1,1,Memory,6,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,11301888
M2MTransformation2,1,1,PeakMemory,6,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,333526704
M2MTransformation2,1,1,AverageMemory,6,BATCH_OPTIMIZED-TEMPLATE,1,StatisticBasedCase,BasicXform,183127468
Modification,1,1,Time,7,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,130841
Modification,1,1,Memory,7,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,11302320
M2MTransformation2,1,1,Time,8,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,116962827
M2MTransformation2,1,1,Memory,8,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,11366256
M2MTransformation2,1,1,AverageMemory,8,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,183186684
M2MTransformation2,1,1,PeakMemory,8,BATCH_OPTIMIZED-TEMPLATE,2,StatisticBasedCase,BasicXform,333585168
Modification,1,1,Time,9,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,51493
Modification,1,1,Memory,9,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,11366640
M2MTransformation2,1,1,Time,10,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,117251775
M2MTransformation2,1,1,Memory,10,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,11426440
M2MTransformation2,1,1,PeakMemory,10,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,333650912
M2MTransformation2,1,1,AverageMemory,10,BATCH_OPTIMIZED-TEMPLATE,3,StatisticBasedCase,BasicXform,183251716
Modification,1,1,Time,11,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,79622
Modification,1,1,Memory,11,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,11426848
M2MTransformation2,1,1,Time,12,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,117727726
M2MTransformation2,1,1,Memory,12,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,11503824
M2MTransformation2,1,1,AverageMemory,12,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,183312136
M2MTransformation2,1,1,PeakMemory,12,BATCH_OPTIMIZED-TEMPLATE,4,StatisticBasedCase,BasicXform,333711520
Modification,1,1,Time,13,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,74255
Modification,1,1,Memory,13,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,11504208
M2MTransformation2,1,1,Time,14,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,120259942
M2MTransformation2,1,1,Memory,14,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,11567320
M2MTransformation2,1,1,PeakMemory,14,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,333788280
M2MTransformation2,1,1,AverageMemory,14,BATCH_OPTIMIZED-TEMPLATE,5,StatisticBasedCase,BasicXform,183389184
EMFResourceInitialization,2,64,Time,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,290264
EMFResourceInitialization,2,64,Memory,1,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,11799720
Generation,2,64,Time,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,72657350469
Generation,2,64,Memory,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,3441231880
Initialization,2,64,Time,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,2677835785
Initialization,2,64,Memory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,238546912
Initialization,2,64,PeakMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,1202849464
Initialization,2,64,AverageMemory,3,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,1,StatisticBasedCase,BasicXform,616800208
