MetricName,PhaseName,Scenario,Tool,Size,RunIndex,Sequence,Iteration,MetricValue,CaseName
PeakMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,3,1,85840456,StatisticBasedCase
AverageMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,3,1,53628152,StatisticBasedCase
Time,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,4,1,204195394,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,4,1,20005224,StatisticBasedCase
AverageMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,4,1,101265984,StatisticBasedCase
PeakMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,4,1,165690600,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,5,1,212242,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,5,1,20005856,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,6,1,211243162,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,6,1,20014824,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,6,1,105906232,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,6,1,170330928,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,7,2,186002,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,7,2,20015296,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,8,2,225486769,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,8,2,20024264,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,8,2,170340344,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,8,2,105915660,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,9,3,335277,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,9,3,20024640,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,10,3,209435565,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,10,3,20032032,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,10,3,105925076,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,10,3,170349832,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,11,4,251119,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,11,4,20032432,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,12,4,214320512,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,12,4,20037480,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,12,4,170357280,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,12,4,105932708,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,13,5,198795,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,13,5,20036888,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,14,5,161675853,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,14,5,20044728,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,14,5,105937332,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,8,1,14,5,170362096,StatisticBasedCase
Time,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,1,1,264228,StatisticBasedCase
Memory,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,1,1,9681728,StatisticBasedCase
Time,Generation,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,2,1,1763792517,StatisticBasedCase
Memory,Generation,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,2,1,52083344,StatisticBasedCase
Time,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,3,1,144797137,StatisticBasedCase
Memory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,3,1,21234368,StatisticBasedCase
PeakMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,3,1,95816216,StatisticBasedCase
AverageMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,3,1,59050468,StatisticBasedCase
Time,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,4,1,401942256,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,4,1,31212656,StatisticBasedCase
PeakMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,4,1,310469288,StatisticBasedCase
AverageMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,4,1,176181936,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,5,1,511855,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,5,1,31213248,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,6,1,338715005,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,6,1,31227832,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,6,1,320448224,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,6,1,186160940,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,7,2,286794,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,7,2,31227248,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,8,2,284578801,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,8,2,31232792,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,8,2,320462496,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,8,2,186175076,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,9,3,252962,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,9,3,31233168,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,10,3,273171139,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,10,3,31239272,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,10,3,320472320,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,10,3,186182948,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,11,4,322138,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,11,4,31239672,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,12,4,274877505,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,12,4,31244888,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,12,4,320478784,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,12,4,186189444,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,13,5,388552,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,13,5,31245288,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,14,5,253939705,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,14,5,31252304,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,14,5,186193128,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,16,1,14,5,320480560,StatisticBasedCase
Time,EMFResourceInitialization,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,1,1,222692,StatisticBasedCase
Memory,EMFResourceInitialization,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,1,1,9382880,StatisticBasedCase
Time,Generation,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,2,1,207469220,StatisticBasedCase
Memory,Generation,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,2,1,13363608,StatisticBasedCase
Time,Initialization,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,3,1,14345,StatisticBasedCase
Memory,Initialization,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,3,1,9860936,StatisticBasedCase
AverageMemory,Initialization,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,3,1,20598232,StatisticBasedCase
PeakMemory,Initialization,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,3,1,31335328,StatisticBasedCase
Time,M2MTransformation1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,4,1,1601983033,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,4,1,10640080,StatisticBasedCase
PeakMemory,M2MTransformation1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,4,1,1084487544,StatisticBasedCase
AverageMemory,M2MTransformation1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,4,1,218031630,StatisticBasedCase
Time,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,5,1,154171,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,5,1,10640200,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,6,1,1834552596,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,6,1,10863424,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,6,1,494420829,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,6,1,1439653056,StatisticBasedCase
Time,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,7,2,115378,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,7,2,10863512,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,8,2,1590874923,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,8,2,11100144,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,8,2,1441736016,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,8,2,499967931,StatisticBasedCase
Time,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,9,3,86542,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,9,3,11100232,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,10,3,1587759463,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,10,3,11314192,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,10,3,1442150816,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,10,3,505417784,StatisticBasedCase
Time,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,11,4,79986,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,11,4,11314304,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,12,4,1833828589,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,12,4,11578856,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,12,4,1442971200,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,12,4,488152160,StatisticBasedCase
Time,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,13,5,152547,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,13,5,11578968,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,14,5,1708609905,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,14,5,11795704,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,14,5,402971827,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,4,3,14,5,1443162032,StatisticBasedCase
Time,EMFResourceInitialization,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,1,1,569482,StatisticBasedCase
Memory,EMFResourceInitialization,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,1,1,9361432,StatisticBasedCase
Time,Generation,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,2,1,118386719,StatisticBasedCase
Memory,Generation,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,2,1,12052072,StatisticBasedCase
Time,Initialization,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,3,1,14119,StatisticBasedCase
Memory,Initialization,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,3,1,9606816,StatisticBasedCase
AverageMemory,Initialization,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,3,1,20344112,StatisticBasedCase
PeakMemory,Initialization,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,3,1,31081208,StatisticBasedCase
Time,M2MTransformation1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,4,1,581869900,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,4,1,10019672,StatisticBasedCase
PeakMemory,M2MTransformation1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,4,1,1083840208,StatisticBasedCase
AverageMemory,M2MTransformation1,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,4,1,192390428,StatisticBasedCase
Time,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,5,1,100751,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,5,1,10019760,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,6,1,548561611,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,6,1,10143264,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,6,1,203540344,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,6,1,1084253480,StatisticBasedCase
Time,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,7,2,75786,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,7,2,10143376,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,8,2,554540835,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,8,2,10274536,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,8,2,1084377096,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,8,2,203663660,StatisticBasedCase
Time,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,9,3,113955,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,9,3,10274624,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,10,3,637776088,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,10,3,10423616,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,10,3,1084557512,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,10,3,203819908,StatisticBasedCase
Time,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,11,4,134631,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,11,4,10423728,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,12,4,593875673,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,12,4,10545664,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,12,4,1084657472,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,12,4,209207572,StatisticBasedCase
Time,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,13,5,87796,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,13,5,10545752,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,14,5,748879094,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,14,5,10669016,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,14,5,39380756,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_OPTIMIZED-TEMPLATE,2,1,14,5,1441262544,StatisticBasedCase
Time,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,1,1,320591,StatisticBasedCase
Memory,EMFResourceInitialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,1,1,9549648,StatisticBasedCase
Time,Generation,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,2,1,775513472,StatisticBasedCase
Memory,Generation,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,2,1,16639976,StatisticBasedCase
Time,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,3,1,93365671,StatisticBasedCase
Memory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,3,1,13430416,StatisticBasedCase
PeakMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,3,1,74466688,StatisticBasedCase
AverageMemory,Initialization,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,3,1,52991852,StatisticBasedCase
Time,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,4,1,100659352,StatisticBasedCase
Memory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,4,1,15611616,StatisticBasedCase
AverageMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,4,1,67118136,StatisticBasedCase
PeakMemory,M2MTransformation1,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,4,1,99330424,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,5,1,138204,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,5,1,15612200,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,6,1,97697962,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,6,1,15619384,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,6,1,101513896,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,6,1,69300880,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,7,2,212498,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,7,2,15619872,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,8,2,94212348,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,8,2,15627080,StatisticBasedCase
AverageMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,8,2,69307760,StatisticBasedCase
PeakMemory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,8,2,122994872,StatisticBasedCase
Time,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,9,3,156690,StatisticBasedCase
Memory,Modification,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,9,3,15627456,StatisticBasedCase
Time,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,10,3,89587440,StatisticBasedCase
Memory,M2MTransformation2,BasicXform,BATCH_VIATRA_QUERY_LOCAL_SEARCH_GENERIC-TEMPLATE,4,3,10,3,15634752,StatisticBasedCase
