MetricValue,Iteration,Scenario,RunIndex,Tool,Size,Sequence,MetricName,CaseName,PhaseName
412922664,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,4,Memory,StatisticBasedCase,M2MTransformation1
562450252,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,4,AverageMemory,StatisticBasedCase,M2MTransformation1
704296384,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,4,PeakMemory,StatisticBasedCase,M2MTransformation1
7912838,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,5,Time,StatisticBasedCase,Modification
417264408,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,5,Memory,StatisticBasedCase,Modification
25169,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,6,Time,StatisticBasedCase,M2MTransformation2
417264976,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,6,Memory,StatisticBasedCase,M2MTransformation2
435059400,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,6,AverageMemory,StatisticBasedCase,M2MTransformation2
480640888,1,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,6,PeakMemory,StatisticBasedCase,M2MTransformation2
1528778,2,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,7,Time,StatisticBasedCase,Modification
417309304,2,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,7,Memory,StatisticBasedCase,Modification
13729,2,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,8,Time,StatisticBasedCase,M2MTransformation2
417310072,2,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,8,Memory,StatisticBasedCase,M2MTransformation2
481744848,2,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,8,PeakMemory,StatisticBasedCase,M2MTransformation2
460013220,2,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,8,AverageMemory,StatisticBasedCase,M2MTransformation2
1542247,3,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,9,Time,StatisticBasedCase,Modification
417354776,3,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,9,Memory,StatisticBasedCase,Modification
13242,3,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,10,Time,StatisticBasedCase,M2MTransformation2
417355344,3,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,10,Memory,StatisticBasedCase,M2MTransformation2
435679300,3,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,10,AverageMemory,StatisticBasedCase,M2MTransformation2
481790320,3,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,10,PeakMemory,StatisticBasedCase,M2MTransformation2
1578764,4,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,11,Time,StatisticBasedCase,Modification
417400392,4,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,11,Memory,StatisticBasedCase,Modification
21171,4,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,12,Time,StatisticBasedCase,M2MTransformation2
417400984,4,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,12,Memory,StatisticBasedCase,M2MTransformation2
455385740,4,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,12,AverageMemory,StatisticBasedCase,M2MTransformation2
481835960,4,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,12,PeakMemory,StatisticBasedCase,M2MTransformation2
1491090,5,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,13,Time,StatisticBasedCase,Modification
417445936,5,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,13,Memory,StatisticBasedCase,Modification
25769,5,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,14,Time,StatisticBasedCase,M2MTransformation2
417446704,5,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,14,Memory,StatisticBasedCase,M2MTransformation2
448091228,5,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,14,AverageMemory,StatisticBasedCase,M2MTransformation2
481881480,5,BasicXform,3,INCR_VIATRA_TRANSFORMATION-TEMPLATE,32,14,PeakMemory,StatisticBasedCase,M2MTransformation2
208528,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,1,Time,StatisticBasedCase,EMFResourceInitialization
10922016,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,1,Memory,StatisticBasedCase,EMFResourceInitialization
159342096,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,2,Time,StatisticBasedCase,Generation
13032856,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,2,Memory,StatisticBasedCase,Generation
18038,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,3,Time,StatisticBasedCase,Initialization
11033328,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,3,Memory,StatisticBasedCase,Initialization
32519288,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,3,PeakMemory,StatisticBasedCase,Initialization
32519288,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,3,AverageMemory,StatisticBasedCase,Initialization
174571091,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,4,Time,StatisticBasedCase,M2MTransformation1
11223520,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,4,Memory,StatisticBasedCase,M2MTransformation1
172175252,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,4,AverageMemory,StatisticBasedCase,M2MTransformation1
311831320,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,4,PeakMemory,StatisticBasedCase,M2MTransformation1
208866,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,5,Time,StatisticBasedCase,Modification
11223896,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,5,Memory,StatisticBasedCase,Modification
155109000,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,6,Time,StatisticBasedCase,M2MTransformation2
11282784,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,6,Memory,StatisticBasedCase,M2MTransformation2
172365088,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,6,AverageMemory,StatisticBasedCase,M2MTransformation2
312020400,1,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,6,PeakMemory,StatisticBasedCase,M2MTransformation2
84661,2,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,7,Time,StatisticBasedCase,Modification
11283200,2,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,7,Memory,StatisticBasedCase,Modification
113571862,2,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,8,Time,StatisticBasedCase,M2MTransformation2
11346752,2,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,8,Memory,StatisticBasedCase,M2MTransformation2
333566040,2,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,8,PeakMemory,StatisticBasedCase,M2MTransformation2
183167560,2,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,8,AverageMemory,StatisticBasedCase,M2MTransformation2
50486,3,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,9,Time,StatisticBasedCase,Modification
11347128,3,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,9,Memory,StatisticBasedCase,Modification
114511413,3,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,10,Time,StatisticBasedCase,M2MTransformation2
11406400,3,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,10,Memory,StatisticBasedCase,M2MTransformation2
183232572,3,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,10,AverageMemory,StatisticBasedCase,M2MTransformation2
333632136,3,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,10,PeakMemory,StatisticBasedCase,M2MTransformation2
51103,4,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,11,Time,StatisticBasedCase,Modification
11406800,4,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,11,Memory,StatisticBasedCase,Modification
115615833,4,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,12,Time,StatisticBasedCase,M2MTransformation2
11483616,4,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,12,Memory,StatisticBasedCase,M2MTransformation2
183291132,4,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,12,AverageMemory,StatisticBasedCase,M2MTransformation2
333689560,4,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,12,PeakMemory,StatisticBasedCase,M2MTransformation2
75419,5,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,13,Time,StatisticBasedCase,Modification
11483992,5,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,13,Memory,StatisticBasedCase,Modification
116209308,5,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,14,Time,StatisticBasedCase,M2MTransformation2
11546944,5,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,14,Memory,StatisticBasedCase,M2MTransformation2
183369080,5,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,14,AverageMemory,StatisticBasedCase,M2MTransformation2
333768288,5,BasicXform,1,BATCH_OPTIMIZED-TEMPLATE,1,14,PeakMemory,StatisticBasedCase,M2MTransformation2
858075,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,1,Time,StatisticBasedCase,EMFResourceInitialization
11783344,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,1,Memory,StatisticBasedCase,EMFResourceInitialization
94657714250,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,2,Time,StatisticBasedCase,Generation
3445949800,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,2,Memory,StatisticBasedCase,Generation
3410641820,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,3,Time,StatisticBasedCase,Initialization
238510120,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,3,Memory,StatisticBasedCase,Initialization
1183784304,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,3,PeakMemory,StatisticBasedCase,Initialization
623396483,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,3,AverageMemory,StatisticBasedCase,Initialization
1566869757,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,4,Time,StatisticBasedCase,M2MTransformation1
275237600,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,4,Memory,StatisticBasedCase,M2MTransformation1
935107634,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,4,AverageMemory,StatisticBasedCase,M2MTransformation1
1572419728,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,4,PeakMemory,StatisticBasedCase,M2MTransformation1
907801,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,5,Time,StatisticBasedCase,Modification
275238624,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,5,Memory,StatisticBasedCase,Modification
1208368557,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,6,Time,StatisticBasedCase,M2MTransformation2
275426584,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,6,Memory,StatisticBasedCase,M2MTransformation2
1645380952,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,6,PeakMemory,StatisticBasedCase,M2MTransformation2
1100279245,1,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,6,AverageMemory,StatisticBasedCase,M2MTransformation2
908181,2,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,7,Time,StatisticBasedCase,Modification
275427384,2,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,7,Memory,StatisticBasedCase,Modification
1113249114,2,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,8,Time,StatisticBasedCase,M2MTransformation2
275434168,2,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,8,Memory,StatisticBasedCase,M2MTransformation2
1640369888,2,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,8,PeakMemory,StatisticBasedCase,M2MTransformation2
1141358837,2,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,8,AverageMemory,StatisticBasedCase,M2MTransformation2
962350,3,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,9,Time,StatisticBasedCase,Modification
275434968,3,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,9,Memory,StatisticBasedCase,Modification
1095163089,3,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,10,Time,StatisticBasedCase,M2MTransformation2
275441728,3,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,10,Memory,StatisticBasedCase,M2MTransformation2
1680993328,3,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,10,PeakMemory,StatisticBasedCase,M2MTransformation2
1168550378,3,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,10,AverageMemory,StatisticBasedCase,M2MTransformation2
912689,4,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,11,Time,StatisticBasedCase,Modification
275442552,4,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,11,Memory,StatisticBasedCase,Modification
1091819266,4,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,12,Time,StatisticBasedCase,M2MTransformation2
275449648,4,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,12,Memory,StatisticBasedCase,M2MTransformation2
1167436157,4,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,12,AverageMemory,StatisticBasedCase,M2MTransformation2
1679235456,4,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,12,PeakMemory,StatisticBasedCase,M2MTransformation2
1088916,5,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,13,Time,StatisticBasedCase,Modification
275450472,5,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,13,Memory,StatisticBasedCase,Modification
1097429227,5,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,14,Time,StatisticBasedCase,M2MTransformation2
275457256,5,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,14,Memory,StatisticBasedCase,M2MTransformation2
1678077352,5,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,14,PeakMemory,StatisticBasedCase,M2MTransformation2
1166703181,5,BasicXform,2,BATCH_VIATRA_QUERY_LOCAL_SEARCH_TRACE_STATS-TEMPLATE,64,14,AverageMemory,StatisticBasedCase,M2MTransformation2
530028,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,Time,StatisticBasedCase,EMFResourceInitialization
11045784,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,1,Memory,StatisticBasedCase,EMFResourceInitialization
153117821,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,Time,StatisticBasedCase,Generation
15926256,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,2,Memory,StatisticBasedCase,Generation
66644813,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,Time,StatisticBasedCase,Initialization
14590288,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,Memory,StatisticBasedCase,Initialization
32769616,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,AverageMemory,StatisticBasedCase,Initialization
54254960,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,3,PeakMemory,StatisticBasedCase,Initialization
79136377,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,4,Time,StatisticBasedCase,M2MTransformation1
16383560,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,4,Memory,StatisticBasedCase,M2MTransformation1
36076144,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,4,AverageMemory,StatisticBasedCase,M2MTransformation1
36076144,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,4,PeakMemory,StatisticBasedCase,M2MTransformation1
283180,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,5,Time,StatisticBasedCase,Modification
16398672,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,5,Memory,StatisticBasedCase,Modification
64314270,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,6,Time,StatisticBasedCase,M2MTransformation2
16418256,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,6,Memory,StatisticBasedCase,M2MTransformation2
37884552,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,6,AverageMemory,StatisticBasedCase,M2MTransformation2
37884552,1,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,6,PeakMemory,StatisticBasedCase,M2MTransformation2
343127,2,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,7,Time,StatisticBasedCase,Modification
16468280,2,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,7,Memory,StatisticBasedCase,Modification
45293410,2,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,8,Time,StatisticBasedCase,M2MTransformation2
16487640,2,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,8,Memory,StatisticBasedCase,M2MTransformation2
37954160,2,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,8,AverageMemory,StatisticBasedCase,M2MTransformation2
37954160,2,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,8,PeakMemory,StatisticBasedCase,M2MTransformation2
220893,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,9,Time,StatisticBasedCase,Modification
16502016,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,9,Memory,StatisticBasedCase,Modification
35813052,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,10,Time,StatisticBasedCase,M2MTransformation2
16524464,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,10,Memory,StatisticBasedCase,M2MTransformation2
37987896,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,10,AverageMemory,StatisticBasedCase,M2MTransformation2
37987896,3,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,10,PeakMemory,StatisticBasedCase,M2MTransformation2
173069,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,11,Time,StatisticBasedCase,Modification
16540016,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,11,Memory,StatisticBasedCase,Modification
33118045,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12,Time,StatisticBasedCase,M2MTransformation2
16553808,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12,Memory,StatisticBasedCase,M2MTransformation2
38025920,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12,PeakMemory,StatisticBasedCase,M2MTransformation2
38025920,4,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,12,AverageMemory,StatisticBasedCase,M2MTransformation2
198219,5,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,13,Time,StatisticBasedCase,Modification
16569496,5,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,13,Memory,StatisticBasedCase,Modification
30431025,5,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,14,Time,StatisticBasedCase,M2MTransformation2
16583112,5,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,14,Memory,StatisticBasedCase,M2MTransformation2
38055376,5,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,14,AverageMemory,StatisticBasedCase,M2MTransformation2
38055376,5,BasicXform,1,BATCH_VIATRA_QUERY_RETE-TEMPLATE,2,14,PeakMemory,StatisticBasedCase,M2MTransformation2
358980,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,1,Time,StatisticBasedCase,EMFResourceInitialization
11090608,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,1,Memory,StatisticBasedCase,EMFResourceInitialization
1929248338,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,2,Time,StatisticBasedCase,Generation
91317296,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,2,Memory,StatisticBasedCase,Generation
12684,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,3,Time,StatisticBasedCase,Initialization
13763160,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,3,Memory,StatisticBasedCase,Initialization
35249376,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,3,AverageMemory,StatisticBasedCase,Initialization
35249376,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,3,PeakMemory,StatisticBasedCase,Initialization
32950535460,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,4,Time,StatisticBasedCase,M2MTransformation1
17560992,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,4,Memory,StatisticBasedCase,M2MTransformation1
556631943,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,4,AverageMemory,StatisticBasedCase,M2MTransformation1
1452586240,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,4,PeakMemory,StatisticBasedCase,M2MTransformation1
364050,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,5,Time,StatisticBasedCase,Modification
17561400,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,5,Memory,StatisticBasedCase,Modification
33253838602,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,6,Time,StatisticBasedCase,M2MTransformation2
18542664,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,6,Memory,StatisticBasedCase,M2MTransformation2
447316511,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,6,AverageMemory,StatisticBasedCase,M2MTransformation2
1453230536,1,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,6,PeakMemory,StatisticBasedCase,M2MTransformation2
321513,2,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,7,Time,StatisticBasedCase,Modification
18543040,2,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,7,Memory,StatisticBasedCase,Modification
33221912013,2,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,8,Time,StatisticBasedCase,M2MTransformation2
19575072,2,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,8,Memory,StatisticBasedCase,M2MTransformation2
662584344,2,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,8,AverageMemory,StatisticBasedCase,M2MTransformation2
1454507368,2,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,8,PeakMemory,StatisticBasedCase,M2MTransformation2
381768,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,9,Time,StatisticBasedCase,Modification
19575448,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,9,Memory,StatisticBasedCase,Modification
33531722480,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,10,Time,StatisticBasedCase,M2MTransformation2
20510888,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,10,Memory,StatisticBasedCase,M2MTransformation2
1454951688,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,10,PeakMemory,StatisticBasedCase,M2MTransformation2
1211418119,3,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,10,AverageMemory,StatisticBasedCase,M2MTransformation2
283800,4,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,11,Time,StatisticBasedCase,Modification
20511288,4,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,11,Memory,StatisticBasedCase,Modification
32838360347,4,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,12,Time,StatisticBasedCase,M2MTransformation2
21645208,4,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,12,Memory,StatisticBasedCase,M2MTransformation2
721637881,4,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,12,AverageMemory,StatisticBasedCase,M2MTransformation2
1456647376,4,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,12,PeakMemory,StatisticBasedCase,M2MTransformation2
265619,5,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,13,Time,StatisticBasedCase,Modification
21645608,5,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,13,Memory,StatisticBasedCase,Modification
32768153189,5,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,14,Time,StatisticBasedCase,M2MTransformation2
22584240,5,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,14,Memory,StatisticBasedCase,M2MTransformation2
1457577120,5,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,14,PeakMemory,StatisticBasedCase,M2MTransformation2
871470468,5,BasicXform,3,BATCH_OPTIMIZED-TEMPLATE,16,14,AverageMemory,StatisticBasedCase,M2MTransformation2
